feature	ASV001	ASV002	ASV003	ASV004	ASV005	ASV006	ASV007	ASV008	ASV009	ASV010	ASV011	ASV012	ASV013	ASV014	ASV015	ASV016	ASV017	ASV018	ASV019	ASV020	ASV021	ASV022	ASV023	ASV024	ASV025	ASV027	ASV028	ASV029	ASV030	ASV032	ASV033	ASV034	ASV035	ASV036	ASV037	ASV038	ASV039	ASV041	ASV042	ASV043	ASV044	ASV045	ASV046	ASV048	ASV049	ASV050	ASV051	ASV052	ASV054	ASV055	ASV056	ASV058	ASV059	ASV061	ASV062	ASV063	ASV064	ASV065	ASV066	ASV067	ASV068	ASV069	ASV070	ASV072	ASV076	ASV078	ASV081	ASV083	ASV090	ASV095	ASV097
DINP_high_wk22_dinp_d2_D	8.18e-05	0.336130065	0.107048395	0.009037024	0.063381839	0.091178772	0.097892414	0.036237312	0.000362447	0.056370804	0.004250858	0.011455199	0.036030996	0.010546292	0.004856796	0.008479412	0.020626049	0.013559253	0.00089032	0.01409456	0.002226729	0.004570556	0.007485005	0.004016661	0.003778747	0.000626384	0.006009193	0.002202565	0.007098394	0.002228587	0.000304828	0.000466535	0.001321539	0.008180161	0.001241615	0	5.02e-05	1.3e-05	0.004786165	0.002905156	0.002031565	0.004354946	0.0026691	0.001713726	0.000310404	0.002429327	6.32e-05	0	0	0.000395904	0.000375458	0.000122675	0.000211892	0	3.53e-05	0.001483247	0	0	0	8.55e-05	5.39e-05	0.0008327	0	0.000271371	0	0	9.48e-05	7.25e-05	0	7.43e-06	8.74e-05
DINP_high_wk22_dinp_d2_E	3.61e-05	0.204557175	0.163995379	0.057736935	0.113756614	0.027519932	0.076696371	0.04610549	0.000263003	0.042905618	0.006536403	0.006930908	0.093012882	0.014013944	0.010027641	0.010050847	0.019129614	0.016290727	0.000526006	0.010589746	0.001833287	0.004019823	0.005386408	0.003988882	0.001175779	0.00043576	0.010447931	0.001477459	0.008828656	0.002593933	0.000299102	0.000407397	0.000868942	0.003847066	0.000819951	0	1.8e-05	0	0.013248141	0.001580598	0.001825552	0.004262199	0.005324525	0.001887435	0.000371299	0.00159349	4.9e-05	0	0	0.000420289	0.000299102	5.41e-05	5.67e-05	0	3.09e-05	0.000495065	0	0	0	4.13e-05	7.48e-05	0.000531163	0	0.000348092	0	0	4.38e-05	7.22e-05	0	2.58e-06	0
DINP_high_wk22_dinp_d2_F	4.47e-05	0.231062795	0.241392896	0.063706229	0.067842997	0.063356902	0.070456384	0.07617957	0.000178603	0.061444796	0.008985323	0.004659445	0.010981478	0.020421189	0.006737022	0.002193144	0.009279493	0.005941187	0.000872004	0.004746121	0.000417617	0.004901085	0.005276678	0.002334976	0.002243048	0.000165471	0.006681865	0.000927161	0.0009508	0.000454388	8.93e-05	0.000246893	0.000370339	0.001704611	5.78e-05	0	3.15e-05	4.99e-05	0.001061114	0.001166175	0.002408518	0.00065663	0.006148682	0.000267905	0.000291544	0.000850992	0.000147085	0	0.007217675	0.000133952	0.000577834	0	7.35e-05	0	0	0.000204869	0	0	0	8.93e-05	4.73e-05	0.000572581	0	0.000270532	0	2.1e-05	7.35e-05	0	0	0.000207495	4.47e-05
DINP_high_wk22_dinp_d2_G	7.33e-06	0.187642076	0.256952126	0.023286477	0.155677803	0.014977378	0.054403481	0.036608383	0.000246612	0.041289119	0.006866056	0.007183477	0.067935373	0.017758472	0.007701117	0.008721746	0.02596502	0.012540563	0.000612866	0.007373929	0.000827736	0.006607236	0.007471597	0.002825045	0.000544499	0.000446831	0.006819663	0.001557804	0.008538619	0.001584662	0.000195336	0.000446831	0.000612866	0.001970451	0.001091439	0	4.15e-05	0	0.008699771	0.001093881	0.002368447	0.001709189	0.0057795	0.000451714	0.000625075	0.001096323	0.000234403	0	0	0.000390672	0.000524965	3.91e-05	6.84e-05	0	0	6.1e-05	0	0	0	1.22e-05	0.00010011	0.000529849	0	0.000376022	0	2.69e-05	4.15e-05	7.57e-05	0	0	1.95e-05
DINP_high_wk22_control_d7_A	0.002666953	0.188154089	0.187068333	0.037588231	0.228308076	0.13605468	0.011175905	0.025124177	0	0.019649016	0.006048608	0.064150243	0.011306617	0	0.008563767	0.005325474	0.000520741	0.005481485	0.001237551	0.002424503	0.000217151	0.002335956	0.002599489	0	0.004758351	0.000312023	0.00291362	0.001851055	0	0.000126496	0.00031624	0.000952935	0	0.008380348	0.000122279	0.000337322	0.000284616	0.000527066	0.000685186	0.001623363	0.000156012	0.00110473	0.010123882	0.001648662	0.008601715	0	0	0	0	0.000330997	0.000111738	0	4.43e-05	0.001433619	0	0.000402678	0	0	0	0	4.64e-05	9.7e-05	0	0	0.006137155	0	6.32e-05	0	7.8e-05	0.000128604	0
DINP_high_wk22_control_d7_B	0	0.259565107	0.112619245	0.013269411	0.234640613	0.126332152	0.007807753	0.027412509	0	0.021571662	0.001818335	0.06976641	0.013198451	0	0.010156066	0.011439988	0.000576545	0.019513839	0.001696374	0.005215517	0.00096017	0.002798462	0.002649891	0	0.00274746	0.00060759	0.003463706	0.005244344	0.000141919	0.00210439	0.000725117	0.001368186	0	0.008005109	0.000286055	0.000292708	0.000461236	0.000130831	0.000323752	0.004386179	0.000146354	0.001776203	0.018072476	0.000532196	0.00240375	0	0	0	0	0.000321535	3.77e-05	0	0.000148571	0.000665245	3.99e-05	0.0003171	0	0	0	0.00030823	3.1e-05	0.000135266	0	0	0.001062174	0	0.000153006	0	0.000102004	2.22e-06	0
DINP_high_wk22_control_d7_C	0.000328972	0.130500057	0.153137293	0.035708376	0.239010852	0.088746578	0.013164847	0.040932046	0.000187414	0.029531684	0.003626663	0.076050267	0.03690663	0	0.008138559	0.010985659	0.001222179	0.033704639	0.001427538	0.006471769	0.00128598	0.003620682	0.00514392	0.000201371	0.001866166	0.001262055	0.006168717	0.004687347	0	0.002049593	0.000893208	0.001786416	0.00065595	0.01002865	0.001630902	0.000450591	0.000173458	0.00032299	0.000968971	0.007721861	0.000354891	0.002729468	0.016129579	0.001000871	0.004767098	0	0.000974952	0.00018542	0	0.000498442	0.000426666	0	0.000163489	0.000432648	0.000177445	0.000225296	0.000679875	3.39e-05	4.98e-05	0.000313021	4.19e-05	0.000319003	0.000317009	0.00015352	0	0	0	1.79e-05	0.000107663	5.18e-05	5.58e-05
DINP_high_wk22_control_d7_D	8.55e-05	0.187073877	0.190150406	0.010880092	0.097730553	0.156069142	0.016477279	0.090431548	0.000239452	0.072891701	0.006704651	0.018602414	0.016646178	0.008252536	0.005571531	0.010497397	0.00345281	0.010818091	0.000525939	0.013960897	0.001265674	0.00226624	0.008406469	0.000838081	0.007700942	0.000160347	0.009062824	0.004036474	0.004504687	0.002343207	0.000318556	0.001434573	0.000303591	0.009351449	0.000337798	0	4.06e-05	0	0.005349183	0.003371567	0.001599196	0.003859023	0.004615862	0.003266807	0.000320694	0.00445979	0.000100484	0	0	0.000128278	0	0.000307867	0.000393385	0	0	0.000788908	0	0	0	0.000153933	6.41e-05	0.00022021	0	0.000491731	0	0	0	0.000143244	0	0.000151795	0.000111174
DINP_high_wk22_control_d7_E	4.41e-05	0.109429826	0.307993909	0.025307548	0.193436859	0.076653352	0.01102439	0.015465042	0.000208424	0.049188006	0.010634515	0.025135905	0.055200418	0.011404457	0.012064057	0.012228344	0.003410793	0.009192714	0.000434012	0.009374165	0.001037215	0.001807157	0.005671578	0.001076447	0.001704171	0.000161835	0.008663072	0.002479017	0.005703455	0.001537432	0.000201068	0.000936681	0.000100534	0.002861536	0.00021578	0	3.19e-05	0	0.01012449	0.001537432	0.001051927	0.003381369	0.00547051	0.002966973	0.000394779	0.001461418	9.07e-05	0	0	0.000362903	0	2.7e-05	6.13e-05	0	2.21e-05	0.000110342	0	0	0	0	5.64e-05	0.000129958	0	0.000411943	0	0	0	0.000188807	0	4.9e-06	0
DINP_high_wk22_control_d7_F	9.75e-05	0.116868297	0.304238194	0.050053283	0.09718012	0.191310478	0.010901474	0.039219909	6.81e-05	0.051095025	0.014711377	0.016078893	0.004886614	0.021352018	0.007343725	0.003393942	0.003846713	0.003311118	0.001012293	0.002050353	9.02e-05	0.001120884	0.002079802	0.000542957	0.004378627	2.21e-05	0.005293372	0.001615988	0.000620259	0.000163807	6.26e-05	0.00034418	6.99e-05	0.00241846	0	0	1.47e-05	0	0.000474857	0.001742984	0.002517849	0.001264446	0.00300743	0.001043582	0.000106751	0.001131928	0.000150924	0	0.019620077	7.55e-05	0	0	3.5e-05	0	0	4.97e-05	0	0	0	5.89e-05	5.15e-05	0.000577927	0	5.34e-05	0	9.94e-05	0	0	0	0.000432525	1.84e-05
DINP_high_wk22_control_d7_G	1.52e-05	0.067819662	0.379779263	0.023312263	0.223868877	0.028854539	0.011524896	0.009908851	0.00013232	0.040461864	0.011279778	0.030698348	0.065659151	0.014470653	0.010574791	0.008481525	0.006364398	0.007969597	0.000516267	0.006611685	0.000780908	0.002637733	0.005449	0.001527108	0.000726678	0.000147505	0.009438137	0.001819949	0.00464857	0.001284159	0.000245118	0.000715832	0.000104121	0.002273309	0.000318871	0	4.56e-05	0	0.006440319	0.001032533	0.001466371	0.001644244	0.005149652	0.000744031	0.000540128	0.001071579	9.33e-05	0	0	0.000362254	1.3e-05	0	6.51e-05	0	3.04e-05	0	0	0	0	3.47e-05	4.56e-05	0.000119305	0	0.00032104	0	0	0	8.89e-05	0	9.33e-05	1.52e-05
DINP_high_wk22_dinp_d7_A	0.001484023	0.106860808	0.147684477	0.012884522	0.174251464	0.14249972	0.018160632	0.207410791	0.000130504	0.020343786	0.003594467	0.035922294	0.026686304	0	0.008348559	0.008251613	0.001390805	0.008341101	0.000796077	0.002345352	0.000221858	0.004787651	0.003950557	0	0.004597487	0.000130504	0.00990902	0.002956859	2.05e-05	0.000274059	0.001588426	0.001480294	0.000210672	0.005386107	8.76e-05	0.014215668	0.000699131	0.000857601	0.000505239	0.000361684	0.000182706	0.002276371	0.006131847	0.00174876	0.006273537	0	0.000223722	3.36e-05	0	0.000193892	7.46e-05	0	3.17e-05	0.000838957	2.8e-05	0.0002144	0.000203214	0.000180842	0.000199485	9.88e-05	5.59e-05	9.51e-05	0.000173385	4.85e-05	0	0	5.97e-05	0.000151012	8.95e-05	0.000447444	0
DINP_high_wk22_dinp_d7_B	0.000246887	0.204349913	0.122099323	0.01254225	0.23745628	0.155237041	0.015636175	0.081486416	0.000141078	0.020340743	0.001869287	0.029083677	0.011858412	0	0.008987861	0.015579352	0.001236394	0.010449589	0.001310852	0.005072939	0.000952278	0.002002528	0.004173565	0	0.003064534	0.000264522	0.0063544	0.005261044	0.000119525	0.001904557	0.003174261	0.001579293	0.000178307	0.006634597	0.000319386	0.000113646	0.000413438	0.000162632	0.000295872	0.001951583	7.05e-05	0.002212186	0.014147015	0.000707351	0.001745844	0	9.8e-05	5.49e-05	0	0.000150875	3.14e-05	0	6.66e-05	0.000421275	3.33e-05	0.000321345	0.000284116	0.000309588	0.000141078	0.000376209	4.51e-05	4.31e-05	9.6e-05	2.94e-05	0	0	8.23e-05	0.000137159	0.000113646	0.000152835	2.35e-05
DINP_high_wk22_dinp_d7_C	0.000264279	0.113588818	0.152078031	0.025628384	0.219231504	0.104749912	0.01280753	0.042615516	3.78e-05	0.025335234	0.003115825	0.089053082	0.048152047	0	0.010511191	0.013818007	0.001010478	0.039082175	0.001801094	0.007672969	0.001485736	0.002802688	0.006409317	0.000308695	0.00163231	0.002422926	0.009067651	0.004896931	0	0.002056489	0.001947668	0.002118672	0.000550766	0.011543877	0.001596777	0.000437504	0.000190991	0.000344229	0.001026024	0.007040033	0.000257616	0.002711634	0.017351349	0.001163715	0.004745915	0	0.000741757	6.44e-05	0	0.000450829	0.00040197	0	0.000131029	0.000446387	0.000146575	0.000204316	0.000395308	0	6e-05	0.000195433	2.22e-05	0.0003731	0.00029537	0.000166562	0.000459712	0	0	0	9.77e-05	0.000233187	6.88e-05
DINP_high_wk22_dinp_d7_D	0.000133322	0.174222002	0.210653462	0.024075215	0.117448331	0.175571216	0.01677719	0.024240533	0.000234646	0.066762125	0.007993963	0.027992203	0.016518546	0.010359088	0.006967387	0.012014943	0.003511691	0.010276429	0.00072527	0.012841537	0.00155453	0.002730426	0.007364685	0.001637189	0.00533553	0.000234646	0.009335179	0.004487605	0.004226295	0.001981159	0.000303973	0.001069239	0.000351969	0.008116619	0.00056795	0	4.8e-05	0	0.004343618	0.002202473	0.001941163	0.003948986	0.005484851	0.004452941	0.000538619	0.004146302	8.53e-05	0	0	0.000538619	0	5.87e-05	0.000341303	0	0	0.000831927	0	0	0	0.00014932	6.93e-05	0.000266643	0	0.000383966	0	0	0	0.000218647	0	0.000709271	9.6e-05
DINP_high_wk22_dinp_d7_E	6.67e-05	0.114423676	0.284662904	0.083002746	0.174970446	0.06470101	0.010283027	0.020645548	0.000205148	0.047927624	0.009890682	0.010175324	0.064262507	0.014686009	0.011542121	0.012952511	0.002718207	0.006485231	0.000328236	0.00834951	0.000620572	0.001666825	0.005569759	0.00074366	0.001474499	0.00017694	0.008487985	0.002423307	0.003472124	0.001418083	0.000264128	0.000761611	8.72e-05	0.002936176	0.000197455	0	3.33e-05	0	0.00799563	0.001187292	0.000800076	0.003131066	0.006080064	0.004341438	0.000384652	0.001787349	0.000141039	0	0	0.000251306	3.33e-05	1.03e-05	0.000107703	0	0	0.000153861	0	0	0	4.62e-05	2.82e-05	0.000141039	0	0.000351315	0	0.000130782	0	0.000115396	0	0	0
DINP_high_wk22_dinp_d7_F	4.07e-05	0.146070378	0.319717015	0.033137804	0.10173876	0.1803805	0.006847451	0.016281716	7.5e-05	0.054584577	0.0132084	0.022856984	0.014888651	0.01678322	0.005985894	0.003216909	0.002552524	0.003384077	0.000855128	0.003731271	0.000201459	0.000855128	0.002715405	0.000664385	0.00389201	6.64e-05	0.007286802	0.001427356	0.000996577	0.000246465	5.57e-05	0.000300045	4.5e-05	0.002721835	8.57e-06	0	3e-05	1.07e-05	0.000645096	0.001217325	0.001189463	0.003795567	0.003849146	0.001230184	0.000203602	0.001455217	0.000154309	0	0.0010523	0.000255038	0	0	7.93e-05	0	0	6e-05	0	0	0	0.00014145	3.64e-05	0.000120018	0	7.07e-05	0.000143593	0.000355767	4.93e-05	0	0	0.000117875	3.43e-05
DINP_high_wk22_dinp_d7_G	1.01e-05	0.063763463	0.358109096	0.069924854	0.209691401	0.056886394	0.008958586	0.043104534	6.55e-05	0.038417342	0.011145943	0.005256712	0.040773538	0.024365843	0.010687304	0.01332322	0.003449875	0.003583435	0.000687959	0.003540595	0.00012096	0.001139038	0.002903036	7.06e-05	0.000725759	0.00024192	0.00665027	0.002144517	0.001254958	0.000478799	0.00011592	0.000710639	0.00011592	0.001947957	0.00018396	0	0	0	0.001582558	0.001547278	0.000440999	0.000808919	0.00678887	0.000826559	0.00031248	0.001723677	0.00012096	0	0	0.00018396	5.29e-05	2.52e-05	0.00010836	0	1.76e-05	5.54e-05	0	0	0	2.77e-05	4.28e-05	8.32e-05	0	0.00016632	0	0.00012348	0	3.02e-05	0	0.000189	3.78e-05
