feature	ASV001	ASV002	ASV003	ASV004	ASV005	ASV006	ASV007	ASV008	ASV009	ASV010	ASV011	ASV012	ASV013	ASV014	ASV015	ASV016	ASV017	ASV018	ASV019	ASV020	ASV021	ASV022	ASV023	ASV024	ASV025	ASV027	ASV028	ASV029	ASV030	ASV032	ASV033	ASV034	ASV035	ASV036	ASV037	ASV038	ASV039	ASV041	ASV042	ASV043	ASV044	ASV045	ASV046	ASV048	ASV049	ASV050	ASV051	ASV055	ASV056	ASV058	ASV059	ASV061	ASV062	ASV063	ASV064	ASV065	ASV066	ASV067	ASV069	ASV070	ASV072	ASV075	ASV083	ASV084	ASV086	ASV087	ASV090	ASV091	ASV095	ASV097	ASV117
BPS_high_wk22_control_d7_A	0.0369543438496983	0.310720393753073	0.493531416624722	0.12206015075083	0.350678098563449	0.310951877393688	0.123535485084635	0.550708255358683	0.0121185473166698	0.139612052447853	0.03324769540648	0.181255189159803	0.158999028220361	0	0.0662776829956767	0.0737629983892826	0.0412090531437167	0.108847809481933	0.017827273113365	0.0769537153476643	0.021048264088948	0.0547522915624058	0.075029678483186	0.00658032103911095	0.0629141372329706	0.00863723654458666	0.113305771330913	0.0474363711477405	0.00693547195388446	0.0237368871911407	0.0568703019803837	0.0470280018648496	0.0147201443608678	0.0388613830010008	0.0169975534486119	0.014389276899287	0.0232758421826105	0.0377287063141062	0.0180954065508415	0.00439319065880499	0.0116112470819051	0.0552348021445574	0.096598259954688	0.0353548683890706	0.0205855253811906	0	0.0156708679364734	0.0170682538369478	0.013878233507596	0	0.00904998541256658	0.0269222231196474	0.00711342768827841	0.0133476057743905	0.0313839821546362	0.012605451834476	0.00676022900353987	0.0202909709553846	0.0117144473657598	0.00600836370501131	0.00877507700333728	0	0.0105235492158213	0	0.00728017419845166	0.0034641085433784	0.00904998541256658	0.0046583427273173	0.0160503931755693	0	0.0034641085433784
BPS_high_wk22_control_d7_B	0.0269424873657816	0.343267542633995	0.528019911190779	0.183184807603133	0.387626767915188	0.347848015238564	0.123982202928736	0.4185599010137	0.0126995933080904	0.123607784623537	0.0379973251151077	0.196298247342824	0.179896594286058	0	0.0651639091202794	0.0805426560611284	0.0330628381799313	0.101865996368047	0.0259430526657944	0.051634567604714	0.0204239809641052	0.0365791973004882	0.0770524323554907	0	0.067600501986488	0.0140510495262298	0.0909848885370949	0.0578682065337294	0	0.0172495655115189	0.0596935961304828	0.0345848206132254	0.0130239237709233	0.0444151082745601	0.0150080282065324	0.0128086288026691	0.0280056785339792	0.0257817233927039	0.0205597314134585	0.0181912479341793	0.00928452890173793	0.0395408605499794	0.0735307511872999	0.0300657336743196	0.0187928330628232	0	0.00882621226163173	0.0123668021936775	0.0102793346878758	0	0.00623702688897509	0.034865304713475	0	0.0121398616045003	0.012024764825171	0.00441589478490127	0.0141496417377445	0.0150080282065324	0.0110611477558627	0.00816709758825555	0.00623702688897509	0	0.011791244349658	0	0.00726642479532882	0	0.00745660985192941	0.00333167241340489	0.00897787088047182	0	0
BPS_high_wk22_control_d7_C	0	0.185094372354618	0.424443734509407	0.190884669830776	0.250075842637595	0.333801876430929	0.17233353243797	0.195717976220349	0.0197152316104783	0.201284244746942	0.0180727297172993	0.203935256647677	0.364949606762383	0	0.0407830348996503	0.153065179792404	0.0243825512248891	0.372025208037135	0.0229324918733145	0.12554736226279	0.057663556644851	0.0313584483828563	0.15683478896156	0.0154411122880827	0	0.0280003012972131	0.117401784823522	0.105306268143872	0	0.0648270145962451	0.0630341701092579	0.0630860915541597	0.0468993731544809	0.108628961809468	0.0963886831224608	0.0145704160172842	0.00766819095459569	0.0974230463872484	0.0512647095460602	0.0498081807383854	0.0175221123168769	0.105275018798861	0.110745004592442	0.0200438718804551	0.0209210863562709	0	0.0267469359386294	0.0262537491594783	0.0225010541959996	0	0.0131568228637797	0.0134027891111351	0.0310968272386556	0.0121232091516551	0.0401365776069444	0.00828260639597993	0.014114964782426	0.0564590164252102	0.0103816122046427	0.0275295557456581	0.017707562549804	0.0129061709361357	0.0223553852323665	0	0.0227177855331448	0.0130320993893641	0.0160632248292104	0.0274106029179581	0.0118507204127669	0.00403733681578627	0.0102230935065479
BPS_high_wk22_control_d7_D	0	0.36193575116477	0.518197180629248	0.311020909772232	0.432818258661419	0.214439070308778	0.102014768120425	0.156520861364445	0.0161256174676301	0.25293761344235	0.098710031330346	0.186215800156067	0.204836704653778	0.0870130782879348	0.110840428777881	0.118521069645984	0.0659522324472731	0.084835993196943	0.0307538475815955	0.101868838283557	0.0308498278794493	0.0609807524809189	0.097573766280166	0.0370750683112106	0.0460114284438189	0.0220817401297218	0.0953390820222181	0.0400656431979693	0.0786453320979553	0.0299255459047238	0.0165774296199536	0.0294274351826403	0.0204847428999424	0.0567548591768827	0.0162169680822607	0	0	0	0.079115501400182	0.048117650947353	0.0406883202151026	0.066622805149524	0.0904443464241112	0.0886195250548165	0.0108716446054846	0.0396575252523069	0.00987436929199963	0.0215396784522286	0	0	0.0133150845725799	0	0.00485800222886632	0.0114022644349274	0	0	0	0.00619681301396666	0.00941289630119157	0	0.0173611140512455	0	0.00543141695028999	0.0139650520091621	0	0	0	0	0.00171755724819812	0.00619681301396666	0
BPS_high_wk22_control_d7_E	0.00342053294535877	0.274973336680964	0.593740673629547	0.163129424662055	0.4357835879374	0.337805067593495	0.113256026979907	0.188426355711884	0.0243408093462839	0.236991733167302	0.0652726761141988	0.119825440833379	0.172356177879186	0.171082298953897	0.0547437902631639	0.103272916572333	0.0423407137965372	0.116687160547406	0.0414692604570562	0.156223576374056	0.0377448067082614	0.0432959698888539	0.103087781616349	0.021810832843352	0.0694019260170761	0.012199441911453	0.102501730420668	0.0653398897057652	0.0442306390974712	0.054341739395941	0.0249332471317127	0.0422024896041235	0.03805307874442	0.0393734675476884	0.0132322038504449	0	0.012553138138027	0.0101061603541167	0.042512863558057	0.0413987545475489	0.0353886098810816	0.0456288669367549	0.0764110097168198	0.0267410813694613	0.0134509446275399	0.0471718346970959	0.00966451799099116	0.00801257598572666	0	0.0178352944268062	0.0177532845195632	0	0.00819155057709128	0.0148924946169856	0	0	0	0.0165625807993686	0	0	0.0234240975413247	0	0.012553138138027	0.00801257598572666	0.00966451799099116	0	0	0	0.0202133283372888	0.00342053294535877	0
BPS_high_wk22_control_d7_F	0	0.246958283750016	0.62006446172695	0.128114913045638	0.498132171226421	0.301656140794281	0.132261174513882	0.150733518781978	0	0.198492210587474	0.0975473898734227	0.176075371110975	0.195819116224186	0.18016460891938	0.120144706380643	0.0943315844715808	0.0716774054995948	0.0620669898343521	0.044853258198808	0.0494901100209519	0.013712796438008	0.0565933464647478	0.0514704829271859	0.0340227801834008	0.0226297461618275	0.0099198401040234	0.113613212247591	0.039716258669971	0.034192536470459	0.0154957483944561	0.00833076260091231	0.0204111453075223	0.0123824002481759	0.0839919684814903	0.0138178924456926	0	0.00480626444051837	0	0.0319154476520949	0.0268954159919862	0.0316421887354451	0.0335515177007732	0.0585571637094585	0.0282084922296347	0.0201256225501651	0.0541325333062303	0.00797504535195486	0.0204819105364684	0	0	0.0121465326617475	0	0	0.0108907157334656	0	0	0	0	0.0094711499913324	0	0.00721809565110325	0	0	0.00636400398819879	0.00509904160960253	0	0	0	0.0017000008188344	0	0
BPS_high_wk22_control_d7_G	0.00589918669712126	0.222612306723229	0.446710601533472	0.0510098031612688	0.252107189078979	0.449771623712642	0.174184751171173	0.176303440752642	0.0326640689546504	0.322800189522929	0.0493022800689519	0.232922436861469	0.162743626130454	0.0174455975772194	0.0624991867960022	0.152681485537143	0.0442120378523844	0.15158833545627	0.0135130349751678	0.193704050482423	0.0598149305030504	0.0376167555960668	0.1369514842191	0.0678934696164463	0.078614434157114	0.0284400078643152	0.15458838266129	0.0863112544448347	0.139794310313237	0.0644901271426119	0.0228424767638301	0.0545845758154949	0.0406918015641981	0.171834729511208	0.0561839126826078	0	0.0229690394348018	0.00589918669712126	0.0894114524203225	0.069459852871594	0.046795169876515	0.0986805837645954	0.0741382428302695	0.0963778048690589	0.017693096520939	0.0595472004510295	0.014744007315916	0.0215358700102257	0	0.0191108728489127	0.0249651050892444	0	0.0125105621532736	0.0149392972725411	0	0	0	0.00932215196829594	0.0119172867408083	0	0.0484410035833452	0	0.00932215196829594	0.00510883813338815	0.0114204934376959	0	0	0	0.018881985304769	0.0104946673793642	0
BPS_high_wk22_bps_d7_A	0.0510240486370607	0.333428540545798	0.500042126200335	0.122311734861511	0.324543812564627	0.372501801237554	0.118441951975075	0.48208079629832	0.00952904760962122	0.156925840660241	0.026633845300375	0.227731237262198	0.141413348769918	0	0.0645386539838396	0.0977708404372513	0.0602197851850878	0.118243108909917	0.0158216587884829	0.0783115343256365	0.020305705272251	0.0392041357303463	0.071728309992758	0.00586518494683419	0.0738596282525704	0.0141858555827831	0.0833725040378015	0.052261713873786	0.00872364204227144	0.0225400761787617	0.0472212973033851	0.0457946022658648	0.0134760525774642	0.0372771180245855	0.0176546135966372	0.0152690575401164	0.0232372154430948	0.0301370027157723	0.0176546135966372	0.0123350199294467	0.0115117267920056	0.0522852293973041	0.0989135713746051	0.0375724655124396	0.0158990345117783	0	0.0127267334592922	0.0137465232888243	0.0112965228337383	0	0.00900012150442889	0.0268633127187657	0.0068264722859852	0.0121344232171219	0.0164304379673425	0	0.0146119538378526	0.0175849615655956	0.00717641164563579	0.00442720318651312	0.00751006393793659	0.00414730015965061	0.0109658022893424	0	0.00734853536617975	0	0.00913248699003362	0.00857914947557242	0.00271293532112437	0	0.00442720318651312
BPS_high_wk22_bps_d7_B	0.0278531973288497	0.346999414569656	0.576116788002966	0.0706620400077713	0.376025114862556	0.360287094351278	0.107425894293779	0.421698373412107	0.0124328582559325	0.135011359960452	0.0368217688196371	0.172294363759473	0.115237871746998	0	0.07101389649858	0.0978666211891599	0.0314397302669075	0.10179112945219	0.0292083306733858	0.0540399263253599	0.0221048542061497	0.0405702951806739	0.0762980302978329	0.00331663087086428	0.0654125464475589	0.0175831698016947	0.0764431587487423	0.0575111901505275	0	0.0225377904696357	0.0445008976355839	0.0327731672953479	0.0143883732956629	0.0510128567982709	0.0161082414224892	0.0938098113667958	0.0279521818130627	0.024419449603214	0.0206184926597026	0.019161000218034	0.00847358946840948	0.0436227665479916	0.078746740102965	0.0307738186810079	0.0163633094832313	0	0.0118648053339288	0.0135993161896513	0.00925215880564345	0	0.010241516838806	0.0311750832110173	0.00407432102983387	0.0124328582559325	0.0161082414224892	0.0106381515831237	0.0115105539114552	0.0141951940527232	0.00925215880564345	0.00664835703228136	0.00664835703228136	0	0.0118648053339288	0	0.00684841099976292	0	0.00813642801632952	0.00331663087086428	0.00287750288495093	0	0
BPS_high_wk22_bps_d7_C	0.00396233291938238	0.183998422973279	0.413137714788106	0.115435288650731	0.221716859454945	0.228552811070393	0.221192721147171	0.228972638222351	0.0149882227619205	0.221461029695662	0.0144558830966549	0.247444406227306	0.393712481540464	0	0.0354157071366185	0.152213630042972	0.0209493723139742	0.354996715400424	0.0188486357733996	0.151120584003749	0.0542824925007528	0.0405119571211316	0.190165812517623	0.0192599809170125	0	0.0247250189734086	0.133323222109441	0.113036537550384	0	0.0610895172860563	0.057989375859309	0.0613675006593455	0.0492265960675556	0.119497270649691	0.103974452984045	0.011541963241889	0.00583098493741159	0.106857606022343	0.0520176377142825	0.0661331641098745	0.0231419661651245	0.103822527270135	0.120091645045647	0.0218647473776006	0.02125888235952	0	0.0304125652713119	0.0271913810847593	0.0261128507277575	0	0.0182142165930337	0.0152474265275837	0.0322883918206578	0.0161623248523724	0.0506929234653281	0	0.0120945496936246	0.0442748522490714	0.00900012150442889	0.0258108877904128	0.0229150366175734	0.0149882227619205	0.021442445315109	0	0.01725672504734	0.0132292180237377	0.014089823873901	0.0318810650892028	0	0.00870068446965276	0.0107206064664424
