feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV030	culture_day	d7	-0.0281952136481683	0.00573137746612765	28	21	9.51926548906366e-05	0.000645173952673982
ASV048	culture_day	d7	0.0145065310739708	0.00294091455142145	28	28	9.24175244725829e-05	0.000645173952673982
ASV035	culture_day	d7	-0.019386541804112	0.00451733924378191	28	28	0.000393857829672712	0.00246589249882046
ASV095	culture_day	d7	0.00649229867320142	0.0015726689574442	28	17	0.000571720012731807	0.00343032007639084
ASV020	culture_day	d7	-0.017180302712564	0.00418477489539181	28	28	0.000602232458220322	0.00346885895934905
ASV055	culture_day	d7	-0.00626975625886066	0.00158877532588938	28	28	0.000866220757871009	0.00479753035128559
ASV010	culture_day	d7	-0.0407521790269467	0.0106105956699279	28	28	0.00110241879915984	0.00587956692885249
ASV013	culture_day	d7	-0.0381660358235309	0.0104055270719932	28	28	0.00163522794526089	0.00840974371848458
ASV052	culture_day	d7	-0.0236071415020523	0.00656832698198709	28	12	0.00193429131499189	0.00960475687444251
ASV050	culture_day	d7	0.00766720809954255	0.00215117418053021	28	16	0.00207034417330806	0.00993765203187868
ASV068	culture_day	d7	-0.00408416044093979	0.00115130581196742	28	25	0.00215083122294737	0.00999095793885228
ASV075	culture_day	d7	-0.00297369948839274	0.000854129426073537	28	9	0.00249772645347176	0.0112397690406229
ASV045	culture_day	d7	-0.0103013347179987	0.00333173340973425	28	28	0.00600269986868543	0.0261935994269909
ASV092	culture_day	d7	-0.00375431516836733	0.00124208711956232	28	15	0.00700234963727849	0.0296570102284736
ASV066	culture_day	d7	-0.00339191745731717	0.00113032145231937	28	12	0.00734799232511201	0.0302317398518894
ASV070	culture_day	d7	-0.00337619271278709	0.00116984924792174	28	12	0.00946513105396442	0.0378605242158577
ASV023	culture_day	d7	-0.0145812086049042	0.00515702058615233	28	28	0.0107598333782079	0.041876108282755
ASV032	culture_day	d7	-0.00428153358398526	0.00156152053417557	28	28	0.0129604882478012	0.0491134291495623
ASV083	culture_day	d7	0.00253889147116671	0.00105112312517821	28	23	0.0259587415980209	0.0958476612850001
ASV091	culture_day	d7	0.00307250417139918	0.00128619233491611	28	9	0.0274341784647056	0.0968068763533174
ASV095	exposure	bps	-0.00375329989649732	0.0015726689574442	28	17	0.0275630689617084	0.0968068763533174
ASV001	culture_day	d7	0.00553421069896889	0.00239100330619101	28	22	0.0319803353847674	0.109646864176345
ASV051	culture_day	d7	-0.00574680699181982	0.0025353671149512	28	28	0.0352766177297724	0.118135650071796
ASV084	culture_day	d7	-0.00321641115892694	0.00143255012570414	28	16	0.0368484697155715	0.120594991796416
ASV014	culture_day	d7	-0.0058865549258182	0.00270764795425626	28	16	0.0425453198894946	0.135102555789667
ASV036	culture_day	d7	0.00962042195035449	0.00443967119817103	28	28	0.0431577608772547	0.135102555789667
ASV063	exposure	bps	0.0020907015585305	0.00101079412736019	28	28	0.0524921261685639	0.160826939750494
ASV061	culture_day	d7	-0.00223835996755354	0.0011116828456037	28	13	0.0584484356136379	0.171766831191099
ASV067	culture_day	d7	0.00367909266769604	0.00182511986114072	28	24	0.058184772188495	0.171766831191099
ASV021	culture_day	d7	-0.00429972869475212	0.00218651587171777	28	28	0.0640248549147611	0.184391582154512
ASV028	culture_day	d7	0.00834436422505199	0.00431089892225104	28	28	0.0679349247904456	0.191816258231847
ASV001	exposure	bps	0.00455565476140319	0.00239100330619101	28	22	0.0719844082187765	0.199341438144304
ASV004	culture_day	d7	0.031035517948718	0.0168126566013366	28	27	0.0805382963242134	0.218821031522391
