feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV005	age_week	wk40	-0.23479065775723	0.0255934188147894	13	13	8.92253520318128e-05	0.00615654929019508
ASV055	age_week	wk40	-0.0203495267393265	0.0038316713933412	13	11	0.00024823602726246	0.00856414294055488
ASV011	age_week	wk40	-0.0438355310584325	0.00870221376215068	13	12	0.000379581674242422	0.0087303785075757
ASV022	age_week	wk40	0.0215394057408244	0.0048204748487822	13	13	0.000949529140159346	0.0145516181627798
ASV036	age_week	wk40	-0.0289967866407704	0.0042746314701752	13	13	0.00105446508425941	0.0145516181627798
ASV004	age_week	wk40	-0.0694202790644743	0.0143750161806265	13	13	0.00373123577748622	0.038592091923621
ASV045	age_week	wk40	-0.0408480386933455	0.0114553123968325	13	13	0.0044270989163538	0.038592091923621
ASV081	age_week	wk40	0.0040707175520337	0.00114352506503616	13	13	0.00447444544041983	0.038592091923621
ASV017	age_week	wk40	-0.0536531461235861	0.0139634956240066	13	13	0.0102078935106876	0.0704344652237448
ASV069	age_week	wk40	-0.00769986648276097	0.00207837367954066	13	11	0.0101327851078562	0.0704344652237448
ASV013	age_week	wk40	-0.103307278044278	0.0377663545684394	13	13	0.019389158902011	0.102911689556827
ASV042	age_week	wk40	-0.0287233394541236	0.0103247506313637	13	13	0.0178403446067791	0.102911689556827
ASV083	age_week	wk40	-0.00494937963088556	0.0018033638097653	13	11	0.019076438724799	0.102911689556827
ASV021	age_week	wk40	-0.0185682121923287	0.00710916746476681	13	13	0.0241767883668975	0.119157028379709
ASV035	age_week	wk40	-0.0780863362686343	0.0322128083967694	13	13	0.0337621513538107	0.155305896227529
ASV002	age_week	wk40	0.158549864366168	0.0670591645179663	13	13	0.0375259637183476	0.156156311474831
ASV006	age_week	wk40	-0.00172783798039548	0.00061716334675368	13	7	0.0384963628091766	0.156156311474831
ASV049	age_week	wk40	-0.0182139904973916	0.007858360304471	13	11	0.0407364290803907	0.156156311474831
ASV007	age_week	wk40	0.114695855319261	0.0501700875488801	13	13	0.0430689163566469	0.15640816992677
ASV039	age_week	wk40	0.0200580312459278	0.00708867356606156	13	13	0.0473867251888799	0.163484201901636
ASV010	age_week	wk40	-0.0256616084127562	0.0119727176714184	13	13	0.0552834167140091	0.181645512060316
ASV048	age_week	wk40	-0.0061942974268791	0.00263096068603622	13	13	0.0620128131751284	0.194494732231084
ASV032	age_week	wk40	-0.0150893552788177	0.00747673388109191	13	13	0.0686309970614411	0.205892991184323
ASV014	age_week	wk40	-0.0218773770039036	0.00988926843482137	13	8	0.0773912165665168	0.222499747628736
