mz__rtMin,putative_mw,mz,rtMin,ion,lcms_run
197.80717__0.454,198.81445,197.80717,0.454,[M-H]-1,high-dinp-wk07-wk22
254.92617__0.57,255.93345,254.92617,0.57,[M-H]-1,high-dinp-wk07-wk22
286.86141__0.532,287.86869,286.86141,0.532,[M-H]-1,high-dinp-wk07-wk22
160.84095__0.462,161.84823,160.84095,0.462,[M-H]-1,high-dinp-wk07-wk22
92.92655__0.332,93.93383,92.92655,0.332,[M-H]-1,high-dinp-wk07-wk22
164.95599__0.556,165.96327,164.95599,0.556,[M-H]-1,high-dinp-wk07-wk22
228.90239__0.544,229.90967,228.90239,0.544,[M-H]-1,high-dinp-wk07-wk22
260.99838__0.546,262.00565,260.99838,0.546,[M-H]-1,high-dinp-wk07-wk22
224.00511__0.481,225.01239,224.00511,0.481,[M-H]-1,high-dinp-wk07-wk22
97.91111__1.402,98.91839,97.91111,1.402,[M-H]-1,high-dinp-wk07-wk22
355.19464__1.755,356.20192,355.19464,1.755,[M-H]-1,high-dinp-wk07-wk22
276.83256__0.575,277.83984,276.83256,0.575,[M-H]-1,high-dinp-wk07-wk22
234.86835__0.512,235.87571,234.86835,0.512,[M-H]-1,high-dinp-wk07-wk22
73.02802__0.48,74.0353,73.02802,0.48,[M-H]-1,high-dinp-wk07-wk22
102.98446__0.475,57.98626,102.98446,0.475,[M+FA-H]-1,high-dinp-wk07-wk22
80.96369__0.461,81.97097,80.96369,0.461,[M-H]-1,high-dinp-wk07-wk22
144.9081__0.461,145.91537,144.9081,0.461,[M-H]-1,high-dinp-wk07-wk22
132.86658__0.488,133.87343,132.86658,0.488,[M-H]-1,high-dinp-wk07-wk22
287.9948__0.471,242.99656,287.9948,0.471,[M+FA-H]-1,high-dinp-wk07-wk22
98.02326__0.471,99.03055,98.02326,0.471,[M-H]-1,high-dinp-wk07-wk22
210.84163__0.503,211.84923,210.84163,0.503,[M-H]-1,high-dinp-wk07-wk22
244.89719__0.541,245.90447,244.89719,0.541,[M-H]-1,high-dinp-wk07-wk22
287.99479__0.47,289.00207,287.99479,0.47,[M-H]-1,high-dinp-wk07-wk22
162.02196__0.478,163.02914,162.02196,0.478,[M-H]-1,high-dinp-wk07-wk22
154.9112__1.305,155.91848,154.9112,1.305,[M-H]-1,high-dinp-wk07-wk22
452.92275__0.587,453.93003,452.92275,0.587,[M-H]-1,high-dinp-wk07-wk22
462.75598__1.402,231.88142,462.75598,1.402,[2M-H]-1,high-dinp-wk07-wk22
124.93469__1.402,125.94197,124.93469,1.402,[M-H]-1,high-dinp-wk07-wk22
326.75946__0.5,327.76674,326.75946,0.5,[M-H]-1,high-dinp-wk07-wk22
274.88709__0.488,275.89431,274.88709,0.488,[M-H]-1,high-dinp-wk07-wk22
353.21553__1.786,354.2228,353.21553,1.786,[M-H]-1,high-dinp-wk07-wk22
83.98991__0.475,84.99739,83.98991,0.475,[M-H]-1,high-dinp-wk07-wk22
367.2442__2.008,368.25148,367.2442,2.008,[M-H]-1,high-dinp-wk07-wk22
113.9352__0.465,114.94247,113.9352,0.465,[M-H]-1,high-dinp-wk07-wk22
132.86654__0.499,133.87299,132.86654,0.499,[M-H]-1,high-dinp-wk07-wk22
234.88644__0.483,235.89381,234.88644,0.483,[M-H]-1,high-dinp-wk07-wk22
352.78299__0.507,353.79027,352.78299,0.507,[M-H]-1,high-dinp-wk07-wk22
92.9266__0.625,93.93388,92.9266,0.625,[M-H]-1,high-dinp-wk07-wk22
374.90637__0.575,375.91365,374.90637,0.575,[M-H]-1,high-dinp-wk07-wk22
115.00222__0.468,116.00994,115.00222,0.468,[M-H]-1,high-dinp-wk07-wk22
272.795__0.5,273.80228,272.795,0.5,[M-H]-1,high-dinp-wk07-wk22
102.95538__0.333,103.96265,102.95538,0.333,[M-H]-1,high-dinp-wk07-wk22
209.06649__1.553,210.07427,209.06649,1.553,[M-H]-1,high-dinp-wk07-wk22
102.98447__0.474,103.9918,102.98447,0.474,[M-H]-1,high-dinp-wk07-wk22
208.84451__0.505,209.85179,208.84451,0.505,[M-H]-1,high-dinp-wk07-wk22
248.07979__1.492,498.17427,248.07979,1.492,[M-2H]-2,high-dinp-wk07-wk22
184.95743__0.47,139.95899,184.95743,0.47,[M+FA-H]-1,high-dinp-wk07-wk22
244.89568__0.551,245.90296,244.89568,0.551,[M-H]-1,high-dinp-wk07-wk22
292.82739__0.506,293.83462,292.82739,0.506,[M-H]-1,high-dinp-wk07-wk22
218.87348__0.527,219.88076,218.87348,0.527,[M-H]-1,high-dinp-wk07-wk22
311.03764__0.47,312.04491,311.03764,0.47,[M-H]-1,high-dinp-wk07-wk22
252.00033__0.473,253.0076,252.00033,0.473,[M-H]-1,high-dinp-wk07-wk22
198.91706__0.483,99.96204,198.91706,0.483,[2M-H]-1,high-dinp-wk07-wk22
208.84455__0.505,81.92314,208.84455,0.505,[2M+FA-H]-1,high-dinp-wk07-wk22
95.91531__1.403,96.92259,95.91531,1.403,[M-H]-1,high-dinp-wk07-wk22
241.00183__0.462,242.0091,241.00183,0.462,[M-H]-1,high-dinp-wk07-wk22
164.83511__0.481,165.84304,164.83511,0.481,[M-H]-1,high-dinp-wk07-wk22
136.91637__0.489,137.92361,136.91637,0.489,[M-H]-1,high-dinp-wk07-wk22
209.98933__0.473,210.99661,209.98933,0.473,[M-H]-1,high-dinp-wk07-wk22
294.82413__0.504,295.83145,294.82413,0.504,[M-H]-1,high-dinp-wk07-wk22
220.87055__0.523,221.87786,220.87055,0.523,[M-H]-1,high-dinp-wk07-wk22
170.94313__0.56,171.95041,170.94313,0.56,[M-H]-1,high-dinp-wk07-wk22
398.0154__0.466,353.01727,398.0154,0.466,[M+FA-H]-1,high-dinp-wk07-wk22
207.99139__0.478,208.9987,207.99139,0.478,[M-H]-1,high-dinp-wk07-wk22
261.0073__0.472,280.02515,261.0073,0.472,[M-H-H2O]-1,high-dinp-wk07-wk22
259.9361__0.463,260.94334,259.9361,0.463,[M-H]-1,high-dinp-wk07-wk22
350.78601__0.507,351.79326,350.78601,0.507,[M-H]-1,high-dinp-wk07-wk22
322.91342__0.579,323.92069,322.91342,0.579,[M-H]-1,high-dinp-wk07-wk22
398.01539__0.467,399.02266,398.01539,0.467,[M-H]-1,high-dinp-wk07-wk22
170.94169__0.465,171.94896,170.94169,0.465,[M-H]-1,high-dinp-wk07-wk22
198.90137__1.306,199.90884,198.90137,1.306,[M-H]-1,high-dinp-wk07-wk22
328.98591__0.548,329.99318,328.98591,0.548,[M-H]-1,high-dinp-wk07-wk22
321.21032__1.787,322.21755,321.21032,1.787,[M-H]-1,high-dinp-wk07-wk22
152.8956__1.308,153.90317,152.8956,1.308,[M-H]-1,high-dinp-wk07-wk22
160.84109__4.675,161.84837,160.84109,4.675,[M-H]-1,high-dinp-wk07-wk22
330.80103__0.499,331.80831,330.80103,0.499,[M-H]-1,high-dinp-wk07-wk22
88.95107__1.402,89.95835,88.95107,1.402,[M-H]-1,high-dinp-wk07-wk22
210.91336__0.461,211.92064,210.91336,0.461,[M-H]-1,high-dinp-wk07-wk22
442.89395__0.578,443.90122,442.89395,0.578,[M-H]-1,high-dinp-wk07-wk22
162.83796__0.434,163.84545,162.83796,0.434,[M-H]-1,high-dinp-wk07-wk22
362.91645__0.471,363.92372,362.91645,0.471,[M-H]-1,high-dinp-wk07-wk22
312.88489__0.552,313.89216,312.88489,0.552,[M-H]-1,high-dinp-wk07-wk22
111.95596__0.528,112.96324,111.95596,0.528,[M-H]-1,high-dinp-wk07-wk22
321.91092__0.575,322.91819,321.91092,0.575,[M-H]-1,high-dinp-wk07-wk22
444.67384__0.5,445.68112,444.67384,0.5,[M-H]-1,high-dinp-wk07-wk22
120.941__0.471,121.94833,120.941,0.471,[M-H]-1,high-dinp-wk07-wk22
272.84247__0.495,273.84975,272.84247,0.495,[M-H]-1,high-dinp-wk07-wk22
343.00955__0.471,344.01683,343.00955,0.471,[M-H]-1,high-dinp-wk07-wk22
273.10934__0.468,274.11652,273.10934,0.468,[M-H]-1,high-dinp-wk07-wk22
451.27041__1.556,452.27768,451.27041,1.556,[M-H]-1,high-dinp-wk07-wk22
520.9101__0.588,521.91738,520.9101,0.588,[M-H]-1,high-dinp-wk07-wk22
116.03387__0.467,117.04112,116.03387,0.467,[M-H]-1,high-dinp-wk07-wk22
197.80725__1.748,198.81453,197.80725,1.748,[M-H]-1,high-dinp-wk07-wk22
331.24937__1.505,332.25663,331.24937,1.505,[M-H]-1,high-dinp-wk07-wk22
381.24696__1.797,382.25424,381.24696,1.797,[M-H]-1,high-dinp-wk07-wk22
302.85604__0.537,303.86331,302.85604,0.537,[M-H]-1,high-dinp-wk07-wk22
141.9955__0.473,143.00326,141.9955,0.473,[M-H]-1,high-dinp-wk07-wk22
442.67675__0.501,443.68403,442.67675,0.501,[M-H]-1,high-dinp-wk07-wk22
364.87738__0.555,365.88466,364.87738,0.555,[M-H]-1,high-dinp-wk07-wk22
238.95077__0.468,239.95805,238.95077,0.468,[M-H]-1,high-dinp-wk07-wk22
410.74177__0.507,411.74905,410.74177,0.507,[M-H]-1,high-dinp-wk07-wk22
188.00135__0.476,189.00863,188.00135,0.476,[M-H]-1,high-dinp-wk07-wk22
401.13049__1.88,402.13801,401.13049,1.88,[M-H]-1,high-dinp-wk07-wk22
314.90559__0.439,315.91282,314.90559,0.439,[M-H]-1,high-dinp-wk07-wk22
223.02798__1.493,242.04599,223.02798,1.493,[M-H-H2O]-1,high-dinp-wk07-wk22
510.88134__0.581,511.88861,510.88134,0.581,[M-H]-1,high-dinp-wk07-wk22
140.94956__1.345,141.95675,140.94956,1.345,[M-H]-1,high-dinp-wk07-wk22
154.87952__0.499,155.8868,154.87952,0.499,[M-H]-1,high-dinp-wk07-wk22
219.99149__0.465,174.99327,219.99149,0.465,[M+FA-H]-1,high-dinp-wk07-wk22
226.9506__0.479,227.95789,226.9506,0.479,[M-H]-1,high-dinp-wk07-wk22
131.03365__0.475,132.04097,131.03365,0.475,[M-H]-1,high-dinp-wk07-wk22
218.92551__0.464,219.93358,218.92551,0.464,[M-H]-1,high-dinp-wk07-wk22
195.81022__1.773,196.8175,195.81022,1.773,[M-H]-1,high-dinp-wk07-wk22
120.9233__1.402,121.93057,120.9233,1.402,[M-H]-1,high-dinp-wk07-wk22
232.94401__0.56,187.94558,232.94401,0.56,[M+FA-H]-1,high-dinp-wk07-wk22
160.84108__1.303,161.84835,160.84108,1.303,[M-H]-1,high-dinp-wk07-wk22
384.71815__0.5,385.72542,384.71815,0.5,[M-H]-1,high-dinp-wk07-wk22
219.99147__0.465,220.99875,219.99147,0.465,[M-H]-1,high-dinp-wk07-wk22
450.85935__0.58,451.86738,450.85935,0.58,[M-H]-1,high-dinp-wk07-wk22
502.63273__0.5,503.64001,502.63273,0.5,[M-H]-1,high-dinp-wk07-wk22
212.93482__0.47,213.9421,212.93482,0.47,[M-H]-1,high-dinp-wk07-wk22
290.85551__0.532,291.86279,290.85551,0.532,[M-H]-1,high-dinp-wk07-wk22
188.9347__0.581,189.94213,188.9347,0.581,[M-H]-1,high-dinp-wk07-wk22
332.84559__0.491,333.85287,332.84559,0.491,[M-H]-1,high-dinp-wk07-wk22
468.70083__0.506,469.70811,468.70083,0.506,[M-H]-1,high-dinp-wk07-wk22
160.91421__0.533,161.92148,160.91421,0.533,[M-H]-1,high-dinp-wk07-wk22
211.99931__0.494,213.00671,211.99931,0.494,[M-H]-1,high-dinp-wk07-wk22
261.0075__0.471,262.01473,261.0075,0.471,[M-H]-1,high-dinp-wk07-wk22
380.87241__0.561,381.87968,380.87241,0.561,[M-H]-1,high-dinp-wk07-wk22
166.92893__0.479,167.93667,166.92893,0.479,[M-H]-1,high-dinp-wk07-wk22
317.0642__0.493,318.07148,317.0642,0.493,[M-H]-1,high-dinp-wk07-wk22
386.71523__0.499,387.72251,386.71523,0.499,[M-H]-1,high-dinp-wk07-wk22
122.9744__0.463,123.98191,122.9744,0.463,[M-H]-1,high-dinp-wk07-wk22
247.97625__0.491,202.97801,247.97625,0.491,[M+FA-H]-1,high-dinp-wk07-wk22
369.15896__1.976,324.16072,369.15896,1.976,[M+FA-H]-1,high-dinp-wk07-wk22
344.89548__0.579,345.90326,344.89548,0.579,[M-H]-1,high-dinp-wk07-wk22
247.9762__0.491,248.98348,247.9762,0.491,[M-H]-1,high-dinp-wk07-wk22
277.18403__1.654,278.19127,277.18403,1.654,[M-H]-1,high-dinp-wk07-wk22
96.95874__0.352,97.96602,96.95874,0.352,[M-H]-1,high-dinp-wk07-wk22
244.90622__0.518,245.91442,244.90622,0.518,[M-H]-1,high-dinp-wk07-wk22
345.95502__0.469,346.96234,345.95502,0.469,[M-H]-1,high-dinp-wk07-wk22
82.95266__0.332,83.95996,82.95266,0.332,[M-H]-1,high-dinp-wk07-wk22
152.89556__1.401,153.90287,152.89556,1.401,[M-H]-1,high-dinp-wk07-wk22
154.92713__0.641,155.93439,154.92713,0.641,[M-H]-1,high-dinp-wk07-wk22
296.8691__0.492,297.87622,296.8691,0.492,[M-H]-1,high-dinp-wk07-wk22
134.86402__0.481,135.8711,134.86402,0.481,[M-H]-1,high-dinp-wk07-wk22
122.93891__0.493,123.9462,122.93891,0.493,[M-H]-1,high-dinp-wk07-wk22
432.8652__0.562,433.87247,432.8652,0.562,[M-H]-1,high-dinp-wk07-wk22
500.63575__0.499,501.64302,500.63575,0.499,[M-H]-1,high-dinp-wk07-wk22
345.22831__1.415,346.23559,345.22831,1.415,[M-H]-1,high-dinp-wk07-wk22
110.9838__0.478,111.99076,110.9838,0.478,[M-H]-1,high-dinp-wk07-wk22
594.24165__1.413,595.24858,594.24165,1.413,[M-H]-1,high-dinp-wk07-wk22
114.00047__0.468,115.00793,114.00047,0.468,[M-H]-1,high-dinp-wk07-wk22
370.84345__0.544,371.85073,370.84345,0.544,[M-H]-1,high-dinp-wk07-wk22
171.00459__0.472,172.01187,171.00459,0.472,[M-H]-1,high-dinp-wk07-wk22
224.93502__0.464,225.9423,224.93502,0.464,[M-H]-1,high-dinp-wk07-wk22
390.90154__0.582,391.90882,390.90154,0.582,[M-H]-1,high-dinp-wk07-wk22
90.96687__0.476,91.97415,90.96687,0.476,[M-H]-1,high-dinp-wk07-wk22
384.8677__0.464,385.87497,384.8677,0.464,[M-H]-1,high-dinp-wk07-wk22
352.89555__0.459,353.90283,352.89555,0.459,[M-H]-1,high-dinp-wk07-wk22
263.16526__1.503,264.17252,263.16526,1.503,[M-H]-1,high-dinp-wk07-wk22
250.00209__0.47,251.00969,250.00209,0.47,[M-H]-1,high-dinp-wk07-wk22
348.90065__0.464,349.90793,348.90065,0.464,[M-H]-1,high-dinp-wk07-wk22
354.84878__0.538,355.85606,354.84878,0.538,[M-H]-1,high-dinp-wk07-wk22
178.01702__0.469,179.02419,178.01702,0.469,[M-H]-1,high-dinp-wk07-wk22
309.17404__1.65,310.18132,309.17404,1.65,[M-H]-1,high-dinp-wk07-wk22
548.31831__1.961,549.32559,548.31831,1.961,[M-H]-1,high-dinp-wk07-wk22
360.81487__0.528,361.82215,360.81487,0.528,[M-H]-1,high-dinp-wk07-wk22
97.91111__1.307,98.91839,97.91111,1.307,[M-H]-1,high-dinp-wk07-wk22
356.8459__0.549,357.85328,356.8459,0.549,[M-H]-1,high-dinp-wk07-wk22
231.9313__1.039,232.93858,231.9313,1.039,[M-H]-1,high-dinp-wk07-wk22
388.75971__0.502,389.76706,388.75971,0.502,[M-H]-1,high-dinp-wk07-wk22
500.85279__0.567,501.86007,500.85279,0.567,[M-H]-1,high-dinp-wk07-wk22
184.95741__0.465,185.96469,184.95741,0.465,[M-H]-1,high-dinp-wk07-wk22
327.99864__0.469,329.00592,327.99864,0.469,[M-H]-1,high-dinp-wk07-wk22
256.87613__0.495,257.88346,256.87613,0.495,[M-H]-1,high-dinp-wk07-wk22
398.81149__1.305,399.81877,398.81149,1.305,[M-H]-1,high-dinp-wk07-wk22
362.81182__0.527,363.8191,362.81182,0.527,[M-H]-1,high-dinp-wk07-wk22
160.00625__0.466,161.0135,160.00625,0.466,[M-H]-1,high-dinp-wk07-wk22
344.81997__0.524,345.82725,344.81997,0.524,[M-H]-1,high-dinp-wk07-wk22
116.01614__0.469,117.02336,116.01614,0.469,[M-H]-1,high-dinp-wk07-wk22
470.69727__0.499,471.70455,470.69727,0.499,[M-H]-1,high-dinp-wk07-wk22
346.81702__0.524,347.8243,346.81702,0.524,[M-H]-1,high-dinp-wk07-wk22
88.95101__0.466,89.95838,88.95101,0.466,[M-H]-1,high-dinp-wk07-wk22
377.27297__1.951,378.28025,377.27297,1.951,[M-H]-1,high-dinp-wk07-wk22
335.93453__0.463,336.9418,335.93453,0.463,[M-H]-1,high-dinp-wk07-wk22
142.01336__0.467,143.02065,142.01336,0.467,[M-H]-1,high-dinp-wk07-wk22
406.88835__0.462,407.89566,406.88835,0.462,[M-H]-1,high-dinp-wk07-wk22
184.0583__0.538,185.06558,184.0583,0.538,[M-H]-1,high-dinp-wk07-wk22
309.17081__1.502,310.17809,309.17081,1.502,[M-H]-1,high-dinp-wk07-wk22
222.97343__0.469,223.98071,222.97343,0.469,[M-H]-1,high-dinp-wk07-wk22
484.73779__1.402,485.74507,484.73779,1.402,[M-H]-1,high-dinp-wk07-wk22
336.88734__0.477,337.89456,336.88734,0.477,[M-H]-1,high-dinp-wk07-wk22
160.84105__4.828,161.84833,160.84105,4.828,[M-H]-1,high-dinp-wk07-wk22
136.99011__0.472,137.99738,136.99011,0.472,[M-H]-1,high-dinp-wk07-wk22
160.84112__1.073,161.8484,160.84112,1.073,[M-H]-1,high-dinp-wk07-wk22
313.98317__0.467,314.99044,313.98317,0.467,[M-H]-1,high-dinp-wk07-wk22
295.60916__1.404,593.2329,295.60916,1.404,[M-2H]-2,high-dinp-wk07-wk22
578.86895__0.584,579.87623,578.86895,0.584,[M-H]-1,high-dinp-wk07-wk22
330.75386__0.497,331.76113,330.75386,0.497,[M-H]-1,high-dinp-wk07-wk22
164.83494__0.462,165.84222,164.83494,0.462,[M-H]-1,high-dinp-wk07-wk22
145.97279__0.475,146.98011,145.97279,0.475,[M-H]-1,high-dinp-wk07-wk22
396.97314__0.554,397.98041,396.97314,0.554,[M-H]-1,high-dinp-wk07-wk22
288.85848__0.609,289.8658,288.85848,0.609,[M-H]-1,high-dinp-wk07-wk22
330.75365__0.498,135.8704,330.75365,0.498,[2M-H+HAc]-1,high-dinp-wk07-wk22
157.01075__0.664,158.01802,157.01075,0.664,[M-H]-1,high-dinp-wk07-wk22
187.94095__1.175,188.94825,187.94095,1.175,[M-H]-1,high-dinp-wk07-wk22
311.00128__0.463,312.00856,311.00128,0.463,[M-H]-1,high-dinp-wk07-wk22
232.94399__0.577,233.95138,232.94399,0.577,[M-H]-1,high-dinp-wk07-wk22
336.7883__0.517,337.79558,336.7883,0.517,[M-H]-1,high-dinp-wk07-wk22
587.50764__1.983,588.51492,587.50764,1.983,[M-H]-1,high-dinp-wk07-wk22
214.01498__0.525,215.02226,214.01498,0.525,[M-H]-1,high-dinp-wk07-wk22
243.94089__0.462,244.94842,243.94089,0.462,[M-H]-1,high-dinp-wk07-wk22
111.01864__0.558,112.02591,111.01864,0.558,[M-H]-1,high-dinp-wk07-wk22
191.99633__0.466,193.00361,191.99633,0.466,[M-H]-1,high-dinp-wk07-wk22
222.8676__0.524,223.87487,222.8676,0.524,[M-H]-1,high-dinp-wk07-wk22
96.96818__4.871,61.99879,96.96818,4.871,[M+Cl]-1,high-dinp-wk07-wk22
313.09717__1.614,314.10445,313.09717,1.614,[M-H]-1,high-dinp-wk07-wk22
420.79364__1.306,421.80092,420.79364,1.306,[M-H]-1,high-dinp-wk07-wk22
245.98729__0.498,246.99456,245.98729,0.498,[M-H]-1,high-dinp-wk07-wk22
273.95184__0.464,274.95911,273.95184,0.464,[M-H]-1,high-dinp-wk07-wk22
473.32732__1.681,474.33475,473.32732,1.681,[M-H]-1,high-dinp-wk07-wk22
598.31524__1.969,599.32252,598.31524,1.969,[M-H]-1,high-dinp-wk07-wk22
253.92542__0.472,254.93271,253.92542,0.472,[M-H]-1,high-dinp-wk07-wk22
96.91469__1.401,97.92197,96.91469,1.401,[M-H]-1,high-dinp-wk07-wk22
588.89766__0.586,589.90493,588.89766,0.586,[M-H]-1,high-dinp-wk07-wk22
96.96819__4.873,97.97545,96.96819,4.873,[M-H]-1,high-dinp-wk07-wk22
267.01119__0.473,268.01849,267.01119,0.473,[M-H]-1,high-dinp-wk07-wk22
490.82395__0.551,491.83123,490.82395,0.551,[M-H]-1,high-dinp-wk07-wk22
148.00616__0.467,103.00792,148.00616,0.467,[M+FA-H]-1,high-dinp-wk07-wk22
322.9136__0.562,287.94422,322.9136,0.562,[M+Cl]-1,high-dinp-wk07-wk22
255.07263__1.547,256.0799,255.07263,1.547,[M-H]-1,high-dinp-wk07-wk22
180.94532__0.471,181.95245,180.94532,0.471,[M-H]-1,high-dinp-wk07-wk22
287.01652__0.462,288.02362,287.01652,0.462,[M-H]-1,high-dinp-wk07-wk22
248.90222__0.479,249.9095,248.90222,0.479,[M-H]-1,high-dinp-wk07-wk22
132.86659__0.785,133.87387,132.86659,0.785,[M-H]-1,high-dinp-wk07-wk22
492.82101__0.559,493.82904,492.82101,0.559,[M-H]-1,high-dinp-wk07-wk22
526.65978__0.505,527.66705,526.65978,0.505,[M-H]-1,high-dinp-wk07-wk22
198.07398__0.611,199.08125,198.07398,0.611,[M-H]-1,high-dinp-wk07-wk22
402.00634__1.623,403.01362,402.00634,1.623,[M-H]-1,high-dinp-wk07-wk22
422.83673__0.546,423.84401,422.83673,0.546,[M-H]-1,high-dinp-wk07-wk22
528.657__0.506,529.66443,528.657,0.506,[M-H]-1,high-dinp-wk07-wk22
334.792__0.519,335.79928,334.792,0.519,[M-H]-1,high-dinp-wk07-wk22
185.92544__0.925,186.93302,185.92544,0.925,[M-H]-1,high-dinp-wk07-wk22
87.94323__1.399,88.95051,87.94323,1.399,[M-H]-1,high-dinp-wk07-wk22
213.96324__1.113,214.97052,213.96324,1.113,[M-H]-1,high-dinp-wk07-wk22
568.84032__0.572,569.8476,568.84032,0.572,[M-H]-1,high-dinp-wk07-wk22
402.85407__0.563,403.86255,402.85407,0.563,[M-H]-1,high-dinp-wk07-wk22
376.80949__0.504,377.81634,376.80949,0.504,[M-H]-1,high-dinp-wk07-wk22
138.91342__0.513,139.92069,138.91342,0.513,[M-H]-1,high-dinp-wk07-wk22
402.00633__1.624,357.00814,402.00633,1.624,[M+FA-H]-1,high-dinp-wk07-wk22
88.95111__1.309,89.95839,88.95111,1.309,[M-H]-1,high-dinp-wk07-wk22
482.79227__0.539,483.80003,482.79227,0.539,[M-H]-1,high-dinp-wk07-wk22
448.86212__0.569,449.86939,448.86212,0.569,[M-H]-1,high-dinp-wk07-wk22
168.96236__0.464,169.96964,168.96236,0.464,[M-H]-1,high-dinp-wk07-wk22
318.95669__0.534,319.96397,318.95669,0.534,[M-H]-1,high-dinp-wk07-wk22
114.98448__0.465,115.99183,114.98448,0.465,[M-H]-1,high-dinp-wk07-wk22
305.21545__1.734,306.22274,305.21545,1.734,[M-H]-1,high-dinp-wk07-wk22
430.8009__0.553,431.8093,430.8009,0.553,[M-H]-1,high-dinp-wk07-wk22
560.59108__0.498,561.59836,560.59108,0.498,[M-H]-1,high-dinp-wk07-wk22
58.99462__1.377,60.00191,58.99462,1.377,[M-H]-1,high-dinp-wk07-wk22
248.8634__0.464,249.87068,248.8634,0.464,[M-H]-1,high-dinp-wk07-wk22
462.73463__0.521,463.74192,462.73463,0.521,[M-H]-1,high-dinp-wk07-wk22
379.27376__2.3,380.28103,379.27376,2.3,[M-H]-1,high-dinp-wk07-wk22
480.79541__0.538,481.80269,480.79541,0.538,[M-H]-1,high-dinp-wk07-wk22
194.96029__0.467,195.96771,194.96029,0.467,[M-H]-1,high-dinp-wk07-wk22
412.88313__0.572,413.89181,412.88313,0.572,[M-H]-1,high-dinp-wk07-wk22
58.99464__0.677,60.00192,58.99464,0.677,[M-H]-1,high-dinp-wk07-wk22
89.95894__1.307,90.96621,89.95894,1.307,[M-H]-1,high-dinp-wk07-wk22
199.99916__0.647,201.00643,199.99916,0.647,[M-H]-1,high-dinp-wk07-wk22
414.78263__0.497,415.78988,414.78263,0.497,[M-H]-1,high-dinp-wk07-wk22
156.90698__1.305,157.91425,156.90698,1.305,[M-H]-1,high-dinp-wk07-wk22
254.98136__0.454,255.98864,254.98136,0.454,[M-H]-1,high-dinp-wk07-wk22
303.9259__0.458,304.93318,303.9259,0.458,[M-H]-1,high-dinp-wk07-wk22
136.8616__0.48,137.86888,136.8616,0.48,[M-H]-1,high-dinp-wk07-wk22
452.70607__0.514,453.71335,452.70607,0.514,[M-H]-1,high-dinp-wk07-wk22
390.80414__0.495,391.81141,390.80414,0.495,[M-H]-1,high-dinp-wk07-wk22
171.95211__0.466,190.97,171.95211,0.466,[M-H-H2O]-1,high-dinp-wk07-wk22
502.85026__0.593,503.85833,502.85026,0.593,[M-H]-1,high-dinp-wk07-wk22
438.83251__0.551,439.83979,438.83251,0.551,[M-H]-1,high-dinp-wk07-wk22
472.76583__0.53,473.77318,472.76583,0.53,[M-H]-1,high-dinp-wk07-wk22
114.00053__0.532,115.00808,114.00053,0.532,[M-H]-1,high-dinp-wk07-wk22
160.84107__1.611,161.84834,160.84107,1.611,[M-H]-1,high-dinp-wk07-wk22
404.77565__0.522,405.78298,404.77565,0.522,[M-H]-1,high-dinp-wk07-wk22
78.98444__0.531,79.99172,78.98444,0.531,[M-H]-1,high-dinp-wk07-wk22
338.87985__0.454,339.88713,338.87985,0.454,[M-H]-1,high-dinp-wk07-wk22
144.02909__0.466,145.03643,144.02909,0.466,[M-H]-1,high-dinp-wk07-wk22
146.9567__0.466,147.96441,146.9567,0.466,[M-H]-1,high-dinp-wk07-wk22
428.80271__0.536,429.80999,428.80271,0.536,[M-H]-1,high-dinp-wk07-wk22
318.85071__0.53,319.85805,318.85071,0.53,[M-H]-1,high-dinp-wk07-wk22
193.99427__0.469,195.00157,193.99427,0.469,[M-H]-1,high-dinp-wk07-wk22
412.78512__0.496,413.7924,412.78512,0.496,[M-H]-1,high-dinp-wk07-wk22
132.01119__0.655,133.01855,132.01119,0.655,[M-H]-1,high-dinp-wk07-wk22
354.82757__0.499,355.83488,354.82757,0.499,[M-H]-1,high-dinp-wk07-wk22
63.96097__0.471,64.96824,63.96097,0.471,[M-H]-1,high-dinp-wk07-wk22
187.94095__0.992,188.94823,187.94095,0.992,[M-H]-1,high-dinp-wk07-wk22
392.28929__1.761,393.29656,392.28929,1.761,[M-H]-1,high-dinp-wk07-wk22
231.97146__0.493,232.97873,231.97146,0.493,[M-H]-1,high-dinp-wk07-wk22
420.77121__0.528,421.77909,420.77121,0.528,[M-H]-1,high-dinp-wk07-wk22
123.93824__1.401,124.94552,123.93824,1.401,[M-H]-1,high-dinp-wk07-wk22
378.27573__2.274,379.283,378.27573,2.274,[M-H]-1,high-dinp-wk07-wk22
96.00765__0.463,97.01513,96.00765,0.463,[M-H]-1,high-dinp-wk07-wk22
368.89992__0.473,331.95171,368.89992,0.473,[M-2H+K]-1,high-dinp-wk07-wk22
122.95658__0.472,123.96369,122.95658,0.472,[M-H]-1,high-dinp-wk07-wk22
199.99914__0.655,87.01326,199.99914,0.655,[M-H+TFA]-1,high-dinp-wk07-wk22
200.91711__1.239,201.92441,200.91711,1.239,[M-H]-1,high-dinp-wk07-wk22
458.89247__0.585,459.89975,458.89247,0.585,[M-H]-1,high-dinp-wk07-wk22
370.85196__0.454,371.85924,370.85196,0.454,[M-H]-1,high-dinp-wk07-wk22
568.84039__0.575,509.82637,568.84039,0.575,[M-H+HAc]-1,high-dinp-wk07-wk22
