mz__rtMin,BPS_high_wk40_bps_d1_A,BPS_high_wk40_bps_d1_B,BPS_high_wk40_bps_d1_C,BPS_high_wk40_bps_d1_D,BPS_high_wk40_bps_d1_E,BPS_high_wk40_bps_d1_F,BPS_high_wk40_bps_d1_G,BPS_high_wk40_bps_d2_A,BPS_high_wk40_bps_d2_B,BPS_high_wk40_bps_d2_C,BPS_high_wk40_bps_d2_D,BPS_high_wk40_bps_d2_E,BPS_high_wk40_bps_d2_F,BPS_high_wk40_bps_d2_G,BPS_high_wk40_bps_d7_A,BPS_high_wk40_bps_d7_B,BPS_high_wk40_bps_d7_C,BPS_high_wk40_bps_d7_D,BPS_high_wk40_bps_d7_E,BPS_high_wk40_bps_d7_F,BPS_high_wk40_bps_d7_G,BPS_high_wk40_inoculum_d0_A,BPS_high_wk40_inoculum_d0_C,BPS_high_wk40_inoculum_d0_D,BPS_high_wk40_inoculum_d0_E,BPS_high_wk40_inoculum_d0_F,BPS_high_wk40_inoculum_d0_G,BPS_high_wk40_inoculum_d0_B,BPS_high_wk40_control_d1_A,BPS_high_wk40_control_d1_B,BPS_high_wk40_control_d1_C,BPS_high_wk40_control_d1_D,BPS_high_wk40_control_d1_E,BPS_high_wk40_control_d1_F,BPS_high_wk40_control_d1_G,BPS_high_wk40_control_d2_A,BPS_high_wk40_control_d2_B,BPS_high_wk40_control_d2_C,BPS_high_wk40_control_d2_D,BPS_high_wk40_control_d2_E,BPS_high_wk40_control_d2_F,BPS_high_wk40_control_d2_G,BPS_high_wk40_control_d7_A,BPS_high_wk40_control_d7_B,BPS_high_wk40_control_d7_C,BPS_high_wk40_control_d7_D,BPS_high_wk40_control_d7_E,BPS_high_wk40_control_d7_F,BPS_high_wk40_control_d7_G,DINP_high_wk40_inoculum_d0_A,DINP_high_wk40_inoculum_d0_B,DINP_high_wk40_inoculum_d0_C,DINP_high_wk40_inoculum_d0_D,DINP_high_wk40_inoculum_d0_E,DINP_high_wk40_inoculum_d0_F,DINP_high_wk40_inoculum_d0_G,DINP_high_wk40_control_d1_A,DINP_high_wk40_control_d1_B,DINP_high_wk40_control_d1_C,DINP_high_wk40_control_d1_D,DINP_high_wk40_control_d1_E,DINP_high_wk40_control_d1_F,DINP_high_wk40_control_d1_G,DINP_high_wk40_control_d2_A,DINP_high_wk40_control_d2_B,DINP_high_wk40_control_d2_C,DINP_high_wk40_control_d2_D,DINP_high_wk40_control_d2_E,DINP_high_wk40_control_d2_F,DINP_high_wk40_control_d2_G,DINP_high_wk40_control_d7_A,DINP_high_wk40_control_d7_B,DINP_high_wk40_control_d7_C,DINP_high_wk40_control_d7_D,DINP_high_wk40_control_d7_E,DINP_high_wk40_control_d7_F,DINP_high_wk40_control_d7_G,DINP_high_wk40_dinp_d1_A,DINP_high_wk40_dinp_d1_B,DINP_high_wk40_dinp_d1_C,DINP_high_wk40_dinp_d1_D,DINP_high_wk40_dinp_d1_E,DINP_high_wk40_dinp_d1_F,DINP_high_wk40_dinp_d1_G,DINP_high_wk40_dinp_d2_A,DINP_high_wk40_dinp_d2_B,DINP_high_wk40_dinp_d2_C,DINP_high_wk40_dinp_d2_D,DINP_high_wk40_dinp_d2_E,DINP_high_wk40_dinp_d2_F,DINP_high_wk40_dinp_d2_G,DINP_high_wk40_dinp_d7_A,DINP_high_wk40_dinp_d7_B,DINP_high_wk40_dinp_d7_C,DINP_high_wk40_dinp_d7_D,DINP_high_wk40_dinp_d7_E,DINP_high_wk40_dinp_d7_F,DINP_high_wk40_dinp_d7_G
326.7595__0.732,24464947.08,22105459.94,22721724.46,17469397.67,29173345.59,20246477.57,20809742.49,22440689.93,21686929.74,23587763.39,23432104.89,19711810.8,22727663.52,27905240.61,20893665.27,25508953.75,23882191.56,29832301.39,27721950.83,21270119.7,19814873.81,23613599.57,18844709.97,19098096.05,22379175.87,17158735.63,17715090.08,23638320.23,29879744.54,16080970.87,28422051.41,20397261.04,22968235.01,26508267.61,23861465.47,24271902.12,26311449.21,29132469.9,29500199.67,28518786.68,25805169.56,27310799.3,26842412.35,26266317.47,26341534.67,31971046.4,27548265.43,24823552.65,29186818.33,81290.36943,35707.01326,28719.29847,27591.75411,28728.30461,22852.78933,39288.74723,80574.93103,123745.4523,32682.79624,62197.20227,91384.10704,85119.57365,34955.28397,69900.1402,110837.8053,126928.9705,96532.39603,43484.37719,44933.34732,126644.1132,124655.3881,297763.5417,103923.1586,229649.6389,105888.2098,98001.73817,120109.3563,30762386.18,27122218.01,31460628.44,28467835.05,25473423.24,31446236.26,31810940.8,29820373.5,24373991.64,27457178.74,33774766.98,29058796.59,33131377.92,34878974.93,34410663.4,28805091.73,36475363.67,34231421.2,33140251.77,27282858.91,43769.65255
272.79514__0.74,26590142.79,25369686.01,26092039.65,19758995.38,30349051.75,22668564.9,26480767.63,26529646.21,24348391.31,27227496.34,27959943.36,22376330.74,25733004.9,30194451.97,23257505.39,29757248.63,18052177.85,35540677.72,27990162.75,24289141.64,23165176.47,27516583.34,22508327.92,22786044.82,24872209.67,19879803.74,20670061.42,25141079.62,33099264.26,30976282.45,30153659.28,24157260.65,25715749.81,30250440.13,27603390.84,29147393.16,30100369.31,31427056.06,33521422.53,32388591.81,29433519.78,31017069.71,29658657.22,31282714.61,28801259.15,35594532.73,19805222.86,27948877.01,34001995.54,87562.9659,38462.26812,30397.55559,29600.23162,31278.64121,24188.22781,42776.58027,87727.91825,132964.7532,35584.19027,67718.71854,97397.5627,92676.00857,36997.95065,74988.35817,119390.3661,343016.375,97477.33953,47344.67456,48922.27607,137886.8622,135721.5893,735949.5522,234157.5532,167219.6782,115288.367,105563.8315,130771.9865,32661782.65,30836376.4,35061713.24,30814801.07,30089422.04,32760295.41,34948642.9,31053437.26,30435181.79,30126944.62,37656597.48,32007644.49,35579608.19,35949094.89,38264254.15,34028342.58,38204110.75,37980804.43,36814440.03,29971243.88,47147.04362
274.88722__0.71,20121226.28,18044846.71,23210612.92,13685482.26,17183033.52,17779546.41,18730397.73,20871715.49,15380017.73,16043851.57,24085208.09,13507985.65,19789316.75,20787440.2,13588029.09,23198950.96,22964029.71,22895034.94,23605035.29,20795775.31,20757030.22,20755654.16,19391122.48,21506953.95,18893379.43,20161011.88,19649890.8,19076223.79,20548023.77,2529601.997,24259510.13,18399183.87,20474571.22,22653060.29,20050833.2,20052103.67,16918623.32,30216051.29,16570683.14,4398680.135,24917618.9,18295437.77,23009505.69,18034929.48,23147919.19,20017539.29,22356006.58,21143714.55,2307907.812,97969.38216,37237.79038,29429.82457,28657.88405,30282.86011,23418.17581,56500.21678,84935.02828,116680.6771,34451.33849,65562.8378,101067.2491,103705.096,35820.09066,86101.81404,136982.8733,147314.6564,108128.2123,69413.81046,47364.79543,133497.1213,131400.7816,179289.0126,126777.2699,183383.7644,113598.4575,114685.8344,126608.7534,22839284.29,16081893.95,23970826.34,22626588.22,24414066.3,25702838.31,24336443.84,23861240.96,27589441.37,21280706.02,21172552.05,26786739.59,23158310.33,21154673.41,23428163.43,25285857.91,24515350.98,32521216.39,29519003.68,2598728.34,45646.07896
287.99491__0.675,9833904.313,9153145.289,10079330.61,9534791.971,11304737.2,8347313.246,8509341.168,8742675.148,5580846.942,6646982.057,8576410.351,10339222.59,8740131.102,8906617.256,5852879.655,10168166.68,12763615.42,15484249.98,11711129.05,7488446.743,6523085.136,14445582.29,15268320.94,15985307.05,13696106.47,16173689.06,14360074.77,13492737.59,7881343.042,8784915.04,11791547.83,9458717.707,11847933.78,13327950.82,10095677.02,9110170.153,11384025.72,13106797.79,7825361.226,12893880.6,9043642.151,7169462.85,6699926.847,7066867.969,11186197.89,12982424.19,5858314.98,13619567.6,7241941.133,67270.80255,25569.37677,20208.02698,19677.97303,20793.76493,16080.12061,38795.94669,58320.74666,80118.93735,23656.05599,45018.80709,69397.95688,71209.23789,24595.91143,59121.92161,94059.46657,101153.7987,74246.37639,47663.08244,32523.09784,84749.19851,90226.5161,123109.0317,87051.77583,125920.6982,78002.5273,78749.17601,86936.06373,11376049.8,13340653.94,9043991.782,19690950.65,19067832.55,17654311.5,16653028.95,7870535.707,13518777.18,14681223.28,20603873.62,16751697.95,17879314.05,17034324.49,12341439.94,5311069.967,12074130.85,16512639.15,21015031.14,12793340.29,31342.93896
122.95669__0.671,991134.1178,4218752.562,1572187.351,1294778.361,1355932.572,1556294.858,1405483.45,12154200.94,13415137.03,7261785.517,3754478.099,27128163.98,4394667.003,5172693.731,3253052.462,7853029.544,12988714.09,9577381.034,9182891.535,11010956.34,7605370.055,591177.9967,451527.8188,554360.4094,524966.7973,569901.3692,520485.0711,620128.3397,1670455.967,3268896.051,1894110.004,1698987.633,3506450.868,1685525.794,941442.6768,13257654.9,27500136.23,618174.3402,2605785.835,32401228.62,2289849.621,4244357.099,8301701.812,8536981.877,26522129.04,18100364.69,10074878.11,17481670.07,3731873.788,89847.64177,34150.74768,26990.0685,26282.12247,27772.38671,21476.79024,51816.30347,77893.84628,107007.7553,31595.29489,60127.62594,92688.69305,95107.86038,32850.5764,78963.90457,125626.8832,135102.1532,99164.29677,63659.34987,43438.21589,113191.9843,120507.5514,164425.8096,116267.3325,168181.1032,104181.0542,105178.2867,116112.7861,2477359.574,2489978.25,3296032.48,4923935.782,2104470.463,2965870.235,2413956.749,6634464.582,1617878.789,17298496.87,15763565.89,22272794.08,30435378.46,38637764.37,17472805.85,10070977.01,15952339.54,46864709.76,38415122.77,24033788.45,41861.98239
330.80115__0.735,18794763.2,17676353.63,16150864.15,12590318.38,20108142.2,17636364.18,16926220.74,18550526.9,16396238.25,19096793.31,19531298.82,15006375.4,17784435.15,18619295.44,15426168,20396428.69,18853474.52,21834074.34,18976482.49,17161844.67,16906326.58,18692681.54,18100404.33,17742537.38,18781067.42,16681390.03,16257040.04,16756921.18,20277401.93,18891635.35,22510111.9,18029177.3,15544076.68,19166516.92,19052970.5,18959481.32,19847493.18,24156038.03,18030157.82,18819405.7,19072361.65,17069961.31,18547326.31,18597799.77,20238054.45,20171406.75,19999006.13,19820126.77,22778141.36,89689.63014,39071.85458,30818.13701,30153.88989,31599.07892,24620.46844,43454.54404,89387.92102,136194.1023,36148.16223,68111.3072,99240.53615,93625.4388,37584.32923,76025.89917,121949.5496,138998.183,99844.79672,48095.03782,49697.64265,139794.6687,137112.0051,184437.4513,114714.4005,170804.1035,116883.5,108127.6874,133246.4765,22122960.28,18754434.88,20997861.86,21977217.52,21125640.47,23999938.14,22246790.68,21806443.47,25251064.5,19406874.86,23457675.87,23393975.83,22546269.72,26153180.31,24256882.5,23850188.2,25854476.59,23229420.23,26939335.22,21984958.77,47989.55545
136.91644__0.712,26552668.6,24755457.24,7626292.736,22337960.95,31549532.52,25773202.27,26297686.42,29701037.59,22620432.87,26584911.01,35166445.24,17268000.16,20787869.94,31237487.09,25246497.15,29251894.99,27694528.28,25740176.11,24647372.12,26554086.16,27304140.51,24636242.99,26488634.03,26959325.6,26718815.36,26463368.66,25812152.73,26087951.91,29925140.28,28225269.91,22661607.89,26888004.42,27283576.59,27098077.57,28458792.8,28296276.19,26214417.53,32845810.95,26816646.38,31166367.22,32731852.29,28037777.03,31582385.51,26281181.11,31004894.3,29239097.64,36106308.75,28098137.65,35373349.33,84525.31448,32127.75128,25391.25104,24725.24179,26127.22687,20204.56423,48924.49853,73279.62898,100668.9101,29723.67648,56565.83068,87198.0697,89473.9322,30904.59857,74286.29995,118185.092,127099.073,93290.07646,59888.345,40865.0554,115177.6801,113369.0154,155249.405,109379.9754,158218.517,98009.655,98947.81413,109234.5839,31461833.24,30742682.35,33228506.51,30477891.58,32985477.7,34122013.58,34968031.53,31904449.46,35225082.9,29521901.05,32838393.88,36882796.24,32637487.34,32480959.78,32390716.39,33030349.39,33915201.01,31382757.98,36867801.63,35701927.48,39525.71601
176.00135__0.674,8169003.821,5593733.897,4882371.037,9557827.483,7090041.013,3886307.425,7193505.094,7364039.884,4438460.564,574811.3185,2256922.018,3529591.886,2987957.979,6475900.257,2275541.12,647456.3922,573964.0583,558799.6359,557782.9587,547948.6738,862942.4979,22985199.32,16786365.89,18454185.43,16336176.63,15286725.21,20049585.88,18931807.31,7795733.971,6208815.101,6250840.502,9284629.757,9710893.468,9206519.565,7156826.893,10975170.69,10294732.23,3366018.473,4269692.535,3599113.285,4299583.301,6070932.732,954030.4451,596422.4468,589120.4232,654910.1534,3349761.906,500805.0353,1058764.401,89770.40099,34121.38875,26966.86551,26259.52809,27748.51117,21458.32694,51771.75771,77826.88202,106915.7623,31568.13285,60075.93504,92609.00986,95026.09746,32822.33521,78896.02039,125518.8835,134986.0077,99079.04659,63604.62281,43400.87265,113094.6747,120403.9527,165429.7035,116167.3791,168036.5202,104091.4912,105087.8663,116012.9656,9575163.998,7344286.046,4849403.031,8565760.003,19940997.35,14025935.5,9366149.345,6661918.801,4016689.918,13352545.2,1544532.598,20365873.3,13405899.69,3843037.078,808127.4106,2496464.523,622441.5263,834089.5688,940283.2573,4900516.008,41825.99422
113.93527__0.651,5927139.078,13035364.04,8946072.122,5999140.004,5938982.023,2950278.231,2971559.081,16062601.21,13284617.37,12987937.07,11747813.03,5427476.301,6841416.847,15644268.95,16124275.17,321282.8243,4074731.722,341733.2714,2918319.788,19994546.76,20410823.43,3505976.205,4140783.071,5043314.071,2897618.327,3226006.983,4481309.476,3089424.18,5151834.761,5763975.335,9695442.428,7123348.447,6522816.628,5384656.496,6419088.352,5578680.211,2383964.467,9250699.885,12603848.69,2391127.694,14837543.19,10680602.69,22933748.58,18232279.36,3442554.587,1798536.258,22886375.07,1141185.343,24476048.43,80795.45226,35599.77748,26701.08128,22705.53948,26233.2153,21361.01106,46616.12618,75800.32804,96259.43348,35916.68406,63992.4574,86140.92053,85413.07186,30309.42929,71008.25638,113008.3756,122907.4879,89203.80582,57245.64232,43220.57573,101653.7966,109024.5307,147910.17,104415.6602,151288.2656,93561.39268,95033.12458,104449.9156,8371367.821,8194478.646,14061234.71,8086209.916,12694724.52,7734334.18,6922103.61,20869629.44,11359890.9,8809000.624,7679339.268,13923320.48,5228866.608,2894360.486,3604892.08,21612438.71,6819187.338,4591784.913,6280023.935,19338719.07,41788.88872
234.88656__0.652,323094.9981,2719211.037,849703.0698,289511.3273,437768.5922,313708.0589,255392.7062,11674350.25,10797654.29,6725145.959,1849551.949,5939499.705,1775802.671,5306408.519,18011927.91,298537.9664,820537.1112,339242.6246,411932.814,6109976.9,24652819.52,569825.4765,348750.1483,425741.5687,426547.8944,366260.8599,429519.6489,363378.472,387572.7028,676800.9958,396785.3088,367549.7461,388968.7257,362609.332,502167.4864,1492476.357,1094007.995,395000.6923,975344.3176,2467216.615,2109077.895,3921755.945,5692702.968,3562439.472,1175355.034,354295.8191,22201208.83,275429.179,16200613.98,76232.6738,32185.53339,24868.2058,20064.78435,23847.9752,19243.15541,39528.65956,68839.50512,88568.7118,32691.39562,56668.58406,75932.97816,81537.49858,26893.58067,65203.28421,103137.1963,114068.1312,82622.65231,52802.47777,39953.3541,98268.98602,96756.11798,129891.5599,94015.40428,134291.107,76951.8468,83624.18433,93480.06912,1297227.935,391111.8143,3422088.918,427395.7396,867161.6735,711437.3779,542176.2983,7914483.213,452264.4804,5691213.259,2120579.746,8562360.161,3764819.81,800235.5842,380134.397,17630689.32,756735.4785,2007153.168,1778604.805,15393250.9,39087.56594
198.90141__2.208,10999514.22,16702595.7,12987173.76,8626749.587,12205771.73,12368204.84,16711061.58,21764393.67,20048863.72,26852339.83,31690310.1,8013755.549,22571086.88,22774124.1,11898281.41,136209.6214,9360941.92,92324.01325,102120.0575,3348104.145,18328558.4,60420.80892,61464.27231,66787.68992,52606.91279,65115.1313,78692.95232,63286.73008,10949293.94,9196626.051,14759757.32,6500342.948,11825739.26,7065702.548,8946675.726,18039819.25,10679297.38,11529866.74,13772779.99,9230137.76,16797981.28,13158983.41,2173658.267,844031.0037,1027434.343,196666.1869,8201982.791,149649.9278,10914929.28,90478.23239,84425.68454,89076.92292,81747.79614,83823.5006,94123.1177,82990.39526,70776.21644,77759.18007,82748.21078,80140.36785,73006.21709,86761.57645,73481.34114,69062.46091,72393.63383,82060.01649,73573.4102,68977.58276,82090.28962,69385.63182,80451.98724,80239.31494,72112.49365,84482.41762,77467.22779,78324.87125,81549.5741,19856803.19,19034433.57,19670160.68,16358470.2,13047490.11,14521200.38,14463956.63,21468130.09,25924727.02,24890107.32,28626102.76,26530363.68,24092225.98,6658810.057,99472.22361,14069507.36,105484.8242,3706552.421,8908440.188,8232766.864,69573.18271
294.82418__0.751,31702120.7,31975830.62,33911321.17,16270699.86,24085763.36,32860105.58,8950595.209,33343225.78,28888744.78,31424013.3,37348798.22,17980658.35,30787739.96,35249189.53,28223751.11,36786221.61,15042936.82,32834895.02,36658761.09,33401431.34,27434144.13,27803274.22,32132816.34,30525223.64,35526247.87,29055442.68,29482206.29,28997052.9,32584703,26223188.21,24290583.87,31806118.5,32237231.77,31685839.09,28851556.02,36342948.14,36488626.24,40756125.56,33215106.19,33000688.92,37769389.9,32034009.42,35311797.44,37068176.1,38231405.09,37243855.6,27935061.68,36414657.32,39905978.61,148278.6019,65131.77443,51475.03855,50124.8549,52967.06366,40960.20007,72437.60478,148557.9312,225161.7165,60258.05464,114674.4723,164932.4492,156936.9977,62652.10801,126984.8365,202174.9307,234021.9846,165067.5428,80173.18829,82844.68924,233496.7865,220420.9534,306842.0458,200205.8877,283168.8014,195228.63,178761.1598,192785.1421,40399151.32,39175403.98,40165292.28,40278968.52,41177388.9,42816436.64,40474000.96,41188899.28,44665392.05,40258319.33,42227726.56,41531638.62,46009743.85,47252400.15,47447583.64,37849231.84,44978491.28,43470122.03,49873208.31,39299082.2,79838.52125
90.96674__0.685,596015.4513,1147431.762,698418.9443,516315.0768,1068943.447,558630.2054,557860.8849,2234827.952,2557158.013,2287822.315,1248302.798,1754920.629,2067167.469,1864440.226,3267638.207,21629889.02,9438109.986,22248023.2,16058953.62,7749622.885,2029156.451,579714.974,496218.8617,661161.9443,514048.5211,601232.9941,711523.7957,631234.1047,652747.1067,1770969.487,1260038.765,805074.5451,1108114.911,764045.5026,574857.8742,3358933.642,4348906.127,3895050.066,583496.6932,4663194.241,542428.7023,990951.5111,7400179.062,7106880.089,14486952.18,12138278.12,2837450.76,17661580.1,2969329.045,97312.89448,36988.26191,29232.61686,28465.84908,30079.93626,23261.25184,56121.6118,84365.88312,115898.806,34220.48189,65123.50467,100390.0028,103010.1737,35580.06212,85524.85031,136064.9583,146327.5086,107403.6509,68948.67217,47047.40643,122596.8696,130520.2719,178087.6064,125927.7421,182154.9194,112837.2402,113917.3306,125760.3548,1889465.125,2681773.34,1359595.068,4092240.044,2333225.485,3901953.483,3437034.055,1682497.017,4545143.359,3426806.879,6133836.802,7525115.97,7680143.094,10367503.07,24494056.91,3944192.616,28054828.81,13480939.54,10620843.85,9603050.915,45340.20699
92.02464__2.329,23355669.75,23308410.93,28282745.05,11170619.72,17811325.93,27932871.59,39021619.69,26105019.39,26285101.11,31118426.9,34118376.45,23629904.12,28935856.89,27128851.82,32549276.9,1955352.325,19744206.76,2518359.877,3556982.79,1880199.555,28524304.01,98151.98397,92160.6767,81257.65272,88702.51222,100663.7991,133111.3534,98439.58583,172705.9144,176116.4726,119138.6738,90154.86569,140917.2576,109056.2694,117577.8172,141367.3651,118594.873,120092.5214,101562.9694,122576.6284,147568.2339,161692.1724,108532.1664,94717.94712,120198.1053,113851.8775,106030.3331,74957.42091,143354.0976,117780.5296,111272.4677,106976.7525,108932.3902,104544.68,94042.47912,102279.8722,118582.5719,111294.1269,112166.7377,116916.9535,104429.8276,118866.1421,110401.0158,98023.26018,89111.2977,111893.4053,112515.1834,111550.142,103532.5718,92989.17016,85854.81707,99947.8122,82582.67107,113260.7858,100539.863,91320.72284,106296.4875,237987.1938,191616.1416,240125.083,182008.2245,142680.2355,145092.8041,151071.6207,249517.5242,158967.2996,279795.2084,276238.8431,245587.8421,276015.8925,132791.3894,149955.0374,161387.2158,107659.8357,117244.0454,149357.6768,161678.3912,103805.6604
162.83789__0.786,118709570.8,51593732.16,5515773.651,11818235.83,129258020,767396.5627,636461.4661,100953094.6,4854567.637,4881327.052,16310258.64,110520864.1,118482674.1,103069905.9,133726638,4410131.086,133672432.3,4292780.38,156399908,5906474.076,119768063.7,180519115.2,160809479.3,171435269.4,154234684.2,129887004.6,133945199.9,214340532.3,196139284.7,144222098.6,131204375.4,3602637.793,168305672.6,146595565.7,142579655.8,70254502.98,181762436.1,118210950.5,165558238.4,161274684,134001844.5,150095808.5,137370463.7,124421875.9,58983217.13,3736642.384,83724358.64,155457665,129782396.6,236264108.7,146544847.7,147655317.3,139169319.1,134051213.8,88353577.66,134293112.7,183910909.3,217917302.3,138566630.6,158023257.9,172561201.4,167588927.7,113595054.3,160579237.1,156396259.3,182767686.4,167861673.1,106483074.6,112755796.8,167206867.4,152787654.2,220903729.3,157052718,186147094.4,147118552.3,116718832.1,143634316.3,114825801.3,106327912.5,125554145.8,124323345.1,100426061.5,110098423.1,123951810.6,99720089.55,115082484.6,170138083.7,161989187.2,110947903.7,145774717.4,146678976.9,132491388.3,88258389.13,167541670.1,107552585.9,126240289.5,84107710.25,188634457.8
350.78612__0.755,20432228.04,21601160.33,21776291.66,14402413.43,25058832.46,21893377.15,22549954.71,27939757.67,20624909.27,22272860.42,25748481.7,19914448.07,25951282.53,23555763.62,19929496.23,23021494.72,22464937.73,26015272,25372546.66,21902591.99,21623085.31,21561709.91,20383209.62,20217747.9,22875815.01,19856567.89,19792053.18,18135134.4,26570455.01,24055548.26,28592364.37,22634015.7,20067464.99,28237489.67,21851562.22,24578861.8,24652732.34,30000232.1,22285920.27,25395382.68,25163728.43,20162995.45,30648055.75,25065162.83,27006016.64,26671742.8,25628461.55,23824258.73,35485448.07,128697.1755,56530.58026,44677.33028,43505.44964,45972.32102,35551.06394,62871.61476,128939.6171,195427.2335,52300.47582,99530.75157,143151.7434,136212.1579,54378.37447,110215.4295,175476.0445,203117.4292,143268.9967,69585.64993,71904.35689,202661.5879,191312.5276,266320.9938,166302.4977,245773.9989,169447.0607,155154.2574,167326.2557,27329377.84,34549889.22,26662688.85,31363544.21,27038632.85,36543891.92,36287478.25,35058317.06,31146893.15,27283220.39,30636743.04,27121162.6,31725557.89,32773710.09,33798297.77,25301961.68,38739797.58,38539677.36,34458420.9,25581968.33,69295.17846
444.67392__0.74,11389302.12,12079931.24,10348807.76,7460658.895,13473743.31,8770845.862,10418407.92,11097752.47,11083114,11461136.35,10814785.19,10385339.57,10652967,15128357.93,8617054.044,12821450.53,11605185.05,16431725.77,13868643.88,10080500.53,9773557.411,12382103.97,9785022.19,9667585.728,10119638.94,8053776.454,8784595.838,12450872.39,16794881.24,8169256.149,14101994.33,10567674.94,12017470.08,13846887.7,11844362.82,11596556.19,13104512.53,15188356.85,15827715.05,15259519.8,13793174.97,13556764.91,13897534.24,14955962.91,14093420.56,17780475.87,14976810.99,12622110.67,15869381.18,72694.48734,31931.24895,25212.91505,24591.24123,25967.42543,20080.98746,35537.87072,72831.43024,111765.6107,29541.87815,56219.85822,81869.05037,76993.25169,31099.20825,62255.08921,99186.97024,114730.7027,81936.10803,39796.30946,41122.38718,114473.2211,112675.6187,382521.7904,93935.82075,140559.1257,95712.02445,88733.33577,109922.4462,17667215.61,12383972.22,16213875.04,14800948.35,13829379.32,18835573.55,15559958.47,14816972.24,13503664.44,15412751.95,18579233.66,15076818.8,17380480.38,17602567.94,19634114.82,17319043.41,20704335.73,15163130.17,17506804.11,15749953.91,39141.32111
259.93621__0.648,295700.4724,3136561.522,1254862.388,760274.9401,386806.5869,503220.2057,406977.0788,7287744.547,4787200.808,2928692.29,5271163.744,2562999.521,2392329.017,6602180.57,10811623.67,248155.4815,251898.9169,369751.8133,426994.4081,826735.268,15528826.56,486059.0357,323994.4015,331023.7481,446147.8443,284467.4132,394823.496,385498.7998,861049.7162,974562.834,663423.6701,792160.0171,587254.6208,382684.1387,789500.5877,329651.0605,277270.0653,484334.9589,4780918.09,1572121.486,3602932.747,6969425.907,1046700.121,386780.9232,223925.6801,307548.5308,18110255.44,297599.7573,20213983.64,66301.31417,28937.5864,21901.53479,18425.76229,22171.25607,16949.15402,42391.25395,61539.58433,78252.82571,34802.47148,52228.38488,68027.54525,71967.55305,24861.27857,62335.37711,78715.64861,99921.14207,72780.22231,46552.92501,36967.38527,83527.81627,89584.26812,103026.3899,85024.18612,114066.3889,76185.71058,71763.75405,79224.42636,1004902.721,840647.3517,3492078.09,930748.088,2713319.428,1545890.141,1161510.907,7743273.406,561855.2407,1569263.46,2976749.78,8373231.804,4968034.66,1292579.348,367310.2987,17774507.43,360323.1447,1143367.356,2521715.936,8451284.826,29421.66249
442.67679__0.74,11891468.32,12411321.46,11171966.87,7569253.663,13353280.43,8688592.551,9511282.957,10811816.29,11240903.65,11991013,10918373.3,10279890.78,10777982.97,14716858.32,8510879.804,13194253.28,10572973.43,16277751.59,13666943.08,10180515.48,10027385.34,12519653.44,9882232.495,10063233.77,9851900.705,8410086.245,8306502.823,12546050.89,16413689.71,13726659.13,13554666.57,10722013.37,12287006.57,13142408.67,12176488.85,11639670.09,12779820.22,14168387.26,15419395.6,14893835.13,13408483.78,13784364.91,11726437.56,14363351.27,13870482.91,16379385,15099698.13,12351548.72,14237450.07,75371.89211,33107.30619,26165.41431,25479.09885,26923.82957,20820.58868,36820.95233,75513.87875,114452.5534,30629.93267,58290.48726,83837.25372,79773.06442,31846.86033,64548.00136,102768.0789,118956.3399,83905.92351,40753.04744,42111.00522,118689.3751,116825.5653,155971.6997,97395.56336,143938.2896,99237.18627,90866.56253,112565.0776,16936078.78,11768647.68,15400712.73,13887335.19,13014988.86,18066251.01,14808424.62,13749834.03,12925371.43,14421030.79,17748918.62,15174212.37,16584606.13,16887357.6,18754195.01,16008483.08,19863097.39,16307747.25,16795484.76,15009709.96,40582.93194
