mz__rtMin,BPS_low_wk07_inoculum_d0_A,BPS_low_wk07_inoculum_d0_B,BPS_low_wk07_inoculum_d0_C,BPS_low_wk07_inoculum_d0_D,BPS_low_wk07_inoculum_d0_E,BPS_low_wk07_inoculum_d0_F,BPS_low_wk07_inoculum_d0_G,BPS_low_wk07_control_d2_A,BPS_low_wk07_control_d2_B,BPS_low_wk07_control_d2_C,BPS_low_wk07_control_d2_D,BPS_low_wk07_control_d2_E,BPS_low_wk07_control_d2_F,BPS_low_wk07_control_d2_G,BPS_low_wk07_bps_d2_A,BPS_low_wk07_bps_d2_B,BPS_low_wk07_bps_d2_C,BPS_low_wk07_bps_d2_D,BPS_low_wk07_bps_d2_E,BPS_low_wk07_bps_d2_F,BPS_low_wk07_bps_d2_G,BPS_low_wk07_control_d7_A,BPS_low_wk07_control_d7_B,BPS_low_wk07_control_d7_C,BPS_low_wk07_control_d7_D,BPS_low_wk07_control_d7_E,BPS_low_wk07_control_d7_F,BPS_low_wk07_control_d7_G,BPS_low_wk07_bps_d7_A,BPS_low_wk07_bps_d7_B,BPS_low_wk07_bps_d7_C,BPS_low_wk07_bps_d7_D,BPS_low_wk07_bps_d7_E,BPS_low_wk07_bps_d7_F,BPS_low_wk07_bps_d7_G,BPS_low_wk12_inoculum_d0_A,BPS_low_wk12_inoculum_d0_B,BPS_low_wk12_inoculum_d0_C,BPS_low_wk12_inoculum_d0_D,BPS_low_wk12_inoculum_d0_E,BPS_low_wk12_inoculum_d0_F,BPS_low_wk12_inoculum_d0_G,BPS_low_wk12_control_d2_A,BPS_low_wk12_control_d2_B,BPS_low_wk12_control_d2_C,BPS_low_wk12_control_d2_D,BPS_low_wk12_control_d2_E,BPS_low_wk12_control_d2_F,BPS_low_wk12_control_d2_G,BPS_low_wk12_bps_d2_A,BPS_low_wk12_bps_d2_B,BPS_low_wk12_bps_d2_C,BPS_low_wk12_bps_d2_D,BPS_low_wk12_bps_d2_E,BPS_low_wk12_bps_d2_F,BPS_low_wk12_bps_d2_G,BPS_low_wk12_control_d7_A,BPS_low_wk12_control_d7_B,BPS_low_wk12_control_d7_C,BPS_low_wk12_control_d7_D,BPS_low_wk12_control_d7_E,BPS_low_wk12_control_d7_F,BPS_low_wk12_control_d7_G,BPS_low_wk12_bps_d7_A,BPS_low_wk12_bps_d7_B,BPS_low_wk12_bps_d7_C,BPS_low_wk12_bps_d7_D,BPS_low_wk12_bps_d7_E,BPS_low_wk12_bps_d7_F,BPS_low_wk12_bps_d7_G,BPS_low_wk22_inoculum_d0_A,BPS_low_wk22_inoculum_d0_B,BPS_low_wk22_inoculum_d0_C,BPS_low_wk22_inoculum_d0_D,BPS_low_wk22_inoculum_d0_E,BPS_low_wk22_inoculum_d0_F,BPS_low_wk22_inoculum_d0_G,BPS_low_wk22_control_d2_A,BPS_low_wk22_control_d2_B,BPS_low_wk22_control_d2_C,BPS_low_wk22_control_d2_D,BPS_low_wk22_control_d2_E,BPS_low_wk22_control_d2_F,BPS_low_wk22_control_d2_G,BPS_low_wk22_bps_d2_A,BPS_low_wk22_bps_d2_B,BPS_low_wk22_bps_d2_C,BPS_low_wk22_bps_d2_D,BPS_low_wk22_bps_d2_E,BPS_low_wk22_bps_d2_F,BPS_low_wk22_bps_d2_G,BPS_low_wk22_control_d7_A,BPS_low_wk22_control_d7_B,BPS_low_wk22_control_d7_C,BPS_low_wk22_control_d7_D,BPS_low_wk22_control_d7_E,BPS_low_wk22_control_d7_F,BPS_low_wk22_control_d7_G,BPS_low_wk22_bps_d7_A,BPS_low_wk22_bps_d7_B,BPS_low_wk22_bps_d7_C,BPS_low_wk22_bps_d7_D,BPS_low_wk22_bps_d7_E,BPS_low_wk22_bps_d7_F,BPS_low_wk22_bps_d7_G,DINP_low_wk22_inoculum_d0_A,DINP_low_wk22_inoculum_d0_B,DINP_low_wk22_inoculum_d0_C,DINP_low_wk22_inoculum_d0_D,DINP_low_wk22_inoculum_d0_E,DINP_low_wk22_inoculum_d0_F,DINP_low_wk22_inoculum_d0_G,DINP_low_wk22_control_d2_A,DINP_low_wk22_control_d2_B,DINP_low_wk22_control_d2_C,DINP_low_wk22_control_d2_D,DINP_low_wk22_control_d2_E,DINP_low_wk22_control_d2_F,DINP_low_wk22_control_d2_G,DINP_low_wk22_dinp_d2_A,DINP_low_wk22_dinp_d2_B,DINP_low_wk22_dinp_d2_C,DINP_low_wk22_dinp_d2_D,DINP_low_wk22_dinp_d2_E,DINP_low_wk22_dinp_d2_F,DINP_low_wk22_dinp_d2_G,DINP_low_wk22_control_d7_A,DINP_low_wk22_control_d7_B,DINP_low_wk22_control_d7_C,DINP_low_wk22_control_d7_D,DINP_low_wk22_control_d7_E,DINP_low_wk22_control_d7_F,DINP_low_wk22_control_d7_G,DINP_low_wk22_dinp_d7_A,DINP_low_wk22_dinp_d7_B,DINP_low_wk22_dinp_d7_C,DINP_low_wk22_dinp_d7_D,DINP_low_wk22_dinp_d7_E,DINP_low_wk22_dinp_d7_F,DINP_low_wk22_dinp_d7_G,DINP_low_wk40_inoculum_d0_A,DINP_low_wk40_inoculum_d0_B,DINP_low_wk40_inoculum_d0_C,DINP_low_wk40_inoculum_d0_D,DINP_low_wk40_inoculum_d0_E,DINP_low_wk40_inoculum_d0_F,DINP_low_wk40_inoculum_d0_G,DINP_low_wk40_control_d2_A,DINP_low_wk40_control_d2_B,DINP_low_wk40_control_d2_C,DINP_low_wk40_control_d2_D,DINP_low_wk40_control_d2_E,DINP_low_wk40_control_d2_F,DINP_low_wk40_control_d2_G,DINP_low_wk40_dinp_d2_A,DINP_low_wk40_dinp_d2_B,DINP_low_wk40_dinp_d2_C,DINP_low_wk40_dinp_d2_D,DINP_low_wk40_dinp_d2_E,DINP_low_wk40_dinp_d2_F,DINP_low_wk40_dinp_d2_G,DINP_low_wk40_control_d7_A,DINP_low_wk40_control_d7_B,DINP_low_wk40_control_d7_C,DINP_low_wk40_control_d7_D,DINP_low_wk40_control_d7_E,DINP_low_wk40_control_d7_F,DINP_low_wk40_control_d7_G,DINP_low_wk40_dinp_d7_A,DINP_low_wk40_dinp_d7_B,DINP_low_wk40_dinp_d7_C,DINP_low_wk40_dinp_d7_D,DINP_low_wk40_dinp_d7_E,DINP_low_wk40_dinp_d7_F,DINP_low_wk40_dinp_d7_G
239.0164__1.129,68178561.88,74527422.4,74172841.77,69019686.52,80116532.84,65532916.8,76305314.19,1988110.881,5777222.469,27726193.23,2832569.082,4508049.254,10577980.61,15479750.32,5679222.633,5226116.794,25165343.57,585729.2946,3321815.876,8430455.109,4199660.599,91850.35049,115580.8469,114883.994,115283.7892,137340.7475,139072.8409,132494.5277,112260.0536,102656.8944,125646.3067,103981.6971,115498.0122,106709.5042,62668.32539,60401795.87,53243195.63,56605173.49,49025594.06,49745577.87,46040643.61,54192169.95,6044943.247,102845.0058,9426543.86,8740546.608,15675514.15,985413.8934,4324516.494,82445.04143,3823374.712,40107.19422,6938894.366,21196716.48,2417747.481,11545752.41,18284.08509,94060.35154,86552.53186,95497.36196,127380.236,110071.6071,118787.7972,111169.2036,27502.37584,17867.30233,113753.1297,103907.9172,122450.2311,10365.49003,63250573.53,64077555.25,76304952.76,59889053.08,60365682.39,66216786.65,48836775.73,6159810.552,116538.1196,140473.7509,651492.1398,107838.5969,6152719.947,149251.2692,8923533.985,362007.1106,106403.6633,961020.9297,82875.7083,900230.788,122997.9973,35469.9897,35720.48892,144845.4875,107411.351,91060.90752,168263.7676,118613.4539,183287.8041,121362.5889,155177.3179,141113.8257,186032.4088,133314.2178,123530.5391,84167098.91,58104541.15,60637050.21,57837588.01,65223668.89,55775853.67,50714888.35,8812983.4,141100.4759,107136.9474,999945.0288,143913.0051,6604678.538,9391.655418,2689728.672,615607.6575,561724.3927,109150.0976,224054.6219,9437194.376,120826.538,114463.4445,117828.6305,94423.24687,134128.166,11151.33974,111541.021,116108.0691,107195.721,116960.9566,88056.30343,139383.881,135630.0423,117787.7953,10160.24797,79690170.32,62609150.58,76462749.04,48906850.85,47518767.42,52805627.58,45395455.58,2506967.02,8315828.189,543756.4354,5872095.017,103853.7038,1870878.806,2119535.045,6091568.373,14514663.08,115360.5684,2971321.1,588951.7969,110073.9612,15912881.54,99423.89224,93176.70017,113502.5767,92454.70802,125634.8198,103926.1917,126243.325,106307.8389,141824.7816,101150.8705,127108.3001,93255.77824,133160.8348,136631.2162
257.08206__8.063,26432034.69,44989837.56,25643646.83,188253.83,190356.508,172829.1829,183848.918,44497823.83,63726402.06,38452633.92,275901.8375,421197.8985,400305.7495,412933.1166,48521375.68,85858772.57,44949125.81,332106.7998,381757.5129,171613.6486,368031.8904,25373105.48,53787839.38,48684521.31,229372.0533,191258.8504,162131.3175,410433.778,36013240.54,54128678.78,61051805.99,208969.0293,209869.7154,155250.8493,182193.4909,491969.736,6400513.08,12828183.92,5805553.191,4288660.583,7350088.757,3616936.893,6446564.534,23023737.74,36787427.17,7912790.849,6105512.374,8051883.505,3919613.872,10009708.05,10636269.7,27782557.98,8140471.143,5592973.942,3835427.135,1962529.131,3971174.526,18345630.79,42162783.62,6023627.079,5452537.537,5070497.205,3640941.121,8743411.84,12833473.61,17749911.37,6755873.736,5213329.319,9236149.181,203874.4787,10077974.52,8593282.41,7852835.786,10201729.49,5424438.637,5294171.776,9303617.866,12923054.39,18607843.42,15034787.25,8726010.819,5298567.333,7274765.089,11469394.3,12181180.58,24246232.47,11566196.57,11877586.07,4727045.31,16129490.45,10722151.72,5118712.078,8472813.048,16894312.54,8031616.941,4356968.789,18943962.49,6995974.949,20644159.36,19936859.01,13805083.17,12879613.83,14648628.52,16045762.27,8286507.853,5170483.961,9421119.554,8196426.789,8983573.695,11593634.56,10929298.36,11162395.71,7600418.751,15749107.11,7156784.618,6451599.149,13784590.96,7113427.113,181107.0637,7876360.487,18043705.29,9145090.628,8134049.98,14309419.31,10501780.85,8179610.941,7525659.392,11587979.09,5740313.05,8032354.735,3046934.861,10808539.6,12651033.35,5789622.889,11510177.92,4919292,8695147.214,14922242.89,9312637.378,204256.1185,12368619.41,13844353.43,22835029.56,8780873.705,3437154.762,3306882.558,11675297.21,16935625.63,19596706.3,40487401.82,8039542.885,3383479.425,5147398.674,11960786.89,22587687.02,14335198.63,34209085.78,15713536.01,3694212.994,3596562.103,8530837.461,17181481.4,17880589.4,31302127.88,8130433.691,5267770.188,3775147.717,15641775.1,22681813.85,22263354.45,40725519.3,12128749.73,3565081.183,6048012.439,12820283.44
391.28591__8.833,9525773.108,9541641.488,8145979.206,15993304.33,15569560.88,7581999.796,7109764.452,17417653.58,19758691.63,15729000.03,18456035.22,18964732.59,16258858.42,11927311.03,15409981.23,21842402.64,11257066.56,17596453.22,17251929.96,11798996.07,12511637.14,9097140.148,17759883.49,11128386.08,21694669.95,18475598.79,10577085.4,13166126.45,11816363.49,16488987.64,5005600.309,16270988.63,15455172.98,7584296.802,5566704.266,5255607.679,7647464.839,8367819.657,6313866.084,6876499.13,9261622.467,6941644.067,19866930.93,22962450.26,19700630.33,21897066.3,6596507.677,11492305.76,13074823.87,21402638.23,7235650.651,12314284.3,20165922.22,11856808.24,6305325.942,6159918.814,18066177.19,15951925.48,20730085.74,4942944.7,9008574.954,8596403.475,3776479.328,11132291.72,12090161.52,7662899.2,3035995.938,2955571.23,10456716.57,2511182.81,8253710.901,9987737.514,12494414.09,27618488.11,22398454.65,11507827.44,14574919.8,4396068.467,3647234.645,16789335,30281163.49,16602674.58,11585486.03,19295651.14,1480549.19,8871646.897,5016555.284,38943216.18,18697035.91,36876047.32,17948631.58,5410915.117,10815428.53,37967137.41,6949309.708,25187221.38,8201362.328,5097908.02,17992217.66,18816344.93,36558629.32,56937938.8,104514391.3,51610124.85,22850081.28,5132581.083,11556292.3,15963412.32,6924538.287,16244770.75,4913463.845,29796428.9,13917300.52,18006628.57,18549391.46,11520754.36,21949846.75,5345569.264,392909.8256,9573150.611,12192493.08,14944550.68,19492303.01,27991948.46,14690078.27,38960932.5,8633813.348,12665436.52,9567873.995,25968852.34,5428526.87,18677472.71,25356133.51,7173635.062,6928075.242,17580480.8,26402072.53,30900962.79,22872805.01,2713305.6,19868408.34,14531923.89,19849481.66,7221025.014,13946761.94,12935285.9,12788120.39,21280238.21,18810828.66,39481889.35,11722829.42,11888731.51,3519569.486,12581275.48,21568772.32,16250313.6,27848565.75,15409663.5,18108125.33,9389757.884,5852607.988,8511563.211,20816981.57,32506529.4,892931.1938,37256464.18,10394998.9,26552609.82,23616506.64,9589510.691,36020449.81,12980033.53,2888056.213,3206424.478,8196066.461
391.28571__8.863,12563171.6,9868672.251,8157519.273,16146866.8,16338669.15,7678531.897,7404442.15,17088173.17,19565826.02,15556910.98,17772917.59,19791917.43,16859722.39,12189710.03,15357261.09,20995760.85,11050248.62,17474608.18,17843017.95,11861398.34,12272879.99,8878456.36,18076275.13,11389062.11,21113603.55,17677579.83,10088304.37,12994411.62,11696987.96,16296816.46,5241050.736,15471449.94,15227660.03,5992878.114,4285653.568,5045795.054,7937222.545,8777193.072,6550217.051,6203198.088,9261166.934,7207393.406,20750092.11,23306745.94,20671685.17,21505002.73,6896403.608,11210057.68,12875472.89,20986399.57,7479973.665,11982571.8,19750958.58,10009283.08,6043817.475,6023494.354,4031999.551,15525708.1,20903852.27,5513824.464,9162522.574,8231535.989,3707613.693,9850644.366,11780977.53,7661172.452,3037125.702,5392421.632,10318679.33,999520.1418,8297047.014,8875764.378,12551052.2,26254561.08,22688599.21,9731855.52,15260136.05,3417597.212,11377575.06,16181795.3,29655180.7,16600908.19,10032073.04,24012243.56,1457597.922,9130959.558,5082563.544,38412218.66,18154789.53,38161356.73,18635391.63,3974936.866,10495469.08,39787863.55,6798459.129,24854418.04,18113638.42,4059637.922,18987995.89,19002404.88,38250021.16,57303783.95,102307453.5,51813346.95,22900641.26,4075872.829,11407135.32,16693941.55,6735459.525,15981808.53,5152536.613,29864553.35,9458972.447,18283250.97,18623358.1,11393019.06,21643567.24,5310566.178,375282.2818,7745992.817,12350321.98,14751227.25,19044630.71,27113439.23,13452142.48,37680193.73,6246593.936,12458851,9719797.492,26358399.18,6215776.152,18956878.78,25283625.01,5202656.401,6778531.162,17439338.2,26262861.61,30402864.89,24459310.81,1387365.07,19430087.75,12765358.62,19474116.51,2741110.786,13940262.01,9236938.87,12791544.97,17982465.41,18477840.78,38334038.27,9182504.968,11649574.45,3609854.214,13155955.03,20851012.05,15955654.18,26902401.47,15347610.71,18651734.55,9434594.348,4912910.147,8207256.523,20447678.08,32166491.83,869785.1151,37662533.91,6497535.211,27577508.64,23029860.61,7406059.215,35886576.49,12337811.06,3004878.488,3288376.486,6968752.014
253.05068__7.894,3644308.923,21281679.19,28231512.22,201245.2571,202624.2276,8479198.866,186732.6904,183226.6648,3403047.958,23485896.14,209458.1885,294221.2381,238692.1578,181486.3933,188324.7476,4264196.434,13808917.67,216134.0572,294891.8059,815806.0019,178230.8304,182153.9189,3716645.287,22988114.3,297874.6305,603185.676,780435.6243,300359.6114,199305.4195,1259141.302,11599009.88,698432.7771,884802.1517,833563.8649,389653.6252,50161466.27,25076732.4,47780280.09,596721.9434,1452885.266,192348.431,2526235.081,62795222.51,11978667.68,34929047.13,363618.4253,559758.7956,722433.5274,199976.6298,62468180.11,13610824.42,15991024.38,565039.2044,191892.5526,373516.3572,195911.2816,15530436.76,6070520.455,7486536.755,856030.2758,518473.8466,1141315.652,442105.3069,41492078.71,4445548.516,11533053.07,1747767.008,1113840.434,2028117.754,203388.2018,19969458.64,14476665.46,5657877.241,208436.3744,203580.1132,493655.2405,201495.8559,11352406.05,8079508.295,7147781.766,207856.0888,177638.6338,312537.4137,197401.4481,12927046.37,10600605.45,6479812.455,199704.398,196918.4017,748540.6521,211908.9805,3205479.054,4383688.534,8182672.221,684986.6804,232734.7965,1159219.41,248399.6853,12637386.37,1388712.672,10804505.39,926570.029,1017918.269,2407977.972,318290.6927,15620591.91,28276804.3,10969433.83,194641.1091,815322.1459,3008741.442,407182.98,15450156.4,17548281.88,8649715.809,244362.6718,1365568.117,187011.6656,207405.4677,6297537.062,16952106.78,11154708.31,194469.8807,205654.0068,731777.9827,191499.83,12204907.57,21975744.21,7244661.4,550397.0626,191371.4404,320221.4433,862750.2916,9907014.685,20561353.82,8008906.323,384203.7215,976175.2316,1109571.934,199252.5225,2087509.481,7807346.809,1799877.13,26065092.71,4373923.878,5359607.956,15545769.35,3384174.759,14226616.04,2765559.477,413279.5062,183602.9011,1094001.956,2674531.042,5542984.813,10876907.09,5346214.557,662940.2897,1002498.235,176824.5942,3066018.444,6819200.214,10388030.22,3924417.299,214383.9869,994691.4132,943593.6346,1337603.077,7720844.125,15792525.48,4351424.575,4332578.481,1111537.36,1143401.377,2961306.494
407.2809__8.501,24008986.41,28888416.15,20095410.45,58539306.52,48582924.46,32408243.21,25582741.05,32859498.69,38899387.81,21476423.22,57777326.35,71186680.98,53960804.58,41238827.43,30808525.31,37775214.13,18890610.24,48602290.87,73684678.47,43872861.03,46697954.21,21113210.26,23110557.69,20752222.8,49953363.01,57599085.76,38750905.33,47721552.21,24687740.82,29732231.94,24321313.94,45474696.13,50710110.1,11316583.85,15921518.93,4755703.148,42185765.09,31350600.95,52780342.27,34244269.86,4070880.007,25800401.73,29732162.32,42515793.84,31477813.73,57888069.77,25408855.44,46902614.6,32789907.91,20283334.21,28396296.67,18023568.82,49591023.69,26916145.96,16763502.09,15078563.5,3335136.444,30818061.11,31872946.27,33313094.63,21605297.24,31845109.57,23162827.23,12032791.8,21567913.31,10846093.11,38390816.94,20898658.03,48678622.87,1071741.365,16079914.73,14490826.34,24000161.06,70662906.23,47244669.67,20495560.65,12161091.32,13581030.29,34139313.94,45367843.14,54486454.68,44608962.14,19603556.6,29962147.16,14332108.51,58200240.25,34857310.85,74433067.76,32024305.61,58896230.07,24990315.73,6137822.326,17963443.26,55247062.44,38785122.29,41685893.93,56144682.12,14317741.63,33300373.65,45925695.15,57505800,86491170.87,123559267.2,53553748.47,23969443.25,10850443.37,30801912.6,35103781.57,50475576.49,42206445.41,29026211.85,86374654.96,11978941.56,34898273.1,29950272,25072638.56,45562738.36,21658858.14,859466.3412,4029794.818,32971221.52,30952236.28,45220065.28,48289346.5,21245949.93,69791291.87,12275876.62,20843279.27,18548493.79,46367598.78,8391908.322,24591045.89,95163913.46,3656649.382,22828121.67,27814024.27,44279698.09,48555415.8,25231526.85,395987.517,62665031.51,50752949.32,60015133.85,19752092.08,79685556.37,26926587.19,68858585.96,53301657.14,38397286.55,62502206.39,13850041.46,59163378.06,28573928.91,38869164.99,66798222.39,33167566.88,53340075.16,37091302.59,60931289.17,23562593.58,16817581.71,52004652.48,31625100.82,68814658.29,13599864.24,79416732.85,25217610.05,68574481.22,5415167.603,32255588.85,74453729.67,34040901.61,44867668.77,39040029.75,47085460.51
154.92723__1.255,80081515.1,160526461.6,152255526.8,106422234.5,101164359.7,149649204.3,139174963.3,102108799.1,109831913.2,69239915.3,99123414.51,163377836.8,171933647.6,103339115.1,159333616.3,105316087,79592358.77,142186604.7,95096737.34,137643880.9,152625288.3,87371271.05,140169951.8,87183094.91,142412896.5,95093177.31,103388964.7,125468543.6,75359900.12,93989668.11,135522929.2,94692916.72,108469493.2,100979911.9,134067757.9,115749158.4,129058322.3,69349776.5,129458985.4,119730019.1,92605607.28,121360122,121616073.6,136110057.6,121471514.8,119033646.1,119490144.8,127964844.8,152933385.6,126238776.7,153113532.7,124028396.6,85695653.7,130168808.5,66663466.72,83959123.83,57714446.36,76095661.79,106142630.2,118994755.6,91790875.52,67417364,120052246.5,93621599.85,102591346,95688192.54,106090136.6,86486657.72,95154208.99,44874.52558,83767577.9,79175290.27,109995391.2,120858819.4,122824098.8,127287592,96086066.79,91510201.96,70159250.13,95157962.27,94140674.95,94615014.9,105724669.6,158494480.4,125349735.2,156752033.4,97017725.09,154339462.7,168491633.1,149835720.7,94935716.57,91122529.35,110323254.1,111229392,119783136.5,84290832.96,169472312.7,113931955.7,168080893,100929366.6,148574319.2,153512641.7,186466244.6,142960898.4,90068031.73,76713973.4,113694782.5,117484858.5,118047151,67521520.56,111919620.5,108528541.6,79955651.02,87128967.54,69059062.38,114523784.5,111967380.3,85200871.98,53979.99771,79080096.3,71952660.14,109272070.6,83467792.27,70052176.95,114589581.2,120890946.6,115812951.2,109505412.7,110051595,117253538,44690170.96,82113769.39,98493740.33,86603834.42,85182038.29,161472640.3,130055006.4,87536526.63,129482046.4,77368.58605,103105084.3,84772549.79,69371519.95,122845831.6,117500217.2,83571183.71,120899686.8,101188194.7,109652246.3,119622406.5,112760520.4,81925494,114811742.5,115752120.5,104818581.2,103270713.8,108161667.5,89079613.55,118585322.8,72357299.96,85862685.3,81632482.31,88956320.42,130686591,76546907.3,145790857.4,109595072.3,101969779.1,89993283.67,140203942.5,125858776.6,106653503.2,112358555.4,130948996.6,157872013.3
121.06466__6.69,4905242.953,7658395.23,5225701.923,1948093.011,1725960.547,2004526.936,1917601.101,13212790.41,23214750.38,15625488.55,1809187.381,5246598.953,6898070.604,17491037.98,14519400.79,33988724.69,16576760.38,1958917.209,7663926.742,10713643.2,17162214.79,9530715.112,43483868.56,39542504.05,6974305.561,19491008.47,10587570.48,29636415.53,18128068.53,33853817.78,36009533.37,3617357.056,10823585.83,16982493.8,9169108.866,5974474.989,6199431.82,5996751.364,2148617.235,3853903.53,1706419.603,6545545.66,32219794.5,34057414.04,32600462.72,2252768.923,10220539.12,2223158.275,7515447.527,35728155.06,18732594.35,24806521.84,2699708.114,4232078.189,1664384.514,4436641.498,12679391.42,26485517.17,20393254.19,400678.1068,7575909.962,1887055.723,6053472.367,30411016.18,25318619.89,21287401.16,5232233.427,7788363.981,3792110.92,1464947.691,4533944.214,3236527.516,1707552.949,3128308.751,2118900.589,3284810.715,1836944.497,7442923.39,15229634.77,2804188.579,11559968.04,1731079.329,12835083.41,3698773.126,6592512.066,20566674.44,2990591.864,13086931.17,1723740.443,37177895.02,4860527.175,3369923.614,7630170.783,10979605.84,8387695.231,4148105.641,44154007.17,2521310.634,19899390.36,12785563.18,6394006.735,13559916.51,8270294.357,23210411.98,3803633.933,4415297.54,5678514.339,2964243.922,2554612.961,2132158.324,5053095.957,2875238.995,9161438.948,14075846.41,2608137.869,1864309.243,4087035.154,10933736.83,1575393.528,16616219.84,13825432.6,5456782.142,2370962.193,5889694.033,24190924.87,6923532.135,8339751.968,14068095.11,2812648.021,2692110.254,1547946.28,14244034.67,5889199.145,12349653.98,11458273.55,3866264.517,3082116.35,8408369.307,29512674.9,1490398.005,3095015.802,4319740.27,1759204.405,3280842.584,2632410.446,4311244.448,4640603.45,5320491.238,9105590.945,4227291.127,14926890.43,18134360.45,13905522.72,28202772.17,7771683.235,7258828.103,3931252.411,40108477.47,13563635.32,12128804.66,17735603.27,13966330.83,3903173.484,12322570.23,23597541.38,27795109.34,10087496.39,8106071.641,13650409.45,13657043.55,9028996.94,36765009.57,16461269.68,14193745.35,27691677.8
120.01122__1.711,7204126.641,9061112.094,8152370.221,7502516.55,8616184.855,7713207.133,7227207.356,4459356.834,6264534.69,5819681.708,7394683.13,14147999.38,15639175.94,13107198.05,5719239.188,5572902.913,3845379.32,5056985.261,11458841.5,10814543.1,10155608.39,206893.7402,1282638.844,600435.8205,658770.5264,1057508.233,552642.5749,1716395.855,255786.9725,468589.8938,2138250.369,263913.7327,1577321.248,1228162.847,222938.7416,6367726.489,7583650.393,8446382.431,9368982.706,7938165.997,8807154.9,7400838.11,6710357.201,221450.9403,5741917.153,20498783.02,12431931.88,6952868.774,6141777.315,531142.3391,3352702.198,233790.1134,9111166.923,27347554.26,4880818.465,4175991.282,388675.5993,218132.1041,202077.921,475645.216,1239972.927,320334.4089,584081.9626,407210.4216,177028.9404,415268.237,497327.6711,518216.6342,342789.6153,75314.83008,5270975.359,3100604.961,4108758.175,7568489.276,5981225.347,3743500.913,7332664.114,7699422.11,3259484.17,2782195.264,2156987.334,2407630.805,4927936.409,3832794.014,8657981.845,8641521.315,2168761.019,5641353.056,365126.2839,5886117.413,772405.5615,157084.9244,166191.464,234679.0158,417478.209,303181.3071,1389918.839,445485.2635,246671.7816,228751.1047,402046.2628,1250545.451,2194158.025,257582.9006,270234.8785,2209863.138,6530146.962,6939537.94,7469312.172,6819158.26,7839735.162,7609113.465,7643253.356,1596236.428,550999.1573,5002384.121,3443584.172,8570527.477,76445.74783,4349906.201,2744111.095,2725901.67,4711258.767,2619038.626,8233237.621,524038.396,484650.5126,388542.0835,414067.8798,410556.0908,272643.292,204440.5625,209797.0628,282596.2092,350830.3842,221975.0696,702464.9878,657555.0332,320290.8575,69003.69063,3910696.8,5360925.134,4675486.075,7953640.053,7740823.386,7846917.805,8972176.014,2956699.152,5656324.12,2798580.109,4644812.972,439967.0203,6076756.931,6851060.393,3872906.414,3731190.156,1299473.324,6572752.896,5131237.339,1842172.167,9110777.95,236361.5103,194147.8612,308570.8433,171855.9305,1899331.543,819719.3974,1214527.114,187541.2543,1328995.84,319438.1656,700436.8944,1190646.492,440140.0444,285809.1237
265.18112__8.292,1164779.585,1381460.282,668254.422,734571.7954,1211611.894,515278.9595,749256.5507,587926.0743,1269091.305,512825.5892,594328.1774,743395.9192,1984196.497,1282384.168,671818.3298,1132590.114,516485.544,563494.651,1396503.429,1306411.285,851472.5262,531580.75,530774.6991,992292.1646,495403.9278,1680545.019,512436.8436,599181.5854,516707.2449,503953.5737,501603.722,1149333.008,795164.7191,508562.3355,1736638.417,3039829.039,2767987.749,699883.7159,1405556.224,533607.6987,1028901.145,518924.5346,1379369.644,716496.3396,1036340.993,983027.9298,846409.145,681561.6644,1017314.3,832787.9596,1419320.224,1307973.793,635838.4476,886500.8615,687162.4738,1917957.174,1812728.916,1054683.374,3815825.789,460867.2435,661310.2754,1049916.307,689587.2155,554892.5544,2373160.39,1259523.793,785915.8826,1746762.149,1177501.934,1341517.89,1354155.129,877119.1541,534135.8405,978772.838,540077.4222,1054528.616,827642.0197,618839.7268,710028.5389,600307.956,917616.6127,948863.7989,1089854.117,607931.268,503018.8597,726814.117,1198664.155,571953.6262,792169.169,518146.3443,918821.238,2028387.604,1559070.586,697982.4508,606941.3861,939383.8653,504392.7039,613960.2916,972749.4308,636295.026,548877.3149,659336.0764,720657.5198,1186499.823,770617.356,956399.3862,758559.3432,941477.2815,1635938.453,761178.1883,615206.7695,1490449.313,494366.8468,626745.8967,1135188.505,1323373.835,810889.3929,648828.1368,737450.2466,1127883.912,684721.8488,1048026.062,631774.7534,854103.469,610830.2066,1547472.239,662431.9502,1225285.429,490956.5188,817144.3746,597604.3294,1236344.841,855003.8447,2224725.007,1472248.073,554356.7371,788867.0798,596034.5614,667999.9791,810839.2021,854281.9629,1113389.589,572530.8927,3184462.956,988765.5697,1550181.627,917838.7298,2047232.071,1286148.763,1506226.092,490344.0051,1322502.3,1823688.972,3134022.028,1051270.435,624729.9072,987707.0779,1424074.888,770313.3037,815729.2771,1541128.028,1731056.952,1153341.149,1710218.759,670669.7609,644834.2914,1354106.129,550881.5543,1563131.185,2335400.677,1400736.899,746731.9918,776030.0438,989778.5551,577382.3829
