feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV001	exposure	dinp	0.00307042040634068	0.00277048250608151	28	28	0.281581220760063	0.902995853886978
ASV002	exposure	dinp	0.0211650447293553	0.0271137299196483	28	28	0.444653522659021	0.902995853886978
ASV004	exposure	dinp	-0.0175012680615292	0.0241082395940991	28	26	0.474614024268529	0.902995853886978
ASV007	exposure	dinp	0.02057845450046	0.0304629094543555	28	28	0.507481386770446	0.902995853886978
ASV008	exposure	dinp	-0.0291041937462115	0.0419125152441722	28	28	0.49583334740914	0.902995853886978
ASV009	exposure	dinp	0.00260228631086093	0.00284462024243628	28	28	0.371756030959738	0.902995853886978
ASV011	exposure	dinp	0.00132840532768951	0.0021643260203195	28	24	0.546644186220367	0.902995853886978
ASV015	exposure	dinp	0.00511944428532889	0.00833213285210828	28	28	0.546224540938769	0.902995853886978
ASV016	exposure	dinp	-0.00549288527841193	0.00852022421474704	28	28	0.526837457084403	0.902995853886978
ASV018	exposure	dinp	0.00558936778321108	0.00426859502483055	28	28	0.206007619078764	0.902995853886978
ASV019	exposure	dinp	0.0033325689770451	0.00417731310614483	28	28	0.434857249370137	0.902995853886978
ASV020	exposure	dinp	0.00453439920371372	0.0048126218654084	28	28	0.35792256284364	0.902995853886978
ASV021	exposure	dinp	0.000790774184155233	0.00127492766769597	28	28	0.542461618121522	0.902995853886978
ASV024	exposure	dinp	0.00343355881799591	0.0056368422621274	28	28	0.549654371140569	0.902995853886978
ASV025	exposure	dinp	0.00973679022650912	0.00568519864268045	28	28	0.103048103481101	0.902995853886978
ASV028	exposure	dinp	0.0141527010951002	0.00570552042889801	28	28	0.0226501974566968	0.902995853886978
ASV029	exposure	dinp	0.00430240218389271	0.00606828094971273	28	28	0.486934783655169	0.902995853886978
ASV032	exposure	dinp	0.00180688978143495	0.00175096040076695	28	28	0.315056924505041	0.902995853886978
ASV035	exposure	dinp	0.000981851599898573	0.00146755485779153	28	22	0.511518714199939	0.902995853886978
ASV036	exposure	dinp	-0.00261050886540439	0.00327995650584848	28	28	0.435437066348181	0.902995853886978
ASV038	exposure	dinp	0.0226802545052797	0.0136020250703805	28	12	0.111014641942887	0.902995853886978
ASV039	exposure	dinp	0.00129431034063237	0.00123550040522291	28	28	0.307967345564285	0.902995853886978
ASV043	exposure	dinp	0.00228373570442746	0.00329645939797391	28	28	0.49682621663548	0.902995853886978
ASV044	exposure	dinp	0.00332639062933614	0.00339774268908044	28	28	0.339881855790385	0.902995853886978
ASV045	exposure	dinp	0.00139882430048635	0.00225477769755494	28	28	0.542376458893262	0.902995853886978
ASV046	exposure	dinp	0.00466074784837273	0.00392200196533729	28	28	0.249334123533149	0.902995853886978
ASV048	exposure	dinp	0.00512388260738765	0.00322595169759959	28	28	0.12871345493145	0.902995853886978
ASV055	exposure	dinp	0.00108791397464713	0.00169358952664107	28	21	0.528307593638006	0.902995853886978
ASV056	exposure	dinp	0.00125248873815531	0.00156432180076205	28	26	0.433227364952144	0.902995853886978
ASV061	exposure	dinp	0.00149420843143274	0.000890523126321698	28	16	0.108925829946155	0.902995853886978
ASV063	exposure	dinp	0.0034104313188021	0.00278155388118813	28	27	0.235145104401392	0.902995853886978
ASV066	exposure	dinp	-0.00503480787848143	0.00370002142721077	28	11	0.188730805484334	0.902995853886978
ASV067	exposure	dinp	0.000623793817927473	0.00104013660156075	28	19	0.555776181323193	0.902995853886978
ASV069	exposure	dinp	0.00174096462151065	0.00267711617228153	28	21	0.522890616969731	0.902995853886978
ASV071	exposure	dinp	-0.000836274077839085	0.00108495066627642	28	9	0.450308110894609	0.902995853886978
ASV072	exposure	dinp	0.00132655543511589	0.000783976869247361	28	21	0.106965315408712	0.902995853886978
ASV079	exposure	dinp	0.000810084947974107	0.00129326732162933	28	14	0.538515185375183	0.902995853886978
ASV081	exposure	dinp	0.00113091425778872	0.00138957770904742	28	23	0.42581085879066	0.902995853886978
ASV086	exposure	dinp	0.000517617025056589	0.0004506056674343	28	14	0.264930559758846	0.902995853886978
ASV095	exposure	dinp	-0.0014891424319988	0.00228153116230582	28	10	0.52177300490633	0.902995853886978
ASV105	exposure	dinp	0.00053895498726106	0.000911493947506091	28	12	0.56095196983888	0.902995853886978
ASV014	exposure	dinp	0.00382041343604755	0.00682725257540156	28	16	0.581977407650927	0.914535926308599
ASV059	exposure	dinp	-0.000545619062443452	0.0010322032497845	28	25	0.60290254929616	0.925385308222012
ASV030	exposure	dinp	0.00138057007455924	0.00280468321915287	28	28	0.628190936827551	0.942286405241327
ASV003	exposure	dinp	0.0107482013620359	0.0264544346076647	28	28	0.689068493651468	0.943919180895518
ASV005	exposure	dinp	-0.00249318364322796	0.00663598562732513	28	22	0.71129689804468	0.943919180895518
ASV037	exposure	dinp	-0.00109135749388864	0.00294543937288038	28	28	0.715090288557211	0.943919180895518
ASV041	exposure	dinp	-0.0012045003532987	0.00266537321134605	28	28	0.656452619351415	0.943919180895518
ASV051	exposure	dinp	0.00128585493460223	0.00320524177164472	28	28	0.692769051120251	0.943919180895518
ASV097	exposure	dinp	-0.000400890303022078	0.000984689965569912	28	25	0.688467434570492	0.943919180895518
ASV017	exposure	dinp	0.00363133706102563	0.0104923401541398	28	28	0.732886256807688	0.948441038221714
ASV006	exposure	dinp	-0.00750376875162846	0.0371222215091396	28	12	0.841958351590475	0.963077655495235
ASV010	exposure	dinp	-0.00138816268354666	0.00980027832062329	28	28	0.88877732450864	0.963077655495235
ASV012	exposure	dinp	-0.00195555845873988	0.00974927919608141	28	28	0.843154657928381	0.963077655495235
ASV013	exposure	dinp	-0.00500524941884	0.0201280778246653	28	28	0.806284141324077	0.963077655495235
ASV023	exposure	dinp	0.00142802596023391	0.00806700506044158	28	28	0.861365632206383	0.963077655495235
ASV033	exposure	dinp	-0.00111462497864022	0.00629029417224763	28	28	0.861135435863774	0.963077655495235
ASV034	exposure	dinp	-0.000443218249064142	0.00316537392055334	28	28	0.890117227048626	0.963077655495235
ASV049	exposure	dinp	-0.000617163450675478	0.00205101452823891	28	18	0.766591746222783	0.963077655495235
ASV058	exposure	dinp	-0.000412486314896107	0.00168278098561584	28	20	0.80899012709583	0.963077655495235
ASV068	exposure	dinp	0.000341072688540659	0.00124118800445268	28	27	0.786439266888557	0.963077655495235
ASV073	exposure	dinp	-9.86295960307811e-05	0.00107241435214634	28	16	0.927684907641611	0.987535546844295
ASV022	exposure	dinp	0.000125783211026917	0.00957398288898127	28	28	0.989647850402228	0.997766980236306
ASV027	exposure	dinp	-6.0552587545168e-06	0.0021353436546733	28	28	0.997766980236306	0.997766980236306
