sample,ko00010,ko00020,ko00030,ko00040,ko00051,ko00052,ko00053,ko00061,ko00071,ko00072,ko00100,ko00120,ko00121,ko00130,ko00140,ko00190,ko00195,ko00220,ko00230,ko00232,ko00240,ko00250,ko00253,ko00260,ko00261,ko00270,ko00280,ko00281,ko00290,ko00300,ko00310,ko00311,ko00330,ko00332,ko00333,ko00340,ko00350,ko00360,ko00361,ko00362,ko00363,ko00364,ko00365,ko00380,ko00400,ko00401,ko00404,ko00405,ko00410,ko00430,ko00440,ko00450,ko00460,ko00471,ko00472,ko00473,ko00480,ko00500,ko00510,ko00511,ko00513,ko00514,ko00515,ko00520,ko00521,ko00522,ko00523,ko00524,ko00525,ko00531,ko00540,ko00550,ko00561,ko00562,ko00563,ko00564,ko00565,ko00571,ko00590,ko00591,ko00592,ko00600,ko00603,ko00604,ko00620,ko00621,ko00622,ko00623,ko00624,ko00625,ko00626,ko00627,ko00630,ko00633,ko00640,ko00642,ko00643,ko00650,ko00660,ko00670,ko00680,ko00710,ko00720,ko00730,ko00740,ko00750,ko00760,ko00770,ko00780,ko00785,ko00790,ko00791,ko00830,ko00860,ko00900,ko00901,ko00902,ko00903,ko00906,ko00908,ko00909,ko00910,ko00920,ko00930,ko00940,ko00941,ko00943,ko00944,ko00945,ko00950,ko00960,ko00965,ko00966,ko00970,ko00980,ko00981,ko00982,ko00983,ko00984,ko01040,ko01051,ko01052,ko01053,ko01054,ko01055,ko01056,ko01057,ko01059,ko01062,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01212,ko01220,ko01230,ko01501,ko01502,ko01503,ko01521,ko01523,ko01524,ko02010,ko02020,ko02024,ko02025,ko02026,ko02030,ko02040,ko02060,ko03008,ko03010,ko03013,ko03015,ko03018,ko03020,ko03022,ko03030,ko03050,ko03060,ko03070,ko03320,ko03410,ko03420,ko03430,ko03440,ko03450,ko03460,ko04011,ko04013,ko04014,ko04016,ko04022,ko04024,ko04066,ko04068,ko04070,ko04071,ko04072,ko04080,ko04110,ko04112,ko04113,ko04115,ko04122,ko04138,ko04140,ko04141,ko04142,ko04144,ko04145,ko04146,ko04150,ko04151,ko04152,ko04210,ko04211,ko04212,ko04213,ko04214,ko04215,ko04216,ko04217,ko04260,ko04261,ko04371,ko04530,ko04612,ko04614,ko04621,ko04622,ko04623,ko04626,ko04657,ko04659,ko04666,ko04714,ko04721,ko04723,ko04724,ko04726,ko04727,ko04728,ko04910,ko04911,ko04912,ko04914,ko04915,ko04917,ko04918,ko04919,ko04920,ko04921,ko04922,ko04924,ko04925,ko04928,ko04930,ko04931,ko04932,ko04934,ko04940,ko04960,ko04961,ko04962,ko04964,ko04970,ko04971,ko04972,ko04973,ko04974,ko04976,ko04978,ko04979,ko05010,ko05012,ko05014,ko05016,ko05020,ko05030,ko05031,ko05034,ko05100,ko05110,ko05111,ko05120,ko05132,ko05133,ko05134,ko05142,ko05143,ko05145,ko05146,ko05150,ko05152,ko05160,ko05161,ko05162,ko05163,ko05164,ko05165,ko05166,ko05167,ko05168,ko05169,ko05200,ko05203,ko05204,ko05205,ko05206,ko05210,ko05211,ko05215,ko05219,ko05222,ko05225,ko05230,ko05231,ko05322,ko05340,ko05410,ko05414,ko05416,ko05418
BPS_high_wk22_control_d2_D,17317,4688,6554,1767,11933,11829,270,2423,1931,521,58,850,850,1711,654,7537,2964,2500,18884,0,16756,7119,0,6103,1408,7640,2724,260,1774,4367,858,744,2355,209,1125,1452,2302,736,93,1964,0,46,0,505,2877,794,0,174,500,1296,564,2503,1916,1505,46,1366,2012,21862,0,2429,746,46,46,20667,2399,0,1176,800,646,1216,1575,9341,4145,1361,0,5640,58,58,0,0,260,2206,1309,746,10392,353,411,104,46,1248,1132,944,5266,349,5033,260,0,3981,1298,3188,6844,4908,6645,3969,4105,955,3530,3514,1775,198,2141,93,801,2362,5092,0,0,117,58,365,116,1440,2699,187,1008,0,0,118,0,469,678,0,151,10178,801,70,801,3144,0,1078,384,0,58,260,612,0,0,0,58,140998,54656,38237,41230,21067,3770,2683,2786,23197,7134,3332,3814,0,1249,1625,71361,35188,28603,2108,3980,1693,1545,30409,388,20523,683,0,6382,2154,0,6486,0,5205,6493,268,4093,3757,8146,8194,0,0,58,58,0,1741,284,284,1353,221,469,0,46,0,0,4501,0,0,1986,46,0,423,1271,0,0,621,0,209,574,0,116,1374,1106,58,0,376,1264,284,284,0,0,104,19,786,24,0,551,104,104,0,46,0,0,880,0,938,0,313,284,0,104,104,330,828,342,151,0,2308,0,284,0,365,562,0,260,423,284,284,0,753,284,284,284,342,323,284,284,0,365,0,58,58,0,0,0,0,0,47,5781,255,151,348,997,0,19,0,94,1088,1094,0,0,0,0,0,365,0,0,0,0,565,365,46,388,1319,0,260,104,46,0,200,2319,104,0,592,0,0,0,1044
BPS_high_wk22_control_d2_E,18725,4397,6696,1600,12662,12451,246,2091,2042,608,40,952,952,1596,452,7399,3056,2148,19551,0,17394,7111,0,5755,1355,7244,2662,304,1385,4272,857,841,2200,148,1045,1044,2287,639,68,2028,0,34,0,485,2259,678,0,119,363,1397,459,2401,1952,1545,34,1443,2283,24258,0,1976,591,34,34,22285,2456,0,1200,838,629,981,1216,9649,4368,1315,0,5835,40,40,0,0,304,1846,1131,591,10435,372,412,74,34,1321,1225,1042,4748,276,4856,304,0,3941,1158,3186,6895,5119,6430,3919,4509,836,3660,3239,1499,147,1919,68,859,2097,5202,0,0,96,40,378,79,1303,2435,157,960,0,0,138,0,451,599,0,108,10563,859,62,859,3313,0,1010,299,0,40,304,638,0,0,0,40,139426,52359,37493,39574,20707,3070,2395,2831,21300,6898,3222,3596,0,1239,1725,73658,34589,29065,1939,4002,1449,1130,35263,405,21341,721,0,6428,2254,0,6698,0,5218,6127,204,4201,3795,8447,8507,0,0,40,40,0,1805,332,332,1399,153,452,0,34,0,0,4436,0,0,2002,34,0,417,1044,0,0,581,0,148,525,0,79,1363,1139,40,0,379,1146,332,332,0,0,74,13,753,28,0,514,74,74,0,34,0,0,863,0,903,0,221,332,0,74,74,366,967,371,108,0,2425,0,332,0,378,520,0,304,417,332,332,0,783,332,332,332,371,358,332,332,0,378,0,40,40,0,0,0,0,0,55,5985,182,108,250,964,0,13,0,89,1271,1133,0,0,0,0,0,378,0,0,0,0,583,378,34,405,1113,0,304,74,34,0,206,2431,74,0,691,0,0,0,998
BPS_high_wk22_control_d2_F,17838,4504,6697,1789,12261,12059,267,2327,1979,555,41,908,908,1617,494,7378,2999,2337,19099,0,17061,7147,0,5949,1378,7532,2656,278,1611,4287,853,773,2287,182,1076,1325,2248,682,100,2038,0,50,0,475,2507,722,0,122,429,1343,482,2450,1987,1524,50,1374,2112,22930,0,2052,584,50,50,21209,2394,0,1172,813,626,966,1288,9475,4304,1372,0,5672,41,41,0,0,278,1913,1144,584,10483,378,419,91,50,1292,1166,1009,4955,289,5025,278,0,3982,1242,3138,6901,5012,6607,3947,4213,887,3560,3333,1602,147,1971,100,813,2100,5124,0,0,126,41,369,81,1393,2607,201,1038,0,0,126,0,459,641,0,141,10304,813,75,813,3211,0,1025,392,0,41,278,611,0,0,0,41,139729,53276,38030,40298,20880,3474,2604,2875,22385,6861,3398,3595,0,1214,1651,73776,36132,28906,2044,4059,1756,1646,32341,394,20786,687,0,6289,2196,0,6623,0,5205,6398,267,4120,3798,8378,8384,0,0,41,41,0,1733,303,303,1339,172,459,0,50,0,0,4547,0,0,1974,50,0,409,1039,0,0,601,0,182,550,0,81,1363,1096,41,0,403,1226,303,303,0,0,91,14,777,25,0,569,91,91,0,50,0,0,878,0,919,0,273,303,0,91,91,353,884,344,141,0,2338,0,303,0,369,560,0,278,409,303,303,0,762,303,303,303,344,330,303,303,0,369,0,41,41,0,0,0,0,0,50,5780,232,141,332,960,0,14,0,101,1161,1106,0,0,0,0,0,369,0,0,0,0,561,369,50,394,1353,0,278,91,50,0,192,2328,91,0,631,0,0,0,1010
BPS_high_wk22_control_d2_G,14870,4562,7062,2750,11162,10747,366,3231,1794,391,2,841,841,1481,294,6877,2809,2844,17457,0,16212,7384,0,6505,1419,8655,2465,195,2292,4161,826,517,2536,278,1106,2366,1925,754,274,2267,0,137,0,357,2773,755,0,6,576,1196,392,2558,2332,1473,137,1063,1543,19208,0,1472,145,137,137,17392,2080,0,1022,721,564,263,917,8969,4391,1671,0,4967,2,2,0,0,195,1497,790,145,10953,469,471,139,137,1262,970,1014,5174,198,5826,195,1,4182,1499,2784,7071,4754,7368,4028,3054,963,3152,3336,1670,24,1802,274,620,1453,4829,0,0,292,2,334,4,1708,3206,446,1488,0,0,89,0,473,751,0,276,9370,620,155,620,2884,0,969,858,0,3,196,478,0,0,0,2,138017,54236,40121,41457,21254,4678,3427,3310,25581,6001,4409,3043,0,1008,1359,80355,45903,28884,2389,4534,3386,4377,23131,352,18762,531,0,5382,2020,0,6601,0,5136,7461,567,3796,3919,8620,8267,0,0,2,2,0,1364,213,213,1012,143,473,0,137,0,0,5195,0,0,1812,137,0,336,434,0,0,648,0,278,612,0,5,1333,868,2,0,588,1515,213,213,0,0,139,1,873,18,0,881,139,139,0,137,0,0,943,0,946,0,416,213,0,139,139,350,621,215,276,0,1992,0,213,0,334,746,0,195,336,213,213,0,686,213,213,213,215,214,213,213,0,334,0,2,2,0,0,0,0,0,36,4786,415,276,688,847,0,1,0,172,817,1002,0,0,0,0,0,334,0,0,0,0,443,334,137,352,2596,0,195,139,137,0,109,1858,139,0,444,0,0,0,983
BPS_high_wk22_bps_d2_A,20798,3885,7021,1459,13841,13353,234,1653,2217,739,0,1124,1124,1367,52,7067,3185,1594,20486,0,18395,7121,0,5217,1262,6720,2529,370,789,4077,852,973,1966,53,906,471,2207,482,54,2177,0,26,0,434,1186,475,0,0,141,1555,255,2244,2069,1604,26,1529,2679,28016,0,1055,235,26,26,24616,2508,0,1220,890,590,436,496,10117,4790,1285,0,6071,0,0,0,0,369,1118,747,235,10609,420,422,26,26,1451,1363,1220,3844,127,4681,369,5,3904,943,3119,7008,5453,6166,3837,5041,633,3829,2744,1014,35,1493,51,932,1504,5352,0,0,86,0,395,0,1111,2062,144,945,0,0,167,0,421,474,0,51,11095,932,61,932,3563,0,879,221,0,2,368,664,0,0,0,0,136291,48339,36533,36778,20133,1988,2022,2982,18378,6331,3183,3113,0,1186,1856,78898,35079,29883,1682,4114,1266,817,42660,428,22458,764,0,6354,2402,1,7068,0,5221,5620,138,4338,3878,9016,9041,0,0,1,1,0,1858,402,402,1431,28,421,0,26,1,0,4417,0,0,2005,26,0,395,531,0,0,518,0,52,446,0,2,1339,1162,2,0,415,979,402,402,0,0,27,0,707,35,0,498,27,27,0,27,0,0,840,0,840,0,78,402,0,27,27,429,1175,402,52,0,2580,0,402,0,395,472,0,368,395,402,402,0,821,402,402,402,402,402,402,402,1,396,0,1,1,0,0,0,0,2,68,6184,78,51,128,882,0,0,0,93,1548,1186,0,0,0,0,0,395,1,0,0,0,596,395,26,428,937,0,368,27,27,0,201,2555,26,0,839,0,0,0,908
BPS_high_wk22_bps_d2_B,20290,4072,6870,1428,13513,13129,235,1743,2170,704,18,1065,1065,1465,218,7235,3151,1756,20280,0,18090,7091,0,5369,1292,6821,2600,353,949,4161,857,946,2035,80,957,591,2266,537,45,2100,0,21,0,465,1563,548,0,54,212,1509,339,2297,1994,1585,21,1523,2581,26954,0,1448,406,21,21,24094,2516,0,1226,879,610,700,795,9985,4626,1271,0,6044,18,18,0,0,352,1423,920,406,10510,394,414,39,21,1406,1329,1153,4162,190,4682,352,5,3901,999,3173,6948,5349,6198,3859,4942,702,3802,2928,1191,88,1668,42,922,1780,5321,0,0,75,18,391,36,1156,2152,127,910,0,0,160,0,431,511,0,60,10975,922,54,922,3497,0,934,209,0,20,351,666,0,0,0,18,137609,49745,36726,37723,20321,2281,2095,2887,19181,6620,3106,3342,0,1223,1832,76359,34025,29573,1745,4028,1188,690,40758,423,22208,762,0,6458,2360,1,6928,0,5222,5708,136,4313,3835,8777,8847,0,0,19,19,0,1871,383,383,1448,78,431,0,21,1,0,4364,0,0,2018,21,0,409,774,0,0,539,0,79,470,0,38,1350,1174,20,0,386,1015,383,383,0,0,40,6,715,33,0,476,40,40,0,22,0,0,842,0,860,0,118,383,0,40,40,406,1120,401,61,0,2552,0,383,0,391,472,0,351,409,383,383,0,812,383,383,383,401,395,383,383,1,392,0,19,19,0,0,0,0,2,65,6194,100,60,141,922,0,6,0,85,1477,1175,0,0,0,0,0,391,1,0,0,0,601,391,21,423,891,0,351,40,22,0,210,2550,39,0,800,0,0,0,943
BPS_high_wk22_bps_d2_C,12872,5408,6338,2509,9784,9864,361,3546,1600,252,88,580,580,1938,1069,7690,2678,3529,16697,0,14916,7223,0,7140,1551,8995,2804,126,2951,4553,850,420,2819,391,1330,2804,2226,998,215,1892,0,107,0,511,4460,1085,0,266,882,1002,784,2786,1953,1392,107,1072,1159,14769,0,3316,964,107,107,15415,2151,0,1064,677,662,1534,2311,8420,3636,1576,0,4917,88,88,0,0,126,2925,1610,964,10456,340,429,195,107,1064,838,710,6593,495,5746,126,1,4149,1727,3068,6780,4305,7433,4117,2723,1267,3073,4176,2466,277,2620,214,593,2773,4721,0,0,226,89,321,177,1880,3550,344,1284,0,0,57,0,517,908,0,302,8920,593,119,593,2619,0,1223,753,0,89,127,501,0,0,0,88,144185,60535,40773,45637,22069,5885,3672,2834,28904,7402,3954,4144,0,1200,1281,68130,40080,27483,2637,4094,2858,3510,15449,333,17837,536,0,5949,1851,0,5966,0,5150,7751,528,3719,3709,7505,7396,0,0,89,89,0,1458,137,137,1126,372,517,0,107,0,0,4885,0,0,1891,107,0,410,1605,0,0,736,0,391,712,0,177,1389,946,89,0,436,1650,137,137,0,0,195,29,899,12,0,749,195,195,0,107,0,0,945,0,1033,0,586,137,0,195,195,244,401,226,302,0,1901,0,137,0,321,731,0,126,410,137,137,0,654,137,137,137,226,196,137,137,0,321,0,89,89,0,0,0,0,0,23,4937,498,302,711,1038,0,29,0,130,528,964,0,0,0,0,0,321,0,0,0,0,478,321,107,333,2254,0,126,195,107,0,157,1883,195,0,286,0,0,0,1145
BPS_high_wk22_bps_d2_D,16517,5047,6241,1649,11366,11476,266,2541,1852,464,95,740,740,1908,987,7892,2911,2783,18588,0,16219,7046,0,6364,1463,7766,2871,232,2042,4535,869,707,2472,256,1220,1620,2435,839,65,1801,0,32,0,572,3590,934,0,286,628,1216,732,2598,1749,1472,32,1375,1859,20036,0,3223,1101,32,32,19891,2434,0,1196,783,689,1768,2174,9116,3823,1316,0,5630,95,95,0,0,232,2820,1663,1101,10174,297,392,128,32,1165,1079,815,5866,477,4987,232,0,3964,1391,3314,6717,4721,6660,4006,3983,1082,3503,3870,2112,307,2492,65,793,2934,5051,0,0,86,95,360,191,1508,2835,139,914,0,0,105,0,488,743,0,160,10002,793,54,793,3037,0,1187,332,0,95,232,624,0,0,0,95,143649,57317,38481,42988,21409,4263,2774,2576,24555,7743,3121,4291,0,1334,1597,66056,32552,28007,2207,3784,1441,1131,27298,381,20162,687,0,6637,2085,0,6216,0,5212,6599,246,4065,3666,7668,7825,0,0,95,95,0,1788,253,253,1407,319,488,0,32,0,0,4358,0,0,2023,32,0,455,1779,0,0,658,0,255,615,0,191,1398,1143,95,0,308,1317,253,253,0,0,128,32,795,21,0,489,128,128,0,32,0,0,880,0,975,0,383,253,0,128,128,286,739,349,160,0,2275,0,253,0,360,552,0,232,455,253,253,0,741,253,253,253,349,317,253,253,0,360,0,95,95,0,0,0,0,0,42,5862,288,160,353,1080,0,32,0,75,971,1080,0,0,0,0,0,360,0,0,0,0,582,360,32,381,1153,0,232,128,32,0,222,2338,128,0,528,0,0,0,1113
BPS_high_wk22_bps_d2_E,19007,4379,6678,1523,12777,12574,239,2010,2062,624,42,962,962,1600,456,7429,3073,2094,19701,0,17485,7092,0,5698,1349,7144,2674,312,1317,4275,859,864,2175,138,1039,949,2310,630,55,2015,0,27,0,493,2210,671,0,125,346,1413,460,2389,1928,1550,27,1468,2337,24642,0,1995,614,27,27,22638,2481,0,1212,847,633,1020,1224,9699,4373,1292,0,5895,42,42,0,0,312,1857,1147,614,10404,366,408,69,27,1327,1244,1046,4707,279,4790,312,1,3926,1133,3210,6885,5148,6364,3910,4611,825,3696,3225,1481,153,1920,55,876,2131,5228,0,0,83,42,381,83,1274,2380,139,925,0,0,142,0,450,587,0,96,10648,876,56,876,3345,0,1011,262,0,42,313,649,0,0,0,42,139467,52175,37310,39409,20664,2948,2323,2802,20975,6947,3144,3625,0,1253,1751,73303,33863,29091,1907,3969,1322,914,36164,409,21522,734,0,6494,2271,0,6709,0,5223,6031,179,4229,3787,8443,8530,0,0,42,42,0,1834,340,340,1425,152,450,0,27,0,0,4387,0,0,2014,27,0,422,1076,0,0,576,0,138,518,0,83,1365,1157,42,0,366,1120,340,340,0,0,69,14,744,28,0,490,69,69,0,28,0,0,857,0,899,0,206,340,0,69,69,368,993,382,96,0,2456,0,340,0,381,504,0,312,422,340,340,0,790,340,340,340,382,368,340,340,0,381,0,42,42,0,0,0,0,0,57,6066,165,96,220,970,0,14,0,84,1305,1142,0,0,0,0,0,381,0,0,0,0,593,381,28,409,1013,0,312,69,27,0,212,2470,69,0,709,0,0,0,998
BPS_high_wk22_bps_d2_F,15716,5235,6133,1720,10933,11122,278,2723,1787,414,109,676,676,1988,1127,8003,2859,2993,18218,0,15835,7042,0,6570,1496,7981,2919,207,2269,4602,870,654,2564,292,1271,1845,2458,900,74,1751,0,37,0,590,3983,1008,0,327,711,1156,804,2660,1712,1448,37,1337,1705,18619,0,3543,1221,37,37,18987,2410,0,1186,762,702,1950,2424,8934,3673,1334,0,5531,109,109,0,0,207,3072,1794,1221,10127,281,390,146,37,1118,1026,751,6197,529,5071,207,0,3982,1472,3330,6677,4593,6770,4035,3766,1157,3435,4050,2290,346,2645,74,763,3134,4991,0,0,93,109,353,218,1584,2984,149,928,0,0,94,0,499,790,0,183,9788,763,56,763,2939,0,1234,368,0,109,207,612,0,0,0,109,144747,58782,38884,44025,21630,4672,2929,2530,25667,7933,3152,4456,0,1349,1543,64282,32547,27705,2304,3751,1535,1292,24494,372,19709,669,0,6644,2027,0,6078,0,5206,6796,276,4008,3636,7461,7624,0,0,109,109,0,1761,226,226,1390,364,499,0,37,0,0,4374,0,0,2019,37,0,462,1953,0,0,682,0,292,645,0,218,1407,1130,109,0,299,1382,226,226,0,0,146,36,813,19,0,501,146,146,0,37,0,0,888,0,997,0,438,226,0,146,146,263,658,335,183,0,2212,0,226,0,353,573,0,207,462,226,226,0,724,226,226,226,335,298,226,226,0,353,0,109,109,0,0,0,0,0,38,5768,329,183,403,1107,0,36,0,75,866,1058,0,0,0,0,0,353,0,0,0,0,575,353,37,372,1237,0,207,146,37,0,222,2283,146,0,470,0,0,0,1144
BPS_high_wk22_bps_d2_G,16101,4435,7033,2463,11699,11293,333,2893,1879,462,4,896,896,1468,262,6939,2889,2589,18095,0,16657,7326,0,6240,1389,8241,2485,231,1984,4153,831,613,2417,232,1067,1967,1993,699,224,2239,0,112,0,376,2471,702,0,12,489,1269,372,2493,2266,1500,112,1165,1779,20999,0,1430,186,112,112,18901,2175,0,1066,757,572,334,863,9206,4457,1584,0,5206,4,4,0,0,231,1454,803,186,10860,455,459,116,112,1297,1052,1051,4921,191,5571,231,0,4120,1385,2865,7052,4896,7109,3990,3478,900,3296,3229,1547,33,1754,224,687,1499,4940,0,0,245,4,347,8,1582,2965,378,1366,0,0,105,0,463,695,0,228,9736,687,133,687,3025,0,955,718,0,4,231,519,0,0,0,4,137800,53119,39347,40544,21026,4128,3124,3227,24106,6109,4134,3086,0,1052,1466,79734,43419,29071,2244,4434,2916,3586,27142,368,19549,582,0,5610,2100,0,6689,0,5157,7074,473,3913,3906,8682,8417,0,0,4,4,0,1473,252,252,1105,124,463,0,112,0,0,5021,0,0,1855,112,0,351,486,0,0,621,0,232,579,0,8,1336,933,4,0,546,1402,252,252,0,0,116,1,838,21,0,795,116,116,0,112,0,0,922,0,926,0,347,252,0,116,116,364,736,256,228,0,2118,0,252,0,347,687,0,231,351,252,252,0,715,252,252,252,256,255,252,252,0,347,0,4,4,0,0,0,0,0,42,5095,344,228,567,860,0,1,0,154,967,1041,0,0,0,0,0,347,0,0,0,0,477,347,112,368,2230,0,231,116,112,0,130,2010,116,0,526,0,0,0,972
BPS_high_wk22_control_d7_A,17007,4857,6456,1739,11882,11629,340,2566,1919,496,72,793,793,1795,783,7678,2915,2625,18728,0,16439,7019,0,6226,1420,7759,2836,253,1863,4432,871,721,2447,234,1182,1504,2362,820,96,1878,0,40,0,555,3183,855,0,217,569,1260,637,2590,1832,1472,40,1360,1941,21214,0,2733,881,40,40,20454,2411,0,1182,787,663,1423,1791,9209,4021,1355,0,5612,72,72,0,0,247,2419,1431,881,10406,327,409,113,40,1230,1115,894,5519,400,5101,247,25,3988,1318,3214,6754,4790,6665,3961,4005,1002,3521,3664,1947,248,2317,80,792,2563,5064,0,0,109,72,359,145,1489,2799,163,965,0,0,110,0,476,705,0,152,10042,792,69,792,3078,0,1132,359,0,84,243,612,0,0,0,72,142079,55685,38596,42047,21308,3929,2813,2699,23734,7404,3218,4019,0,1277,1600,69100,33989,28268,2115,3872,1557,1341,29636,382,20202,679,0,6437,2101,5,6317,0,5162,6453,264,4055,3698,7869,7965,0,0,78,77,0,1756,264,264,1380,267,477,0,40,5,0,4404,1,0,2006,40,0,432,1467,0,0,654,0,229,583,0,156,1380,1125,83,0,360,1278,264,264,0,0,117,24,782,27,0,524,117,117,0,45,0,0,865,0,937,0,341,264,0,117,117,314,785,337,157,0,2283,0,264,0,359,551,0,242,432,264,264,0,730,264,264,264,338,313,264,264,5,365,0,78,77,0,0,0,0,8,48,5770,269,152,343,1020,0,24,0,84,1055,1084,0,0,0,0,0,359,5,0,0,0,564,359,40,381,1226,0,242,117,45,0,205,2316,112,0,561,0,0,0,1060
BPS_high_wk22_control_d7_B,15743,5270,6108,1689,10986,11111,301,2740,1793,413,113,664,664,2009,1157,8044,2851,3004,18229,0,15780,7004,0,6580,1495,7983,2956,209,2263,4618,875,656,2582,295,1285,1823,2480,921,72,1724,0,33,0,607,4038,1020,0,338,724,1153,822,2682,1683,1440,33,1343,1706,18615,0,3616,1259,33,33,19073,2421,0,1191,761,707,2008,2473,8916,3647,1326,0,5542,113,113,0,0,207,3120,1824,1259,10133,273,389,146,33,1118,1029,741,6242,541,5075,207,9,3980,1465,3341,6648,4570,6755,4027,3771,1163,3445,4080,2328,360,2690,66,765,3187,4992,0,0,87,113,352,225,1589,2994,136,905,0,0,93,0,500,793,0,179,9778,765,54,765,2932,0,1248,349,0,117,205,615,0,0,0,113,145010,58946,38938,44169,21683,4662,2947,2500,25677,8015,3095,4514,0,1359,1545,63630,32008,27623,2290,3711,1456,1167,24692,371,19675,671,0,6673,2017,2,6036,0,5192,6743,267,4005,3618,7386,7570,0,0,115,115,0,1774,223,223,1405,375,500,0,33,2,0,4330,0,0,2028,33,0,465,2007,0,0,690,0,293,643,0,229,1408,1141,116,0,293,1375,223,223,0,0,147,38,808,21,0,486,147,147,0,35,0,0,881,0,994,0,439,223,0,147,147,260,657,336,181,0,2215,0,223,0,352,564,0,205,465,223,223,0,719,223,223,223,336,298,223,223,2,354,0,115,115,0,0,0,0,3,39,5788,326,179,390,1113,0,38,0,70,871,1059,0,0,0,0,0,352,2,0,0,0,577,352,33,371,1179,0,205,147,35,0,225,2295,146,0,469,0,0,0,1146
BPS_high_wk22_control_d7_C,10822,5885,6063,2690,8674,8958,390,4008,1438,124,123,417,417,2143,1424,7970,2544,4065,15748,0,13936,7213,0,7664,1635,9541,2929,63,3530,4723,856,285,3055,483,1461,3379,2285,1153,238,1766,0,119,0,557,5461,1274,0,370,1098,849,967,2943,1860,1332,119,975,767,11144,0,4127,1266,119,119,13097,2087,0,1038,623,696,1995,2948,7955,3254,1622,0,4662,123,123,0,0,62,3566,1941,1266,10337,299,423,242,119,947,703,548,7436,627,5962,62,1,4198,1934,3107,6677,3978,7715,4191,2167,1457,2898,4631,2920,374,3007,239,516,3281,4566,0,0,245,123,303,245,2077,3930,369,1320,0,0,28,0,545,1028,0,361,8372,517,125,517,2371,0,1343,847,0,125,64,471,0,0,0,123,146967,64261,41803,48278,22631,6931,4072,2718,31738,7882,4034,4562,0,1237,1145,63637,40113,26718,2892,4013,3104,3929,8272,309,16676,488,0,5961,1702,0,5615,0,5135,8258,605,3571,3634,6979,6885,0,0,123,123,0,1390,67,67,1081,487,545,0,119,0,0,4929,0,0,1881,119,0,426,2044,0,0,799,0,483,786,0,246,1410,914,123,0,413,1817,67,67,0,0,242,41,945,6,0,779,242,242,0,119,0,0,967,0,1090,0,725,67,0,242,242,186,196,190,361,0,1740,0,67,0,303,783,0,62,426,67,67,0,612,67,67,67,190,149,67,67,0,303,0,123,123,0,0,0,0,0,11,4700,603,361,841,1105,0,41,0,130,258,910,0,0,0,0,0,303,0,0,0,0,460,303,120,309,2473,0,62,242,119,0,157,1743,242,0,140,0,0,0,1224
BPS_high_wk22_control_d7_D,13082,5978,5625,1811,9410,9959,303,3271,1563,244,171,431,431,2339,1730,8546,2688,3737,17057,0,14461,6978,0,7286,1622,8620,3151,122,3045,4899,883,492,2884,419,1473,2543,2616,1130,77,1500,0,38,0,684,5512,1301,0,513,1019,945,1112,2888,1494,1363,38,1248,1199,13655,0,4945,1788,38,38,16107,2374,0,1176,696,767,2823,3506,8307,3052,1345,0,5270,171,171,0,0,122,4169,2389,1788,9846,198,369,209,38,939,851,492,7483,756,5249,122,0,4016,1747,3464,6481,4129,7062,4137,3123,1441,3240,4770,2994,524,3293,77,680,4066,4807,0,0,88,171,331,342,1830,3464,137,892,0,0,55,0,540,959,0,248,9114,680,49,680,2611,0,1434,423,0,171,122,591,0,0,0,171,149508,64481,40089,47968,22444,6081,3393,2256,29506,8867,3075,5228,0,1450,1386,55839,30587,26496,2624,3521,1588,1396,15044,342,18289,624,0,6849,1827,0,5528,0,5197,7376,335,3841,3494,6581,6842,0,0,171,171,0,1728,133,133,1386,551,541,0,38,0,0,4310,0,0,2036,38,0,502,2770,0,0,772,0,419,750,0,342,1445,1126,171,0,226,1587,133,133,0,0,209,57,866,11,0,484,209,209,0,38,0,0,910,0,1081,0,628,133,0,209,209,171,388,304,248,0,2026,0,133,0,331,617,0,122,502,133,133,0,673,133,133,133,304,247,133,133,0,331,0,171,171,0,0,0,0,0,22,5591,457,248,533,1236,0,57,0,60,510,994,0,0,0,0,0,331,0,0,0,0,569,331,38,342,1330,0,122,209,38,0,238,2159,209,0,277,0,0,0,1274
