sample,ko00010,ko00020,ko00030,ko00040,ko00051,ko00052,ko00053,ko00061,ko00071,ko00072,ko00100,ko00120,ko00121,ko00130,ko00140,ko00190,ko00195,ko00220,ko00230,ko00240,ko00250,ko00260,ko00261,ko00270,ko00280,ko00281,ko00290,ko00300,ko00310,ko00311,ko00330,ko00332,ko00333,ko00340,ko00350,ko00360,ko00361,ko00362,ko00364,ko00380,ko00400,ko00401,ko00405,ko00410,ko00430,ko00440,ko00450,ko00460,ko00471,ko00472,ko00473,ko00480,ko00500,ko00511,ko00513,ko00514,ko00515,ko00520,ko00521,ko00523,ko00524,ko00525,ko00531,ko00540,ko00550,ko00561,ko00562,ko00564,ko00565,ko00571,ko00590,ko00592,ko00600,ko00603,ko00604,ko00620,ko00621,ko00622,ko00623,ko00624,ko00625,ko00626,ko00627,ko00630,ko00633,ko00640,ko00642,ko00643,ko00650,ko00660,ko00670,ko00680,ko00710,ko00720,ko00730,ko00740,ko00750,ko00760,ko00770,ko00780,ko00785,ko00790,ko00791,ko00830,ko00860,ko00900,ko00903,ko00906,ko00908,ko00909,ko00910,ko00920,ko00930,ko00940,ko00944,ko00950,ko00960,ko00965,ko00966,ko00970,ko00980,ko00981,ko00982,ko00983,ko01040,ko01051,ko01053,ko01054,ko01055,ko01059,ko01062,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01212,ko01220,ko01230,ko01501,ko01502,ko01503,ko01523,ko01524,ko02010,ko02020,ko02024,ko02025,ko02026,ko02030,ko02040,ko02060,ko03008,ko03010,ko03013,ko03018,ko03020,ko03022,ko03030,ko03050,ko03060,ko03070,ko03320,ko03410,ko03420,ko03430,ko03440,ko03450,ko04011,ko04013,ko04016,ko04022,ko04024,ko04066,ko04068,ko04070,ko04072,ko04080,ko04112,ko04113,ko04122,ko04138,ko04141,ko04142,ko04146,ko04151,ko04152,ko04211,ko04212,ko04213,ko04214,ko04216,ko04217,ko04260,ko04261,ko04612,ko04614,ko04621,ko04622,ko04626,ko04657,ko04659,ko04714,ko04724,ko04726,ko04727,ko04728,ko04910,ko04911,ko04914,ko04915,ko04917,ko04918,ko04919,ko04920,ko04922,ko04925,ko04930,ko04931,ko04934,ko04940,ko04960,ko04961,ko04964,ko04970,ko04971,ko04972,ko04973,ko04974,ko04976,ko04978,ko04979,ko05010,ko05014,ko05016,ko05030,ko05031,ko05034,ko05100,ko05110,ko05111,ko05120,ko05132,ko05133,ko05134,ko05143,ko05146,ko05150,ko05152,ko05165,ko05166,ko05200,ko05203,ko05204,ko05205,ko05206,ko05211,ko05215,ko05219,ko05225,ko05230,ko05231,ko05340,ko05418
DINP_high_wk22_control_d2_D,20043,4117,6842,1455,13356,13031,227,1785,2147,690,21,1050,1050,1483,253,7257,3140,1815,20170,17998,7105,5426,1303,6879,2600,345,1020,4177,856,930,2054,90,967,665,2267,546,47,2093,24,464,1665,567,64,232,1492,356,2305,1992,1582,23,1511,2535,26524,1526,432,23,23,23793,2506,1222,873,613,741,859,9939,4588,1277,6013,21,21,0,345,1489,953,432,10486,392,413,45,23,1391,1312,1137,4248,203,4698,345,1,3906,1026,3177,6947,5320,6234,3872,4879,723,3779,2973,1232,95,1700,47,912,1828,5304,79,21,390,43,1176,2190,133,920,157,434,524,0,68,10919,912,55,912,3472,943,225,22,345,662,0,21,137869,50144,36811,37987,20365,2409,2130,2881,19512,6653,3132,3375,1226,1817,76008,34174,29512,1780,4031,1239,773,39830,421,22096,756,6456,2347,0,6902,0,5228,5787,147,4299,3833,8741,8808,0,21,21,1860,376,376,1439,88,434,23,0,4384,0,2015,23,411,813,542,90,479,43,1353,1167,22,384,1037,376,376,45,7,722,31,484,45,45,24,847,0,869,0,134,376,45,45,400,1097,397,68,2534,376,390,481,345,411,376,376,810,376,376,376,397,390,376,376,0,390,21,21,0,0,0,0,63,6165,113,68,160,929,7,86,1442,1169,390,0,599,390,24,421,933,345,45,24,209,2531,45,784,953
DINP_high_wk22_control_d2_E,18382,4553,6561,1549,12420,12298,246,2142,2008,584,56,904,904,1682,596,7554,3032,2270,19424,17161,7078,5867,1378,7298,2727,292,1501,4344,862,825,2251,168,1086,1116,2345,684,56,1957,28,514,2568,739,168,418,1363,532,2443,1879,1530,28,1446,2216,23472,2320,745,28,28,21954,2472,1209,831,648,1221,1475,9551,4229,1296,5832,56,56,0,292,2112,1285,745,10341,348,404,84,28,1285,1202,986,5007,331,4836,292,0,3934,1198,3240,6839,5038,6436,3935,4456,891,3649,3394,1645,194,2071,56,856,2345,5184,82,56,376,112,1333,2494,137,919,133,459,627,0,112,10487,856,55,856,3267,1057,276,56,292,644,0,56,140574,53510,37600,40335,20856,3281,2434,2739,21885,7162,3130,3803,1276,1713,71359,33439,28806,1981,3916,1338,948,33931,402,21183,723,6539,2224,0,6580,0,5220,6171,194,4189,3755,8238,8346,0,56,56,1825,318,318,1423,196,459,28,0,4373,0,2018,28,431,1264,597,168,543,112,1374,1155,56,349,1169,318,318,84,19,757,27,487,84,84,28,863,0,919,0,251,318,84,84,346,928,374,112,2411,318,376,515,292,431,318,318,777,318,318,318,374,355,318,318,0,376,56,56,0,0,0,0,53,6020,196,112,251,1000,19,81,1220,1127,376,0,591,376,28,402,1040,292,84,28,215,2439,84,663,1028
DINP_high_wk22_control_d2_F,19454,4408,6569,1371,12945,12721,255,1874,2112,642,54,948,950,1644,537,7564,3089,2055,19879,17462,7013,5637,1348,6961,2734,320,1234,4315,871,899,2172,129,1052,800,2413,651,20,1930,9,533,2290,693,165,351,1427,500,2401,1837,1541,12,1518,2401,25052,2219,740,9,9,23239,2545,1239,863,648,1225,1374,9714,4311,1241,5989,54,54,1,320,2019,1258,740,10283,337,391,62,10,1352,1289,1022,4751,318,4657,320,10,3904,1097,3276,6829,5144,6218,3876,4775,828,3758,3266,1524,193,2002,22,909,2386,5241,53,55,383,107,1270,2319,89,834,150,453,582,1,73,10717,911,43,911,3378,1042,174,56,321,671,3,54,140048,52327,37123,39428,20648,2817,2200,2704,20619,7194,2915,3777,1298,1786,71857,31801,29065,1864,3859,1065,385,37487,412,21671,764,6658,2276,2,6627,1,5203,5810,130,4257,3726,8269,8436,3,54,58,1894,348,348,1482,174,447,9,2,4236,0,2054,10,438,1261,576,126,508,112,1368,1199,58,323,1070,348,348,64,18,723,35,426,64,64,12,838,1,891,1,192,348,64,64,359,1018,402,74,2494,348,383,466,321,437,348,348,793,348,348,348,404,389,350,350,2,384,54,58,1,1,1,0,58,6218,137,75,155,999,18,67,1340,1152,383,2,614,383,10,412,748,321,64,10,229,2536,62,729,1006
DINP_high_wk22_control_d2_G,14204,5752,5734,1673,9987,10455,284,3004,1650,313,157,511,511,2251,1574,8443,2761,3458,17590,14966,6970,7010,1580,8301,3104,157,2736,4826,882,570,2760,370,1409,2217,2607,1054,56,1548,28,670,5029,1211,471,911,1024,1031,2808,1519,1394,28,1310,1414,15553,4597,1671,28,28,17400,2421,1196,726,755,2646,3228,8551,3226,1307,5429,157,157,0,157,3893,2254,1671,9874,212,369,185,28,995,925,568,7077,699,5104,157,0,3983,1636,3465,6519,4296,6888,4098,3447,1348,3345,4557,2778,486,3121,56,726,3865,4895,70,157,342,314,1721,3252,112,851,71,527,897,0,213,9421,726,42,726,2746,1382,353,157,157,613,0,157,148297,62685,39490,46667,22160,5525,3161,2286,28001,8690,2981,5063,1444,1467,57578,30038,26856,2489,3534,1384,1050,18903,356,18943,655,6893,1907,0,5693,0,5208,7082,283,3928,3522,6814,7087,0,157,157,1781,171,171,1425,499,527,28,0,4254,0,2050,28,499,2598,740,370,712,314,1437,1154,157,226,1493,171,171,185,52,839,14,453,185,185,28,896,0,1053,0,555,171,185,185,199,498,328,213,2121,171,342,582,157,499,171,171,697,171,171,171,328,276,171,171,0,342,157,157,0,0,0,0,28,5758,398,213,454,1211,52,56,655,1025,342,0,584,342,28,356,1159,157,185,28,242,2250,185,356,1239
DINP_high_wk22_dinp_d2_A,20394,4166,6741,1288,13472,13175,222,1675,2167,707,33,1042,1042,1535,334,7390,3158,1779,20379,18035,7046,5381,1303,6731,2662,354,949,4222,863,964,2039,83,980,524,2339,557,18,2029,8,497,1734,583,99,231,1503,397,2311,1909,1582,7,1560,2601,26850,1735,554,7,7,24296,2561,1248,884,629,933,1004,9978,4526,1225,6119,33,33,0,353,1642,1059,554,10395,368,403,41,7,1386,1336,1117,4306,236,4579,353,5,3874,997,3248,6894,5326,6118,3861,5036,729,3840,3028,1278,133,1785,15,941,2012,5342,48,33,394,66,1140,2123,87,834,160,435,517,0,48,11030,941,41,941,3504,970,143,35,353,684,0,33,138543,50389,36559,38088,20374,2287,2028,2780,19210,6885,2936,3537,1270,1857,74142,32205,29409,1735,3921,937,272,40894,426,22333,780,6631,2361,1,6855,0,5233,5622,97,4342,3796,8617,8757,0,34,34,1924,384,384,1500,108,435,7,1,4253,0,2047,7,427,984,543,82,475,68,1360,1209,35,346,998,384,384,41,11,707,33,425,41,41,8,834,0,867,0,122,384,41,41,394,1124,417,49,2582,384,394,449,352,427,384,384,818,384,384,384,418,406,384,385,1,395,34,34,0,0,0,1,65,6327,89,48,103,958,11,72,1481,1182,394,1,619,394,8,426,707,352,41,8,225,2607,40,803,965
DINP_high_wk22_dinp_d2_B,20031,4223,6717,1343,13271,13024,219,1751,2137,685,36,1021,1021,1554,371,7406,3138,1862,20208,17898,7063,5463,1317,6830,2662,343,1048,4238,861,939,2071,97,994,635,2333,573,25,2025,12,495,1864,607,107,260,1479,415,2327,1913,1575,12,1538,2533,26257,1815,576,12,12,23857,2541,1240,875,631,966,1072,9909,4482,1240,6065,36,36,0,343,1710,1089,576,10384,367,403,48,12,1368,1312,1096,4415,249,4622,343,1,3885,1034,3243,6894,5282,6179,3876,4933,756,3803,3083,1331,139,1821,25,925,2054,5314,56,36,391,72,1173,2185,99,856,156,439,535,0,60,10938,925,44,925,3464,981,172,36,342,676,0,36,138819,50887,36725,38438,20442,2465,2094,2782,19678,6909,2987,3565,1268,1831,73856,32590,29328,1783,3933,1032,430,39607,422,22141,769,6606,2340,0,6820,0,5235,5735,117,4316,3795,8574,8702,0,36,36,1903,374,374,1481,120,439,12,0,4288,0,2039,12,427,1017,550,96,487,72,1362,1196,36,349,1030,374,374,48,12,717,31,440,48,48,13,842,0,878,0,145,374,48,48,386,1090,409,61,2551,374,391,464,342,427,374,374,812,374,374,374,409,397,374,374,0,391,36,36,0,0,0,0,62,6267,109,60,133,963,12,75,1434,1172,391,0,613,391,12,422,784,342,48,13,223,2574,48,779,976
DINP_high_wk22_dinp_d2_C,15394,5407,5978,1645,10698,10974,280,2769,1754,390,127,624,624,2085,1289,8182,2836,3119,18107,15587,6997,6685,1521,8024,2998,195,2382,4686,877,641,2618,313,1318,1904,2529,951,58,1666,28,626,4320,1075,382,771,1121,887,2707,1624,1432,28,1347,1642,17828,3933,1399,28,28,18700,2433,1199,755,724,2227,2716,8834,3517,1307,5538,127,127,0,195,3371,1969,1399,10021,252,380,156,28,1080,1005,689,6480,592,5039,195,2,3971,1510,3396,6610,4505,6763,4049,3727,1216,3430,4221,2453,401,2818,57,762,3418,4976,75,127,351,255,1613,3041,121,873,88,507,819,0,184,9718,762,47,762,2893,1288,334,128,195,620,0,127,146050,60032,38979,44852,21793,4881,2964,2420,26252,8244,3029,4696,1393,1535,61602,31078,27413,2342,3645,1379,1036,23230,369,19563,673,6780,1995,0,5945,0,5207,6818,260,3999,3588,7221,7444,0,128,128,1791,212,212,1423,412,507,28,0,4290,0,2040,28,478,2207,700,312,663,256,1419,1153,128,264,1401,212,212,156,42,815,18,465,156,156,29,886,0,1013,0,468,212,156,156,242,620,340,185,2202,212,351,564,195,478,212,212,719,212,212,212,340,297,212,212,0,351,128,128,0,0,0,1,36,5823,341,184,397,1148,42,64,817,1053,351,0,584,351,28,369,1131,195,156,29,234,2301,156,443,1176
DINP_high_wk22_dinp_d2_D,20132,4080,6873,1465,13416,13070,227,1770,2156,696,18,1061,1061,1463,219,7222,3146,1784,20204,18055,7112,5398,1297,6863,2586,348,991,4160,855,935,2041,85,957,645,2254,536,50,2109,25,458,1592,552,53,219,1501,339,2295,2008,1585,25,1511,2553,26719,1446,397,25,25,23882,2503,1220,875,608,686,799,9963,4620,1281,6016,18,18,0,348,1427,917,397,10507,397,415,42,25,1400,1318,1150,4186,190,4701,348,1,3907,1016,3165,6959,5340,6230,3868,4895,709,3783,2937,1197,85,1664,49,914,1771,5309,81,18,390,35,1169,2174,137,929,158,433,517,0,67,10939,914,57,914,3483,932,229,18,348,661,0,18,137603,49871,36781,37805,20329,2356,2118,2901,19365,6593,3151,3328,1217,1821,76532,34418,29573,1769,4049,1260,808,40170,422,22137,756,6433,2355,0,6930,0,5228,5774,148,4303,3842,8790,8846,0,18,18,1856,379,379,1434,78,433,25,0,4397,0,2011,25,408,763,539,85,475,35,1350,1164,18,391,1031,379,379,42,6,721,32,489,42,42,25,847,0,865,0,127,379,42,42,404,1107,397,67,2538,379,390,482,348,408,379,379,812,379,379,379,397,391,379,379,0,390,18,18,0,0,0,0,63,6159,109,67,159,921,6,88,1455,1171,390,0,597,390,25,422,947,348,42,25,207,2531,42,791,946
DINP_high_wk22_dinp_d2_E,15943,5238,6096,1638,11012,11222,270,2651,1801,426,113,679,679,2004,1151,8052,2874,2957,18347,15892,7021,6530,1494,7891,2939,213,2218,4617,873,675,2546,285,1271,1763,2488,896,59,1728,29,601,3978,1009,339,702,1167,815,2653,1680,1452,29,1363,1748,18884,3609,1265,29,29,19285,2437,1199,769,708,2021,2469,8971,3658,1308,5589,113,113,0,213,3121,1831,1265,10084,272,385,142,29,1119,1040,747,6193,539,5004,213,0,3965,1453,3362,6660,4610,6708,4029,3859,1153,3468,4058,2293,358,2667,59,778,3201,5014,78,113,356,226,1560,2938,127,888,97,498,783,0,172,9861,778,49,778,2964,1241,329,113,213,623,0,113,144951,58764,38718,43971,21607,4584,2864,2489,25435,8018,3063,4512,1368,1567,63615,31678,27692,2277,3707,1394,1057,25185,375,19867,682,6724,2039,0,6073,0,5212,6710,250,4034,3624,7430,7625,0,113,113,1793,232,232,1418,368,498,29,0,4317,0,2033,29,468,2014,679,285,640,226,1410,1150,113,282,1359,232,232,142,38,805,19,474,142,142,30,883,0,996,0,427,232,142,142,262,678,345,172,2239,232,356,557,213,468,232,232,730,232,232,232,345,308,232,232,0,356,113,113,0,0,0,0,39,5852,314,172,373,1118,38,68,891,1067,356,0,585,356,29,375,1131,213,142,30,229,2323,142,484,1148
DINP_high_wk22_dinp_d2_F,16919,5108,6056,1582,11577,11436,395,2439,1985,461,116,670,676,1967,1139,8100,2883,2840,18465,15745,6859,6356,1469,7588,2980,224,2016,4591,900,719,2574,264,1272,1541,2666,946,19,1608,6,657,3916,1016,367,703,1211,811,2687,1598,1409,19,1404,1840,20079,3664,1301,6,6,20448,2519,1219,805,705,2113,2463,8935,3681,1281,5626,116,116,7,224,3131,1848,1301,9962,236,352,122,13,1280,1175,743,6035,563,4876,224,40,3994,1366,3357,6608,4602,6459,3893,4049,1109,3542,3957,2257,381,2659,32,827,3537,4938,59,122,352,232,1664,2887,78,806,121,507,771,7,134,9795,833,46,833,3019,1260,238,123,230,638,13,116,144471,57857,38826,43282,21463,4280,2689,2461,24534,8160,2771,4508,1386,1586,65061,30022,28068,2209,3643,1373,544,28381,373,19701,725,6753,2018,7,5909,7,5085,6235,213,4003,3489,7171,7439,13,116,136,1818,244,244,1446,373,481,6,7,4123,0,2091,13,475,2102,676,250,596,252,1388,1180,136,248,1257,244,244,128,39,758,47,409,128,128,19,832,7,948,7,385,244,128,128,257,719,360,141,2244,244,352,499,230,468,244,244,712,244,244,244,367,341,251,251,7,352,116,136,7,7,7,0,41,5921,263,148,281,1119,39,47,949,1064,352,7,603,352,13,373,768,230,128,13,245,2341,122,522,1118
DINP_high_wk22_dinp_d2_G,17690,4682,6506,1645,12070,11993,257,2309,1955,541,63,858,858,1729,681,7602,2988,2437,19091,16861,7089,6034,1403,7499,2749,271,1689,4384,861,776,2325,197,1122,1321,2344,728,71,1935,35,520,2846,791,189,482,1315,576,2490,1872,1512,35,1405,2084,22325,2506,803,35,35,21147,2439,1195,812,654,1308,1625,9404,4132,1323,5729,63,63,0,271,2261,1355,803,10332,341,405,98,35,1252,1156,943,5241,362,4932,271,0,3956,1266,3233,6822,4939,6549,3959,4251,946,3582,3515,1768,214,2164,71,826,2447,5129,95,63,369,126,1400,2624,155,951,123,468,665,0,134,10296,826,60,826,3185,1086,325,63,271,629,0,63,141227,54546,37975,41092,21022,3619,2580,2730,22798,7246,3203,3886,1275,1662,70501,33937,28603,2064,3919,1485,1197,31563,394,20777,703,6497,2176,0,6487,0,5214,6359,229,4134,3742,8113,8206,0,63,63,1788,295,295,1395,225,468,35,0,4418,0,2007,35,432,1350,615,197,566,126,1378,1135,63,352,1228,295,295,99,21,774,25,511,99,99,35,872,0,935,0,295,295,99,99,331,861,358,134,2351,295,369,538,271,432,295,295,763,295,295,295,358,337,295,295,0,369,63,63,0,0,0,0,49,5907,232,134,303,1012,21,85,1132,1107,369,0,580,369,35,394,1160,271,99,35,211,2379,98,615,1047
DINP_high_wk22_control_d7_A,17228,4978,6280,1530,11863,11728,321,2450,1922,504,92,765,765,1890,939,7895,2929,2641,18903,16391,6953,6225,1433,7610,2922,257,1843,4514,880,752,2446,235,1211,1386,2465,844,55,1780,20,600,3397,900,277,590,1256,714,2605,1712,1469,20,1416,1983,21188,3122,1087,20,20,20828,2478,1216,796,690,1745,2073,9214,3889,1287,5731,92,92,0,252,2715,1622,1087,10244,291,393,113,20,1204,1129,846,5700,462,4944,252,25,3947,1308,3321,6679,4768,6540,3961,4161,1036,3582,3794,2057,309,2473,39,822,2884,5100,69,92,364,185,1459,2744,104,854,112,481,710,0,132,10140,822,50,822,3096,1181,260,104,247,640,0,92,143339,56489,38320,42485,21367,3901,2702,2547,23676,7772,2967,4288,1343,1641,66040,31349,28054,2092,3719,1185,721,30082,386,20421,708,6688,2107,5,6224,0,5177,6310,204,4101,3644,7655,7853,0,98,98,1836,269,269,1456,308,481,20,5,4240,1,2047,20,456,1756,659,229,588,196,1394,1178,103,303,1247,269,269,117,31,769,28,448,117,117,25,854,0,946,0,342,269,117,117,299,798,361,137,2331,269,364,515,246,456,269,269,740,269,269,269,362,331,269,269,5,369,98,98,0,0,0,8,49,5972,249,132,283,1069,31,65,1072,1096,364,5,591,364,20,386,952,246,117,25,227,2404,112,570,1089
DINP_high_wk22_control_d7_B,18901,4306,6780,1640,12796,12528,248,2070,2061,621,30,980,980,1544,365,7303,3067,2080,19611,17523,7132,5693,1341,7222,2623,310,1323,4228,854,848,2172,137,1021,1011,2250,614,77,2072,39,467,2079,643,89,331,1416,415,2378,1998,1553,39,1437,2317,24690,1767,495,39,39,22447,2444,1194,842,618,833,1059,9702,4452,1330,5831,30,30,0,310,1685,1037,495,10496,387,417,68,39,1342,1237,1075,4596,242,4876,310,0,3948,1137,3150,6929,5164,6433,3910,4528,804,3663,3148,1413,118,1827,77,860,1945,5209,105,30,379,60,1289,2407,172,988,141,447,583,0,107,10599,860,67,860,3337,982,317,30,311,634,0,30,138731,51687,37452,39135,20623,2955,2380,2889,20983,6734,3286,3468,1215,1730,75080,35358,29218,1916,4056,1529,1262,35971,407,21413,719,6354,2270,0,6767,0,5215,6110,212,4205,3819,8571,8600,0,30,30,1789,338,338,1382,128,447,39,0,4479,0,1991,39,408,908,572,137,515,60,1357,1127,30,398,1136,338,338,68,10,751,28,533,68,68,39,864,0,894,0,205,338,68,68,377,987,368,107,2430,338,379,524,310,408,338,338,785,338,338,338,368,358,338,338,0,379,30,30,0,0,0,0,56,5954,175,107,252,942,10,95,1298,1136,379,0,578,379,39,407,1167,310,68,39,199,2422,68,705,980
DINP_high_wk22_control_d7_C,15445,5221,6196,1834,10873,10993,298,2827,1775,399,102,674,674,1961,1083,7924,2838,3032,18053,15763,7063,6616,1496,8105,2896,200,2324,4578,868,628,2589,300,1271,1946,2416,907,97,1783,47,576,3969,1003,307,721,1145,784,2672,1758,1442,47,1301,1651,18341,3427,1149,47,47,18633,2373,1168,752,692,1836,2342,8889,3703,1371,5451,102,102,0,199,2983,1730,1149,10206,294,398,149,47,1123,1008,760,6184,511,5172,199,4,4007,1492,3280,6698,4571,6854,4038,3641,1157,3392,4028,2281,326,2609,95,742,3023,4959,113,102,349,204,1617,3047,178,982,90,499,798,0,197,9689,742,66,742,2907,1222,422,104,199,596,0,102,144394,58712,39131,44055,21662,4767,3026,2590,25929,7804,3272,4367,1320,1512,65320,33761,27729,2331,3811,1724,1611,23752,367,19488,651,6522,2009,1,6085,0,5192,6894,310,3971,3652,7506,7624,0,103,103,1718,217,217,1351,355,499,47,1,4449,0,2000,47,451,1853,688,299,648,206,1401,1104,104,325,1409,217,217,150,34,822,19,538,150,150,48,893,0,996,0,449,217,150,150,265,635,319,197,2174,217,349,593,199,451,217,217,714,217,217,217,319,285,217,217,1,350,103,103,0,0,0,1,37,5649,347,197,440,1088,34,83,837,1047,349,1,560,349,47,367,1380,199,150,48,211,2229,149,453,1135
DINP_high_wk22_control_d7_D,18377,4383,6766,1737,12557,12295,262,2208,2023,589,32,950,950,1566,404,7310,3032,2198,19348,17311,7145,5813,1356,7389,2629,295,1459,4244,853,808,2227,158,1043,1172,2235,644,94,2068,47,465,2251,674,96,375,1382,436,2411,2008,1539,47,1400,2216,23877,1848,509,47,47,21825,2412,1179,827,618,852,1127,9594,4400,1359,5740,32,32,0,294,1750,1061,509,10515,388,420,79,47,1323,1202,1050,4740,256,4969,294,1,3970,1186,3129,6924,5095,6532,3927,4359,838,3607,3217,1488,124,1875,93,834,1974,5164,120,32,373,64,1342,2509,193,1026,134,452,610,0,125,10446,834,74,834,3275,996,365,33,294,620,0,32,139030,52319,37767,39622,20739,3199,2502,2902,21643,6745,3370,3492,1206,1687,74873,36063,29097,1978,4077,1682,1521,34239,400,21086,700,6289,2234,0,6710,0,5207,6260,246,4158,3816,8506,8512,0,32,32,1752,321,321,1352,143,452,47,0,4531,0,1978,47,405,931,585,158,531,65,1358,1106,33,408,1181,321,321,79,11,765,27,560,79,79,47,871,0,904,0,236,321,79,79,368,937,353,125,2381,321,373,545,294,405,321,321,773,321,321,321,353,343,321,321,0,373,32,32,0,0,0,0,54,5845,204,125,297,943,11,100,1232,1120,373,0,566,373,47,400,1289,294,79,47,193,2366,79,669,990
DINP_high_wk22_control_d7_E,15321,5115,6334,1987,10889,10947,303,2890,1774,396,86,701,701,1884,957,7754,2835,3006,17945,15836,7124,6602,1485,8196,2820,198,2328,4511,860,608,2579,297,1243,2025,2334,879,125,1864,62,537,3781,964,258,698,1152,721,2650,1854,1448,62,1261,1629,18429,3114,987,62,62,18386,2324,1144,747,671,1582,2116,8900,3812,1420,5370,86,86,0,198,2748,1580,987,10318,323,409,148,62,1143,1000,800,6025,461,5275,198,1,4035,1497,3200,6763,4602,6942,4040,3541,1127,3350,3918,2181,276,2475,125,721,2771,4937,143,86,347,172,1633,3074,223,1067,90,495,792,0,211,9635,721,81,721,2902,1180,496,86,198,577,0,86,143366,58018,39282,43645,21591,4770,3088,2709,25908,7507,3465,4150,1269,1486,67782,35801,27921,2347,3933,2008,2082,23506,365,19370,631,6337,2011,0,6173,0,5187,7004,354,3943,3698,7694,7733,0,86,86,1658,216,216,1294,321,495,62,0,4578,0,1968,62,433,1623,680,297,643,172,1391,1064,86,368,1430,216,216,149,29,832,18,596,149,149,62,904,0,990,0,445,216,149,149,279,630,302,211,2143,216,347,620,198,433,216,216,711,216,216,216,302,273,216,216,0,347,86,86,0,0,0,0,36,5507,359,211,484,1050,29,98,829,1040,347,0,541,347,62,365,1588,198,149,62,194,2167,148,450,1112
DINP_high_wk22_control_d7_F,16005,5138,6012,2224,11531,10465,810,2829,2225,349,121,486,510,1920,1218,8077,2686,3254,16988,14095,6592,6649,1489,7950,3042,151,2359,4556,953,565,2982,338,1388,2076,2950,1234,49,1362,12,754,4633,1187,434,953,1119,864,2958,1557,1219,60,1229,1414,18126,3975,1306,12,12,19255,2475,1153,799,678,2192,2637,8172,3535,1448,5062,121,121,24,151,3319,1881,1306,9883,175,297,133,36,1599,1299,621,6360,656,5243,151,143,4238,1460,3129,6520,4175,6527,3644,3362,1176,3332,4015,2525,424,2791,96,766,4323,4428,133,145,308,242,2287,3431,135,926,139,560,898,24,169,8601,790,97,790,2765,1352,388,145,174,562,47,121,143987,58743,41260,44120,21735,5039,3075,2605,26353,8277,2757,4409,1317,1341,70228,32416,28500,2440,3743,2605,1369,25423,321,17074,698,6214,1738,24,5221,24,4695,6074,374,3598,3167,6294,6517,47,121,192,1584,164,164,1263,447,465,12,24,4088,0,2125,36,452,2223,745,291,574,314,1326,1079,193,269,1306,164,164,157,40,730,109,476,157,157,60,761,24,882,24,471,164,157,157,200,503,285,193,1906,164,308,513,174,429,164,164,581,164,164,164,309,316,188,188,24,308,121,192,24,24,24,0,27,5253,327,217,375,1089,40,40,678,947,308,24,558,308,36,321,825,174,157,36,227,1967,133,390,1078
DINP_high_wk22_control_d7_G,14467,5382,6138,1988,10374,10571,308,3058,1698,340,110,615,615,2015,1181,7967,2779,3258,17580,15367,7093,6843,1529,8390,2910,170,2585,4623,865,558,2686,340,1315,2242,2402,960,120,1766,60,575,4325,1069,329,805,1080,835,2729,1764,1419,60,1240,1465,16759,3640,1206,60,60,17472,2321,1145,726,697,1921,2520,8690,3585,1414,5299,110,110,0,170,3158,1807,1206,10200,290,400,170,60,1079,943,706,6483,546,5313,170,0,4041,1588,3261,6686,4442,7022,4074,3347,1227,3293,4179,2434,345,2715,120,697,3130,4880,135,110,340,220,1711,3227,211,1039,77,510,849,0,230,9423,697,75,697,2795,1255,500,110,170,573,0,110,145146,60047,39647,45031,21872,5239,3228,2595,27189,7875,3404,4449,1313,1439,64505,34763,27485,2451,3835,1973,2028,20395,355,18925,620,6442,1945,0,5974,0,5187,7178,365,3893,3643,7368,7454,0,110,110,1659,186,186,1303,389,510,60,0,4533,0,1979,60,450,1939,711,340,679,220,1406,1070,110,335,1494,186,186,170,37,848,16,580,170,170,60,909,0,1019,0,509,186,170,170,246,541,295,230,2088,186,340,629,170,450,186,186,695,186,186,186,295,259,186,186,0,340,110,110,0,0,0,0,31,5476,399,230,519,1100,37,91,712,1020,340,0,543,340,60,355,1580,170,170,60,203,2138,170,387,1160
DINP_high_wk22_dinp_d7_A,16995,4736,6601,1873,11964,11627,348,2608,1930,500,55,826,825,1712,647,7506,2916,2575,18671,16547,7071,6188,1404,7821,2765,255,1836,4360,865,710,2429,227,1151,1547,2283,790,122,1960,54,520,2958,809,166,539,1274,569,2564,1925,1480,53,1326,1940,21482,2398,714,53,53,20346,2368,1161,784,642,1161,1546,9239,4142,1400,5548,55,55,0,250,2164,1273,714,10524,356,421,109,53,1255,1114,941,5331,346,5192,250,25,4014,1312,3136,6817,4832,6734,3957,3936,965,3491,3539,1834,198,2175,107,776,2302,5050,136,55,358,111,1495,2808,204,1043,111,471,693,0,162,10015,776,83,776,3085,1088,424,66,245,595,0,55,140978,54845,38706,41538,21222,3875,2859,2816,23567,7104,3391,3797,1227,1583,71612,35883,28478,2116,3989,1808,1757,29798,380,20136,663,6261,2109,5,6412,0,5155,6524,301,4034,3742,8064,8086,0,61,60,1703,267,267,1329,230,471,53,5,4519,1,1977,53,413,1230,645,222,575,121,1369,1089,65,401,1288,267,267,113,18,788,27,576,113,113,59,872,0,928,0,331,267,113,113,330,791,322,167,2261,267,358,573,244,413,267,267,728,267,267,267,323,304,267,267,5,363,61,60,0,0,0,8,48,5647,275,162,377,980,18,98,1062,1079,358,5,547,358,54,380,1407,244,113,58,189,2264,108,565,1033
