feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV029	exposure	dinp	0.00843140267259062	0.00210883126857185	14	14	0.00713407867196275	0.463715113677579
ASV043	exposure	dinp	0.00382493817406893	0.00141530860611043	14	14	0.0354556733553875	0.576154692025047
ASV069	exposure	dinp	0.00686559162540391	0.00240527588195712	14	10	0.029014227333641	0.576154692025047
ASV081	exposure	dinp	0.00424582747285569	0.00155535627209597	14	10	0.0341946250923209	0.576154692025047
ASV025	exposure	dinp	0.0135441676392664	0.00582200086784304	14	14	0.0589322423973855	0.598171451570632
ASV027	exposure	dinp	0.00275041056573057	0.00114592409497883	14	14	0.0532826651965393	0.598171451570632
ASV028	exposure	dinp	0.0198338175499344	0.00877034418352809	14	14	0.0644184640152989	0.598171451570632
ASV056	exposure	dinp	0.00274408597315279	0.00136045410597124	14	12	0.0902702017085661	0.630930928495648
ASV066	exposure	dinp	-0.00461764228010823	0.002320338906795	14	6	0.0937066429298672	0.630930928495648
ASV067	exposure	dinp	0.00260131579862123	0.00132405502026103	14	11	0.0970662966916382	0.630930928495648
ASV061	exposure	dinp	0.00204123626628207	0.0011299452980484	14	9	0.120860959314117	0.714178395947058
ASV046	exposure	dinp	0.00970044827301118	0.0056625554017633	14	14	0.137531657911379	0.744963147019967
ASV002	exposure	dinp	0.0516127753330206	0.0382069003755268	14	14	0.225451729225444	0.800651358050968
ASV003	exposure	dinp	0.0532795118901813	0.0396854504088917	14	14	0.227981872083103	0.800651358050968
ASV017	exposure	dinp	0.00997270532676962	0.00701997522815937	14	14	0.205247143439476	0.800651358050968
ASV019	exposure	dinp	0.00507117295505682	0.00406483652663846	14	14	0.258671977216466	0.800651358050968
ASV032	exposure	dinp	0.00454952080681767	0.00325914081698352	14	14	0.212203721047909	0.800651358050968
ASV048	exposure	dinp	0.00830097309758368	0.00556560190171862	14	14	0.186432328822518	0.800651358050968
ASV049	exposure	dinp	0.00327048542994012	0.00237686071248694	14	9	0.21798304512256	0.800651358050968
ASV063	exposure	dinp	0.00407493331278112	0.00321650969785997	14	13	0.252151890474269	0.800651358050968
ASV079	exposure	dinp	0.00118454505992252	0.000903488583462347	14	6	0.237770318348031	0.800651358050968
ASV005	exposure	dinp	-0.0113400208858222	0.0101002645843093	14	12	0.304453859176452	0.812015972001623
ASV008	exposure	dinp	-0.0814474132355299	0.0761390221118285	14	14	0.325879526483338	0.812015972001623
ASV009	exposure	dinp	0.0021830615328684	0.00221442848627412	14	14	0.362284049046878	0.812015972001623
ASV014	exposure	dinp	0.0123536721462966	0.0111219764227735	14	8	0.309197164017205	0.812015972001623
ASV038	exposure	dinp	0.027291145955777	0.0253197290739753	14	6	0.322511086100398	0.812015972001623
ASV042	exposure	dinp	0.00137057326346978	0.00133279779784028	14	14	0.343447392589451	0.812015972001623
ASV071	exposure	dinp	-0.000327850061894972	0.000327850055400123	14	2	0.355917674164584	0.812015972001623
ASV086	exposure	dinp	0.00062086947331226	0.000552788288522708	14	7	0.304291056425795	0.812015972001623
ASV016	exposure	dinp	-0.00897634140759382	0.00958525352491201	14	14	0.385173700495152	0.834543017739495
ASV007	exposure	dinp	0.0167977305815677	0.0216631941647991	14	14	0.467551818384309	0.84184083549515
ASV011	exposure	dinp	0.00339759584862211	0.00384230081116602	14	12	0.410585911755065	0.84184083549515
ASV030	exposure	dinp	0.00206682084000024	0.00252830197344705	14	14	0.444898397557419	0.84184083549515
