feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV002	exposure	bps	0.0197453418060064	0.00504279109744757	14	14	0.00784200742338757	0.324540299043296
ASV012	exposure	bps	-0.0181575071827091	0.00479903800587262	14	14	0.00914198025474075	0.324540299043296
ASV024	exposure	bps	-0.00683913566815274	0.00234587990960726	14	14	0.0267918818253037	0.634074536532187
ASV001	exposure	bps	0.0021250094781452	0.00120556804741106	14	11	0.128421295610322	0.709088036679229
ASV003	exposure	bps	0.0100609203300355	0.0106626485033514	14	14	0.381817091759998	0.709088036679229
ASV005	exposure	bps	-0.00987496630449668	0.0116282046394419	14	14	0.42833266571204	0.709088036679229
ASV006	exposure	bps	-0.0118585392980929	0.0109214338220584	14	14	0.319252225906396	0.709088036679229
ASV008	exposure	bps	0.0209141515216521	0.0241549187025608	14	14	0.419850075831882	0.709088036679229
ASV009	exposure	bps	0.00206078894039849	0.0020042398302442	14	13	0.343503016750408	0.709088036679229
ASV010	exposure	bps	-0.010016514143736	0.00389402220770563	14	14	0.0422053674477078	0.709088036679229
ASV014	exposure	bps	0.00257931909996864	0.00259534075263829	14	8	0.35868121204638	0.709088036679229
ASV016	exposure	bps	-0.00515764579644116	0.0038427286707479	14	14	0.228092408052977	0.709088036679229
ASV017	exposure	bps	-0.010976526581951	0.00623637129130577	14	14	0.128880542636659	0.709088036679229
ASV019	exposure	bps	0.00304375271644186	0.00334080583753853	14	14	0.397376705503034	0.709088036679229
ASV020	exposure	bps	-0.00596057992927247	0.00401031112129627	14	14	0.187747611814354	0.709088036679229
ASV021	exposure	bps	0.00116731047644682	0.00132715571717518	14	14	0.412935555990189	0.709088036679229
ASV028	exposure	bps	-0.00254103474872755	0.00173585028200521	14	14	0.193568113105091	0.709088036679229
ASV030	exposure	bps	-0.00263192540717998	0.00279768564898726	14	11	0.383146937642887	0.709088036679229
ASV032	exposure	bps	0.00352439157386819	0.00189368007820459	14	14	0.112047561025339	0.709088036679229
ASV033	exposure	bps	-0.00487364879783144	0.00220557771775244	14	14	0.0691725635548488	0.709088036679229
ASV034	exposure	bps	-0.00177708536756582	0.000971411578952464	14	14	0.117087936169144	0.709088036679229
ASV036	exposure	bps	0.00235635949107301	0.00206920141192942	14	14	0.298212457887571	0.709088036679229
ASV038	exposure	bps	-0.00107481121784093	0.00102567708476631	14	6	0.335048379431787	0.709088036679229
ASV039	exposure	bps	0.000777640188821078	0.000739342002261508	14	12	0.333395537972953	0.709088036679229
ASV043	exposure	bps	-0.0026939355457266	0.00286742669433282	14	14	0.383740846391429	0.709088036679229
ASV046	exposure	bps	0.00313735879738261	0.0037038199675846	14	14	0.429447684186012	0.709088036679229
ASV048	exposure	bps	0.00157551206732285	0.00179948945636835	14	14	0.414954685777369	0.709088036679229
