culture_day,peak,logFC,AveExpr,t,P.Value,adj.P.Val,B
d1,155.98622__1.425,8.032839405943996,18.507366079113208,46.41070049415098,1.9322547525220133e-16,5.385193995278851e-13,26.616227739972384
d1,501.05009__1.427,7.304381046917738,18.38123880585739,41.91391634867407,7.713872658874121e-16,9.782423979830076e-13,25.61365624891862
d1,156.99396__1.426,7.214253120181175,18.96791718719507,40.96373881500155,1.0530058105306863e-15,9.782423979830076e-13,25.37937072531157
d1,249.0229__4.495,3.5333368178863456,15.778808254694395,34.974866588923376,8.967250703038697e-15,6.247931927342212e-12,23.684945414757983
d1,325.05401__1.645,4.5092175079893275,17.924945417851838,31.981652065353625,3.0054882799780855e-14,1.6752591672597846e-11,22.670253187792802
d1,92.02451__1.424,8.345631013651994,19.290753416019367,31.290822081520194,4.036016557519237e-14,1.8747296909676857e-11,22.417164223780933
d1,317.01056__1.424,6.2083336106067675,18.562840586302283,30.51785010311166,5.656150196572537e-14,2.251955799692523e-11,22.12482895580376
d1,135.08034__1.389,3.0685231782244444,17.93307454798337,26.821810887145737,3.2158107280288424e-13,9.982746798960147e-11,20.578287949888118
d1,249.02255__2.049,5.440777786482601,18.996119296224197,26.81691481870143,3.223707254777227e-13,9.982746798960147e-11,20.576060032306277
d1,405.01085__1.346,5.9002101145651045,18.23153625622982,26.48780099782127,3.8052784677837665e-13,1.0605311089713357e-10,20.425113727677896
d1,249.02255__1.858,5.9090789803088555,19.929778752275546,25.90135653789111,5.139284973981741e-13,1.3021079293170104e-10,20.150230901644083
d1,165.12755__1.421,3.2131284400878193,16.363812660781612,22.281089381150892,3.850259434803889e-12,8.942227537332031e-10,18.266369919564656
d1,93.0325__1.422,5.593228111979389,17.15125332200544,20.988082775120287,8.531881296030054e-12,1.829104090156597e-9,17.504178143631517
d1,209.04504__1.394,3.0088330715546783,17.246816260689346,19.16762918155708,2.8393548786024595e-11,5.652344319046468e-9,16.336072999487236
d1,92.02129__1.439,4.928700932127346,17.308141584850166,18.67940405887797,3.991662140588633e-11,7.416508257213681e-9,16.001904829082854
d1,275.07598__1.632,2.649791381397228,16.773046448401008,18.348519745318352,5.052090394232121e-11,8.800109955453076e-9,15.770006096177497
d1,254.14797__1.372,2.3377804007718415,18.96307792265526,16.362002418810096,2.2703674077467827e-10,3.6479208594472987e-8,14.277268362237901
d1,232.09045__1.459,2.679106779022289,17.216061446402314,16.315629062808434,2.3560306950144017e-10,3.6479208594472987e-8,14.240204646146857
d1,356.74689__1.449,3.046466412094247,16.774265827192163,16.179957762064188,2.627113056122514e-10,3.66088205035551e-8,14.131147365236313
d1,257.16399__1.454,3.0464664119957368,16.956022922886174,16.179957759810254,2.6271130608938e-10,3.66088205035551e-8,14.131147363416765
d1,391.71593__1.451,3.0319025436296494,16.835538895356116,15.88413238116099,3.3409442461585013e-10,4.433910292401783e-8,13.890083547010793
d1,275.07567__1.631,2.28767562823361,17.12077031551073,15.213552001636252,5.849998569553298e-10,7.410884551520473e-8,13.326410004733752
d1,181.12256__1.474,2.201196054548895,17.248296385027643,15.13988525679946,6.229689989360741e-10,7.548759130586254e-8,13.262977597635864
d1,317.12414__1.415,-1.772275847934594,19.90600633916395,-14.927881808487692,7.477070967222122e-10,8.68274866068669e-8,13.078703586372121
d1,264.86158__1.456,2.7726653791218654,16.490910656284772,14.455257151173907,1.1326948235276814e-9,1.2627281892686592e-7,12.65843902181264
d1,275.15066__1.395,-1.9511412530398604,18.929788241916476,-14.378571568469262,1.213033376388725e-9,1.300278469228991e-7,12.588984331762724
d1,264.12427__1.408,2.8883627636903806,16.935128745141757,14.317405038089564,1.2814769716535586e-9,1.32276900740684e-7,12.533326648729808
d1,361.18653__1.417,2.5278900497876946,17.915566284176478,13.02580849726371,4.296937472448304e-9,4.276987405611937e-7,11.301561309620542
d1,272.15906__1.422,2.333304403574382,18.362333941702165,12.851917452138592,5.097070245976436e-9,4.8984602674263195e-07,11.127009008878783
d1,397.18685__1.399,2.8376220079386263,16.816629167472204,12.793781131854125,5.398920091254203e-9,5.015596764775155e-7,11.068163539905985
d1,191.07074__1.411,2.757145214004984,17.360072000368028,12.576499932874631,6.707483636150021e-9,6.030244159338745e-7,10.846029503104766
d1,500.26642__1.466,2.5556728931702075,16.499614404324454,12.46103895276696,7.537210270351143e-9,6.564439069833949e-7,10.726554647134051
d1,287.00198__1.393,2.4656925586110887,15.955131067465247,12.023668470227996,1.1823747430387962e-8,9.98569214802765e-7,10.264676727877777
d1,301.15916__1.483,2.1977764124927948,16.517356752500937,11.722021391954357,1.6260353416574236e-8,1.3328707344703645e-6,9.937263000377772
d1,348.94748__1.429,4.22273096359006,17.39488039981971,11.532783755571034,1.9927802266651154e-08,1.586822426204479e-6,9.728031888214133
d1,249.02259__4.865,5.526332322929205,17.61494149875468,11.47030224058249,2.132489732803442e-8,1.6509024681453316e-6,9.6582866798747
d1,265.01805__2.317,3.6327016061167283,18.167550930779242,11.268683488462042,2.659219244444787e-8,2.0030389281804382e-6,9.430946522172174
d1,200.03789__0.66,2.3127066170367048,18.051336292721206,10.448109488417572,6.759544304520608e-8,4.957592099131298e-6,8.468157873325243
d1,328.97938__1.239,3.2196104014577203,16.43031111111247,10.322186109677965,7.840230617977867e-8,5.6027494185395685e-6,8.314831887595586
d1,409.86393__1.453,3.3315151242345045,17.611820503202708,10.229943344683733,8.747956532034111e-8,6.0951387136947665e-6,8.201534994288728
d1,249.14825__1.419,3.065865098840932,16.075305616886638,9.834777369370274,1.411249184480226e-7,9.593052383283877e-6,7.706557314231498
d1,480.90433__1.429,5.63975944919054,17.62822972956506,9.750184815796747,1.5663962232068563e-7,1.0394157795422639e-5,7.598526365805991
d1,323.12724__1.418,2.80038660556438,17.207910949231856,9.658281365461537,1.7557267650518678e-7,1.1379559288836175e-5,7.4803122938293125
d1,185.04407__0.757,1.921469598213722,16.195882237534196,9.520064419708584,2.0876878810908295e-7,1.3223604828636687e-5,7.3008456037037295
d1,401.21841__1.412,1.762788893134326,18.40577413249545,8.922543852900239,4.513761942863269e-7,2.795523229946651e-5,6.501030806216702
d1,389.2551__1.417,2.5402455399618966,17.949288211756034,8.84727382439446,4.987505877070508e-7,3.0217780172598927e-5,6.397431650601575
d1,283.11855__1.417,-1.4192921695958423,20.3062723104012,-8.712670180779591,5.971246991335899e-7,3.540822418053862e-5,6.210532641199054
d1,306.1017__1.334,2.5055250301589735,16.795907507606547,8.662401763260556,6.389764104047423e-7,3.7100567829125354e-5,6.14019135134966
d1,200.03784__0.746,1.3849875865410812,18.52131142328528,8.634533458932088,6.635099437658394e-7,3.773882067908968e-5,6.101066677811971
d1,171.02903__1.314,2.0441698400284145,19.29072266090773,8.581752109156128,7.127559040041125e-7,3.972901408918923e-5,6.026714545898583
d1,397.22302__1.498,1.370690041824463,16.514021910914344,8.346835910617951,9.83989806618536e-7,5.377214884403647e-5,5.691752008163897
d1,127.11159__1.479,1.7916778705352467,18.026463881206386,8.260256317429405,1.1099437030728728e-6,5.948871347046339e-5,5.566614471488453
d1,201.03734__0.736,1.483265866539601,18.481860890032085,8.076360699855796,1.4377175152395898e-6,7.560223990514597e-5,5.297759178551921
d1,514.28441__1.503,1.311328082243169,16.261703752585476,7.623631501718168,2.7660079716893574e-6,1.427567447610785e-4,4.6177179557550065
d1,214.14422__1.375,-1.461327792668179,19.208046218514053,-7.494606638060293,3.3485663069885213e-6,1.6968098722867288e-4,4.419076628146458
d1,357.1558__1.395,-1.0592823256436696,19.230008356516404,-7.4010164940073695,3.851596579269864e-6,1.9168570832901985e-4,4.273622856807632
d1,249.02263__4.818,3.3952826963613347,18.337941194850693,6.922814507270652,8.014739578383261e-6,3.918785825430552e-4,3.5122007478168467
d1,162.08428__1.23,1.9626083888934265,16.684028882839932,6.9093165803867915,8.185817826868737e-6,3.9334266006005466e-4,3.4902610804176355
d1,407.22904__1.389,1.6266530646648898,16.362381647375003,6.777778404073605,1.0069419163595279e-5,4.756520543888142e-4,3.2751581779591756
d1,616.22355__1.431,2.177264110489654,17.798019417532366,6.697168254293371,1.1445188288465118e-5,5.316289959992048e-4,3.1421692081351047
d1,530.2793__1.461,2.1264417848107717,17.284374529879255,6.641923694017736,1.2501452710125727e-5,5.711729295593508e-4,3.0505137461919674
d1,92.02386__1.419,5.3270997927936,17.649326647774913,6.366510719804701,1.9533646928916494e-5,8.780689353369398e-4,2.5873237510978147
d1,197.04454__1.337,2.0984886482888787,19.280387772717326,6.142893388708478,2.8280636523010722e-5,0.001251081491898903,2.2035693321415426
d1,363.20262__1.439,2.0513279812697216,18.002117847538933,5.936177698722513,4.006146617811924e-5,0.0017445516599752862,1.842724951121518
d1,271.08237__1.524,1.9013604084585736,18.814271352537958,5.833183053649921,4.775762248579505e-5,0.0020476999056601663,1.6607676015833768
d1,336.88332__1.393,2.165824303187022,15.782943568127052,5.760285826063413,5.4130761002068156e-5,0.0022857944077691508,1.531117854537607
d1,361.18754__1.429,2.042250668798135,17.803040722418412,5.640051777311025,6.66608949717411e-5,0.0027728942430782456,1.3157263552996774
d1,387.23935__1.458,1.633900174438542,18.267819849434822,5.625928197807438,6.832039823476664e-5,0.0028001316158866854,1.290298981099717
d1,347.13478__1.388,1.4204209902369853,16.610633310167152,5.559543593013192,7.671952320383375e-5,0.003069084367540042,1.1704317925655108
d1,257.06431__0.737,0.903686394342553,18.554152052676265,5.541548775434963,7.917738469083656e-5,0.003069084367540042,1.1378400104115833
d1,99.08015__1.411,2.3538668091930326,17.611640352066175,5.5394710745220905,7.946642352411366e-5,0.003069084367540042,1.13407420683712
d1,137.096__1.423,1.9198753707575251,18.183862715459956,5.536289785883304,7.991112559352034e-5,0.003069084367540042,1.1283070755621925
d1,387.16637__1.411,2.0111375631099127,17.92064733567185,5.529943254988591,8.080607081708753e-5,0.003069084367540042,1.1167979631209946
d1,255.1237__1.375,-0.9264247923511488,21.251754869327986,-5.525143421369773,8.148986121204274e-5,0.003069084367540042,1.1080902250507254
d1,363.18176__1.443,1.813174594968905,18.138696383249897,5.4787144685825435,8.842474390226386e-5,0.0032858634834081247,1.0237055978199763
d1,411.20325__1.443,1.4818269339754628,18.067620608901485,5.38411617513214,1.0452984148889521e-4,0.0038332193188098805,0.8509141241921849
d1,241.10794__1.378,-0.7774770495027198,22.158361917202946,-5.342378526056303,1.1258219453353074e-4,0.004074890599544807,0.7743144417813212
d1,213.0148__1.276,-1.2549591275491563,16.447719899972935,-5.25190957598942,1.3233669307543975e-4,0.004728491841041674,0.6075293695439807
d1,221.00378__4.368,1.393356997122152,16.85352526935068,5.194062892373125,1.4683306456604033e-4,0.005180047480323473,0.5003546773575653
d1,369.1918__1.428,1.3898242578775937,18.502692919115436,5.130169101993643,1.6478269385967394e-4,0.005740617097336391,0.381503431903349
d1,381.19217__1.459,1.43559591880354,18.047258762999252,5.025699898497025,1.9920976359967196e-4,0.006843703730647321,0.1861294643462772
d1,239.06695__1.504,1.1534484302159222,19.652218532192165,5.0198182888826475,2.0135762680770734e-4,0.006843703730647321,0.17509197570928414
d1,157.01076__0.664,1.1083143261993154,22.014514734232908,4.974138410804641,2.188803356007434e-4,0.007349632473726167,0.0892333230457023
d1,485.22136__1.493,2.0985939607293282,21.18601870540446,4.963956400761379,2.229976251598321e-4,0.007398742634767287,0.07006305350319586
d1,319.1918__1.611,-0.8986298088418201,16.811030329398005,-4.928705262071302,2.3788402954290353e-4,0.007799797533365555,0.003603334911742806
d1,484.95532__1.492,1.4875074811028015,17.475026251942563,4.904271258602789,2.4880477291281365e-4,0.008063010489628042,-0.04254411896898613
d1,355.12176__1.45,2.4592299278091017,17.43540723008386,4.871476482232347,2.6428589313092865e-4,0.008364581529742364,-0.10458580794229011
d1,327.05092__1.519,0.48667978320937827,16.214991923863543,4.871107540637664,2.644656303530998e-4,0.008364581529742364,-0.10528444763549238
d1,385.22341__1.472,1.1858533141640963,17.946132191634693,4.8657004925304435,2.671143724962578e-4,0.008364581529742364,-0.11552510897519674
d1,224.99867__0.659,1.5165289829789497,16.96626100829387,4.751077835773782,3.3023112689029553e-4,0.010226157229369485,-0.33335005699275033
d1,232.8896__1.392,2.0770271382640244,16.126397120001418,4.671908232948947,3.826956218151911e-4,0.011720579098889424,-0.48459533976665625
d1,319.17604__1.36,-1.968440839406899,16.56521250290942,-4.631848907693399,4.1245749346418127e-4,0.012494772111789926,-0.561361430318307
d1,292.98658__0.609,1.0619269764632466,18.495297084517826,4.494808903399231,5.336546773415006e-4,0.015992425653234003,-0.8251132059496831
d1,217.14382__1.493,1.4116063285137606,19.127698589152608,4.426610888072483,6.071287045128191e-4,0.018000720207204543,-0.9569892262468667
d1,146.98181__0.565,1.518909920891508,19.757833455301377,4.401445661433327,6.368074437710755e-4,0.01868191942936829,-1.0057494183677935
d1,347.24444__1.504,-1.3544991073213641,17.09982641921132,-4.337113353408285,7.196620609135284e-4,0.020892689205895872,-1.130627509747974
d1,347.18838__1.431,1.8221353592518144,18.36746438113276,4.330110319384613,7.293273764908935e-4,0.02095500410598062,-1.1442405034375085
d1,219.12325__1.333,-1.5337448425374416,16.148672774006425,-4.260733313152355,8.326041174239325e-4,0.023678241584290813,-1.2792929187104027
