culture_day,peak,logFC,AveExpr,t,P.Value,adj.P.Val,B
d2,317.0103__7.295,5.3540641460887715,19.14454387908797,42.39197950792592,9.549500702814213e-16,1.054264877590689e-12,24.96140901402103
d2,249.02269__7.295,11.680019944603634,22.633610809011113,37.5575465086892,4.8270419857436474e-15,2.6645271761304935e-12,23.800050321556974
d2,88.95112__7.243,0.9417968669608455,17.742919358726837,11.565204640505092,2.2189681953578105e-8,8.165802958916743e-6,9.686154014877063
d2,265.01822__6.79,3.7105269786379735,17.98545545898479,10.910671745707248,4.5347967954351125e-8,1.0543283115888007e-5,8.955273232933914
d2,172.00658__7.317,0.822241180119371,17.863882397569114,10.864595642009673,4.7750376430652205e-8,1.0543283115888007e-5,8.90238709692465
d2,309.98864__7.323,0.7816313765170122,18.005083092158802,10.523706575279622,7.03502899701476e-8,1.2944453354507159e-5,8.505004355630874
d2,335.17103__7.661,-1.4421691573234579,18.568965923081368,-7.961040897736009,1.85346865346742e-6,2.923184847754331e-4,5.130099725601868
d2,248.91547__7.366,0.4883754784236727,17.13748942972417,6.976326492911919,7.936187367511265e-6,0.0010951938567165546,3.6237818483795152
d2,142.94675__1.223,1.7579819665566359,19.091583463872663,6.354887782246636,2.121072679919089e-5,0.0026018491540340826,2.605835604480216
d2,190.92723__7.833,0.8091225280707367,20.980395125372894,5.699732864750742,6.333155829550246e-5,0.006991804035823472,1.4749306116047745
d2,338.9109__7.233,0.46472451801760284,17.256228716842738,5.0625526945133625,1.9425037302018438e-4,0.019495673801298505,0.32000615464850224
d2,188.0639__7.575,0.7956400914510797,17.331578984389576,4.274554823020545,8.35191069255959e-4,0.07683757837154823,-1.1730703477604454
d2,218.80773__3.084,0.8026394348132493,16.950365530396596,3.9255033290882397,0.001628230533095263,0.13827434681055156,-1.850861518262315
d2,239.90293__0.47,-0.9803367887314782,23.487202287583305,-3.676660494812122,0.0026362944648546734,0.16637466904067025,-2.337107268452896
d2,283.26449__8.787,1.2187182272353847,24.287810761018847,3.6713068229765216,0.002663881514398847,0.16637466904067025,-2.3475795461574798
d2,335.83589__5.583,-0.9883637213476894,15.268881480512803,-3.671170089217797,0.0026645899148765996,0.16637466904067025,-2.3478470117281445
d2,92.92665__1.465,-0.37176552311271627,26.90259476845631,-3.648829016283754,0.0027829403098228217,0.16637466904067025,-2.3915492755348895
d2,128.93098__1.785,2.096819854701137,21.132126271850364,3.6406333965084707,0.0028276803204834674,0.16637466904067025,-2.407581254835427
d2,194.87285__1.498,-0.3049713482708583,22.98207095732824,-3.634196117221737,0.00286333216646081,0.16637466904067025,-2.4201736201029105
d2,110.98406__0.318,2.1099419305343865,18.850599866314784,3.5899616663108396,0.003120950124505211,0.17131634166861506,-2.506699804997483
d2,159.85933__1.895,-0.32424537299244893,21.419951516568524,-3.5677972956082993,0.00325873476000083,0.17131634166861506,-2.5500500044923964
d2,332.86918__2.377,0.804654770665986,15.002950673447097,3.5323029110149315,0.003492319006917637,0.1752509174380487,-2.6194591393330553
d2,224.86582__1.227,0.9503300660359776,19.147687849931128,3.4748773772370343,0.003906601448290634,0.178586002205175,-2.7317051214179777
d2,283.26441__8.623,1.5526612955137167,24.733456399509766,3.467119527253601,0.003966248405359081,0.178586002205175,-2.7468627929296723
d2,134.98686__0.438,1.2794218256427567,17.019422481753782,3.419359380068249,0.004354222095053498,0.178586002205175,-2.8401384152939224
d2,168.98906__5.589,-0.8125783222694245,18.656618753208342,-3.418287361933297,0.004363355809538324,0.178586002205175,-2.8422311815458006
d2,265.07038__7.091,0.9202261911521767,16.125149948353783,3.4133987701387114,0.004405252241108645,0.178586002205175,-2.851774025194108
d2,228.95938__5.704,0.9190474876778398,15.745780801122885,3.3949641484835125,0.004566915567668634,0.178586002205175,-2.887751308805745
d2,346.86459__11.548,-1.0559674047187892,15.8233939427969,-3.368872537857836,0.004805978968092313,0.178586002205175,-2.938647989169075
d2,529.30378__8.394,-1.087577424107526,21.228663552661796,-3.3512770240479557,0.004974258629731203,0.178586002205175,-2.9729540005555535
d2,180.91188__10.197,0.7770898421697132,16.048768706737807,3.34438268978476,0.005041796935304277,0.178586002205175,-2.9863918110646255
d2,487.25379__8.552,0.6965598349372338,19.706258389132017,3.330914053269117,0.005176405861019566,0.178586002205175,-3.0126366877561495
d2,288.11731__7.9,0.9716294381984484,21.469556981831712,3.19918704848702,0.006698461804759019,0.2204287630336971,-3.268738825981359
d2,167.03392__0.676,-0.34837262641786054,19.450801653501035,-3.1792506110806573,0.0069649428942191735,0.2204287630336971,-3.3073906397478963
d2,430.25337__8.091,1.08487774130032,20.685127813662866,3.177544683230453,0.00698823071211902,0.2204287630336971,-3.31069649295885
d2,174.88641__0.34,-0.259189492963313,15.244111115774572,-3.1324717558062765,0.007632456102020637,0.22865806683397857,-3.3979498940739323
d2,690.87997__1.012,-0.7559941491197317,19.221133492877236,-3.1304060564168155,0.007663359123964862,0.22865806683397857,-3.4019443235502744
d2,553.28725__7.746,0.8567346562713202,18.87607113641187,3.0756664012563113,0.008529207525375266,0.247795923895113,-3.5076416466735445
d2,265.14638__7.762,-0.9187022753487896,19.926775473438703,-3.022709946308415,0.009459149399118672,0.25429726756610677,-3.6095926478926925
d2,232.90209__1.152,-0.620682775966933,22.845348308355373,-3.0194784769169902,0.009519044022418145,0.25429726756610677,-3.615803401071591
d2,296.61728__8.217,2.1043117978346886,25.33408909362513,2.9975116376766993,0.009936270709633873,0.25429726756610677,-3.6579892933010707
d2,186.84571__10.29,0.8064290230911636,14.565578893054424,2.9831991913664146,0.010217801426158404,0.25429726756610677,-3.6854431917542905
d2,335.83602__12.651,-1.1161201698494398,16.24896079328487,-2.97875978376248,0.010306718941464996,0.25429726756610677,-3.693953486996054
d2,178.87811__1.475,-0.2155795403722878,22.015000422414072,-2.976903175332505,0.010344131746542267,0.25429726756610677,-3.6975118303959764
d2,80.97347__1.367,-0.5234063186381779,20.353351318741517,-2.9661984865971207,0.01056247713731898,0.25429726756610677,-3.718019479216877
d2,296.61711__8.072,2.2968559459918017,25.38547861318521,2.9645879468126903,0.010595719481921116,0.25429726756610677,-3.721103586798671
d2,177.93997__12.402,-0.22781516899143045,12.766163876880215,-2.942345006947307,0.011065534937942675,0.25541820914273355,-3.763662095707754
d2,178.87776__1.476,-0.21561947979306,22.270589866104167,-2.940512797808168,0.011105139527944936,0.25541820914273355,-3.7671647390751457
d2,307.15537__8.319,-0.4647335220747605,21.729191293707675,-2.8994179022577717,0.01203110364490746,0.2686766776043102,-3.8456007851718175
d2,135.01107__4.11,1.3167416747662666,17.350019583861155,2.893594592659147,0.01216832779005028,0.2686766776043102,-3.856695519408606
d2,151.02519__2.215,1.246853072074585,17.535267703612316,2.823419026143735,0.013948086329846131,0.3019350452578457,-3.9899794097560544
d2,133.01308__1.233,-0.49994060718551875,18.49491230833436,-2.794231243897269,0.014761448688328875,0.31339691061375147,-4.045175562096691
d2,247.97649__1.224,-0.38548991397707993,22.665996015180582,-2.771703292867079,0.015420826274802188,0.3140688258854518,-4.087674729529331
d2,247.97641__1.222,-0.38548992421732053,22.665996094342486,-2.771703284746253,0.015420826517611579,0.3140688258854518,-4.087674744832766
d2,308.99796__8.24,0.5795874655308845,19.243968614831687,2.761661485962403,0.015723948958014346,0.3140688258854518,-4.106588905279312
d2,58.99458__1.222,-0.35574967904907795,21.832303497719945,-2.754909664535556,0.015931027399986687,0.3140688258854518,-4.119295722161175
d2,237.03836__6.153,1.1572487365908364,15.59829441961175,2.7158203546821027,0.01718329328050653,0.3286282792636418,-4.192690071387095
d2,483.29757__8.51,0.9487776490752299,20.48806961488635,2.708230433251241,0.01743734264813602,0.3286282792636418,-4.206906236637371
d2,100.92521__0.383,-0.23104930492452097,18.364673180643518,-2.7045289766688536,0.017562562025864915,0.3286282792636418,-4.2138349866960905
d2,387.12903__6.739,0.5310807956076639,16.839846847045774,2.6854855667197244,0.018220770839281284,0.3352621834427756,-4.249438191018621
d2,254.98166__1.219,-0.3609455191122004,21.51917626072539,-2.65593417919412,0.01928996153291874,0.3491166808580703,-4.30453698878582
d2,319.81157__1.4,-0.9834338003110453,20.42562204109159,-2.6345930962600477,0.020099755328044366,0.3508990736312682,-4.34421049220217
