sample,U1,U2,U3,V1,V2,V3
DINP_high_wk22_control_d2_A,-2.086362039352872,-1.7807628169375205,1.6548346860191343,-7.587704562780244,-8.623671219446654,8.246375598188765
DINP_high_wk22_control_d2_B,-4.672359659485329,-6.901169285864034,7.352597592907722,-6.192677113459772,-7.995354871921016,7.794619277112038
DINP_high_wk22_control_d2_C,-0.8354056753481311,0.3033899499133198,-0.4617818598265009,2.5245605628255046,2.4642343149018697,-2.146063308779135
DINP_high_wk22_control_d2_D,0.30341634997163536,1.6006999258530237,-1.9202429694429843,-3.5592597814242635,-6.058530440818584,6.151416172963756
DINP_high_wk22_control_d2_E,0.7454946849503556,2.0732200917585093,-2.43551452182064,-1.0928625081898955,-1.548494691028978,1.6258902043943313
DINP_high_wk22_control_d2_F,0.6185369162724388,1.5498339343014844,-1.7558898751777903,-5.960885194900559,-4.06472549366229,3.4882809730132562
DINP_high_wk22_control_d2_G,-0.9113637365990093,1.7182740274966188,-2.568767377035928,2.3569074652244897,9.90451926692604,-10.389854063185634
DINP_high_wk22_control_d7_B,9.640759197517943,6.859236421044132,-5.873573797947165,1.0779251502458649,-3.1003098863575036,3.734475601796984
DINP_high_wk22_control_d7_C,8.116787514406804,8.198011794088096,-7.963683296071178,6.089464286006278,6.299480469673988,-5.737436310055383
DINP_high_wk22_control_d7_D,10.010091921662767,5.495750950115087,-4.201263707851701,3.491025020912952,-1.758564783851293,2.6895379952210186
DINP_high_wk22_control_d7_E,9.202101884162643,6.0326985532361,-4.9271257571429725,9.793140983532599,6.435349055443831,-5.181467185411849
DINP_high_wk22_control_d7_F,9.143428161673107,5.370490881295778,-4.197943260388736,7.974707713634944,8.166123242600149,-7.904196601568221
DINP_high_wk22_control_d7_G,9.22602050567022,6.344943103936559,-5.387381452591334,9.934935070606022,8.790827627087051,-7.7786619143139335
DINP_high_wk22_dinp_d2_A,-4.36895065405323,-6.110908113123774,6.48490513288018,-7.647642099108437,-6.777464152812659,6.198562801284492
DINP_high_wk22_dinp_d2_B,-2.809716258108196,-2.156781591446275,1.8878562719859064,-6.2485015023033785,-5.892291872670756,5.463080237679892
DINP_high_wk22_dinp_d2_C,-1.3172838287864348,-0.46886222166190317,0.3156043530135538,1.5250477645417375,6.659115343246232,-6.95073749090049
DINP_high_wk22_dinp_d2_D,-0.28512142525268025,0.8741355033276185,-1.25581568139458,-3.29706105523589,-6.30882996133512,6.467863912059093
DINP_high_wk22_dinp_d2_E,-0.39714066451593855,2.2663212489363023,-2.7857182267635703,1.2805995292310186,5.123784921367346,-5.2920286435642865
DINP_high_wk22_dinp_d2_F,0.13442576163867662,1.367694973001263,-1.5793429972513855,-2.183781460766397,3.5573969445278877,-4.344744404357275
DINP_high_wk22_dinp_d2_G,-1.5404032600938384,0.2614416430424453,-0.864714252888147,1.268287063712959,0.25590363061594723,0.07137343869145125
DINP_high_wk22_dinp_d7_A,3.341099740804796,1.7887789042427567,-1.626090521503991,6.784218855592095,2.1635515828746583,-1.0813719073847672
DINP_high_wk22_dinp_d7_B,2.1061055346441915,1.9687268111284406,-1.8294117946524173,7.072697331992529,-0.12892087634084312,1.5420518616786625
DINP_high_wk22_dinp_d7_C,2.447489758566384,2.631520479727216,-2.580646208563654,11.051440475173603,6.659852279053168,-5.228630313894678
DINP_high_wk22_dinp_d7_D,2.314804326148549,3.1340825465966278,-3.350254665285768,5.0573066619364635,2.135422128632593,-1.3163679692089014
DINP_high_wk22_dinp_d7_E,0.30072877608116116,0.1755791028263412,-0.04354629470505991,6.038458923625472,12.707530912993773,-12.807240597418707
DINP_high_wk22_dinp_d7_F,1.8326187608192692,2.2749625930094735,-2.6401268233798496,4.2484281107910435,4.743614755963688,-7.472939339539124
DINP_high_wk22_dinp_d7_G,2.5654633602102406,6.659051538733785,-7.606731836421051,10.02655669604839,15.761735191968445,-15.444136691743468
DINP_high_wk22_inoculum_d0_A,-8.596878926033602,-9.17713559862949,9.151443579964626,-9.333265523256236,-10.680939119121433,10.180605185079335
DINP_high_wk22_inoculum_d0_B,-8.900966858281013,-9.028930378787393,8.824475997511863,-10.166632679500312,-10.694603883790524,10.052867861385893
DINP_high_wk22_inoculum_d0_C,-8.678497666304011,-8.235771468426456,7.956551202149298,-3.8078226937039266,-5.159336966603453,5.0722374498334855
DINP_high_wk22_inoculum_d0_D,-6.951609686424065,-6.558784732839832,6.324503251950588,-7.185706695591221,-7.196337289051196,6.753805126044525
DINP_high_wk22_inoculum_d0_E,-6.130724492396455,-5.954481090023297,5.854368654800066,-7.062596831095315,-5.834593434954424,5.250851372272756
DINP_high_wk22_inoculum_d0_F,-7.779662184246229,-7.694111458188753,7.566153348538686,-8.750841945871594,-5.237162251372823,4.290148497734066
DINP_high_wk22_inoculum_d0_G,-5.786926139920032,-4.881146221682137,4.482273106384672,-7.518466018446543,-4.768310472737141,4.001833174892078
