dataset	culture_day	pathwayID	log2FC_exp	FDR_age	slope	direction	rep_features	pathway
DINP_high_wk40	d2	map00121	8.498944113826646	0.00138984787555829	0.11307090409663643	increasing_with_age	23	Secondary bile acid biosynthesis
DINP_high_wk40	d7	map00121	6.622731341943264	0.00138984787555829	0.11307090409663643	increasing_with_age	23	Secondary bile acid biosynthesis
DINP_high_wk40	d1	map00240	3.681841411204593	2.0838957186452307e-6	0.05022009183607053	increasing_with_age	55	Pyrimidine metabolism
DINP_high_wk40	d2	map00240	3.198684587267566	2.0838957186452307e-6	0.05022009183607053	increasing_with_age	55	Pyrimidine metabolism
DINP_high_wk40	d7	map00240	2.4725437961632672	2.0838957186452307e-6	0.05022009183607053	increasing_with_age	55	Pyrimidine metabolism
DINP_high_wk40	d1	map00290	3.3574866564169645	2.724197686185774e-4	0.20644828656016803	increasing_with_age	16	Valine, leucine and isoleucine biosynthesis
DINP_high_wk40	d2	map00290	2.2700118681785884	2.724197686185774e-4	0.20644828656016803	increasing_with_age	16	Valine, leucine and isoleucine biosynthesis
DINP_high_wk40	d7	map00290	2.525096801847889	2.724197686185774e-4	0.20644828656016803	increasing_with_age	16	Valine, leucine and isoleucine biosynthesis
DINP_high_wk40	d1	map00330	3.5149735353880565	0.00147040475526459	0.07304701664757984	increasing_with_age	42	Arginine and proline metabolism
DINP_high_wk40	d2	map00330	2.6067621324910943	0.00147040475526459	0.07304701664757984	increasing_with_age	42	Arginine and proline metabolism
DINP_high_wk40	d7	map00330	2.6370191841485355	0.00147040475526459	0.07304701664757984	increasing_with_age	42	Arginine and proline metabolism
DINP_high_wk40	d1	map00410	3.681841411204593	4.6480696301576566e-4	0.01876347899656358	increasing_with_age	27	beta-Alanine metabolism
DINP_high_wk40	d2	map00410	3.198684587267566	4.6480696301576566e-4	0.01876347899656358	increasing_with_age	27	beta-Alanine metabolism
DINP_high_wk40	d7	map00410	2.4725437961632672	4.6480696301576566e-4	0.01876347899656358	increasing_with_age	27	beta-Alanine metabolism
DINP_high_wk40	d1	map00540	0.973310571007581	7.167285982591185e-5	0.13742901569160793	increasing_with_age	5	Lipopolysaccharide biosynthesis
DINP_high_wk40	d2	map00540	1.386533033283408	7.167285982591185e-5	0.13742901569160793	increasing_with_age	5	Lipopolysaccharide biosynthesis
DINP_high_wk40	d7	map00540	1.5332545619701494	7.167285982591185e-5	0.13742901569160793	increasing_with_age	5	Lipopolysaccharide biosynthesis
DINP_high_wk40	d1	map00562	4.979103753004632	1.6360534115572282e-5	0.17738972973595493	increasing_with_age	23	Inositol phosphate metabolism
DINP_high_wk40	d2	map00562	4.804988558051172	1.6360534115572282e-5	0.17738972973595493	increasing_with_age	23	Inositol phosphate metabolism
DINP_high_wk40	d7	map00562	3.281044330911178	1.6360534115572282e-5	0.17738972973595493	increasing_with_age	23	Inositol phosphate metabolism
DINP_high_wk40	d1	map00572	6.710069468743513	1.0429032106077938e-6	0.0562204572908051	increasing_with_age	5	Arabinogalactan biosynthesis - Mycobacterium
DINP_high_wk40	d2	map00572	5.392944782198892	1.0429032106077938e-6	0.0562204572908051	increasing_with_age	5	Arabinogalactan biosynthesis - Mycobacterium
DINP_high_wk40	d7	map00572	1.8194386665412023	1.0429032106077938e-6	0.0562204572908051	increasing_with_age	5	Arabinogalactan biosynthesis - Mycobacterium
DINP_high_wk40	d1	map00590	3.086813835448305	0.00461407957991129	0.01123583398101956	increasing_with_age	64	Arachidonic acid metabolism
DINP_high_wk40	d2	map00590	2.8033102030588317	0.00461407957991129	0.01123583398101956	increasing_with_age	64	Arachidonic acid metabolism
DINP_high_wk40	d7	map00590	2.4649416582334416	0.00461407957991129	0.01123583398101956	increasing_with_age	64	Arachidonic acid metabolism
DINP_high_wk40	d1	map00620	4.04611695033876	0.03514216479796812	0.03831053225316111	increasing_with_age	13	Pyruvate metabolism
DINP_high_wk40	d2	map00620	4.084053346606172	0.03514216479796812	0.03831053225316111	increasing_with_age	13	Pyruvate metabolism
DINP_high_wk40	d7	map00620	2.895050939564157	0.03514216479796812	0.03831053225316111	increasing_with_age	13	Pyruvate metabolism
DINP_high_wk40	d1	map00623	0.9330349816980386	0.01308910485124869	0.08911124062956403	increasing_with_age	38	Toluene degradation
DINP_high_wk40	d2	map00623	1.3703969283361404	0.01308910485124869	0.08911124062956403	increasing_with_age	38	Toluene degradation
DINP_high_wk40	d7	map00623	1.5198110376750211	0.01308910485124869	0.08911124062956403	increasing_with_age	38	Toluene degradation
DINP_high_wk40	d1	map00680	3.513015142145071	0.00336973808873389	0.01007240371316882	increasing_with_age	53	Methane metabolism
DINP_high_wk40	d2	map00680	3.3644348361393366	0.00336973808873389	0.01007240371316882	increasing_with_age	53	Methane metabolism
DINP_high_wk40	d7	map00680	2.724058691410397	0.00336973808873389	0.01007240371316882	increasing_with_age	53	Methane metabolism
DINP_high_wk40	d1	map00730	2.803729235329899	0.01096870080198388	0.0296777892498298	increasing_with_age	15	Thiamine metabolism
DINP_high_wk40	d2	map00730	2.645809956429958	0.01096870080198388	0.0296777892498298	increasing_with_age	15	Thiamine metabolism
DINP_high_wk40	d7	map00730	2.6807880717880765	0.01096870080198388	0.0296777892498298	increasing_with_age	15	Thiamine metabolism
DINP_high_wk40	d1	map00901	1.1553682420048192	0.00147040475526459	0.03768938810087746	increasing_with_age	20	Indole alkaloid biosynthesis
DINP_high_wk40	d2	map00901	1.0330935824414262	0.00147040475526459	0.03768938810087746	increasing_with_age	20	Indole alkaloid biosynthesis
DINP_high_wk40	d1	map00904	4.633130497788696	0.01600750272921965	0.06098853933827015	increasing_with_age	47	Diterpenoid biosynthesis
DINP_high_wk40	d2	map00904	4.310573674535766	0.01600750272921965	0.06098853933827015	increasing_with_age	47	Diterpenoid biosynthesis
DINP_high_wk40	d7	map00904	3.7758223331923526	0.01600750272921965	0.06098853933827015	increasing_with_age	47	Diterpenoid biosynthesis
DINP_high_wk40	d1	map00906	4.979103753004632	7.167285982591185e-5	0.18064026344163547	increasing_with_age	22	Carotenoid biosynthesis
DINP_high_wk40	d2	map00906	4.804988558051172	7.167285982591185e-5	0.18064026344163547	increasing_with_age	22	Carotenoid biosynthesis
DINP_high_wk40	d7	map00906	3.281044330911178	7.167285982591185e-5	0.18064026344163547	increasing_with_age	22	Carotenoid biosynthesis
DINP_high_wk40	d1	map00920	9.305250296176874	1.316515283820036e-4	0.1323001992138262	increasing_with_age	29	Sulfur metabolism
DINP_high_wk40	d2	map00920	8.498944113826646	1.316515283820036e-4	0.1323001992138262	increasing_with_age	29	Sulfur metabolism
DINP_high_wk40	d7	map00920	6.622731341943262	1.316515283820036e-4	0.1323001992138262	increasing_with_age	29	Sulfur metabolism
DINP_high_wk40	d1	map00930	3.3574866564169645	0.00148399811203875	0.19215222255512537	increasing_with_age	11	Caprolactam degradation
DINP_high_wk40	d2	map00930	2.2700118681785884	0.00148399811203875	0.19215222255512537	increasing_with_age	11	Caprolactam degradation
DINP_high_wk40	d7	map00930	2.525096801847889	0.00148399811203875	0.19215222255512537	increasing_with_age	11	Caprolactam degradation
DINP_high_wk40	d1	map00946	3.698429308756833	0.04338864493941959	0.07046680702787113	increasing_with_age	46	Degradation of flavonoids
DINP_high_wk40	d2	map00946	2.8526444118269403	0.04338864493941959	0.07046680702787113	increasing_with_age	46	Degradation of flavonoids
DINP_high_wk40	d7	map00946	2.3738153028700264	0.04338864493941959	0.07046680702787113	increasing_with_age	46	Degradation of flavonoids
DINP_high_wk40	d1	map00980	5.153257739054443	0.01148938000454916	0.03179283585284309	increasing_with_age	37	Metabolism of xenobiotics by cytochrome P450
DINP_high_wk40	d2	map00980	6.078217790553171	0.01148938000454916	0.03179283585284309	increasing_with_age	37	Metabolism of xenobiotics by cytochrome P450
DINP_high_wk40	d7	map00980	4.557054188607742	0.01148938000454916	0.03179283585284309	increasing_with_age	37	Metabolism of xenobiotics by cytochrome P450
DINP_high_wk40	d1	map00998	1.076583865672894	0.00249289213129633	-0.0059666250970028	decreasing_with_age	45	Biosynthesis of various antibiotics
DINP_high_wk40	d2	map00998	0.9835666633458312	0.00249289213129633	-0.0059666250970028	decreasing_with_age	45	Biosynthesis of various antibiotics
DINP_high_wk40	d2	map01051	1.028113759996676	5.869970447784424e-4	0.00661412509348963	increasing_with_age	17	Biosynthesis of ansamycins
DINP_high_wk40	d1	map01061	1.2206126481967383	0.03822689392539958	-0.03601176163700331	decreasing_with_age	64	Biosynthesis of phenylpropanoids
DINP_high_wk40	d2	map01061	1.0831395264361905	0.03822689392539958	-0.03601176163700331	decreasing_with_age	64	Biosynthesis of phenylpropanoids
DINP_high_wk40	d7	map01061	0.9065387103775993	0.03822689392539958	-0.03601176163700331	decreasing_with_age	64	Biosynthesis of phenylpropanoids
DINP_high_wk40	d1	map01100	3.852845655931807	0.00339416502403154	0.04313003560956204	increasing_with_age	570	Metabolic pathways
DINP_high_wk40	d2	map01100	3.6407606816199647	0.00339416502403154	0.04313003560956204	increasing_with_age	570	Metabolic pathways
DINP_high_wk40	d7	map01100	2.928176986928623	0.00339416502403154	0.04313003560956204	increasing_with_age	570	Metabolic pathways
DINP_high_wk40	d1	map01110	2.5243063160658905	0.02248853669855484	0.0142834879786524	increasing_with_age	447	Biosynthesis of secondary metabolites
DINP_high_wk40	d2	map01110	2.3974830028282237	0.02248853669855484	0.0142834879786524	increasing_with_age	447	Biosynthesis of secondary metabolites
DINP_high_wk40	d7	map01110	1.887230650559494	0.02248853669855484	0.0142834879786524	increasing_with_age	447	Biosynthesis of secondary metabolites
DINP_high_wk40	d1	map01120	4.671623577140229	0.00138984787555829	0.05756911711342439	increasing_with_age	322	Microbial metabolism in diverse environments
DINP_high_wk40	d2	map01120	4.398841421529372	0.00138984787555829	0.05756911711342439	increasing_with_age	322	Microbial metabolism in diverse environments
DINP_high_wk40	d7	map01120	3.7107729967078673	0.00138984787555829	0.05756911711342439	increasing_with_age	322	Microbial metabolism in diverse environments
DINP_high_wk40	d1	map01200	3.944420667562688	0.02003731590925258	0.01072127675991495	increasing_with_age	50	Carbon metabolism
DINP_high_wk40	d2	map01200	3.750831917276661	0.02003731590925258	0.01072127675991495	increasing_with_age	50	Carbon metabolism
DINP_high_wk40	d7	map01200	1.8717261618423735	0.02003731590925258	0.01072127675991495	increasing_with_age	50	Carbon metabolism
DINP_high_wk40	d1	map01240	5.530867413828176	0.00740424915039794	0.02971965177978205	increasing_with_age	103	Biosynthesis of cofactors
DINP_high_wk40	d2	map01240	4.830806865491573	0.00740424915039794	0.02971965177978205	increasing_with_age	103	Biosynthesis of cofactors
DINP_high_wk40	d7	map01240	4.469598569852971	0.00740424915039794	0.02971965177978205	increasing_with_age	103	Biosynthesis of cofactors
DINP_high_wk40	d1	map01502	9.305250296176874	1.3276917337289943e-4	0.13276915093719907	increasing_with_age	19	Vancomycin resistance
DINP_high_wk40	d2	map01502	8.498944113826646	1.3276917337289943e-4	0.13276915093719907	increasing_with_age	19	Vancomycin resistance
DINP_high_wk40	d7	map01502	6.622731341943262	1.3276917337289943e-4	0.13276915093719907	increasing_with_age	19	Vancomycin resistance
DINP_high_wk40	d1	map04024	2.803729235329899	0.01495288327311528	0.03984693107643893	increasing_with_age	9	cAMP signaling pathway
DINP_high_wk40	d2	map04024	2.645809956429958	0.01495288327311528	0.03984693107643893	increasing_with_age	9	cAMP signaling pathway
DINP_high_wk40	d7	map04024	2.6807880717880765	0.01495288327311528	0.03984693107643893	increasing_with_age	9	cAMP signaling pathway
DINP_high_wk40	d1	map04921	3.681841411204593	0.04469873058519246	-0.08839224387915515	decreasing_with_age	16	Oxytocin signaling pathway
DINP_high_wk40	d2	map04921	3.198684587267566	0.04469873058519246	-0.08839224387915515	decreasing_with_age	16	Oxytocin signaling pathway
DINP_high_wk40	d7	map04921	2.4725437961632672	0.04469873058519246	-0.08839224387915515	decreasing_with_age	16	Oxytocin signaling pathway
DINP_high_wk40	d1	map05204	5.212339812012532	0.03514216479796812	0.03128669983522499	increasing_with_age	21	Chemical carcinogenesis - DNA adducts
DINP_high_wk40	d2	map05204	5.8867307260231625	0.03514216479796812	0.03128669983522499	increasing_with_age	21	Chemical carcinogenesis - DNA adducts
DINP_high_wk40	d7	map05204	4.518186644006594	0.03514216479796812	0.03128669983522499	increasing_with_age	21	Chemical carcinogenesis - DNA adducts
DINP_high_wk40	d1	map05208	4.876027125655832	0.03822689392539958	0.03122993448121832	increasing_with_age	20	Chemical carcinogenesis - reactive oxygen species
DINP_high_wk40	d2	map05208	5.901640379971372	0.03822689392539958	0.03122993448121832	increasing_with_age	20	Chemical carcinogenesis - reactive oxygen species
DINP_high_wk40	d7	map05208	4.574348494403185	0.03822689392539958	0.03122993448121832	increasing_with_age	20	Chemical carcinogenesis - reactive oxygen species
