sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49
BPS_high_wk17_bps_d1_A,-1.6644249614405477,7.316182585388137,13.028736324634059,-12.584537477035346,-17.515459475865324,5.013429816309631,-10.230480373754418,9.78951993201723,-4.275696270398677,0.932325182296239,-3.5896670710828316,3.8057705893468268,-2.202611223522193,1.4151002714019247,-6.59196360283638,-3.2613454124884935,1.0627069629975467,6.542576788429853,3.393663478125138,-7.246301087783941,-2.6324870230474953,-6.446191003726381,0.14924793729785446,9.066688503172575,9.610275775678465,-3.67426224519329,-4.422098260780844,-2.9592539280078447,-1.6619256067184132,-3.9680270249235297,-7.111140285983599,-5.340197571004947,5.223383888506719,14.69575403440007,-0.6743553965667711,-2.7283472477337463,-5.216718514953815,-1.9486701123659071,-3.622011658538408,-1.121096791500278,1.5615035591253963,5.183530337734982,1.3404847515978908,1.9981983682016022,-15.919512968248515,-4.042619085217038,1.0009640830910882,-3.4823920434367097,-4.0612617912399706e-13
BPS_high_wk17_bps_d1_B,6.139162153597173,7.545585849203196,12.51314318128564,-2.006771035135081,-17.526550390789932,-10.409522890971965,-5.022474591940247,-4.485583435273502,-8.854885913140603,0.5240085555506144,0.6080659486118336,-5.8178259433744834,2.1392274019092015,-16.642407009263245,-2.2275054512770893,-3.868684048944738,-2.4509321399738453,10.03617334515099,6.983104645661984,-0.15689815247436956,4.9656134729225805,3.6287000147593083,-5.082266127264368,-2.6850067956646377,4.2980966622073895,-7.974386305988898,9.577091025455765,-2.7776087600319874,4.364781496330657,-0.46690645227856575,-1.2514092539783976,-4.051346314108532,-0.5033864299814425,-11.34460655976849,-5.569612121623217,-3.469332992784387,-2.0135277015762365,-8.884802597067399,5.106883016364522,-0.2459879712537271,-2.0435379212333706,-4.0006380693179064,5.070860418403001,-1.1327250322555498,2.6627176596577846,-12.499306797876443,3.241742506182605,5.939521795112023,-3.5954863038524374e-13
BPS_high_wk17_bps_d1_C,-4.7667462075772615,4.293108384971021,5.6902601916086795,-10.735989482140482,-17.578532288603533,-7.1719563444994145,7.106609199018353,17.77991802131542,-7.0381238154254,-13.605985838749861,-3.6905952609326063,2.2680905528471453,2.0082266067558274,1.7007957324576963,-6.028822538453849,6.520284849259785,3.640288299639985,-2.208710471077183,3.7046361665690113,3.049335179345077,2.976671458798572,-3.105167833770246,-2.7941992327188894,-3.056943181487531,-14.521140110921847,0.9754187530937278,-6.455362305742239,5.164250593615959,0.6403328647012705,7.978559238119384,-2.929447184323004,-3.7909043011862376,-2.7331483244975963,11.357467297530858,-5.704536609119844,4.52066660981001,-6.786814868334648,3.4166577665124493,5.518298910320496,-1.3619266073047762,5.756223651725292,-5.708968063248563,3.5599675301987728,-2.4350451743150994,8.266398343763807,1.4092931394873476,6.897906181146064,4.330816559483361,-3.6311946737898274e-13
BPS_high_wk17_bps_d1_D,17.800920393228967,-28.831675626303408,-13.570540173012382,-27.350786377437796,-4.765316733983789,14.153571522401274,11.987929094911086,-2.182871774023235,-2.782227965782371,-0.34651413243598894,1.047713597526674,-6.74956105495786,11.13906444522406,-5.6732232811960674,0.25710167138951107,-7.623361162141193,-2.505956080536165,0.3301464499309116,-0.4757098024805012,-0.4465972382681621,0.1712214656310506,-4.986155191661292,-2.3081644303279543,-0.2928909512710744,5.205892282442929,2.043422802969784,4.050610831835251,6.399134176943594,-1.0826900804379676,8.864981771297067,-3.229749082855357,-1.2590578926775426,-5.3371482928254155,-9.669645373057323,-3.6746454714721857,4.213812957339019,-3.4776630698587048,-1.5098511249737403,-1.5499358949283681,2.8784475647880887,2.8603249634052044,-5.1292212983082335,-0.9602681721154708,-4.430342246125476,-9.61115602384078,11.759546898724173,4.809682566215722,-5.3375355411292675,-3.219839715517975e-13
BPS_high_wk17_bps_d1_E,6.777474061763613,-8.917354697459592,14.238002405564346,-0.3001464764799271,-3.7045311438087114,9.3853394988662,-20.37306972303122,0.7807510975385185,-11.780940338652266,1.6652669403618,-3.0006142187942615,4.598567083863918,-3.5112689298811475,-9.250099068081344,10.479880607670584,9.310638840050586,4.918297677077695,-0.6186894582892624,-5.21701850206967,4.453771791014129,-2.4563596758746336,-2.7495850601345033,2.549917043324379,6.530397694205146,-2.1530633168834092,4.223045439948188,-4.139109509868684,-1.1905011555768554,-4.348864995424912,3.7362493840980235,0.1781967784126024,-4.102628011182728,-2.953330066805222,-2.655455497048993,0.18363690831009868,12.055457789743127,-1.6678897874461591,-8.23221816212801,-4.05676885313767,-2.1224900564069147,-9.028113134278392,2.474938343024946,-14.105939273372995,2.02001083673195,5.652757113100762,-2.6100415871315112,4.071855371489982,-3.6675365981214854,-3.770639329074598e-13
BPS_high_wk17_bps_d1_F,8.027676964172532,-7.04711582288163,10.352308224759861,-2.902780530505227,-6.347987347420029,1.4154740385685507,-6.556301539606452,-1.6045475577604182,-12.055666998175289,-2.6972699959800686,-7.2650955824936405,0.42352586793258473,3.7738397523048053,-2.364170137806894,-1.926366862055796,-8.254120405995687,9.019828361397328,-0.5464144010227088,0.2651677720164552,0.3831246630061551,-2.8883497985443425,5.612844217639417,12.52521667279068,15.435693398955184,-0.6358317056636573,0.02270344094481112,0.5531277065663468,1.9753394913732867,-2.9461361264393595,-4.315420418245127,-9.922811077852057,9.903592558672628,8.765311454045916,-6.9207053779657475,4.393143910404365,-1.8320037200883696,2.1071169870412727,7.782029097034219,1.1617403560697754,-7.6546082625101155,1.7935576326800782,-4.209380620977779,8.351687158042603,1.6991438396610534,8.356167533844276,4.073057991813724,-1.4310330962028357,-4.039340534786113,-3.5744775215086515e-13
BPS_high_wk17_bps_d1_G,4.772728511076638,-5.175932064567881,10.500575131289965,-1.4553312678348842,-9.119468200649012,3.1930243169990953,-9.359560739916676,-2.460430353100472,-12.430201788573076,-14.774953773993484,2.073321418048977,1.4731733533976943,-4.552688009021238,3.456493635337994,2.6485823043676264,0.5116117719424595,-4.598861514446332,-3.3338107888518014,9.425212169039275,1.1521594543796327,-7.010328472512691,4.706102852418657,6.580267342520361,-9.711538520654353,-8.66001755408082,15.194558485699526,6.5807396168134495,11.103851712007609,-1.6781900774127503,2.1732076004994236,2.499240320973101,6.420193124109622,-4.131587772860372,-2.7435007387795918,6.313618649531922,-8.844681837082593,-0.871593807405537,-1.2191723613793795,-0.2289224543275106,3.0294838021859203,3.4574489352418003,7.259397624280566,-0.7870155224358891,-0.18404883623734936,-7.517436158384339,-6.617056810584306,-3.0451357402914425,-0.5264855611403392,-3.6437372359375173e-13
BPS_high_wk17_bps_d2_A,7.225308274272778,-1.838847205048213,2.3819488897181786,-5.898556124948247,-15.173631502537802,-1.6025357463007788,-6.1148020002166055,12.458161092111382,4.34898547119686,8.473957143013335,6.069117732997177,9.159410305440645,-8.140590680055409,9.295459560581707,-6.113680163430415,0.016909456912018252,12.48130786365707,2.2318759593934434,-7.045142282666664,2.623244279443709,3.316914113794258,5.700181677388337,7.9810836838633685,-7.098266327231578,5.704099393615441,-7.753366213539239,13.474185640638435,0.6539621073806553,-1.2108215857402247,-8.710739572765245,4.2340977371464215,0.879705665612504,-4.311816837169097,-1.5953551150353262,0.22610490090865631,1.1721558383654471,-7.606064106681773,0.9583809107023326,9.160103321856763,7.649782692391167,1.4062165465356207,5.7841380629059485,-4.791967636587835,-1.4111612440036794,3.2348005264171418,7.558756692703445,0.6247708049111761,-1.2324528895961187,-3.7129108317889794e-13
BPS_high_wk17_bps_d2_B,13.084520296374933,0.2933084986610839,-7.120663619506991,-5.444101295051668,-17.567938507342923,-7.300659724857175,7.581622121753216,-17.573853248383138,-6.470473122476928,6.7670674835000355,-3.705081222945637,13.19597736204611,4.538205793641371,5.145937729105215,12.041923556588122,10.805170031343629,4.377059264692349,-4.179135117276136,-1.4408774647783067,-7.5464841433744185,1.9685284467817794,5.480368170085079,-2.9809711264376606,-8.170389865721408,-1.517026322819685,-2.7863135079108905,2.308791111682198,-2.562155014193987,-1.025324277059101,-5.71671208562846,-5.3695996342359775,1.7017231234794177,1.2370084606575829,1.9940038274988134,-4.170886362928824,-1.5806579444465352,-3.1659502031253828,6.481461958539759,-15.061164211838655,6.317820111679863,1.0910546865328459,-10.856345205236638,-1.9864075595388606,1.9545465529241373,-0.32686559728556486,-3.335996716075813,-2.5878821458663275,-0.7757116454744806,-3.639072638952657e-13
BPS_high_wk17_bps_d2_C,5.7247949278472,7.837876934217035,3.085190410771019,1.4925280175687061,-24.49286820723099,-10.278352104853992,4.061506130013827,-6.112352781870079,-2.2161040104582015,-4.4245073478410974,21.572491502187727,-3.872938601696855,4.604481515473309,-7.439199814642123,-1.392289630367211,-10.353077890456904,5.533454566384832,-10.10566592719071,-11.092853507164827,-5.610417645323867,-4.259651047367665,-8.905582618547603,-7.040709831399455,-3.173737869500833,3.7376430171557167,1.4057313731657068,-4.354718075510259,4.102976093683166,-4.955973035337335,0.13072795200302267,3.072196598483008,4.06428567757111,-1.7925748847529828,2.6893355755208375,1.0351585707739608,0.019167319149854537,0.7128262693207267,5.4731742734543225,-0.5809824676881996,-3.879782837235663,-12.57544800594399,5.394634039472769,1.8041607716794612,0.8892202723509041,1.309384968922092,2.312306155568505,-4.809334490164666,6.6476680033158955,-3.5888638976553247e-13
