dataset	culture_day	pathway	log2FC	feature_counts	sig_feature_counts	features	sig_features
BPS_high_wk22	d7	map01120	0.6635032012464727	300	35	107.04881__2.145;107.04881__2.145;111.04377__0.422;111.04378__0.412;115.07513__1.483;119.04888__0.803;119.04893__0.82;119.04894__1.335;119.04899__6.691;126.05482__1.338;129.01809__0.359;129.01809__0.359;129.01809__0.359;130.08604__0.63;130.08605__0.618;130.08607__1.018;133.01307__4.653;133.01308__1.233;133.01308__4.567;135.04397__1.834;135.04397__1.834;135.04397__1.834;138.01851__0.392;147.06517__1.255;147.06517__1.255;147.06526__2.488;147.06526__2.488;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;149.04446__1.047;149.04446__1.047;149.04446__1.047;149.04451__0.435;149.04451__0.435;149.04451__0.435;149.0446__0.865;149.0446__0.865;149.0446__0.865;149.04462__4.821;149.04462__4.821;149.04462__4.821;151.02495__0.678;151.02503__0.756;151.02519__2.215;152.03421__0.382;153.01803__2.667;153.01826__0.473;153.01829__1.072;153.0183__0.471;153.01838__4.142;153.02947__4.808;153.02949__1.216;155.04499__0.923;155.04505__0.788;155.04512__4.753;156.02922__0.411;156.99396__1.426;156.99396__1.426;156.99396__1.426;156.99414__2.325;157.01299__0.881;157.01306__1.009;157.01307__4.856;157.01309__0.467;157.01319__0.468;157.01328__1.199;157.0133__1.1;159.0289__0.894;159.07624__1.113;159.07635__0.895;163.03903__2.57;163.07541__1.403;164.07067__0.757;164.07072__0.755;164.07084__2.56;167.03337__4.846;167.03337__4.846;167.03337__4.846;167.03392__0.676;167.03392__0.676;167.03392__0.676;167.03397__0.381;167.03397__0.381;167.03397__0.381;168.9804__0.989;168.98107__1.418;169.12211__1.581;169.12241__1.598;171.00482__4.333;171.00482__4.806;172.00648__0.942;172.00649__1.19;172.0065__1.207;172.00658__7.317;172.00661__6.449;172.00665__4.039;174.05509__1.456;175.02374__1.2;175.02385__0.471;175.02387__0.471;175.02388__0.374;175.02392__4.859;175.02392__4.859;175.02401__1.994;177.03952__0.47;177.03952__0.47;177.03954__0.486;177.03954__0.486;179.05512__0.505;179.05512__0.505;179.05512__0.505;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05516__4.587;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.476;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05518__0.713;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;179.05563__2.611;179.05563__2.611;179.05563__2.611;180.06564__0.65;180.06573__0.692;180.06578__0.357;181.01343__1.019;181.01343__1.048;181.01343__4.823;181.01345__1.124;181.01349__1.244;181.01351__1.172;186.11278__0.924;186.964__0.458;190.07219__1.221;192.98919__8.005;193.03445__0.38;193.03445__0.38;193.03458__4.862;193.03458__4.862;193.03459__0.928;193.03459__0.928;193.03461__0.986;193.03461__0.986;193.03462__4.669;193.03462__4.669;193.03463__1.185;193.03463__1.185;193.03469__4.84;193.03469__4.84;193.03471__1.203;193.03471__1.203;193.03472__0.42;193.03472__0.42;193.0711__1.48;193.0711__1.48;195.05005__1.181;195.05021__0.788;195.05024__0.472;195.05026__1.002;195.05026__1.002;195.05026__1.002;195.05032__1.209;195.05035__0.815;195.13834__1.526;199.02349__4.831;199.02411__1.033;199.02412__0.925;199.02416__1.101;203.08194__0.936;207.08701__3.124;207.08701__3.124;209.04361__3.474;209.04361__3.81;209.04463__7.022;209.04483__1.331;209.04504__1.394;209.04504__1.394;209.04504__1.394;213.11287__7.72;213.11287__7.72;214.99507__4.797;214.99514__4.336;221.04458__6.961;221.04458__6.961;221.04518__1.352;221.04518__1.352;226.95057__0.477;226.9506__0.479;226.95102__7.118;230.06649__0.47;230.06653__0.467;239.01627__4.875;243.01602__0.462;243.01691__0.465;243.01712__0.464;248.93876__1.193;248.93878__1.166;255.04841__0.699;255.04862__0.725;255.06591__2.434;255.06592__1.487;255.06593__1.637;255.06612__1.46;255.0664__7.705;257.08185__1.532;257.08187__1.55;257.08191__2.565;257.08195__1.439;257.082__1.692;257.08206__8.063;258.03855__6.013;258.03855__6.013;265.01805__2.317;265.01805__2.317;265.01805__2.317;265.01805__2.317;265.01805__2.317;265.01805__2.317;265.01822__6.79;265.01822__6.79;265.18058__1.686;265.18077__1.549;265.18112__8.292;269.0456__4.194;269.04561__1.536;269.04566__1.552;269.06597__2.294;271.06133__1.491;271.06134__1.513;271.06138__2.505;273.07698__1.518;273.07701__1.493;273.07709__7.917;293.21204__1.667;293.21224__2.686;299.07615__4.236;299.07658__2.198;305.1606__1.447;309.20713__1.575;315.25413__1.597;327.08775__1.09;329.10326__1.173;329.10332__1.363;329.10333__1.214;329.10338__1.351;329.10339__6.768;329.10357__2.23;329.10358__7.853;329.10359__7.561;335.05745__1.635;345.21008__1.657;345.21015__1.62;351.21665__1.546;351.21665__1.546;351.21671__1.498;351.21671__1.498;351.2175__2.513;351.2175__2.513;351.21797__1.527;351.21797__1.527;363.18176__1.443;363.18176__1.443;363.18176__1.443;363.18223__1.403;389.14574__7.943;391.28564__1.735;391.28564__1.832;391.28567__1.668;391.28568__1.634;391.28571__8.863;391.28583__2.748;391.28591__8.833;391.28859__2.07;405.26456__1.555;405.26458__1.587;405.26467__2.547;443.25828__1.62;443.25957__1.592;450.31511__3.071;487.23721__1.51;487.2373__1.477;487.23731__2.453;567.30014__1.472;567.30027__1.446;567.30044__2.464	147.06517__1.255;147.06517__1.255;156.99396__1.426;156.99396__1.426;156.99396__1.426;157.01307__4.856;163.03903__2.57;164.07072__0.755;175.02392__4.859;175.02392__4.859;179.05518__0.713;179.05518__0.713;179.05518__0.713;179.05518__0.713;179.05518__0.713;181.01343__4.823;193.03458__4.862;193.03458__4.862;193.03462__4.669;193.03462__4.669;209.04504__1.394;209.04504__1.394;209.04504__1.394;265.01805__2.317;265.01805__2.317;265.01805__2.317;265.01805__2.317;265.01805__2.317;265.01805__2.317;299.07658__2.198;363.18176__1.443;363.18176__1.443;363.18176__1.443;391.28564__1.832;391.28567__1.668
BPS_high_wk22	d7	map01220	0.8904215234528498	131	18	107.04881__2.145;107.04881__2.145;111.04377__0.422;111.04378__0.412;119.04888__0.803;119.04893__0.82;119.04894__1.335;119.04899__6.691;129.01809__0.359;129.01809__0.359;135.04397__1.834;147.06517__1.255;147.06526__2.488;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;149.04446__1.047;149.04446__1.047;149.04446__1.047;149.04451__0.435;149.04451__0.435;149.04451__0.435;149.0446__0.865;149.0446__0.865;149.0446__0.865;149.04462__4.821;149.04462__4.821;149.04462__4.821;152.03421__0.382;159.07624__1.113;159.07635__0.895;163.07541__1.403;167.03337__4.846;167.03392__0.676;167.03397__0.381;171.00482__4.333;171.00482__4.806;172.00648__0.942;172.00649__1.19;172.0065__1.207;172.00658__7.317;172.00661__6.449;172.00665__4.039;175.02374__1.2;175.02385__0.471;175.02387__0.471;175.02388__0.374;175.02392__4.859;175.02392__4.859;175.02401__1.994;179.05512__0.505;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;179.05563__2.611;181.01343__1.019;181.01343__1.048;181.01343__4.823;181.01345__1.124;181.01349__1.244;181.01351__1.172;186.964__0.458;192.98919__8.005;193.03445__0.38;193.03458__4.862;193.03459__0.928;193.03461__0.986;193.03462__4.669;193.03463__1.185;193.03469__4.84;193.03471__1.203;193.03472__0.42;193.0711__1.48;195.05026__1.002;195.05026__1.002;195.05026__1.002;199.02349__4.831;199.02411__1.033;199.02412__0.925;199.02416__1.101;203.08194__0.936;207.08701__3.124;209.04361__3.474;209.04361__3.81;209.04463__7.022;209.04483__1.331;209.04504__1.394;209.04504__1.394;209.04504__1.394;221.04458__6.961;221.04518__1.352;255.04841__0.699;255.04862__0.725;265.01805__2.317;265.01805__2.317;265.01805__2.317;265.01822__6.79;265.18058__1.686;265.18077__1.549;265.18112__8.292;269.06597__2.294;271.06133__1.491;271.06134__1.513;271.06138__2.505;335.05745__1.635;345.21008__1.657;345.21015__1.62;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527;363.18176__1.443;363.18176__1.443;363.18176__1.443;363.18223__1.403;389.14574__7.943;443.25828__1.62;443.25957__1.592	147.06517__1.255;175.02392__4.859;175.02392__4.859;179.05518__0.713;179.05518__0.713;179.05518__0.713;181.01343__4.823;193.03458__4.862;193.03462__4.669;209.04504__1.394;209.04504__1.394;209.04504__1.394;265.01805__2.317;265.01805__2.317;265.01805__2.317;363.18176__1.443;363.18176__1.443;363.18176__1.443
BPS_high_wk22	d7	map01521	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map02010	0.8522170549440702	70	10	133.01307__4.653;133.01308__1.233;133.01308__4.567;135.04397__1.834;147.06517__1.255;147.06526__2.488;149.00803__0.964;149.00804__0.917;149.00811__0.449;149.00842__2.603;149.00847__3.563;149.0085__1.923;151.02495__0.678;151.02503__0.756;151.02519__2.215;152.03421__0.382;167.03337__4.846;167.03392__0.676;167.03397__0.381;171.00482__4.333;171.00482__4.806;177.03952__0.47;177.03954__0.486;179.05512__0.505;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;179.05563__2.611;186.964__0.458;197.04408__0.813;197.04417__4.861;197.04425__4.815;197.04443__1.068;197.04443__1.965;197.04444__0.841;197.04454__1.337;197.04454__1.337;197.04473__0.917;197.04474__0.458;197.04476__1.227;207.08701__3.124;248.93876__1.193;248.93878__1.166;273.07698__1.518;273.07701__1.493;273.07709__7.917;275.07567__1.631;275.07567__1.631;275.07567__1.631;305.1606__1.447;333.20551__1.639;333.20688__1.657;333.20699__1.622;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527;567.30014__1.472;567.30027__1.446;567.30044__2.464	147.06517__1.255;179.05518__0.713;179.05518__0.713;179.05518__0.713;197.04417__4.861;197.04454__1.337;197.04454__1.337;275.07567__1.631;275.07567__1.631;275.07567__1.631
BPS_high_wk22	d7	map03320	1.1293356995672272	5	1	293.21204__1.667;293.21224__2.686;337.23645__2.121;337.23841__1.571;337.23858__1.61	337.23858__1.61
BPS_high_wk22	d7	map04010	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04012	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04020	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04024	0.4833578066730121	9	4	145.04938__0.476;163.03903__2.57;275.07567__1.631;275.07567__1.631;275.07567__1.631;327.08775__1.09;567.30014__1.472;567.30027__1.446;567.30044__2.464	163.03903__2.57;275.07567__1.631;275.07567__1.631;275.07567__1.631
BPS_high_wk22	d7	map04062	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04064	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04066	0.5625112940440354	10	2	163.03903__2.57;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;327.08775__1.09;333.20551__1.639;333.20688__1.657;333.20699__1.622	163.03903__2.57;179.05518__0.713
BPS_high_wk22	d7	map04072	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04081	0.5478748510763496	10	3	144.02906__0.972;144.02909__0.466;144.02912__0.431;275.07567__1.631;275.07567__1.631;275.07567__1.631;333.20551__1.639;333.20688__1.657;333.20699__1.622;399.21768__1.648	275.07567__1.631;275.07567__1.631;275.07567__1.631
BPS_high_wk22	d7	map04216	0.5265434631956016	22	2	149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;171.00482__4.333;171.00482__4.806;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;195.05026__1.002;258.03855__6.013;331.2674__1.922;333.20551__1.639;333.20688__1.657;333.20699__1.622	179.05518__0.713;179.05518__0.713
BPS_high_wk22	d7	map04261	2.8493984527011498	5	4	163.03903__2.57;275.07567__1.631;275.07567__1.631;275.07567__1.631;327.08775__1.09	163.03903__2.57;275.07567__1.631;275.07567__1.631;275.07567__1.631
BPS_high_wk22	d7	map04350	0.5878503910935485	3	0	333.20551__1.639;333.20688__1.657;333.20699__1.622	
BPS_high_wk22	d7	map04370	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04371	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04382	3.1326175322679726	3	3	275.07567__1.631;275.07567__1.631;275.07567__1.631	275.07567__1.631;275.07567__1.631;275.07567__1.631
BPS_high_wk22	d7	map04611	0.40734886536158676	17	1	144.02906__0.972;144.02909__0.466;144.02912__0.431;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;163.03903__2.57;195.05026__1.002;327.08775__1.09;333.20551__1.639;333.20688__1.657;333.20699__1.622;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527	163.03903__2.57
BPS_high_wk22	d7	map04625	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04650	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04658	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04660	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04662	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04720	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04724	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04726	0.6218684854072457	44	7	145.04938__0.476;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;163.03903__2.57;167.03337__4.846;167.03392__0.676;167.03397__0.381;193.03445__0.38;193.03458__4.862;193.03459__0.928;193.03461__0.986;193.03462__4.669;193.03463__1.185;193.03469__4.84;193.03471__1.203;193.03472__0.42;195.05026__1.002;209.04361__3.474;209.04361__3.81;209.04463__7.022;209.04483__1.331;209.04504__1.394;209.04504__1.394;209.04504__1.394;269.06597__2.294;293.21204__1.667;293.21224__2.686;327.08775__1.09;333.20551__1.639;333.20551__1.639;333.20688__1.657;333.20688__1.657;333.20699__1.622;333.20699__1.622;337.23645__2.121;337.23841__1.571;337.23858__1.61;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527;369.22792__1.494	163.03903__2.57;193.03458__4.862;193.03462__4.669;209.04504__1.394;209.04504__1.394;209.04504__1.394;337.23858__1.61
BPS_high_wk22	d7	map04913	0.9358805779104861	22	2	144.02906__0.972;144.02909__0.466;144.02912__0.431;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;167.03337__4.846;167.03392__0.676;167.03397__0.381;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;195.05026__1.002;293.21204__1.667;293.21224__2.686;337.23645__2.121;337.23841__1.571;337.23858__1.61;369.22792__1.494	179.05518__0.713;337.23858__1.61
BPS_high_wk22	d7	map04916	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04919	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04923	1.8427164336420614	14	4	129.01809__0.359;144.02906__0.972;144.02909__0.466;144.02912__0.431;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;163.03903__2.57;195.05026__1.002;275.07567__1.631;275.07567__1.631;275.07567__1.631;327.08775__1.09	163.03903__2.57;275.07567__1.631;275.07567__1.631;275.07567__1.631
BPS_high_wk22	d7	map04924	2.345706037816308	7	3	129.01809__0.359;144.02906__0.972;144.02909__0.466;144.02912__0.431;275.07567__1.631;275.07567__1.631;275.07567__1.631	275.07567__1.631;275.07567__1.631;275.07567__1.631
BPS_high_wk22	d7	map04925	0.7343644594822925	19	2	129.01809__0.359;144.02906__0.972;144.02909__0.466;144.02912__0.431;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;163.03903__2.57;177.03952__0.47;177.03954__0.486;195.05026__1.002;327.08775__1.09;333.20551__1.639;333.20688__1.657;333.20699__1.622;337.23645__2.121;337.23841__1.571;337.23858__1.61	163.03903__2.57;337.23858__1.61
BPS_high_wk22	d7	map04926	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04927	1.0712073974902596	8	2	205.03459__4.838;205.03461__0.441;205.03466__1.185;205.03469__0.915;205.03469__4.861;205.03472__1.263;205.03473__1.161;367.24569__1.758	205.03466__1.185;205.03469__4.861
BPS_high_wk22	d7	map04928	0.8690528651617244	3	1	163.03903__2.57;305.1606__1.447;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04934	1.0712073974902596	8	2	205.03459__4.838;205.03461__0.441;205.03466__1.185;205.03469__0.915;205.03469__4.861;205.03472__1.263;205.03473__1.161;367.24569__1.758	205.03466__1.185;205.03469__4.861
BPS_high_wk22	d7	map04935	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04972	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map04974	0.7561080963913542	30	8	107.04881__2.145;151.02495__0.678;151.02503__0.756;151.02519__2.215;171.00482__4.333;171.00482__4.806;173.00832__0.434;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;191.01893__0.927;191.01899__0.877;191.01899__0.877;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.0191__4.852;191.01918__0.417;305.1606__1.447;389.14574__7.943	179.05518__0.713;179.05518__0.713;191.01899__0.877;191.01899__0.877;191.01899__0.877;191.01902__1.159;191.0191__4.852;191.0191__4.852
BPS_high_wk22	d7	map04978	0.5342847354270878	14	2	179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;305.1606__1.447;333.20551__1.639;333.20688__1.657;333.20699__1.622	179.05518__0.713;179.05518__0.713
BPS_high_wk22	d7	map05010	0.5596428234673996	8	1	179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;333.20551__1.639;333.20688__1.657;333.20699__1.622	179.05518__0.713
BPS_high_wk22	d7	map05017	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map05110	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map05131	0.9180810502396227	4	2	163.03903__2.57;182.04462__4.02;182.04501__0.752;327.08775__1.09	163.03903__2.57;182.04462__4.02
BPS_high_wk22	d7	map05143	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map05146	0.478478989778307	9	1	149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;163.03903__2.57;195.05026__1.002;221.04458__6.961;221.04518__1.352;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map05163	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map05167	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map05170	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map05171	0.8690528651617244	3	1	129.01809__0.359;163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map05214	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map05231	0.8690528651617244	4	1	163.03903__2.57;171.00482__4.333;171.00482__4.806;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map05235	0.8690528651617244	2	1	163.03903__2.57;327.08775__1.09	163.03903__2.57
BPS_high_wk22	d7	map05415	0.7278790124396328	24	6	129.01809__0.359;153.01803__2.667;153.01826__0.473;153.01829__1.072;153.0183__0.471;153.01838__4.142;163.03903__2.57;171.00482__4.333;171.00482__4.806;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;258.03855__6.013;275.07567__1.631;275.07567__1.631;275.07567__1.631;327.08775__1.09	163.03903__2.57;179.05518__0.713;179.05518__0.713;275.07567__1.631;275.07567__1.631;275.07567__1.631
BPS_high_wk22	d7	map07015	-0.7899989027561596	2	2	213.05515__1.498;213.05515__1.498	213.05515__1.498;213.05515__1.498
BPS_high_wk22	d7	map07026	0.5878503910935485	3	0	333.20551__1.639;333.20688__1.657;333.20699__1.622	
BPS_high_wk22	d7	map07034	0.488555532683119	24	2	149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;167.03337__4.846;167.03392__0.676;167.03397__0.381;193.03445__0.38;193.03458__4.862;193.03459__0.928;193.03461__0.986;193.03462__4.669;193.03463__1.185;193.03469__4.84;193.03471__1.203;193.03472__0.42;195.05026__1.002;333.20551__1.639;333.20688__1.657;333.20699__1.622;351.21665__1.546;351.21671__1.498;351.2175__2.513;351.21797__1.527	193.03458__4.862;193.03462__4.669
BPS_high_wk22	d7	map07114	1.4737643722614557	4	1	181.01343__1.019;181.01343__1.048;181.01343__4.823;181.01345__1.124	181.01343__4.823
BPS_high_wk40	d1	map00760	1.988031722572228	25	3	138.01851__0.392;156.99396__1.426;156.99414__2.325;156.99414__2.325;156.99414__2.325;173.00832__0.434;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;255.04841__0.699;255.04862__0.725;315.25413__1.597;405.26456__1.555;405.26458__1.587;405.26467__2.547	156.99414__2.325;156.99414__2.325;156.99414__2.325
BPS_high_wk40	d2	map00760	2.1613431509206635	25	3	138.01851__0.392;156.99396__1.426;156.99414__2.325;156.99414__2.325;156.99414__2.325;173.00832__0.434;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;255.04841__0.699;255.04862__0.725;315.25413__1.597;405.26456__1.555;405.26458__1.587;405.26467__2.547	156.99414__2.325;156.99414__2.325;156.99414__2.325
BPS_high_wk40	d7	map00760	2.115946297064278	25	3	138.01851__0.392;156.99396__1.426;156.99414__2.325;156.99414__2.325;156.99414__2.325;173.00832__0.434;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;191.01893__0.927;191.01899__0.877;191.01902__1.159;191.01903__1.199;191.01903__4.876;191.01907__1.949;191.0191__4.852;191.01918__0.417;255.04841__0.699;255.04862__0.725;315.25413__1.597;405.26456__1.555;405.26458__1.587;405.26467__2.547	156.99414__2.325;156.99414__2.325;156.99414__2.325
BPS_high_wk40	d7	map00901	-1.1918626731750612	18	2	179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;207.05046__0.444;286.10147__9.032;293.17599__2.486;293.17599__2.486;317.21244__1.846;335.22294__1.649;335.22305__1.658;359.14865__1.57;457.11414__1.356;457.11467__1.351;567.30014__1.472;567.30027__1.446;567.30044__2.464	293.17599__2.486;293.17599__2.486
BPS_high_wk40	d7	map00941	-0.9895238993900085	54	2	107.04881__2.145;145.04938__0.476;149.04446__1.047;149.04446__1.047;149.04446__1.047;149.04451__0.435;149.04451__0.435;149.04451__0.435;149.0446__0.865;149.0446__0.865;149.0446__0.865;149.04462__4.821;149.04462__4.821;149.04462__4.821;151.02495__0.678;151.02503__0.756;151.02519__2.215;172.06053__1.043;172.06055__0.88;172.06059__1.106;172.06065__1.844;179.05512__0.505;179.05516__4.587;179.05518__0.476;179.05518__0.713;179.05563__2.611;195.05026__1.002;195.05026__1.002;195.05026__1.002;209.04361__3.474;209.04361__3.81;209.04463__7.022;209.04483__1.331;209.04504__1.394;269.0456__4.194;269.04561__1.536;269.04566__1.552;269.06597__2.294;271.06133__1.491;271.06134__1.513;271.06138__2.505;273.07698__1.518;273.07701__1.493;273.07709__7.917;293.17599__2.486;293.17599__2.486;321.11288__6.121;345.21008__1.657;345.21015__1.62;359.22428__1.672;367.21216__1.494;367.21218__1.452;367.21226__2.318;387.12903__6.739	293.17599__2.486;293.17599__2.486
BPS_high_wk40	d7	map00998	-1.1424337195668632	44	2	153.01803__2.667;153.01826__0.473;153.01829__1.072;153.0183__0.471;153.01838__4.142;179.05512__0.505;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;179.05563__2.611;197.04408__0.813;197.04417__4.861;197.04425__4.815;197.04443__1.068;197.04443__1.965;197.04444__0.841;197.04454__1.337;197.04473__0.917;197.04474__0.458;197.04476__1.227;224.05587__0.786;224.05597__1.394;224.05606__1.384;258.03855__6.013;293.17599__2.486;293.17599__2.486;311.18656__2.361;313.09068__0.752;313.09271__1.379;313.09276__1.35;313.09523__1.637;367.21216__1.494;367.21218__1.452;367.21226__2.318	293.17599__2.486;293.17599__2.486
BPS_low_wk12	d7	map00030	-0.9407812281710437	27	1	115.07513__1.483;147.06517__1.255;147.06526__2.488;149.04446__1.047;149.04451__0.435;149.0446__0.865;149.04462__4.821;153.01803__2.667;153.01826__0.473;153.01829__1.072;153.0183__0.471;153.01838__4.142;179.05512__0.505;179.05512__0.505;179.05516__4.587;179.05516__4.587;179.05518__0.476;179.05518__0.476;179.05518__0.713;179.05518__0.713;179.05563__2.611;179.05563__2.611;195.05026__1.002;207.08701__3.124;255.04841__0.699;255.04862__0.725;258.03855__6.013	207.08701__3.124
BPS_low_wk12	d7	map00450	-1.062806800493538	3	1	147.06517__1.255;147.06526__2.488;207.08701__3.124	207.08701__3.124
