culture_day,peak,logFC,AveExpr,t,P.Value,adj.P.Val,B
d1,92.02451__1.424,8.922641722641444,19.385103782217822,87.57215749354083,5.901681996899574e-20,1.6447987725359112e-16,32.45689632804808
d1,155.98622__1.425,8.397805405818145,18.49569409069723,79.33654818847108,2.226127966529681e-19,3.1021093213591106e-16,31.78223711697292
d1,156.99396__1.426,7.773224270547563,18.970337089221726,73.05367975797103,6.745725088339094e-19,6.266778607067018e-16,31.165094608894965
d1,317.01056__1.424,6.815198799647773,18.589207507554445,62.17441194936715,5.881446199152298e-18,4.097897639259364e-15,29.820214167623153
d1,405.01085__1.346,6.3574974201698655,18.144150148925384,60.28077035536742,8.907876241333455e-18,4.965250216919268e-15,29.541874264193428
d1,501.05009__1.427,7.720335492927057,18.395061040655445,53.8065490141296,4.0897054620173067e-17,1.899668187107039e-14,28.466035973510213
d1,325.05401__1.645,4.891788185166857,18.12360370251002,50.48451766346205,9.609179114074402e-17,3.8258260272750517e-14,27.8275850538848
d1,249.0229__4.495,3.44796070802941,15.92258933947365,41.47740956233668,1.333843333505985e-15,4.646776713101475e-13,25.71692570447392
d1,249.02255__1.858,5.609764200678196,20.09569651964836,34.34024500371213,1.658626786487936e-14,5.1362142821576415e-12,23.518566418636688
d1,257.16399__1.454,3.403838216064335,16.856343273468614,32.9129701754527,2.9193657932982723e-14,8.136272465922284e-12,23.00556792256103
d1,443.21922__1.467,3.0532891514362617,16.49420029978094,25.31158343511347,9.506546625950947e-13,2.3060476080396542e-10,19.71708727682543
d1,135.08034__1.389,3.381271053705514,17.893686235578496,25.22835717579968,9.92916085270034e-13,2.3060476080396542e-10,19.67483371848519
d1,264.86158__1.456,3.0593903923955112,16.355907611660253,24.878440001050453,1.1939706335220824e-12,2.5596893504815717e-10,19.49542497598402
d1,272.15906__1.422,2.455578275174338,18.418182631244314,23.00104509142384,3.3573551651657456e-12,6.683534889512095e-10,18.48156153223785
d1,409.86393__1.453,3.611555999182604,17.47957663033986,22.397309091087095,4.762691067372714e-12,8.849080003178502e-10,18.135815553358345
d1,249.02263__4.818,4.427619451451241,18.98286026095065,22.181187310208266,5.4095483143690166e-12,9.42275697009153e-10,18.00955301468293
d1,254.14797__1.372,2.8851889006968197,18.806359298256833,22.027215588693423,5.927585137130623e-12,9.717752810107676e-10,17.918776950748693
d1,356.74689__1.449,3.297946323806465,16.727532123919534,21.295979578522328,9.229316993285403e-12,1.3797280632692655e-9,17.47804281714608
d1,93.0325__1.422,5.724326174249404,17.02264736455474,21.265162505140754,9.406111662043791e-12,1.3797280632692655e-9,17.4591107524633
d1,92.02129__1.439,5.155128235919897,17.14428956336873,21.06539324603368,1.0643990195423392e-11,1.4832400337322495e-9,17.335664742382075
d1,209.04504__1.394,2.429503878516783,17.70680475844812,20.889334306683125,1.1880270527700025e-11,1.560850222338496e-9,17.22582396004458
d1,391.71593__1.451,3.293066251618418,16.78396329391172,20.831275086373623,1.2321027948133087e-11,1.560850222338496e-9,17.18938406024646
d1,249.02255__2.049,4.777785687566426,19.190336865642738,20.660457112463952,1.3722579220120294e-11,1.6628186211510982e-9,17.081540248077037
d1,275.07598__1.632,3.114468917248099,16.938746396397924,20.56856490374677,1.4546452539201445e-11,1.6892068011147678e-9,17.023131017810183
d1,348.94748__1.429,5.7089559833865735,17.860927236539695,19.61242998637885,2.7085111874018324e-11,3.019448271715563e-9,16.398445989171318
d1,301.15916__1.483,2.371666028980807,16.413078362500407,18.479408570143516,5.876005332378162e-11,6.298625715899208e-9,15.615554928404165
d1,181.12256__1.474,2.660019829109513,17.02724395973546,18.326391622534413,6.545933371072542e-11,6.717554865092249e-9,15.506037206285402
d1,99.08015__1.411,2.8230549740619417,17.977586383503102,18.28333102761271,6.748888992557695e-11,6.717554865092249e-9,15.475048662796915
d1,232.09045__1.459,2.44469088866332,17.412275644255367,18.143235587451787,7.457214466086647e-11,7.166640247235684e-9,15.373709796715776
d1,484.95532__1.492,2.275397395388151,17.063747713057857,17.35239556778602,1.3280696793675445e-10,1.233776732132449e-8,14.786291419663176
d1,275.07567__1.631,2.615929213774975,17.21216988064666,16.950547164042145,1.7973798790204576e-10,1.6159024912354888e-8,14.477376930302906
d1,249.02259__4.865,5.964106393969684,17.941238862431213,15.616479892121548,5.156113953579586e-10,4.490652996445721e-8,13.397095204292953
d1,333.17141__1.483,2.409388857261686,17.64326526155103,14.417949203415096,1.427763628342326e-9,1.2058112824818372e-7,12.347267805937104
d1,361.18653__1.417,2.848457524994511,17.872268171923167,14.010904971246939,2.0528079858534793e-9,1.6756733216986695e-7,11.97181395524407
d1,389.2551__1.417,2.494048589136133,18.0893723124767,13.9834730771839,2.1043619038196423e-9,1.6756733216986695e-7,11.946145394803501
d1,355.12176__1.45,2.80181660987117,17.230546614091697,13.590016437373693,3.0178818815709996e-9,2.336343556649549e-7,11.572742652138018
d1,127.11159__1.479,2.6574154472981726,17.601954554797544,13.07248369788814,4.918112464285e-9,3.7045349832330524e-07,11.066142232706756
d1,165.12755__1.421,2.6690529504490863,16.752836031007863,12.8605391911384,6.036174476500316e-9,4.427057438422732e-7,10.853391050156091
d1,305.12427__1.401,2.8421114695170444,17.125211222519916,12.707252347395412,7.012822619036381e-9,5.011470933142152e-7,10.697542227586815
d1,387.16637__1.411,3.4784808874527307,16.99374788114613,12.634188425314578,7.53658783960534e-9,5.25111757724502e-7,10.622662761556072
d1,480.90433__1.429,5.163840454319064,17.196115243799404,12.485604263138063,8.73514358416013e-9,5.937767114403482e-7,10.469185590346605
