sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49
DINP_high_wk17_dinp_d1_A,-17.02846079898402,1.1043338230270212,10.526945855904358,-5.545151962317279,3.5347508280995674,-0.883980611964496,14.349148135688072,-16.8011265111419,2.798523196671154,-11.589204271913701,3.849064666274337,-0.5756779970028767,-3.8751085032026347,3.476567921337825,-0.9792412577291898,-7.323201077632626,8.51733833838271,-6.584831348881489,-3.8630096948718675,-0.0532274191787354,-12.936995428916099,8.198797709336894,10.66198980891681,1.9500917357606107,0.9956072933836877,-8.11669387491162,-4.89045693097178,-0.16340070809917331,0.15129354391876795,1.8115383416510757,8.268893322968806,0.737452604560966,5.441223302760197,-0.7823481361306337,-6.5667087142313205,-3.8369748076880144,3.0626310974249873,2.000576606157599,0.19429755370627946,-3.934072240843649,-2.2992312784387163,-1.1601513448026557,-0.8024841463696474,2.480395223434031,4.771448261642533,-0.9668353279866958,-0.546577431861435,0.291620801508164,6.839964435349291e-13
DINP_high_wk17_dinp_d1_B,-13.28923683550582,6.615596577147867,15.001374335337662,-9.703754519104617,-13.50418626482111,-5.654762320240369,1.393310253436158,6.518541339583706,5.422628248112749,-12.44293505700469,10.97195228251968,3.9823664429993313,-5.389542760393805,-0.06607303371710388,-4.54129120655563,2.810253434600887,-11.547468024539896,12.745322443809409,0.6954652156497663,4.142433882055792,6.755125670032236,-6.3181191507676395,4.652485702852743,4.384120360287148,-7.778383845077816,-2.65861094186901,-0.28440624530784625,-2.429906539267305,2.945838391050887,-2.5000287180220893,0.344833486457377,5.005807725138517,6.9450102944764405,-4.059789836797526,2.6359479432930306,-2.5455701228433347,-7.041211654799553,-4.345506138436818,2.3105137461019796,0.3657990563607969,-8.359538023190055,-3.0182647056865735,-3.8186858890440356,1.0836297233279986,1.1071835532757477,-2.7399082425742236,-3.9646227676565937,-0.13155209330426854,6.851359079236391e-13
DINP_high_wk17_dinp_d1_C,-13.75489092365071,4.361656624121231,12.285897787874356,-8.337726739713085,1.9281070261186937,6.5826529617415455,8.04353306931678,-1.1089627706010623,-0.20037409293925815,3.1053322538012185,13.440644179663254,-3.198807569851684,-4.82094822760764,3.835683814888015,1.573489689938779,6.999062811874716,0.9153539998808603,2.8801949777003206,-0.3778438146715031,-1.004269579501395,2.4652877363292993,-2.5625738481815024,1.7594571392757312,-10.061429301800928,7.966876428786946,-4.303803802187002,7.322583794585077,4.243443914265763,4.789560547928128,0.30593758181889863,-4.509284600058531,-9.388636740277395,-4.509984142791262,5.064676875353726,-4.434971369450624,-2.1610468964220426,0.36836507722672884,-1.8744775751433482,-14.021555070547025,2.2930464844944267,-2.202572845574612,-1.2812835057981993,-2.92725122890654,-0.25321137211185407,-7.495878372962132,-3.838035093865566,6.170309730037426,-3.3712177039439672,6.862294983459292e-13
DINP_high_wk17_dinp_d1_D,8.479217636227936,26.07778733905405,-6.634905259198944,-15.248311744612556,2.165865164756055,7.6508944080957635,-0.764581549810681,-3.160122148229329,-1.4823868354597465,7.309245344065672,-3.2102480576281747,-1.165435734633341,-2.0000855570077745,5.3074687250560615,-3.8703802246393444,0.5656236123347865,-10.546972591491405,2.3725692968816836,-6.030982832650524,6.412253660190918,-0.015011357097762013,5.2732603769776345,2.72206775379302,-5.45232771454409,-5.3365898610613325,-6.966061690324247,-1.0744623810570981,8.207728332089193,-6.1334143040900555,-2.7526264416758264,-3.616687046915164,-7.102372086423175,2.246058423603195,6.259502246994741,3.2952956400496443,-2.161854611420549,-1.8806163019552344,-3.303162855481916,2.052487829946241,-7.247340199506295,2.781759865910851,1.2955519136366231,2.203913340283056,-4.826865348846268,3.4110053551451287,13.070389738669357,-2.8691056542698474,0.3603827109884507,6.923043646601415e-13
DINP_high_wk17_dinp_d1_E,-2.7336305570307617,19.33541583325721,2.626534531903065,-4.185147756812348,3.078033799438438,-14.88749964334909,2.174898704039018,-0.551713458679773,-6.356653619382746,2.8605833028239265,-1.7119054469611465,-2.883794841052114,3.6319880409491074,-1.0808196917544568,-7.2176652522715585,1.4680433218175377,-2.214704493629778,-1.9665998320071143,4.8146549802037155,-2.0103365753688633,-0.6256437509409624,5.4149150420351955,2.275960727197308,-2.075908012402185,-0.4528283365885838,4.491999370126494,-1.7567589058928834,-2.013719002777645,10.96598830112894,-0.4162139024979103,-4.025289984350071,-4.699971121987182,-5.874724985669542,-4.809092930097536,7.164199029289074,7.260746708785025,2.9399904543340174,11.761336904546697,-2.971351956953815,-2.351468762466395,0.9832722530435795,-12.756098314571208,-5.616322270301561,-0.6295081605908869,5.319946934036543,0.16616174666683353,-5.532907350193498,-2.7440815974103296,6.839517831883867e-13
DINP_high_wk17_dinp_d1_F,-2.063335747002519,18.932028384839995,2.8604036389723806,-1.0462598005902277,4.281989146287608,-1.7212445144431583,5.531540040281864,2.9479738963178796,-13.336402602581238,3.9536142345500096,0.5505096662550774,-3.407679896623119,-4.8107508523580105,-7.8033881165684,-5.155793318701969,6.406024757683229,7.051151005005081,3.906482723350006,0.8541526001967251,-0.9717482207589203,1.6349684735624455,-3.875883738561347,3.3412186661257257,-5.471773998778298,-0.12908769440078935,11.188872874953804,4.380994817101026,6.583719580944429,3.5224188613061984,-0.3154282938142072,1.9171622867102482,2.3078368411161687,1.457892260811404,-3.5430295248283046,-6.4056596702046775,-5.38923456387754,-2.059728471027254,-4.28194479776225,3.0053786194672334,5.321776646166347,4.770159220201669,4.213419656813402,7.509017994937638,9.773629612988934,11.339402954155592,1.1309451107275204,-0.32956693800045456,-0.7684414150111403,6.80915176628993e-13
DINP_high_wk17_dinp_d1_G,-9.586476794053075,16.31158398410495,5.933408717073642,9.387240340239394,8.953884421793118,-16.143353726373928,2.3625174557929514,-0.5510470686489416,2.0723705101182968,9.939162839690466,-6.7644019041656005,3.622574761878596,-6.889246258259703,1.0037891276861342,0.8721427803063242,4.116080222110539,0.41404152280248063,3.6393700831538056,2.2057584666757104,-4.690482579958342,4.527945855695298,-5.819275453353524,4.727391637216809,3.0187585245914916,-4.333338069998634,-11.517765800499047,-6.403979132585604,-0.3107900619434084,-6.559762611368318,-5.282954465016137,-0.49671999658025956,-4.1552678149449,1.8019516515776228,-5.325562712173866,-1.811534086312538,-1.0845755483868917,9.12452049355176,1.582702984490997,-0.8466378808670378,9.333768861611317,6.096464070750805,4.678906507172346,-1.03709386042003,-5.695125014340634,-1.7088012106308519,-4.67047386684712,-1.0104954765252063,6.838132811442068,6.815413033892509e-13
DINP_high_wk17_dinp_d2_A,-4.191765018783911,-2.60913893005799,17.298840353679466,-0.13992837493660348,1.5484603234638952,4.636780847173848,0.06994931117722882,-10.082764924087796,1.5338988282532844,2.984069065741531,-13.924076446107517,-14.247525440731128,2.7102041552029847,1.8129231599184743,0.41060247122121185,2.5364778953093796,-1.4677914209563174,-5.040199497864593,6.518798082250211,6.807241198894058,8.106758681050504,-3.826313480918308,4.1157555691963585,3.450220499712649,4.921383552772083,-7.119471090577956,-1.3176603164196141,-0.9421670984827186,-1.7075260681115032,8.29362094001723,-6.196984974282615,9.407843959089568,-3.752245212967752,1.1351756556452237,4.4874831415776555,-6.913841002672209,-7.488759466170707,6.736159912014272,-2.2038505171792835,2.5461973995382046,-2.2933905622210355,0.26198764842623423,7.325276864603315,3.7909318544995734,-2.5660401166783555,-0.11809203569968416,-3.9858600048737594,-1.0728205611895287,6.867262783770993e-13
DINP_high_wk17_dinp_d2_B,-1.2967623988382146,-4.918824540561452,12.934882753851516,-5.945167285236409,0.2778031915468153,-1.3120922400250326,-11.445754012493284,6.147454960247474,4.436692580249479,-8.894530507391238,-4.604506394363439,-4.7029161808845394,-1.7573903644138436,-10.645025495484006,-3.2421508976110376,-2.806879652713758,-12.560388894158788,-9.284449714867012,-2.389109456331626,-0.39393805119971054,-6.505632210074115,1.1236535485495758,3.3457136525537017,-3.5824915457691993,-1.8371276356698922,5.486565726134389,1.053136678111494,-6.999414765726039,-5.824222664756563,-1.153987656208639,-0.2353647209033424,-10.6870200395469,-3.10816958658562,3.699746792837339,-1.389117981034303,5.478272257989357,1.535565469577162,-0.1237785122723676,-6.133301348669984,0.4767128841330729,-3.0807591240214407,9.592297514926804,5.7076781986134355,3.0158448281374506,2.735423690314147,-6.72098606960147,-5.284114036301726,1.7163621157707014,6.808500992615864e-13
DINP_high_wk17_dinp_d2_C,-3.139059847526954,-1.9830261964916671,16.951361566881616,2.526428104699503,-13.236833254750943,14.039798844534939,1.9657591051231649,6.229312425387039,5.938933693582473,9.112769085904143,5.545843842417011,-13.665611657461726,1.5005870409298818,6.061688302130137,3.43809189766049,-5.3881060200181965,1.8698542421566973,-2.645561089458998,10.182810788758816,-6.146019814689956,-6.781637775671397,-0.10028993027894648,-3.747772031866551,12.649581228211714,0.6418935992501675,1.758221096101381,-2.143222797527374,6.313099851478816,0.27555564092339796,-6.6441892465139025,1.6201940967655826,-7.648598082138925,-6.633693122724075,-1.1488975372881154,5.814917403156013,-3.648084647890963,-1.2814369765222358,-4.265876626113445,5.245809306948323,2.6899237087931933,-0.1902469499515135,1.3483946387596109,-4.95666874659347,-0.4878866846017403,6.091932333392586,-1.0104747917805816,-0.06065147098520631,1.0445763419987253,6.842076809923334e-13
