lcms_run,pathway,p_age,FDR_age,slope,direction
high-dinp-wk07-wk22,map00730,0.001412917391441992,0.010968700801983885,0.029677789249829806,increasing_with_age
high-dinp-wk07-wk22,map04918,3.541080703415278e-4,0.0033697380887338932,0.09271226009443104,increasing_with_age
high-dinp-wk07-wk22,map00623,0.0018635335720421867,0.013089104851248692,0.08911124062956403,increasing_with_age
high-dinp-wk07-wk22,map00290,1.2004938956072901e-5,2.724197686185774e-4,0.20644828656016803,increasing_with_age
high-dinp-wk07-wk22,map01502,4.950714939823674e-6,1.3276917338618036e-4,0.13276915093719907,increasing_with_age
high-dinp-wk07-wk22,map00750,0.008899393041937206,0.04196144872389404,0.05694763774649822,increasing_with_age
high-dinp-wk07-wk22,map00410,2.3634252356733845e-5,4.6480696301576566e-4,0.018763478996563582,increasing_with_age
high-dinp-wk07-wk22,map04024,0.002230260555990076,0.01495288327311528,0.03984693107643893,increasing_with_age
high-dinp-wk07-wk22,map04022,0.010241438332611427,0.04196144872389404,-0.0981048577664643,decreasing_with_age
high-dinp-wk07-wk22,map07037,0.00655192903012965,0.03514216479796812,0.014499985381507657,increasing_with_age
high-dinp-wk07-wk22,map02025,0.007515796093807375,0.03822689392539958,-0.005106498963825032,decreasing_with_age
