culture_day,peak,logFC,AveExpr,t,P.Value,adj.P.Val,B
d2,317.0103__7.295,4.954896143137636,18.96759890809049,20.565162697345286,1.0003043189523486e-11,1.104335968123393e-8,15.219640749253319
d2,249.02269__7.295,9.68429331092296,23.119370367194612,12.728400066036372,5.352651909664284e-9,2.954663854134685e-6,10.60441328877296
d2,90.96677__7.133,-1.5189516254062039,18.729432869934747,-6.433130446149954,1.6999089490959166e-5,0.006255664932672973,3.268285642848152
d2,313.94559__12.345,-1.0724062327043167,16.386564883811094,-5.643802447149593,6.46620551641905e-5,0.017846727225316578,1.9731434933356073
d2,484.73811__8.871,-1.9983917206355262,19.85848750008741,-4.8072450006627445,2.9239418312710703e-4,0.05748927682990671,0.5008120208023206
d2,484.73808__8.869,-2.1909994351628126,19.75657735855554,-4.771597976763538,3.124417219016669e-4,0.05748927682990671,0.43600339525203413
d2,327.99886__3.695,-1.811647027878116,18.860097093599077,-4.635201188024608,4.032591034379808e-4,0.0635997214565044,0.1866308149070477
d2,327.99988__3.488,-2.024704088237777,16.57758512996973,-4.552424138412867,4.7130270853114765e-4,0.06503977377729837,0.03425682275566366
d2,288.11731__7.9,1.47460455279642,22.09768416754989,4.321274385306709,7.313814146909666e-4,0.08971612020209191,-0.3950165589353718
d2,202.9143__1.324,-1.5458372837414267,19.77961034286281,-4.073688334391562,0.0011780490683271682,0.1269133754750957,-0.8601201186242546
d2,154.89148__8.865,-1.389629007255264,19.39885362925354,-3.978430116304347,0.0014172467308118423,0.1269133754750957,-1.040244214029686
d2,172.00658__7.317,0.533438587864964,17.707863590948428,3.8787079528251946,0.0017211516906248546,0.1269133754750957,-1.2293569236486466
d2,188.87942__8.864,-0.9539999631253351,20.750331893064864,-3.8614321716024236,0.001780195201303827,0.1269133754750957,-1.2621671665437244
d2,90.96681__5.853,-1.1731573631117762,17.966344182256147,-3.8464180366530467,0.0018331820419744478,0.1269133754750957,-1.290692400297436
d2,88.95112__7.243,0.5352049169677291,17.58857599774976,3.8329434233525554,0.0018821013577172594,0.1269133754750957,-1.3163005074917056
d2,284.84443__1.313,-2.168277865257716,19.92328747738897,-3.786223803354256,0.0020622370782629046,0.1269133754750957,-1.4051423220863422
d2,87.9433__8.865,-0.9852367566468005,22.57626236542934,-3.755680844834976,0.002189380160098477,0.1269133754750957,-1.463262023173443
d2,102.98458__5.394,-1.37395886268446,19.830396987822038,-3.7303615202880698,0.0023007953124745146,0.1269133754750957,-1.5114620496168953
d2,96.91477__8.866,-0.8298991711305765,22.339252650137706,-3.727098740416249,0.0023155653762645294,0.1269133754750957,-1.51767456595198
d2,122.93903__8.866,-0.7537820471022331,27.19983001132344,-3.6899727961164994,0.0024905575513730965,0.1269133754750957,-1.588381579489364
d2,97.9112__8.865,-0.745434658180778,24.905908295454687,-3.638265677392306,0.002756850918576502,0.1269133754750957,-1.6869009159805248
d2,135.01107__4.11,-1.302762819130639,18.770921206534748,-3.6364863298963876,0.002766511071271863,0.1269133754750957,-1.690291829294722
d2,124.93481__8.866,-0.7351861200298158,24.324598462327145,-3.6184361597084553,0.0028664632722947394,0.1269133754750957,-1.72469199112997
d2,88.95114__8.866,-0.7629849119724875,24.154281563766087,-3.605991658872976,0.0029374940590448577,0.1269133754750957,-1.7484104623168015
d2,265.01822__6.79,2.1094814942285423,17.229042415500636,3.590808370065469,0.0030265722175815465,0.1269133754750957,-1.7773502151744323
d2,335.96574__2.994,-1.4402192024046774,20.007691695159433,-3.58628549175933,0.0030536313849485017,0.1269133754750957,-1.785971146398217
d2,186.88363__8.866,-0.8157720924884422,23.05865287506543,-3.5747035910959637,0.003124042451275611,0.1269133754750957,-1.8080473561538897
d2,95.91541__8.867,-0.7343741956205854,27.865764456846495,-3.559523567022638,0.003218817493933587,0.1269133754750957,-1.836982192284185
d2,122.97456__1.349,-1.1958804251206454,18.9067868364266,-3.525187938047923,0.0034440370266514042,0.12996896571564814,-1.9024280523889763
d2,64.9511__8.867,-0.7731118624571182,21.549171945529846,-3.5124227410041122,0.00353176537270783,0.12996896571564814,-1.9267576857706379
d2,123.93836__8.866,-0.7704961331694065,21.617521590528536,-3.467171242817141,0.003861300954485683,0.1375121372178127,-2.012990190873234
d2,207.83621__11.547,-1.329557721930462,16.585790688651436,-3.418264354943653,0.004252364629534781,0.1403600535232541,-2.1061499899099543
d2,315.12466__7.438,-0.9392257470263011,20.494191781018873,-3.408849914384841,0.004332095648204043,0.1403600535232541,-2.1240767318064453
d2,315.1246__7.431,-1.0879997188331083,20.451102254749447,-3.3954411581817805,0.004448254511939873,0.1403600535232541,-2.14960520089854
d2,122.97449__1.369,-1.1580900752900656,18.84566113370763,-3.3758466029683274,0.004623648777960237,0.1403600535232541,-2.186900995976262
d2,58.99467__8.866,-0.7825740144910719,22.567467459958003,-3.3668771040226013,0.004706236097857186,0.1403600535232541,-2.20396918381433
d2,128.89099__1.455,0.8077512316534127,18.144304762388554,3.355653553133799,0.004811665431573419,0.1403600535232541,-2.2253226999679248
d2,77.00527__5.289,-1.2247489015826614,17.2396752463066,-3.3535975601741224,0.00483123372634389,0.1403600535232541,-2.2292338631276154
d2,208.93437__1.331,-1.9782067508735393,19.65198569357025,-3.3027599062058446,0.005341296043502686,0.15119976492376835,-2.325889418762351
d2,163.90326__8.874,-0.7352209107793816,21.656370219158678,-3.2880710894042595,0.005498472334506582,0.15175783643238167,-2.3537952065895276
d2,312.17217__8.823,-1.3501046878234428,18.932572548982836,-3.2678417348368565,0.005722535818892903,0.15408974497701866,-2.3922091648907156
d2,263.91367__1.357,-2.1364010682392385,19.781441831340015,-3.2356491264175338,0.006098072360726273,0.15995515610394337,-2.4532942485865847
d2,203.03207__7.171,-1.0321528626723546,17.974101572596116,-3.214086918026859,0.006363264172257846,0.15995515610394337,-2.4941736621270243
