sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35
BPS_low_wk12_inoculum_d0_A,-0.8222208864674218,21.968599803430067,-4.950198265909071,0.7869583005636509,-6.07007941163868,1.7207320997031976,-3.7303932633179664,0.23691254591589056,-0.03883924129169912,-6.195138672264507,6.8277196102982165,-0.4705157184157607,-8.199120217332675,1.382907805025058,4.0237894089506305,3.67942674503108,-6.08841155355295,-2.9222431453945332,-1.6823866945166972,-2.93308849337318,-6.718851236192647,1.846285494615771,6.704540894148807,2.281390436828629,-2.430269934278382,-1.1567159143120054,-3.574090182847384,-1.0908882592347446,1.0123043141029793,3.943274672666703,1.1229755861633557,0.9506913259964014,-5.975741369910921,1.8356435255740167,1.5017808188428504e-13
BPS_low_wk12_inoculum_d0_B,1.1792827794284613,22.818125738190083,-4.31478904748552,2.7241039679941874,-3.5486066910029384,-0.01348751130660878,0.5856996247165823,-6.556404824407671,-4.592895684157842,-0.6993094561828154,3.2801505512698976,-5.396734887506102,-2.986532697753109,1.8434209391418088,4.148035362028981,3.2923927941007083,7.1295520008177755,1.345226829499861,-3.5348742196842524,9.418205889069132,1.5021848637209818,-9.10745438015218,-2.609453952866598,1.8751480545218644,2.9511389117559723,4.095858863035742,1.2721275753724022,-0.1677288461860727,0.24305634412326432,2.5665826905882607,-0.5073872591858214,2.955936564377777,2.0633743296763254,-2.240242151451386,1.7137605293139063e-13
BPS_low_wk12_inoculum_d0_C,2.9367404649909554,21.575790015365296,-3.5723007015583983,3.1888096046307157,-4.230231782677127,-0.7130271162528066,-3.398707795366763,-2.0646007911559865,-4.175617637439817,0.6445912872653345,-2.1777794170830345,-4.677421762822854,-0.26170261996667027,-1.1362002270531224,-2.7776774691364055,2.820744629433076,-1.6990473286304661,-4.050144286507433,-5.053673282280714,-5.878016798562336,0.8095616077539766,3.0640450609346215,-2.3662035579801324,-3.350275445707529,-0.59933692970433206,0.5237711934209962,7.379488208969058,-0.5414232113435529,-3.345884146741596,0.7135422825267906,-4.153926803629937,-9.393678380100827,3.2204255369315953,-0.005019641035834132,1.582469810562339e-13
BPS_low_wk12_inoculum_d0_D,4.816369639893255,20.631363020770472,-1.3994164491189616,6.974013841643988,-2.765851618165224,3.0031136164797485,-0.8004503286394795,-1.3288473185870329,-4.867905259452329,-1.3480424178474113,-2.4941792701480785,2.9297804259934694,3.6895513955043207,-1.0394399296100056,-6.096580596281135,-1.7215267556383231,-0.2318701629071998,2.005261092278417,4.434768275718592,-3.4807767589592484,1.3501631562253795,2.6821402878845375,-4.987359109575418,2.6404010943929577,6.370488656640149,-2.758775604418945,-3.0392771398643275,-9.875845543111264,-1.4105678629596983,0.35662045562247563,5.752819071957941,1.9252759086200928,-0.8073589663912362,-2.622624801144407,1.7475456683641221e-13
BPS_low_wk12_inoculum_d0_E,4.4376292851316554,21.47401691969601,-2.4714074209794656,3.5780874662988187,-0.25855571375823494,1.7544848678849065,-2.1458804125150017,3.0042758423562126,6.427045566008115,6.158989827128333,-2.4424056308651463,-0.4631727233073401,2.5335748926238204,1.3026426325739724,3.2953603050426685,0.5478081693636853,4.0774663748195374,3.0375945476090194,-1.658736283228278,-3.518748908430378,1.0060472043917938,2.7585646123204515,-0.37576377408031514,0.7627143606418101,-4.233712699125404,-3.5678817147757935,-4.03201998988493,4.464351570641961,3.2901817085894023,2.3569624398012143,4.845189911029705,1.7991294596130896,8.641778822428071,4.919489441476595,1.797262052878862e-13
BPS_low_wk12_inoculum_d0_F,5.7325369117181895,20.63208143896973,-2.62124371258354,7.110472780308986,-0.280554559195043,1.9094386079325298,0.3101542186207047,-0.3000624195419123,1.4008812005961842,8.494784476770723,0.10349300133118647,8.175498883756601,3.9736171066990713,-2.022716005200921,-2.4276929066020236,-9.568008544254305,-6.569247892336315,-6.982377373701038,3.242467236387826,2.127689924079169,1.965580981959375,-2.601415322520047,1.4600241277156973,-0.19287996292589454,-1.4888466242996594,7.005491327604504,0.7204143873800344,3.2993333844207906,3.8177549422532486,0.8521450231857253,-2.1868438576240634,0.9282099128894807,-1.852598830327224,-1.0956570663870329,1.7858465306585145e-13
BPS_low_wk12_inoculum_d0_G,4.345423126681664,21.309565790164285,-3.0155047988862904,4.750395347627913,-2.4368785609290256,0.027170988562270782,-2.7817583960897947,0.23257297486688389,1.4919563211791915,-2.6809095066178603,-1.3209314841293183,3.1302155357314736,0.30472883461406786,0.3950814497368238,0.96377972205426,-3.5190058568663805,5.945828931602445,7.19757112594333,0.4162047372262125,3.459811403448619,1.6713973047630493,3.705181911492495,2.1127297846451842,-1.977275607884074,-2.5917621876066437,-4.431314937299629,0.6062671869660705,3.7944409240435464,-4.728450329638722,-9.449091538437463,-3.9280678078724547,1.0368767311664335,-5.432951659802031,-0.5155180996588036,1.7241587844303714e-13
BPS_low_wk12_control_d2_A,10.377999488527658,3.7680389735322386,10.096046659749446,-0.5415394665235388,-2.506157902748923,-17.868471763841445,6.091352570896674,2.4520221206162778,1.3620610952282868,-2.7296968697102812,5.603732449447279,-3.4336415248290937,0.2955542075886183,-3.686328407186034,-5.7180770750124115,-3.8421104848640835,-2.370883365479677,1.0058008134933125,4.094379444745687,3.0133885132582563,-6.7838156870139805,-3.8515161979892993,0.08268520361666588,-1.287286892909776,2.866389774907288,-0.18799474129811092,-0.46413686170828167,3.986566947180804,-4.540564188533087,-1.4719946786958824,5.0309353820027365,-3.0608668643781662,2.0586287009662367,3.5279627868217074,1.7142734310280124e-13
BPS_low_wk12_control_d2_B,5.065747538846892,-7.782377373420145,-3.019845028005831,-2.666881159981512,7.378991668229882,-10.683329147615078,-2.8699308700152786,-7.8819532937299055,-10.379609823418953,-4.628360572505398,3.431652558151435,-3.114385121081605,4.5324326262749,0.15059318143674694,2.20428690464381,-3.938588694704793,1.9016731414427537,4.370297413971009,1.3916318469877544,-6.7834022224866155,-0.07285506020491658,3.277893351862484,-5.022520314555919,2.642722598438136,-1.0207355703499905,3.7453241871268608,-5.092558942870165,4.3162215056363085,4.09103275168267,1.6140097900912662,-3.9742945366636935,-0.3374395606618518,-1.778098550850003,0.21409488113010272,1.7148158469244833e-13
BPS_low_wk12_control_d2_C,8.303454604663097,2.2562797151580773,11.499725007231104,-1.7664026838622544,-3.973493856850764,-12.271049652076952,8.110158360164833,0.49921043938752274,0.9557227722942894,0.19967550913548218,0.1754353681082245,-0.9245865224838765,1.1390889116436225,-2.5989054319533347,-3.57876450087861,7.135135861053484,1.2301762753045697,-0.5771873547232484,2.718218565388358,-4.840873061385171,6.053013494003837,-0.05281023524102915,2.6651820435917792,-3.2826270100454407,-3.194154959599886,-3.9986349322880614,5.208028389167003,1.5207913604030323,2.27444178371881,4.284806200809586,-1.090419229928568,6.717767680770223,-2.224805951090065,-4.27342184251962,1.7168543218684362e-13
