sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35
DINP_high_wk22_inoculum_d0_A,-4.3668368274585365,-4.50087779926138,5.6802246420279845,-1.3035599549925565,4.602582025397526,-0.46255122706122276,4.512135482181081,-1.8688665805833906,0.1449697847018448,-1.8949711455685052,0.9596433238164239,-0.8873523601201949,-3.5292985071041465,0.2240409757055892,2.145959932752857,-0.5623697042239809,-0.5260869767013329,-1.3938484869555798,0.6544567995925695,0.541149802720816,0.6270205837495617,0.4294171075065711,-0.2809349189924353,-0.7131554178047559,-0.1952270392710951,-0.37333007270299795,0.18493826157048815,0.2896794253888662,0.23230330920693107,-0.03803234350857865,-0.057931555829327304,-0.05825742240115483,-0.04704772608052223,-0.037476573434305584,-1.9224672956276193e-15
DINP_high_wk22_inoculum_d0_B,-4.558499644222284,-2.626015377922028,4.373486117137896,0.19348527108964372,2.103981914004426,-1.0536809209005362,-0.7743713058027467,-0.7538537572658788,1.9183692855246652,-1.7132708189622419,-0.3583700179485188,-1.8477870677039412,1.2956908605281776,-1.37885948564084,2.159927046469852,0.618479645810365,0.7786453386571315,1.4628924095962905,-1.3702672822753283,-1.002213152566564,0.06958412409777993,-0.8173569452365563,0.4009069922684687,0.4518388769166964,0.6709915239086222,0.5686882822008025,-1.0640980019538233,-0.9305166044248798,-0.15464760688159598,0.44125170696669735,0.13886209105236383,-0.014565729430522886,-0.025529343145319083,0.12064602681317922,-1.870425591348315e-15
DINP_high_wk22_inoculum_d0_C,-13.161908524601028,-7.036805353622924,-3.595127526665395,1.105191623931779,6.517332137979614,4.789464478846281,-2.7141740286792966,0.28836373656750225,2.779086126719929,1.6821173428615848,0.7947832588449419,1.1919394206023024,0.47205382572839405,0.4183934656314729,-1.8182270493894546,-0.45855770870682633,0.21982159667059326,0.10267334827509185,0.18793975684372677,-0.131443336680247,-0.27803350915207686,0.17300162955966555,0.027308351080437016,0.06167092931071575,-0.09325884870643365,0.003675455225558792,0.1923298206447612,0.10490133461894724,0.07388505239197768,-0.07705475222922194,-0.01987682719160717,0.013587308187100614,0.036431819599497574,0.005201792659069212,-4.028495306719362e-16
DINP_high_wk22_inoculum_d0_D,-11.362940945258929,3.8493815953598727,-0.34220331573330925,3.7650987880339266,-1.8233562600115807,-2.945325767214107,-0.3656548826786329,1.467009455864427,-2.7943297901305186,1.1785226986440782,0.15167777295544185,-0.6194827343319175,1.085035852237556,1.4027809742650066,0.6485583143656606,3.4008987756183955,1.2464156863286981,-2.0478722310556936,0.6129129417539431,-0.14553762273267568,0.5313570669648215,-0.1717130038851014,-0.22338691652682327,-0.20586401342476954,-0.15620910367021706,-0.43425226712054216,-0.056957705347919246,-0.1455214369069005,-0.039926727341368526,0.07516493854602764,-0.0937721996939984,0.0483484492456092,-0.015218026502834908,0.0497472465146016,-1.0932694741107055e-15
DINP_high_wk22_inoculum_d0_E,-9.737618856362444,4.985884521707635,-0.4954000028534542,3.3067869824177256,-3.297582435826318,-0.42840771433446834,0.5898894897441281,-0.6208335210648409,-2.626893211386338,1.0419937695783648,-0.210030175478601,-0.6443389399981673,-0.7568005600026274,-0.7372598506683772,-0.48255459575289805,-2.9574284734205607,-1.7914552678880638,0.6779887157289649,0.39811958971643063,1.8781472951841867,-0.17663496379374719,0.6128722388428253,0.02876570662219215,0.26973800371830436,-0.061518855977207625,0.6484052095466528,-0.47635203375540974,-0.5198666017651175,-0.3574279613386749,0.282901517121299,0.17088535163958388,-0.15092207970387683,-0.06956768130871964,-0.1673709811530374,-2.6510511555378782e-15
DINP_high_wk22_inoculum_d0_F,-2.5137062254875944,3.557927064217661,4.855664798305988,-0.11173205958330436,0.18201368130065723,-0.386486820719024,1.2667178746188805,4.202579002600044,1.9072563517790533,-4.862943110979632,-3.7103920826713033,1.6842367222076415,0.8114738046625461,0.03520690732837897,-2.1570582050114315,0.26079173203186373,-1.1919065770582549,-0.25969720930962487,0.8838231964781987,0.1404456373315153,-0.6861551168471416,-0.37764708865587676,0.00684478673522904,0.15646446104946474,0.15359424569774535,-0.2962869763558845,0.06590052997877931,0.1286846237755085,-0.17576877845027672,0.0868017155573776,-0.06308077455579006,0.0259419848492733,0.007967387008990863,-0.0545522704416046,-1.1938834357173603e-15
DINP_high_wk22_inoculum_d0_G,-6.229012821776118,4.237535781332501,1.8359390797642323,1.76727540835197,-2.336154938661443,0.6204031053204532,0.34150145290067674,0.3443165707355675,-1.7910551892731352,-0.6068233857455466,-0.6605494838703586,-0.6566603477511039,0.03186227102180628,-0.508561813384467,1.008462209676348,-1.6349287125117278,1.8148852350946365,1.8366573787348128,-1.268671390832217,-1.5748838671877643,-0.9219461925643289,-0.17702375149167698,0.2488043087665189,-0.25025724612804684,-0.08110380623075047,-0.1283616384237701,0.9377855892208046,1.078033144839925,0.6035352625487366,-0.5865722984711944,-0.09413195144003518,0.07078257774895873,0.07657818356792813,0.030891272607501796,-1.8600172504924542e-15
DINP_high_wk22_control_d2_A,0.314137742506415,-3.7720421892194445,2.474179780563465,-3.8347017529548015,-1.034816790272738,-1.2930612579187675,3.0934461316453143,-1.319581942686806,-2.119316955954255,0.01708507272905537,2.7701969274980076,-0.3996065440708582,2.481598514794181,1.470590979289809,-2.6675295963671375,-0.447398893028049,-0.23837883026728612,0.18086835366756704,-0.22763178720716878,-1.1158129931906178,-0.45562518612052727,0.27179216797802774,0.031692633926728365,0.04644170879068139,0.06625661308807713,0.005214618181037499,-0.2802363930809561,0.06935247967391166,0.7008616190279328,0.87522726609873025,-0.4713326945413061,-0.23572609222846166,-0.16167672022842738,-0.209333583821532,-1.7698116297416602e-15
DINP_high_wk22_control_d2_B,0.3740773960379706,-3.9856782967883864,2.011637672008977,-2.8630630269128927,-1.0932033105251513,-1.8870011913778144,-1.7842473269817054,-1.2807621211847686,0.590291993714157,0.5204564954259642,-1.2331838118005987,-0.7576116638501343,1.8080252463444215,-1.6966493887734322,0.11301963669832073,0.399829840902483,-0.07230367020367133,0.24289194288566948,0.7696104931748239,0.8743054593007825,0.30508448669090826,0.923905942115648,0.628497266375562,0.1768089827131391,-0.6734701223277285,-0.29853598103171014,0.3330431800380779,-0.53999509541408,0.24507356394485588,-1.2063690273822336,-0.5996154271233616,-0.5734460236078754,-0.5507273586550989,-0.03170925243988993,-1.4506225101619277e-15
DINP_high_wk22_control_d2_C,-1.0079418696745635,-6.953459059049292,-5.834913936310298,-4.936333293272685,-2.426890740780362,0.8142621460853678,0.7928593636762854,0.8314374536085725,-1.5627252150465676,-0.07363784485940648,-2.1712338608987753,-0.9583683445194248,-1.9214010632689238,0.11640711110261373,0.8613554613535664,0.2934665283424523,-0.088707430688915,-0.7539581312621223,-0.105252496724338,-1.0923699040578452,-1.6301758730902622,1.0708578988361892,0.15033573715793278,1.9405414782891823,-0.1600487659302259,-0.3008587542005355,0.08653541197657695,-0.22537864805906307,-0.431505724344576,0.19592793368869316,9.699810040442035e-4,0.14614910624152447,0.21619260854224615,0.07032794294639443,-1.887772826108083e-15
