culture_day	pathway	logFC	AveExpr	t	P.Value	adj.P.Val	B
d2	ko05206	-130.99999999999991	1453.357142857143	-1.2207524166060004	0.24442599152509628	0.871877700147944	-4.595103532975777
d2	ko00040	-101.71428571428567	1872.4285714285713	-1.217358746062713	0.24566998737413914	0.871877700147944	-4.595103799011406
d2	ko01051	-49.99999999999997	434	-1.2147446839041014	0.24663159811825353	0.871877700147944	-4.595104003638815
d2	ko00521	33.57142857142862	2365.3571428571427	1.2103333030769707	0.24826107565991176	0.871877700147944	-4.595104348377577
d2	ko04016	38.714285714285765	1701.0714285714287	1.2072086320453195	0.24942037041549753	0.871877700147944	-4.595104592118923
d2	ko05111	110.14285714285732	5674.357142857143	1.207077366743501	0.2494691643324008	0.871877700147944	-4.595104602350242
d2	ko02040	-280.7142857142856	1846.0714285714287	-1.206952601160187	0.2495155491100411	0.871877700147944	-4.595104612074341
d2	ko03320	-33.99999999999998	299.2857142857143	-1.2046187695433666	0.25038445661494607	0.871877700147944	-4.5951047938618315
d2	ko02030	-166.7142857142856	1872.7857142857142	-1.2014343555603813	0.2515738642629194	0.871877700147944	-4.595105041568713
d2	ko01055	14.714285714285722	597.6428571428571	1.193339499857558	0.2546172618258073	0.871877700147944	-4.595105669497
d2	ko04213	23.285714285714317	1080.5	1.1928739192685525	0.254793174848918	0.871877700147944	-4.595105705535947
d2	ko04066	33.14285714285715	1316.5714285714287	1.192486490413485	0.2549396316052858	0.871877700147944	-4.595105735519057
d2	ko00523	15.571428571428589	1159.357142857143	1.1902291990628175	0.2557942440731894	0.871877700147944	-4.595105910095202
d2	ko00562	-30.28571428571425	1394.857142857143	-1.1883060935818743	0.25652409342395976	0.871877700147944	-4.595106058669871
d2	ko00640	-89.99999999999989	5120.428571428572	-1.1833029679001799	0.2584304570538363	0.871877700147944	-4.595106444524739
d2	ko04931	-21.7142857142857	581	-1.1816183770067052	0.25907481769498003	0.871877700147944	-4.595106574224737
d2	ko00650	-21.57142857142853	4003.0714285714284	-1.178780062158478	0.26016330346833183	0.871877700147944	-4.595106792500121
d2	ko05230	55.00000000000004	2270.9285714285716	1.171859026745144	0.2628323785317624	0.871877700147944	-4.5951073234163715
d2	ko00791	-17.428571428571416	112.28571428571429	-1.1684992434465078	0.26413569154559247	0.871877700147944	-4.595107580461327
d2	ko04919	14.857142857142868	328.42857142857144	1.1675233609628668	0.264515187185862	0.871877700147944	-4.595107655038167
d2	ko04973	14.857142857142868	328.42857142857144	1.1675233609628668	0.264515187185862	0.871877700147944	-4.595107655038167
d2	ko00361	-17.285714285714274	113.21428571428571	-1.1671906851523053	0.2646446525753986	0.871877700147944	-4.595107680452517
d2	ko05200	12.000000000000025	551.4285714285714	1.157029950678419	0.26862247099121084	0.871877700147944	-4.5951084545265175
d2	ko00473	36.71428571428574	1334.357142857143	1.1556666236655606	0.26915968662638096	0.871877700147944	-4.595108558071355
d2	ko00903	-16.428571428571416	135.92857142857142	-1.1524316212081152	0.27043774064470066	0.871877700147944	-4.595108803467756
d2	ko03013	18.42857142857144	667.0714285714286	1.146906599342416	0.272631296328728	0.871877700147944	-4.595109221589164
d2	ko04626	-30.285714285714256	586.2857142857143	-1.1404752469284947	0.2752018525033232	0.871877700147944	-4.595109706719437
d2	ko00364	-8.857142857142852	56.142857142857146	-1.1376095081757729	0.27635322379243976	0.871877700147944	-4.595109922337079
d2	ko00930	-23.57142857142856	214.64285714285714	-1.1263137164806283	0.2809274306297852	0.871877700147944	-4.595110768893261
d2	ko05219	-8.71428571428571	56.357142857142854	-1.1206879054239565	0.2832269999329643	0.871877700147944	-4.595111188513773
d2	ko01502	-96.57142857142847	3447.4285714285716	-1.118290776959989	0.28421116992390355	0.871877700147944	-4.595111366904066
d2	ko00940	-42.714285714285666	1060.2142857142858	-1.1094307515825046	0.2878712912960865	0.871877700147944	-4.595112024122714
d2	ko00564	86.85714285714309	5570	1.1051931659255885	0.28963442054456523	0.871877700147944	-4.595112337265562
d2	ko05133	-43.99999999999997	382.42857142857144	-1.1049985053704492	0.28971560838889615	0.871877700147944	-4.595112351631661
d2	ko04714	-8.571428571428568	56.42857142857143	-1.1028270790610994	0.29062241916256715	0.871877700147944	-4.595112511773292
d2	ko00720	-94.85714285714252	6718.857142857143	-1.0999651489201476	0.29182086127242873	0.871877700147944	-4.595112722526538
