feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV001	exposure	dinp	0.00243659280920126	0.00131014509955478	14	14	0.112256666965113	0.820622167536857
ASV003	exposure	dinp	-0.0317831091661094	0.0302596212186571	14	14	0.334011191832015	0.820622167536857
ASV004	exposure	dinp	-0.0418783395850383	0.03700492095419	14	12	0.279870968282762	0.820622167536857
ASV005	exposure	dinp	0.00635365359936629	0.00293976806947409	14	10	0.0739464416014539	0.820622167536857
ASV006	exposure	dinp	-0.0153905620280372	0.0148218080285231	14	6	0.339119799927425	0.820622167536857
ASV009	exposure	dinp	0.00302151108885346	0.00215473306449304	14	14	0.210397080160422	0.820622167536857
ASV015	exposure	dinp	0.00569434284334355	0.00445919629242154	14	14	0.248796565503298	0.820622167536857
ASV018	exposure	dinp	0.0113543895862532	0.00549668029717993	14	14	0.0843902855953969	0.820622167536857
ASV020	exposure	dinp	0.00629108046661732	0.00263176153182872	14	14	0.0539934957878165	0.820622167536857
ASV021	exposure	dinp	0.00104974727156381	0.00101412086434154	14	14	0.3405139706185	0.820622167536857
ASV027	exposure	dinp	-0.00276252108323958	0.00143000512012518	14	14	0.101586687416766	0.820622167536857
ASV028	exposure	dinp	0.00847158464026587	0.00554082383939753	14	14	0.177146269848759	0.820622167536857
ASV032	exposure	dinp	-0.000935741243947749	0.000947260269239965	14	14	0.361377698369981	0.820622167536857
ASV035	exposure	dinp	0.00113848477861762	0.00105904183834137	14	13	0.323685733239457	0.820622167536857
ASV036	exposure	dinp	-0.00371443542662871	0.00392054179118771	14	14	0.379998778754924	0.820622167536857
ASV038	exposure	dinp	0.0180693630547825	0.0136389001429049	14	6	0.233444171825082	0.820622167536857
ASV039	exposure	dinp	0.00237834223636305	0.00123473580206176	14	14	0.102382886415736	0.820622167536857
ASV042	exposure	dinp	-0.00155485813176582	0.00125364564616082	14	14	0.261175875294797	0.820622167536857
ASV044	exposure	dinp	0.00397122064929169	0.00419703654371213	14	14	0.380578396538832	0.820622167536857
ASV045	exposure	dinp	0.00307699434538807	0.00222393506779235	14	14	0.215761967958232	0.820622167536857
ASV049	exposure	dinp	-0.00450481233129107	0.0026520363462817	14	9	0.14030593937746	0.820622167536857
ASV051	exposure	dinp	0.00235560225660282	0.00207805995686788	14	14	0.300232235050814	0.820622167536857
ASV059	exposure	dinp	-0.00147046387439599	0.00121995819763223	14	12	0.273447851346838	0.820622167536857
ASV061	exposure	dinp	0.000947180596583417	0.000995338981504633	14	7	0.378035264715619	0.820622167536857
ASV066	exposure	dinp	-0.00545197347685463	0.00510287132273419	14	5	0.326422917797451	0.820622167536857
ASV069	exposure	dinp	-0.00338366238238262	0.00244401404288618	14	11	0.215504144842861	0.820622167536857
ASV070	exposure	dinp	0.00128391153369394	0.000777139674054342	14	5	0.149602682105196	0.820622167536857
ASV072	exposure	dinp	0.00259362956351074	0.00133274621441723	14	13	0.0995989066672342	0.820622167536857
ASV073	exposure	dinp	0.000525976752331117	0.000295622792264006	14	8	0.12551281021443	0.820622167536857
ASV081	exposure	dinp	-0.00198399895727826	0.00143434693278371	14	13	0.215870563089903	0.820622167536857
ASV086	exposure	dinp	0.000414364576800912	0.00029558431857855	14	7	0.210515754605211	0.820622167536857
ASV098	exposure	dinp	0.000961581304130174	0.000672020086089062	14	12	0.20241860863889	0.820622167536857
ASV024	exposure	dinp	0.0070188316112354	0.00762117033649663	14	14	0.39259272817621	0.820875704368439
ASV055	exposure	dinp	0.00144683966221677	0.00172718162468706	14	13	0.434298947298229	0.83240631565494
ASV071	exposure	dinp	-0.0013446980937832	0.00152259749485146	14	7	0.411134697218052	0.83240631565494
ASV095	exposure	dinp	-0.00237865241190484	0.00287469582676711	14	4	0.424134598381102	0.83240631565494
ASV011	exposure	dinp	-0.000740785193243086	0.000909965650804588	14	12	0.446695978468831	0.833027635522955
ASV012	exposure	dinp	-0.00668110183068141	0.00903002891393478	14	14	0.487303948111778	0.850781843155068
ASV014	exposure	dinp	-0.00471284527420148	0.00647905723067276	14	8	0.494375812410288	0.850781843155068
ASV048	exposure	dinp	0.00194679211719163	0.00274992214675887	14	14	0.50553703723707	0.850781843155068
ASV063	exposure	dinp	0.00274592932482305	0.00375592938706905	14	14	0.492274630627068	0.850781843155068
ASV008	exposure	dinp	0.0232390257431064	0.0400607982585963	14	14	0.582963762287118	0.85324506639866
ASV023	exposure	dinp	-0.00439242213454223	0.00644947594385293	14	14	0.5212420504178	0.85324506639866
ASV025	exposure	dinp	0.0059294128137518	0.0107998711964215	14	14	0.602804112720729	0.85324506639866
ASV030	exposure	dinp	0.00069431930911823	0.00106041231024621	14	14	0.536897273227041	0.85324506639866
ASV041	exposure	dinp	-0.000894027194739474	0.00144036879721286	14	14	0.557627358070108	0.85324506639866
ASV058	exposure	dinp	-0.00168195511177755	0.00284155164131104	14	10	0.575517161216059	0.85324506639866
ASV079	exposure	dinp	0.000435624836025697	0.000800502693456961	14	8	0.605927655848324	0.85324506639866
ASV105	exposure	dinp	0.000716748094045195	0.00123560136706685	14	6	0.582972336747698	0.85324506639866
ASV007	exposure	dinp	0.024359178419352	0.0526074287987766	14	14	0.659657134886886	0.90194482130869
ASV010	exposure	dinp	0.00279936258321481	0.00618333936487448	14	14	0.666654867923814	0.90194482130869
ASV068	exposure	dinp	-0.000534244128592792	0.00123700380166736	14	14	0.680913182078251	0.902779583290855
ASV084	exposure	dinp	-0.000499994556524385	0.00120844556828398	14	4	0.69343939006399	0.902779583290855
ASV002	exposure	dinp	-0.00928268587431015	0.0321335229126988	14	14	0.782395369505971	0.918948905127833
ASV016	exposure	dinp	-0.00200942914922998	0.00694262143478576	14	14	0.78199046551306	0.918948905127833
ASV017	exposure	dinp	-0.00271003120471832	0.0120415566207887	14	14	0.825722204607618	0.918948905127833
