feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV055	culture_day	d7	-0.00465635179940397	0.00198911549277748	28	28	0.0302942592516785	0.0986374451712977
ASV064	culture_day	d7	-0.00460469524956523	0.00197066494499316	28	10	0.0305637154051908	0.0986374451712977
ASV066	culture_day	d7	-0.00382571982473051	0.00162455587956959	28	10	0.0294302663833079	0.0986374451712977
ASV013	culture_day	d7	-0.024122745127747	0.0106042824609309	28	28	0.0346946572158935	0.109480918325708
ASV069	exposure	dinp	-0.00271507436256191	0.00122086287077064	28	28	0.0384778394776109	0.118779417517842
ASV025	exposure	dinp	-0.00473359266597021	0.00215968016940681	28	28	0.0410535571547822	0.12403415140381
ASV061	exposure	dinp	-0.00191910812296025	0.00093221339795891	28	12	0.0535050838496837	0.158285873055314
ASV070	culture_day	d7	-0.00237910163996001	0.00116432275537744	28	10	0.0551380906033616	0.159787936034232
ASV044	exposure	dinp	-0.00396712230554082	0.0019869329054799	28	28	0.0603987321981259	0.171532399442677
ASV049	exposure	dinp	-0.00367129631686548	0.00187772113760446	28	28	0.0654324990417457	0.182184605175057
ASV033	culture_day	d7	-0.0114449857162115	0.00603349810649553	28	28	0.0731471913269798	0.199748099392906
ASV076	culture_day	d7	0.0103173562493113	0.0059090243316497	28	4	0.0930843267313927	0.246058739715965
ASV095	exposure	dinp	0.00392368831897321	0.00222260939251807	28	22	0.0935716334131135	0.246058739715965
ASV012	exposure	dinp	-0.0239921386703634	0.0137716036535242	28	28	0.097647889844785	0.252109097417445
ASV072	culture_day	d7	-0.00197858574929396	0.00115160405856516	28	26	0.102029896912508	0.258718667171002
ASV018	exposure	dinp	-0.00834221373772378	0.00496140750863901	28	28	0.109045719819468	0.271657758146744
ASV032	culture_day	d7	-0.00246810191813956	0.00161333617175873	28	28	0.142542338600612	0.343068001377744
ASV061	culture_day	d7	0.00142826284619281	0.00093221339795891	28	12	0.141974559761619	0.343068001377744
ASV016	exposure	dinp	0.00468879951504775	0.00316862019632197	28	28	0.15532773468141	0.367608972079338
ASV004	exposure	dinp	0.0263878274806699	0.0184564595189529	28	28	0.169031548547321	0.393483276946222
ASV078	culture_day	d7	0.00190130046445798	0.00135656061328073	28	8	0.177171150862541	0.405779087459367
ASV078	exposure	dinp	0.00187258845566702	0.00135656061328073	28	8	0.183490975805411	0.413582834355053
ASV028	culture_day	d7	-0.00660973214759917	0.00497151690307665	28	28	0.199419596295011	0.431856725552425
ASV046	culture_day	d7	0.00468072260224564	0.00349704182594451	28	28	0.196537360233982	0.431856725552425
ASV065	exposure	dinp	0.00232206417598689	0.00175183447540731	28	6	0.200722140045493	0.431856725552425
ASV066	exposure	dinp	0.00207986850303582	0.00162455587956959	28	10	0.215860861382802	0.457496153975491
ASV039	culture_day	d7	-0.00112620805206322	0.00089069850659411	28	27	0.221374018192716	0.462281037990671
ASV035	exposure	dinp	0.0022139531728563	0.00176653416874312	28	26	0.225309613971119	0.463680654839114
ASV022	exposure	dinp	-0.00368000456272553	0.00309095022552415	28	28	0.248483844178388	0.504067226761873
ASV008	culture_day	d7	-0.0334400608914834	0.0285971714338108	28	28	0.256724440273049	0.513448880546097
ASV045	culture_day	d7	-0.00464230495786275	0.00407721328429205	28	28	0.269024415000008	0.53057592958335
ASV008	exposure	dinp	0.0314160259617512	0.0285971714338108	28	28	0.285681814277629	0.540890901698978
ASV058	culture_day	d7	-0.000872604779715182	0.000792563530662116	28	11	0.284654077147554	0.540890901698978
ASV070	exposure	dinp	0.00128578999576495	0.00116432275537744	28	10	0.283242140399448	0.540890901698978
ASV019	culture_day	d7	-0.0011848046016994	0.00114031674195362	28	28	0.311840879996828	0.582650065257232
ASV037	exposure	dinp	0.00112305747350777	0.00112754150646735	28	27	0.331755526710577	0.606535375524898
ASV064	exposure	dinp	0.00195695913292051	0.00197066494499316	28	10	0.333167318950296	0.606535375524898
ASV059	exposure	dinp	-0.000704668693791825	0.000717288285390563	28	28	0.33824479942937	0.607984323024943
ASV042	exposure	dinp	-0.00345053536872266	0.00365884244330169	28	28	0.357484548592378	0.611600071085756
ASV048	exposure	dinp	0.00154156332428145	0.00160753005971802	28	28	0.349621949560855	0.611600071085756
ASV076	exposure	dinp	-0.00554223409476371	0.0059090243316497	28	4	0.35725550786733	0.611600071085756
ASV097	culture_day	d7	-0.000669599117816403	0.000696786334690407	28	18	0.348632326257738	0.611600071085756
ASV019	exposure	dinp	-0.00106116278186411	0.00114031674195362	28	28	0.363741776969468	0.611604576599174
ASV043	exposure	dinp	-0.00519344354681509	0.0056089728631623	28	27	0.366101331062886	0.611604576599174
ASV001	culture_day	d7	0.00176514175448441	0.00196865928101828	28	26	0.381141438789569	0.619583030489245
ASV006	exposure	dinp	0.00971076178903482	0.0113779689004575	28	28	0.404030269893262	0.619583030489245
ASV011	exposure	dinp	-0.00155625618686771	0.00181577561357678	28	28	0.402084821126887	0.619583030489245
ASV014	exposure	dinp	0.00275548119922155	0.00321139289590247	28	16	0.401568865379107	0.619583030489245
ASV024	exposure	dinp	-0.00268775311545691	0.00316119886973836	28	24	0.405783252362674	0.619583030489245
ASV030	exposure	dinp	-0.00338668358636954	0.0038976934514541	28	21	0.395748541021263	0.619583030489245
ASV059	culture_day	d7	0.000630067706545386	0.000717288285390563	28	28	0.39069879854432	0.619583030489245
ASV063	exposure	dinp	-0.00109215156784449	0.00123183410306677	28	27	0.386375928797143	0.619583030489245
ASV067	exposure	dinp	0.000974921153442248	0.00118647328189713	28	25	0.421441432988993	0.636645568983372
ASV049	culture_day	d7	0.0015011736065018	0.00187772113760446	28	28	0.433902040385842	0.636705022008361
ASV055	exposure	dinp	-0.00158660923977259	0.00198911549277748	28	28	0.434932303766275	0.636705022008361
ASV083	exposure	dinp	0.00115596723586933	0.00144620553251924	28	19	0.433989834002416	0.636705022008361
ASV020	exposure	dinp	-0.00214903760079095	0.00277080315385436	28	28	0.447531577755917	0.648464122870819
ASV009	exposure	dinp	0.00128299435430428	0.00168984485426002	28	26	0.457027082661276	0.649269450763766
ASV038	exposure	dinp	0.00617216142045759	0.00813973639863144	28	12	0.457589475882764	0.649269450763766
ASV058	exposure	dinp	-0.000595281593672972	0.000792563530662116	28	11	0.461804327655918	0.649269450763766
ASV032	exposure	dinp	0.00116514918766231	0.00161333617175873	28	28	0.478967598122089	0.666798028758202
ASV002	exposure	dinp	-0.0143315498713578	0.0207658402136752	28	28	0.498444034107342	0.668164017232522
ASV033	exposure	dinp	0.00417823206716187	0.00603349810649553	28	28	0.496997209428581	0.668164017232522
ASV046	exposure	dinp	-0.00241162853450765	0.00349704182594451	28	28	0.498770322722868	0.668164017232522
ASV083	culture_day	d7	0.00102280012454632	0.00144620553251924	28	19	0.488007977409797	0.668164017232522
ASV013	exposure	dinp	0.00684087537037329	0.0106042824609309	28	28	0.526572955984044	0.698816446259198
ASV014	culture_day	d7	-0.00201429457307797	0.00321139289590247	28	16	0.537971232475816	0.707332546403388
ASV036	exposure	dinp	-0.0021279443810606	0.00360723686028882	28	28	0.562201711246274	0.73240956877955
ASV029	exposure	dinp	0.00108737863972156	0.00190158494071519	28	28	0.574142432769159	0.741165685938369
ASV045	exposure	dinp	0.00220833266918793	0.00407721328429205	28	28	0.594370005235093	0.75357625663735
ASV054	exposure	dinp	-0.00413771436272994	0.00755044488770114	28	4	0.590066519009995	0.75357625663735
ASV041	exposure	dinp	0.000443954735412945	0.000869537241575999	28	17	0.615536994387661	0.766721519324982
ASV062	culture_day	d7	-0.000463133427859088	0.000894039775115346	28	17	0.610421795793558	0.766721519324982
ASV054	culture_day	d7	0.00378719714522972	0.00755044488770114	28	4	0.62172109808993	0.767690399380609
ASV005	exposure	dinp	-0.00463856006645206	0.0103006572841458	28	28	0.657578097610109	0.785768413327617
ASV007	exposure	dinp	-0.00418904677664367	0.00906724040488032	28	28	0.64932900962696	0.785768413327617
ASV010	exposure	dinp	-0.00315500496667731	0.00746275114799043	28	28	0.67721145422996	0.785768413327617
ASV028	exposure	dinp	0.00209438308623325	0.00497151690307665	28	28	0.678280634694842	0.785768413327617
ASV034	exposure	dinp	0.000501711267188002	0.00120025437193194	28	28	0.680630386192232	0.785768413327617
ASV050	exposure	dinp	0.000681665627188053	0.00150836294654187	28	16	0.656440369209732	0.785768413327617
ASV067	culture_day	d7	0.000513145068198356	0.00118647328189713	28	25	0.670250003883665	0.785768413327617
ASV072	exposure	dinp	0.000491234304080403	0.00115160405856516	28	26	0.67449009047655	0.785768413327617
ASV039	exposure	dinp	-0.000318198385999986	0.00089069850659411	28	27	0.724845060134661	0.830064504347757
ASV003	exposure	dinp	-0.00277790404431195	0.00842990258442397	28	28	0.745360394653488	0.846729408326362
ASV051	exposure	dinp	0.00117472783136104	0.0039010507231228	28	26	0.766585201956904	0.863929354586352
ASV027	exposure	dinp	-0.000770874216322523	0.00271037018105154	28	28	0.779167780617513	0.871195471241629
ASV065	culture_day	d7	0.000451302482070972	0.00175183447540731	28	6	0.799471983063901	0.886914231211515
ASV001	exposure	dinp	-0.000482842901303083	0.00196865928101828	28	26	0.808880998745838	0.890396138154333
ASV081	exposure	dinp	-0.000194858063411492	0.000970761182524825	28	18	0.843045058439484	0.920864602295436
ASV017	exposure	dinp	-0.000775340866735249	0.00424869022721876	28	28	0.857131735220816	0.928890337222871
ASV038	culture_day	d7	-0.00141873478053608	0.00813973639863144	28	12	0.863475524742388	0.928890337222871
ASV004	culture_day	d7	0.00296521029054431	0.0184564595189529	28	28	0.874057266364706	0.929547742724767
ASV097	exposure	dinp	-0.000109146561339033	0.000696786334690407	28	18	0.877178855810696	0.929547742724767
ASV090	exposure	dinp	-5.24414946416107e-05	0.000486250091338848	28	12	0.915246367033079	0.962703586064424
ASV052	exposure	dinp	-0.000308319705093419	0.00473157088910008	28	10	0.948725572658674	0.969201664154904
ASV056	exposure	dinp	-0.000198787838782889	0.00238967064459799	28	23	0.934573585414548	0.969201664154904
ASV062	exposure	dinp	-6.36621663177542e-05	0.000894039775115346	28	17	0.943976956262793	0.969201664154904
ASV068	exposure	dinp	-5.01272562864746e-05	0.00063902400513846	28	28	0.938099799822057	0.969201664154904
ASV015	exposure	dinp	6.45346013991182e-05	0.00308063773607242	28	28	0.983505207512957	0.991764567783985
ASV023	exposure	dinp	-0.000123065832536511	0.00636695118421981	28	28	0.98478031026438	0.991764567783985
ASV021	exposure	dinp	-1.6189476746634e-05	0.00157950972985566	28	28	0.991928935975785	0.991928935975785
