mz__rtMin	putative_mw	exact_mass	compoundID	compound	pathwayID	pathway	annotation	lcms_run
199.02411__1.033	200.03133	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map01220	Degradation of aromatic compounds	putative_single	high-dinp-wk07-wk22
199.02411__1.033	200.03133	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map00624	Polycyclic aromatic hydrocarbon degradation	putative_single	high-dinp-wk07-wk22
199.02411__1.033	200.03133	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map00592	alpha-Linolenic acid metabolism	putative_single	high-dinp-wk07-wk22
199.02412__0.925	200.03137	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map01100	Metabolic pathways	putative_single	high-bps-wk07-wk22
199.02412__0.925	200.03137	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map01110	Biosynthesis of secondary metabolites	putative_single	high-bps-wk07-wk22
199.02412__0.925	200.03137	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map01120	Microbial metabolism in diverse environments	putative_single	high-bps-wk07-wk22
199.02412__0.925	200.03137	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map00350	Tyrosine metabolism	putative_single	high-bps-wk07-wk22
199.02412__0.925	200.03137	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map00984	Steroid degradation	putative_single	high-bps-wk07-wk22
199.02412__0.925	200.03137	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map01220	Degradation of aromatic compounds	putative_single	high-bps-wk07-wk22
199.02412__0.925	200.03137	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map00624	Polycyclic aromatic hydrocarbon degradation	putative_single	high-bps-wk07-wk22
199.02412__0.925	200.03137	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map00592	alpha-Linolenic acid metabolism	putative_single	high-bps-wk07-wk22
199.02416__1.101	200.03132	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map01100	Metabolic pathways	putative_single	high-bps-wk07-wk22
199.02416__1.101	200.03132	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map01110	Biosynthesis of secondary metabolites	putative_single	high-bps-wk07-wk22
199.02416__1.101	200.03132	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map01120	Microbial metabolism in diverse environments	putative_single	high-bps-wk07-wk22
199.02416__1.101	200.03132	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map00350	Tyrosine metabolism	putative_single	high-bps-wk07-wk22
199.02416__1.101	200.03132	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map00984	Steroid degradation	putative_single	high-bps-wk07-wk22
199.02416__1.101	200.03132	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map01220	Degradation of aromatic compounds	putative_single	high-bps-wk07-wk22
199.02416__1.101	200.03132	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map00624	Polycyclic aromatic hydrocarbon degradation	putative_single	high-bps-wk07-wk22
199.02416__1.101	200.03132	200.0321	C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT; Cyanidin 3-rutinoside 5-glucoside chloride	map00592	alpha-Linolenic acid metabolism	putative_single	high-bps-wk07-wk22
199.07563__1.75	200.08285	200.0837	C08741	Eriobofuran; 2,4-Dimethoxydibenzofuran-3-ol; Dehydrotremetone	map01062	Biosynthesis of terpenoids and steroids	putative_single	high-dinp-wk07-wk22
199.07563__1.75	200.08285	200.0837	C08741	Eriobofuran; 2,4-Dimethoxydibenzofuran-3-ol; Dehydrotremetone	map00996	Biosynthesis of various alkaloids	putative_single	high-dinp-wk07-wk22
199.07575__1.584	200.08302	200.0837	C08741	Eriobofuran; 2,4-Dimethoxydibenzofuran-3-ol; Dehydrotremetone	map01062	Biosynthesis of terpenoids and steroids	putative_single	high-dinp-wk07-wk22
199.07575__1.584	200.08302	200.0837	C08741	Eriobofuran; 2,4-Dimethoxydibenzofuran-3-ol; Dehydrotremetone	map00996	Biosynthesis of various alkaloids	putative_single	high-dinp-wk07-wk22
199.16973__2.049	200.17707	200.1776	C02679	Dodecanoic acid; Dodecanoate; Dodecylcarboxylate; Lauric acid; D-Galactosylceramide; beta-D-Galactosyl-N-acylsphingosine; Ferricytochrome c3	map01100	Metabolic pathways	putative_single	high-bps-wk07-wk22
199.16973__2.049	200.17707	200.1776	C02679	Dodecanoic acid; Dodecanoate; Dodecylcarboxylate; Lauric acid; D-Galactosylceramide; beta-D-Galactosyl-N-acylsphingosine; Ferricytochrome c3	map01110	Biosynthesis of secondary metabolites	putative_single	high-bps-wk07-wk22
199.16973__2.049	200.17707	200.1776	C02679	Dodecanoic acid; Dodecanoate; Dodecylcarboxylate; Lauric acid; D-Galactosylceramide; beta-D-Galactosyl-N-acylsphingosine; Ferricytochrome c3	map00061	Fatty acid biosynthesis	putative_single	high-bps-wk07-wk22
199.16973__2.049	200.17707	200.1776	C02679	Dodecanoic acid; Dodecanoate; Dodecylcarboxylate; Lauric acid; D-Galactosylceramide; beta-D-Galactosyl-N-acylsphingosine; Ferricytochrome c3	map00600	Sphingolipid metabolism	putative_single	high-bps-wk07-wk22
199.16973__2.049	200.17707	200.1776	C02679	Dodecanoic acid; Dodecanoate; Dodecylcarboxylate; Lauric acid; D-Galactosylceramide; beta-D-Galactosyl-N-acylsphingosine; Ferricytochrome c3	map00333	Prodigiosin biosynthesis	putative_single	high-bps-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map01100	Metabolic pathways	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map01110	Biosynthesis of secondary metabolites	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map04750	Inflammatory mediator regulation of TRP channels	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map01120	Microbial metabolism in diverse environments	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map00240	Pyrimidine metabolism	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map00350	Tyrosine metabolism	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map00650	Butanoate metabolism	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map00660	C5-Branched dibasic acid metabolism	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map01061	Biosynthesis of phenylpropanoids	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map01210	2-Oxocarboxylic acid metabolism	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map01220	Degradation of aromatic compounds	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map00907	Pinene, camphor and geraniol degradation	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map00940	Phenylpropanoid biosynthesis	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map00130	Ubiquinone and other terpenoid-quinone biosynthesis	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map00950	Isoquinoline alkaloid biosynthesis	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map00902	Monoterpenoid biosynthesis	putative_single	high-dinp-wk07-wk22
203.08194__0.936	204.08921	204.0899	C00806	Tryptophan; alpha-Amino-beta-(3-indolyl)-propionic acid; (1R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-one; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one; (3R)-3-Hydroxybutan-2-one; Xyloglucan	map00943	Isoflavonoid biosynthesis	putative_single	high-dinp-wk07-wk22
204.06632__6.999	205.07359	205.0739	C02043	L-Erythrulose; L-glycero-Tetrulose; Daturine; Duboisine; [Glycine cleavage system H]-N6-lipoyl-L-lysine; [Glycine-cleavage complex H protein]-N6-lipoyl-L-lysine; Indolelactate	map01100	Metabolic pathways	putative_single	low-select
204.06632__6.999	205.07359	205.0739	C02043	L-Erythrulose; L-glycero-Tetrulose; Daturine; Duboisine; [Glycine cleavage system H]-N6-lipoyl-L-lysine; [Glycine-cleavage complex H protein]-N6-lipoyl-L-lysine; Indolelactate	map01110	Biosynthesis of secondary metabolites	putative_single	low-select
204.06632__6.999	205.07359	205.0739	C02043	L-Erythrulose; L-glycero-Tetrulose; Daturine; Duboisine; [Glycine cleavage system H]-N6-lipoyl-L-lysine; [Glycine-cleavage complex H protein]-N6-lipoyl-L-lysine; Indolelactate	map00260	Glycine, serine and threonine metabolism	putative_single	low-select
204.06632__6.999	205.07359	205.0739	C02043	L-Erythrulose; L-glycero-Tetrulose; Daturine; Duboisine; [Glycine cleavage system H]-N6-lipoyl-L-lysine; [Glycine-cleavage complex H protein]-N6-lipoyl-L-lysine; Indolelactate	map00785	Lipoic acid metabolism	putative_single	low-select
204.06632__6.999	205.07359	205.0739	C02043	L-Erythrulose; L-glycero-Tetrulose; Daturine; Duboisine; [Glycine cleavage system H]-N6-lipoyl-L-lysine; [Glycine-cleavage complex H protein]-N6-lipoyl-L-lysine; Indolelactate	map04973	Carbohydrate digestion and absorption	putative_single	low-select
204.06632__6.999	205.07359	205.0739	C02043	L-Erythrulose; L-glycero-Tetrulose; Daturine; Duboisine; [Glycine cleavage system H]-N6-lipoyl-L-lysine; [Glycine-cleavage complex H protein]-N6-lipoyl-L-lysine; Indolelactate	map01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	putative_single	low-select
204.06632__6.999	205.07359	205.0739	C02043	L-Erythrulose; L-glycero-Tetrulose; Daturine; Duboisine; [Glycine cleavage system H]-N6-lipoyl-L-lysine; [Glycine-cleavage complex H protein]-N6-lipoyl-L-lysine; Indolelactate	map01212	Fatty acid metabolism	putative_single	low-select
204.06632__6.999	205.07359	205.0739	C02043	L-Erythrulose; L-glycero-Tetrulose; Daturine; Duboisine; [Glycine cleavage system H]-N6-lipoyl-L-lysine; [Glycine-cleavage complex H protein]-N6-lipoyl-L-lysine; Indolelactate	map00970	Aminoacyl-tRNA biosynthesis	putative_single	low-select
204.06632__6.999	205.07359	205.0739	C02043	L-Erythrulose; L-glycero-Tetrulose; Daturine; Duboisine; [Glycine cleavage system H]-N6-lipoyl-L-lysine; [Glycine-cleavage complex H protein]-N6-lipoyl-L-lysine; Indolelactate	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis	putative_single	low-select
204.06632__6.999	205.07359	205.0739	C02043	L-Erythrulose; L-glycero-Tetrulose; Daturine; Duboisine; [Glycine cleavage system H]-N6-lipoyl-L-lysine; [Glycine-cleavage complex H protein]-N6-lipoyl-L-lysine; Indolelactate	map01040	Biosynthesis of unsaturated fatty acids	putative_single	low-select
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map01100	Metabolic pathways	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map04976	Bile secretion	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map01110	Biosynthesis of secondary metabolites	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map04080	Neuroactive ligand-receptor interaction	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map00910	Nitrogen metabolism	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map04927	Cortisol synthesis and secretion	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map04934	Cushing syndrome	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map05215	Prostate cancer	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map05200	Pathways in cancer	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map00500	Starch and sucrose metabolism	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map00520	Amino sugar and nucleotide sugar metabolism	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map00140	Steroid hormone biosynthesis	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map04960	Aldosterone-regulated sodium reabsorption	putative_single	high-dinp-wk07-wk22
205.03459__4.838	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map07225	Glucocorticoid and mineralocorticoid receptor agonists/antagonists	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map01100	Metabolic pathways	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map04976	Bile secretion	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map01110	Biosynthesis of secondary metabolites	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map04080	Neuroactive ligand-receptor interaction	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map00910	Nitrogen metabolism	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map04927	Cortisol synthesis and secretion	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map04934	Cushing syndrome	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map05215	Prostate cancer	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map05200	Pathways in cancer	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map00500	Starch and sucrose metabolism	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map00520	Amino sugar and nucleotide sugar metabolism	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map00140	Steroid hormone biosynthesis	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map04960	Aldosterone-regulated sodium reabsorption	putative_single	high-dinp-wk07-wk22
205.03461__0.441	206.04184	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map07225	Glucocorticoid and mineralocorticoid receptor agonists/antagonists	putative_single	high-dinp-wk07-wk22
205.03466__1.185	206.04188	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map01100	Metabolic pathways	putative_single	high-bps-wk07-wk22
205.03466__1.185	206.04188	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map04976	Bile secretion	putative_single	high-bps-wk07-wk22
205.03466__1.185	206.04188	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map01110	Biosynthesis of secondary metabolites	putative_single	high-bps-wk07-wk22
205.03466__1.185	206.04188	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map04080	Neuroactive ligand-receptor interaction	putative_single	high-bps-wk07-wk22
205.03466__1.185	206.04188	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	map00910	Nitrogen metabolism	putative_single	high-bps-wk07-wk22
