mz__rtMin	putative_mw	exact_mass	compoundID	compound	pathwayID	pathway	annotation	lcms_run
144.02906__0.972	145.03634	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04915	Estrogen signaling pathway	putative_single	high-dinp-wk07-wk22
144.02906__0.972	145.03634	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04921	Oxytocin signaling pathway	putative_single	high-dinp-wk07-wk22
144.02906__0.972	145.03634	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04929	GnRH secretion	putative_single	high-dinp-wk07-wk22
144.02906__0.972	145.03634	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04961	Endocrine and other factor-regulated calcium reabsorption	putative_single	high-dinp-wk07-wk22
144.02906__0.972	145.03634	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map05207	Chemical carcinogenesis - receptor activation	putative_single	high-dinp-wk07-wk22
144.02906__0.972	145.03634	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map00140	Steroid hormone biosynthesis	putative_single	high-dinp-wk07-wk22
144.02906__0.972	145.03634	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04913	Ovarian steroidogenesis	putative_single	high-dinp-wk07-wk22
144.02906__0.972	145.03634	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map01522	Endocrine resistance	putative_single	high-dinp-wk07-wk22
144.02906__0.972	145.03634	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map05224	Breast cancer	putative_single	high-dinp-wk07-wk22
144.02906__0.972	145.03634	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map07226	Progesterone, androgen and estrogen receptor agonists/antagonists	putative_single	high-dinp-wk07-wk22
144.02906__0.972	145.03634	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04081	Hormone signaling	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map01100	Metabolic pathways	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04924	Renin secretion	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04970	Salivary secretion	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04976	Bile secretion	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map05208	Chemical carcinogenesis - reactive oxygen species	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map00230	Purine metabolism	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map01110	Biosynthesis of secondary metabolites	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04611	Platelet activation	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04714	Thermogenesis	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04917	Prolactin signaling pathway	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04925	Aldosterone synthesis and secretion	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map01230	Biosynthesis of amino acids	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map00250	Alanine, aspartate and glutamate metabolism	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map00240	Pyrimidine metabolism	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04022	cGMP-PKG signaling pathway	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04740	Olfactory transduction	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04923	Regulation of lipolysis in adipocytes	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04540	Gap junction	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04713	Circadian entrainment	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04730	Long-term depression	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map05215	Prostate cancer	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map05200	Pathways in cancer	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04075	Plant hormone signal transduction	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04270	Vascular smooth muscle contraction	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04744	Phototransduction	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04915	Estrogen signaling pathway	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04921	Oxytocin signaling pathway	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04929	GnRH secretion	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04961	Endocrine and other factor-regulated calcium reabsorption	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map05207	Chemical carcinogenesis - receptor activation	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map00140	Steroid hormone biosynthesis	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04913	Ovarian steroidogenesis	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map01522	Endocrine resistance	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map05224	Breast cancer	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map07226	Progesterone, androgen and estrogen receptor agonists/antagonists	putative_single	high-dinp-wk07-wk22
144.02909__0.466	145.03643	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04081	Hormone signaling	putative_single	high-dinp-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map01100	Metabolic pathways	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04924	Renin secretion	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04970	Salivary secretion	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04976	Bile secretion	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map05208	Chemical carcinogenesis - reactive oxygen species	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map00230	Purine metabolism	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map01110	Biosynthesis of secondary metabolites	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04611	Platelet activation	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04714	Thermogenesis	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04917	Prolactin signaling pathway	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04925	Aldosterone synthesis and secretion	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map01230	Biosynthesis of amino acids	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map00250	Alanine, aspartate and glutamate metabolism	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map00240	Pyrimidine metabolism	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04022	cGMP-PKG signaling pathway	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04740	Olfactory transduction	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04923	Regulation of lipolysis in adipocytes	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04540	Gap junction	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04713	Circadian entrainment	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04730	Long-term depression	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map05215	Prostate cancer	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map05200	Pathways in cancer	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04075	Plant hormone signal transduction	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04270	Vascular smooth muscle contraction	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04744	Phototransduction	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04915	Estrogen signaling pathway	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04921	Oxytocin signaling pathway	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04929	GnRH secretion	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04961	Endocrine and other factor-regulated calcium reabsorption	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map05207	Chemical carcinogenesis - receptor activation	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map00140	Steroid hormone biosynthesis	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04913	Ovarian steroidogenesis	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map01522	Endocrine resistance	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map05224	Breast cancer	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map07226	Progesterone, androgen and estrogen receptor agonists/antagonists	putative_single	high-bps-wk07-wk22
144.02912__0.431	145.03647	145.0375	C00940	2-Oxoglutaramate; 2-Oxoglutaramic acid; alpha-Ketoglutaramate; 2-Ketoglutaramate; cGMP; Cytochrome c-552	map04081	Hormone signaling	putative_single	high-bps-wk07-wk22
145.01316__4.884	146.0205	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01100	Metabolic pathways	putative_single	high-bps-wk07-wk22
145.01316__4.884	146.0205	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01110	Biosynthesis of secondary metabolites	putative_single	high-bps-wk07-wk22
145.01316__4.884	146.0205	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01060	Biosynthesis of plant secondary metabolites	putative_single	high-bps-wk07-wk22
145.01316__4.884	146.0205	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01070	Biosynthesis of plant hormones	putative_single	high-bps-wk07-wk22
145.01316__4.884	146.0205	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map00040	Pentose and glucuronate interconversions	putative_single	high-bps-wk07-wk22
145.01316__4.884	146.0205	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map00053	Ascorbate and aldarate metabolism	putative_single	high-bps-wk07-wk22
145.01316__4.884	146.0205	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01062	Biosynthesis of terpenoids and steroids	putative_single	high-bps-wk07-wk22
145.01316__4.884	146.0205	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map00906	Carotenoid biosynthesis	putative_single	high-bps-wk07-wk22
145.01319__0.364	146.02049	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01100	Metabolic pathways	putative_single	high-bps-wk07-wk22
145.01319__0.364	146.02049	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01110	Biosynthesis of secondary metabolites	putative_single	high-bps-wk07-wk22
145.01319__0.364	146.02049	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01060	Biosynthesis of plant secondary metabolites	putative_single	high-bps-wk07-wk22
145.01319__0.364	146.02049	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01070	Biosynthesis of plant hormones	putative_single	high-bps-wk07-wk22
145.01319__0.364	146.02049	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map00040	Pentose and glucuronate interconversions	putative_single	high-bps-wk07-wk22
145.01319__0.364	146.02049	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map00053	Ascorbate and aldarate metabolism	putative_single	high-bps-wk07-wk22
145.01319__0.364	146.02049	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01062	Biosynthesis of terpenoids and steroids	putative_single	high-bps-wk07-wk22
145.01319__0.364	146.02049	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map00906	Carotenoid biosynthesis	putative_single	high-bps-wk07-wk22
145.01321__1.305	146.02039	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01100	Metabolic pathways	putative_single	high-bps-wk07-wk22
145.01321__1.305	146.02039	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01110	Biosynthesis of secondary metabolites	putative_single	high-bps-wk07-wk22
145.01321__1.305	146.02039	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01060	Biosynthesis of plant secondary metabolites	putative_single	high-bps-wk07-wk22
145.01321__1.305	146.02039	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01070	Biosynthesis of plant hormones	putative_single	high-bps-wk07-wk22
145.01321__1.305	146.02039	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map00040	Pentose and glucuronate interconversions	putative_single	high-bps-wk07-wk22
145.01321__1.305	146.02039	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map00053	Ascorbate and aldarate metabolism	putative_single	high-bps-wk07-wk22
145.01321__1.305	146.02039	146.0215	C05406	Gulono-1,4-lactone; Gulonolactone; 5,6beta-Epoxy-5beta-cholestan-3beta-ol; 5-Hydroxy-2,4-dioxopentanoate	map01062	Biosynthesis of terpenoids and steroids	putative_single	high-bps-wk07-wk22
