mz__rtMin	putative_mw	exact_mass	kegg_id	name	formula	pathways	annotation
169.12241__1.598	170.13015	170.1307	C18202	2,2',4,4',5-Pentabromodiphenyl ether; PBDE 99; BDE 99; 8-Methyl-6-nonenoic acid	C10H18O2	Metabolic pathways;Chemical carcinogenesis - reactive oxygen species;Biosynthesis of secondary metabolites;Two-component system;Quorum sensing;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of various alkaloids;Diterpenoid biosynthesis	putative_multi
171.00482__4.333	172.01209	172.0137	C00093	sn-Glycerol 3-phosphate; Glycerophosphoric acid; D-Glycerol 1-phosphate; D-arabino-Hexulose; (6S)-Tetrahydrofolate; (6S)-Tetrahydrofolic acid; (6S)-THFA; Oligopeptide	C3H9O6P	Metabolic pathways;Diabetic cardiomyopathy;One carbon pool by folate;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Neuroactive ligand-receptor interaction;Taste transduction;Thiamine metabolism;Glutathione metabolism;Glyoxylate and dicarboxylate metabolism;ABC transporters;Pantothenate and CoA biosynthesis;Ferroptosis;Glycine, serine and threonine metabolism;Methane metabolism;Other carbon fixation pathways;Lipoic acid metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Carbohydrate digestion and absorption;Protein digestion and absorption;Cyanoamino acid metabolism;Pyrimidine metabolism;Cysteine and methionine metabolism;Biosynthesis of plant secondary metabolites;Sulfur relay system;Folate transport and metabolism;Antifolate resistance;Ascorbate and aldarate metabolism;Taurine and hypotaurine metabolism;D-Amino acid metabolism;Sulfoquinovose metabolism;Xylene degradation;C5-Branched dibasic acid metabolism;Steroid degradation;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Phosphotransferase system (PTS);Insulin resistance;Central carbon metabolism in cancer;Valine, leucine and isoleucine degradation;beta-Alanine metabolism;Propanoate metabolism;Biosynthesis of type II polyketide backbone;Aminoacyl-tRNA biosynthesis;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of various nucleotide sugars;Glycerolipid metabolism;Biosynthesis of nucleotide sugars;Sulfur metabolism;Glycerophospholipid metabolism;Folate biosynthesis;Sulfur cycle;Cobalamin transport and metabolism;Biosynthesis of 12-, 14- and 16-membered macrolides;Fructose and mannose metabolism;Choline metabolism in cancer;N-Glycan biosynthesis;Lipoarabinomannan (LAM) biosynthesis;Penicillin and cephalosporin biosynthesis	putative_single
171.00482__4.806	172.01209	172.0137	C00093	sn-Glycerol 3-phosphate; Glycerophosphoric acid; D-Glycerol 1-phosphate; D-arabino-Hexulose; (6S)-Tetrahydrofolate; (6S)-Tetrahydrofolic acid; (6S)-THFA; Oligopeptide	C3H9O6P	Metabolic pathways;Diabetic cardiomyopathy;One carbon pool by folate;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Neuroactive ligand-receptor interaction;Taste transduction;Thiamine metabolism;Glutathione metabolism;Glyoxylate and dicarboxylate metabolism;ABC transporters;Pantothenate and CoA biosynthesis;Ferroptosis;Glycine, serine and threonine metabolism;Methane metabolism;Other carbon fixation pathways;Lipoic acid metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Carbohydrate digestion and absorption;Protein digestion and absorption;Cyanoamino acid metabolism;Pyrimidine metabolism;Cysteine and methionine metabolism;Biosynthesis of plant secondary metabolites;Sulfur relay system;Folate transport and metabolism;Antifolate resistance;Ascorbate and aldarate metabolism;Taurine and hypotaurine metabolism;D-Amino acid metabolism;Sulfoquinovose metabolism;Xylene degradation;C5-Branched dibasic acid metabolism;Steroid degradation;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Phosphotransferase system (PTS);Insulin resistance;Central carbon metabolism in cancer;Valine, leucine and isoleucine degradation;beta-Alanine metabolism;Propanoate metabolism;Biosynthesis of type II polyketide backbone;Aminoacyl-tRNA biosynthesis;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of various nucleotide sugars;Glycerolipid metabolism;Biosynthesis of nucleotide sugars;Sulfur metabolism;Glycerophospholipid metabolism;Folate biosynthesis;Sulfur cycle;Cobalamin transport and metabolism;Biosynthesis of 12-, 14- and 16-membered macrolides;Fructose and mannose metabolism;Choline metabolism in cancer;N-Glycan biosynthesis;Lipoarabinomannan (LAM) biosynthesis;Penicillin and cephalosporin biosynthesis	putative_single
172.00648__0.942	173.01376	173.0147	C06335	4-Aminobenzenesulfonate; 4-Aminobenzenesulfonic acid; p-Aminobenzenesulfonic acid; Sulfanilic acid; 2,5,6-Trihydroxy-5,6-dihydroquinoline	C6H7NO3S	Metabolic pathways;Microbial metabolism in diverse environments;Benzoate degradation;Degradation of aromatic compounds;Primary bile acid biosynthesis;Polycyclic aromatic hydrocarbon degradation;Aminobenzoate degradation	putative_single
172.00649__1.19	173.01377	173.0147	C06335	4-Aminobenzenesulfonate; 4-Aminobenzenesulfonic acid; p-Aminobenzenesulfonic acid; Sulfanilic acid; 2,5,6-Trihydroxy-5,6-dihydroquinoline	C6H7NO3S	Metabolic pathways;Microbial metabolism in diverse environments;Benzoate degradation;Degradation of aromatic compounds;Primary bile acid biosynthesis;Polycyclic aromatic hydrocarbon degradation;Aminobenzoate degradation	putative_single
172.0065__1.207	173.01377	173.0147	C06335	4-Aminobenzenesulfonate; 4-Aminobenzenesulfonic acid; p-Aminobenzenesulfonic acid; Sulfanilic acid; 2,5,6-Trihydroxy-5,6-dihydroquinoline	C6H7NO3S	Metabolic pathways;Microbial metabolism in diverse environments;Benzoate degradation;Degradation of aromatic compounds;Primary bile acid biosynthesis;Polycyclic aromatic hydrocarbon degradation;Aminobenzoate degradation	putative_single
172.00658__7.317	173.01386	173.0147	C06335	4-Aminobenzenesulfonate; 4-Aminobenzenesulfonic acid; p-Aminobenzenesulfonic acid; Sulfanilic acid; 2,5,6-Trihydroxy-5,6-dihydroquinoline	C6H7NO3S	Metabolic pathways;Microbial metabolism in diverse environments;Benzoate degradation;Degradation of aromatic compounds;Primary bile acid biosynthesis;Polycyclic aromatic hydrocarbon degradation;Aminobenzoate degradation	putative_single
172.00661__6.449	173.01389	173.0147	C06335	4-Aminobenzenesulfonate; 4-Aminobenzenesulfonic acid; p-Aminobenzenesulfonic acid; Sulfanilic acid; 2,5,6-Trihydroxy-5,6-dihydroquinoline	C6H7NO3S	Metabolic pathways;Microbial metabolism in diverse environments;Benzoate degradation;Degradation of aromatic compounds;Primary bile acid biosynthesis;Polycyclic aromatic hydrocarbon degradation;Aminobenzoate degradation	putative_single
172.00665__4.039	173.01393	173.0147	C06335	4-Aminobenzenesulfonate; 4-Aminobenzenesulfonic acid; p-Aminobenzenesulfonic acid; Sulfanilic acid; 2,5,6-Trihydroxy-5,6-dihydroquinoline	C6H7NO3S	Metabolic pathways;Microbial metabolism in diverse environments;Benzoate degradation;Degradation of aromatic compounds;Primary bile acid biosynthesis;Polycyclic aromatic hydrocarbon degradation;Aminobenzoate degradation	putative_single
172.06053__1.043	173.0678	173.0688	C12121	Isoformononetin; 4'-Hydroxy-7-methoxyisoflavone; 5-Deoxy-5-aminoshikimic acid	C7H11NO4	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;Sphingolipid metabolism;Sphingolipid signaling pathway;Flavonoid biosynthesis;Isoflavonoid biosynthesis	putative_single
172.06055__0.88	173.06783	173.0688	C12121	Isoformononetin; 4'-Hydroxy-7-methoxyisoflavone; 5-Deoxy-5-aminoshikimic acid	C7H11NO4	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;Sphingolipid metabolism;Sphingolipid signaling pathway;Flavonoid biosynthesis;Isoflavonoid biosynthesis	putative_single
172.06059__1.106	173.06784	173.0688	C12121	Isoformononetin; 4'-Hydroxy-7-methoxyisoflavone; 5-Deoxy-5-aminoshikimic acid	C7H11NO4	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;Sphingolipid metabolism;Sphingolipid signaling pathway;Flavonoid biosynthesis;Isoflavonoid biosynthesis	putative_single
172.06065__1.844	173.06793	173.0688	C12121	Isoformononetin; 4'-Hydroxy-7-methoxyisoflavone; 5-Deoxy-5-aminoshikimic acid	C7H11NO4	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;Sphingolipid metabolism;Sphingolipid signaling pathway;Flavonoid biosynthesis;Isoflavonoid biosynthesis	putative_single
173.00811__0.449	174.01551	174.0164	C05422	Dehydroascorbate; Dehydroascorbic acid; L-Dehydroascorbate; L-Dehydroascorbic acid; 5,6alpha-Epoxy-5alpha-cholestane	C6H6O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glutathione metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Terpenoid backbone biosynthesis;Biosynthesis of terpenoids and steroids;Ubiquinone and other terpenoid-quinone biosynthesis;Carotenoid biosynthesis	putative_single
173.00821__0.454	174.01576	174.0164	C05422	Dehydroascorbate; Dehydroascorbic acid; L-Dehydroascorbate; L-Dehydroascorbic acid; 5,6alpha-Epoxy-5alpha-cholestane	C6H6O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glutathione metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Terpenoid backbone biosynthesis;Biosynthesis of terpenoids and steroids;Ubiquinone and other terpenoid-quinone biosynthesis;Carotenoid biosynthesis	putative_single
173.00826__4.812	174.01554	174.0164	C05422	Dehydroascorbate; Dehydroascorbic acid; L-Dehydroascorbate; L-Dehydroascorbic acid; 5,6alpha-Epoxy-5alpha-cholestane	C6H6O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glutathione metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Terpenoid backbone biosynthesis;Biosynthesis of terpenoids and steroids;Ubiquinone and other terpenoid-quinone biosynthesis;Carotenoid biosynthesis	putative_single
173.00832__0.434	192.02628	192.027	C00451	(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate; D-threo-Isocitric acid; Nucleoside 5'-diphosphate; Nicotinamide ribonucleotide; Nicotinamide nucleotide; beta-Nicotinamide D-ribonucleotide; beta-Nicotinamide ribonucleotide; beta-Nicotinamide mononucleotide	C6H8O7	Metabolic pathways;Biosynthesis of secondary metabolites;Nucleotide metabolism;Nicotinate and nicotinamide metabolism;Protein digestion and absorption;Pyrimidine metabolism;Biosynthesis of various plant secondary metabolites;Tryptophan metabolism;Neutrophil extracellular trap formation;Amino sugar and nucleotide sugar metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Fructose and mannose metabolism;Benzoxazinoid biosynthesis	putative_single
173.00833__0.99	174.01562	174.0164	C05422	Dehydroascorbate; Dehydroascorbic acid; L-Dehydroascorbate; L-Dehydroascorbic acid; 5,6alpha-Epoxy-5alpha-cholestane	C6H6O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glutathione metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Terpenoid backbone biosynthesis;Biosynthesis of terpenoids and steroids;Ubiquinone and other terpenoid-quinone biosynthesis;Carotenoid biosynthesis	putative_single
174.05509__1.456	175.06239	175.0633	C00954	Indole-3-acetate; Indole-3-acetic acid; (Indol-3-yl)acetate; Indoleacetate; Indoleacetic acid; (1H-indol-3-yl)acetate; IAA; RNA 5'-phosphate	C10H9NO2	Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Cysteine and methionine metabolism;Biosynthesis of plant hormones;2-Oxocarboxylic acid metabolism;Aflatoxin biosynthesis;Lysine biosynthesis;Lysine degradation;Tryptophan metabolism;Starch and sucrose metabolism;Plant hormone signal transduction;Penicillin and cephalosporin biosynthesis;Ether lipid metabolism	putative_multi
174.05509__1.456	175.06239	175.0633	C01386	NH2Mec; 7-Amino-4-methylcoumarin; 3-Methyl-2-buten-1-ol; Phytol	C10H9NO2	Metabolic pathways;Cyanoamino acid metabolism;Riboflavin metabolism	putative_multi
175.02374__1.2	176.03086	176.0321	C03217	2-Hydroxy-3-oxoadipate; 2-Hydroxy-3-oxoadipic acid; (E)-Isobutanal oxime; 2-Methylaminoadenosine	C6H8O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glyoxylate and dicarboxylate metabolism;Fatty acid degradation;Microbial metabolism in diverse environments;Cyanoamino acid metabolism;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Fatty acid elongation;Tryptophan metabolism;Fatty acid metabolism;Glucosinolate biosynthesis;Polycyclic aromatic hydrocarbon degradation;Sesquiterpenoid and triterpenoid biosynthesis	putative_single
175.02385__0.471	176.03113	176.0321	C03217	2-Hydroxy-3-oxoadipate; 2-Hydroxy-3-oxoadipic acid; (E)-Isobutanal oxime; 2-Methylaminoadenosine	C6H8O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glyoxylate and dicarboxylate metabolism;Fatty acid degradation;Microbial metabolism in diverse environments;Cyanoamino acid metabolism;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Fatty acid elongation;Tryptophan metabolism;Fatty acid metabolism;Glucosinolate biosynthesis;Polycyclic aromatic hydrocarbon degradation;Sesquiterpenoid and triterpenoid biosynthesis	putative_single
175.02387__0.471	176.03115	176.0321	C03217	2-Hydroxy-3-oxoadipate; 2-Hydroxy-3-oxoadipic acid; (E)-Isobutanal oxime; 2-Methylaminoadenosine	C6H8O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glyoxylate and dicarboxylate metabolism;Fatty acid degradation;Microbial metabolism in diverse environments;Cyanoamino acid metabolism;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Fatty acid elongation;Tryptophan metabolism;Fatty acid metabolism;Glucosinolate biosynthesis;Polycyclic aromatic hydrocarbon degradation;Sesquiterpenoid and triterpenoid biosynthesis	putative_single
175.02388__0.374	176.03111	176.0321	C03217	2-Hydroxy-3-oxoadipate; 2-Hydroxy-3-oxoadipic acid; (E)-Isobutanal oxime; 2-Methylaminoadenosine	C6H8O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glyoxylate and dicarboxylate metabolism;Fatty acid degradation;Microbial metabolism in diverse environments;Cyanoamino acid metabolism;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Fatty acid elongation;Tryptophan metabolism;Fatty acid metabolism;Glucosinolate biosynthesis;Polycyclic aromatic hydrocarbon degradation;Sesquiterpenoid and triterpenoid biosynthesis	putative_single
175.02392__4.859	176.03112	176.0321	C03217	2-Hydroxy-3-oxoadipate; 2-Hydroxy-3-oxoadipic acid; (E)-Isobutanal oxime; 2-Methylaminoadenosine	C6H8O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glyoxylate and dicarboxylate metabolism;Fatty acid degradation;Microbial metabolism in diverse environments;Cyanoamino acid metabolism;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Fatty acid elongation;Tryptophan metabolism;Fatty acid metabolism;Glucosinolate biosynthesis;Polycyclic aromatic hydrocarbon degradation;Sesquiterpenoid and triterpenoid biosynthesis	putative_single
175.02401__1.994	176.03129	176.0321	C03217	2-Hydroxy-3-oxoadipate; 2-Hydroxy-3-oxoadipic acid; (E)-Isobutanal oxime; 2-Methylaminoadenosine	C6H8O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glyoxylate and dicarboxylate metabolism;Fatty acid degradation;Microbial metabolism in diverse environments;Cyanoamino acid metabolism;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Fatty acid elongation;Tryptophan metabolism;Fatty acid metabolism;Glucosinolate biosynthesis;Polycyclic aromatic hydrocarbon degradation;Sesquiterpenoid and triterpenoid biosynthesis	putative_single
175.09654__1.529	176.10384	176.1049	C11917	dTDP-4-oxo-2,6-dideoxy-D-glucose; dTDP-4-oxo-2,6-dideoxy-alpha-D-glucose; dTDP-4-dehydro-2,6-dideoxy-alpha-D-glucose; dTDP-4-keto-2,6-dideoxy-D-glucose; dTDP-4-keto-2,6-dideoxyglucose; L-Cladinose	C8H16O4	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Biosynthesis of 12-, 14- and 16-membered macrolides;Polyketide sugar unit biosynthesis;Limonene degradation	putative_single
177.03952__0.47	178.04649	178.0477	C01115	O-Succinyl-L-homoserine; O4-Succinyl-L-homoserine; O-Succinylhomoserine; L-Galactono-1,4-lactone	C6H10O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Neuroactive ligand-receptor interaction;Aldosterone synthesis and secretion;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Cysteine and methionine metabolism;Ascorbate and aldarate metabolism;Streptomycin biosynthesis;Sulfur metabolism;Sphingolipid metabolism;Steroid hormone biosynthesis;Monoterpenoid biosynthesis	putative_multi
177.03952__0.47	178.04649	178.0477	C05392	Melibiitol; 6-O-alpha-D-Galactosyl-D-glucitol; D-Gal-alpha1->6D-Glucose; Oligouronide with 4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl group	C6H8O6(C6H8O6)n	Metabolic pathways;ABC transporters;Phosphotransferase system (PTS);Galactose metabolism;Glycerolipid metabolism;Fructose and mannose metabolism	putative_multi
177.03952__0.47	178.04649	178.0477	C16737	5-Deoxy-D-glucuronate; 5-Deoxy-D-glucuronic acid; 5-Deoxy-D-xylo-hexuronic acid; (5R)-5-Hydroxy-L-lysine; Procollagen L-lysine	C6H10O6	Metabolic pathways;Microbial metabolism in diverse environments;Lysine degradation;Inositol phosphate metabolism	putative_multi
177.03954__0.486	178.04647	178.0477	C01115	O-Succinyl-L-homoserine; O4-Succinyl-L-homoserine; O-Succinylhomoserine; L-Galactono-1,4-lactone	C6H10O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Neuroactive ligand-receptor interaction;Aldosterone synthesis and secretion;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Cysteine and methionine metabolism;Ascorbate and aldarate metabolism;Streptomycin biosynthesis;Sulfur metabolism;Sphingolipid metabolism;Steroid hormone biosynthesis;Monoterpenoid biosynthesis	putative_multi
177.03954__0.486	178.04647	178.0477	C05392	Melibiitol; 6-O-alpha-D-Galactosyl-D-glucitol; D-Gal-alpha1->6D-Glucose; Oligouronide with 4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl group	C6H8O6(C6H8O6)n	Metabolic pathways;ABC transporters;Phosphotransferase system (PTS);Galactose metabolism;Glycerolipid metabolism;Fructose and mannose metabolism	putative_multi
177.03954__0.486	178.04647	178.0477	C16737	5-Deoxy-D-glucuronate; 5-Deoxy-D-glucuronic acid; 5-Deoxy-D-xylo-hexuronic acid; (5R)-5-Hydroxy-L-lysine; Procollagen L-lysine	C6H10O6	Metabolic pathways;Microbial metabolism in diverse environments;Lysine degradation;Inositol phosphate metabolism	putative_multi
178.01702__0.469	179.02419	179.0252	C03726	S-Carboxymethyl-L-cysteine; L-Carbocisteine; UDP-D-galacto-1,4-furanose; S-Alkyl-L-cysteine S-oxide	C3H6NO3SR	Metabolic pathways;Galactose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Arabinogalactan biosynthesis - Mycobacterium	putative_single
178.08653__1.273	179.09392	179.0946	C18771	XMC; 3,5-Xylyl methylcarbamate; Cosban; Alloxydim	C10H13NO2	Biosynthesis of secondary metabolites;Biosynthesis of type II polyketide products	putative_single
178.08669__4.576	179.09397	179.0946	C18771	XMC; 3,5-Xylyl methylcarbamate; Cosban; Alloxydim	C10H13NO2	Biosynthesis of secondary metabolites;Biosynthesis of type II polyketide products	putative_single
179.05512__0.505	180.06229	180.0634	C00031	D-Glucose; Grape sugar; Dextrose; Glucose; D-Glucopyranose; keto-Oxaloacetate; Deoxyribonucleic acid; Manganese	C6H12O6	Photosynthesis;Carbon fixation by Calvin cycle;Metabolic pathways;Proximal tubule bicarbonate reclamation;Bile secretion;Amyotrophic lateral sclerosis;Diabetic cardiomyopathy;Purine metabolism;One carbon pool by folate;Zeatin biosynthesis;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors;HIF-1 signaling pathway;Neuroactive ligand-receptor interaction;Neuroactive ligand signaling;Efferocytosis;Thermogenesis;Synaptic vesicle cycle;Taste transduction;Insulin secretion;Prolactin signaling pathway;Type II diabetes mellitus;Parkinson disease;Thiamine metabolism;AMPK signaling pathway;Alcoholic liver disease;Glutathione metabolism;Glyoxylate and dicarboxylate metabolism;Two-component system;FoxO signaling pathway;ABC transporters;Mineral absorption;Ferroptosis;Cholinergic synapse;Fat digestion and absorption;Glycine, serine and threonine metabolism;Methane metabolism;Other carbon fixation pathways;Lipoic acid metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Carbohydrate digestion and absorption;Protein digestion and absorption;Alanine, aspartate and glutamate metabolism;Cyanoamino acid metabolism;Pyrimidine metabolism;Biosynthesis of various plant secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Biosynthesis of alkaloids derived from histidine and purine;Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pentose phosphate pathway;Benzoate degradation;Taurine and hypotaurine metabolism;Phosphonate and phosphinate metabolism;D-Amino acid metabolism;Sulfoquinovose metabolism;Pyruvate metabolism;C5-Branched dibasic acid metabolism;Biosynthesis of various other secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from terpenoid and polyketide;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Vancomycin resistance;Phosphotransferase system (PTS);Glucagon signaling pathway;Insulin resistance;Central carbon metabolism in cancer;Fatty acid elongation;Mycolic acid biosynthesis;Lysine degradation;Propanoate metabolism;Neomycin, kanamycin and gentamicin biosynthesis;Porphyrin metabolism;Aminoacyl-tRNA biosynthesis;Neutrophil extracellular trap formation;Alzheimer disease;Pathways in cancer;Hepatocellular carcinoma;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Glycerolipid metabolism;Streptomycin biosynthesis;Indole alkaloid biosynthesis;Meiosis - yeast;Insulin signaling pathway;Non-alcoholic fatty liver disease;AGE-RAGE signaling pathway in diabetic complications;Biofilm formation - Vibrio cholerae;Glycosaminoglycan biosynthesis - heparan sulfate / heparin;Sulfur metabolism;Ras signaling pathway;Rap1 signaling pathway;Mitophagy - animal;Autophagy - animal;Endocytosis;Degradation of flavonoids;Primary bile acid biosynthesis;Biofilm formation - Escherichia coli;beta-Lactam resistance;Cytosolic DNA-sensing pathway;Gastric cancer;Glycerophospholipid metabolism;Adipocytokine signaling pathway	putative_multi
179.05512__0.505	180.06229	180.0634	C00124	D-Galactose; D-Galactopyranose; Reduced cytochrome c; Oxidized glutathione; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP	C6H12O6	Metabolic pathways;Thyroid hormone synthesis;Chemical carcinogenesis - reactive oxygen species;Diabetic cardiomyopathy;Purine metabolism;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors;Taste transduction;Glutathione metabolism;Mineral absorption;Ferroptosis;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Carbohydrate digestion and absorption;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Biosynthesis of alkaloids derived from histidine and purine;Antifolate resistance;D-Amino acid metabolism;Butanoate metabolism;Terpenoid backbone biosynthesis;Biosynthesis of various other secondary metabolites;Biosynthesis of terpenoids and steroids;Degradation of aromatic compounds;Vancomycin resistance;Phosphotransferase system (PTS);Galactose metabolism;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Peptidoglycan biosynthesis;Teichoic acid biosynthesis;Bacterial chemotaxis;Cationic antimicrobial peptide (CAMP) resistance	putative_multi
179.05512__0.505	180.06229	180.0634	C00267	Dihydrobiopterin; 6,7-Dihydrobiopterin; Quinoid-dihydrobiopterin; 6-[(1R,2S)-1,2-Dihydroxypropyl]-6,7-dihydropterin; alpha-D-Glucose	C6H12O6	Carbon fixation by Calvin cycle;Metabolic pathways;Proximal tubule bicarbonate reclamation;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Prolactin signaling pathway;Two-component system;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Carbohydrate digestion and absorption;Protein digestion and absorption;Vitamin B6 metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Biosynthesis of alkaloids derived from histidine and purine;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Steroid degradation;Biosynthesis of various other secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from terpenoid and polyketide;Phosphotransferase system (PTS);Prostate cancer;Pathways in cancer;Galactose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Glycerophospholipid metabolism;Folate biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Phosphatidylinositol signaling system;Fluid shear stress and atherosclerosis;Fructose and mannose metabolism;Steroid hormone biosynthesis;Ovarian steroidogenesis;Endocrine resistance	putative_multi
179.05512__0.505	180.06229	180.0634	C01452	Sorbose; xylo-Hexulose; p-Toluic acid; 4-Methylbenzoic acid; Toluenecarboxylic acid; Crithminic acid; Tacrine	C6H12O6	Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Xylene degradation;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Degradation of aromatic compounds;Phosphotransferase system (PTS);Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of 12-, 14- and 16-membered macrolides;Toluene degradation;Flavonoid biosynthesis;Flavone and flavonol biosynthesis;Type I polyketide structures	putative_multi
179.05512__0.505	180.06229	180.0634	C01680	Nopaline; D-Nopaline; N2-(D-1,3-Dicarboxypropyl)-L-arginine; N-[(1S)-4-Carbamimidamido-1-carboxybutyl]-D-glutamic acid; D-Fuconate	C6H12O6	Metabolic pathways;ABC transporters;Arginine and proline metabolism	putative_multi
179.05512__0.505	180.06229	180.0634	C21066	[5-(Aminomethyl)furan-3-yl]methyl phosphate; 5-(Aminomethyl)-3-furanmethanol phosphate; APMF-Glu; 9Z-Hexadecenoyl-CoA; D-Galactofuranose	C6H12O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Nicotinate and nicotinamide metabolism;ABC transporters;Methane metabolism;Microbial metabolism in diverse environments;Biosynthesis of nucleotide sugars;Polyketide sugar unit biosynthesis;Biosynthesis of unsaturated fatty acids	putative_multi
