mz__rtMin	putative_mw	exact_mass	kegg_id	name	formula	pathways	annotation
305.17581__1.617	306.18313	306.1831	C14183	Compactin diol lactone; ML-236A; 2-(2-Chlorophenyl)-2-(4-chlorophenyl)-1,1,1-trichloroethane; Mirex	C18H26O4	NA	putative_single
305.17586__1.596	306.18317	306.1831	C14183	Compactin diol lactone; ML-236A; 2-(2-Chlorophenyl)-2-(4-chlorophenyl)-1,1,1-trichloroethane; Mirex	C18H26O4	NA	putative_single
305.17876__8.161	306.18604	306.1831	C14183	Compactin diol lactone; ML-236A; 2-(2-Chlorophenyl)-2-(4-chlorophenyl)-1,1,1-trichloroethane; Mirex	C18H26O4	NA	putative_single
305.19725__2.086	306.20448	306.2056	C08510	Tenuazonic acid; (5S,8S)-3-Acetyl-5-sec-butylpyrrolidine-2,4-dione; 3alpha-Pancracine; Ruscopine	C16H26N4O2	NA	putative_single
307.11878__1.368	308.12584	308.126	C09953	Nepodin; Musizin; 1-(1,8-Dihydroxy-3-methylnaphthalen-2-yl)ethanone; Monocerin	C16H20O6	Bile secretion	putative_single
309.09626__3.829	310.10341	310.1053	C04155	tRNA containing N1-methylguanine; N1-Methylguanine in tRNA; tRNA containing 5-methylcytosine	C10H16N3O8P(C5H8O6PR)n(C5H8O6PR)n	NA	putative_multi
309.09626__3.829	310.10341	310.1053	C09528	Picrotin	C15H18O7	GABA-A receptor agonists/antagonists	putative_multi
309.09635__3.06	310.10361	310.1053	C04155	tRNA containing N1-methylguanine; N1-Methylguanine in tRNA; tRNA containing 5-methylcytosine	C10H16N3O8P(C5H8O6PR)n(C5H8O6PR)n	NA	putative_multi
309.09635__3.06	310.10361	310.1053	C09528	Picrotin	C15H18O7	GABA-A receptor agonists/antagonists	putative_multi
309.20713__1.575	310.2144	310.2144	C21923	(-)-Bornane-2,5-dione; (1S)-Bornane-2,5-dione; 3,6-Diketocamphane; (1S,4S)-1,7,7-Trimethylbicyclo[2.2.1]heptane-2,5-dione; 9-Hydroxy-12-oxo-10(E),15(Z)-octadecadienoic acid	C18H30O4	Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Pinene, camphor and geraniol degradation;Fatty acid metabolism;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Biosynthesis of unsaturated fatty acids;alpha-Linolenic acid metabolism	putative_single
311.18656__2.361	312.19384	312.195	C07023	Granisetron	C18H24N4O	Metabolic pathways;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites	putative_single
313.09068__0.752	314.09789	314.1002	C19808	Glucovanillin	C14H18O8	Metabolic pathways;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Diterpenoid biosynthesis	putative_single
313.09271__1.379	314.09996	314.1002	C19808	Glucovanillin	C14H18O8	Metabolic pathways;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Diterpenoid biosynthesis	putative_single
313.09276__1.35	314.09996	314.1002	C19808	Glucovanillin	C14H18O8	Metabolic pathways;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Diterpenoid biosynthesis	putative_single
313.09523__1.637	314.10259	314.1002	C19808	Glucovanillin	C14H18O8	Metabolic pathways;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Diterpenoid biosynthesis	putative_single
313.18117__1.692	332.19902	332.1988	C09067	Clerodin; 3-Deoxycaryoptinol; Forskolin; Callicarpone	C20H28O4	NA	putative_multi
313.18117__1.692	332.19902	332.1988	C09177	Resiniferatoxin; RTX; Premarrubiin	C20H28O4	Biosynthesis of secondary metabolites;Inflammatory mediator regulation of TRP channels;Diterpenoid biosynthesis	putative_multi
313.18117__1.692	332.19902	332.1988	C21811	Wall teichoic acid; [(4-D-Ala)-(2-GlcNAc)-Rib-ol-P]n-[Gro-P]m-beta-ManNAc-(1->4)-alpha-GlcNAc-P-peptidoglycan; 11,12-Dihydroxyabieta-8,11,13-trien-20-oic acid; [SoxY protein]-S-disulfanyl-L-cysteine	(C36H59N4O26P(C2H5O5P)m(C16H29N2O13P)n)l	Biosynthesis of secondary metabolites;Diterpenoid biosynthesis	putative_multi
315.19671__1.847	316.20398	316.2038	C15126	6alpha-Fluoropregn-4-ene-3,20-dione; 6alpha-Fluoroprogesterone; 2,17beta-Dihydroxy-17-methylandrosta-1,4-dien-3-one	C20H28O3	NA	putative_multi
315.19671__1.847	316.20398	316.2038	C15287	2alpha,17beta-Dihydroxyandrost-4-en-3-one dipropionate; 2alpha-Hydroxytestosterone dipropionate; 11beta,17beta-Dihydroxy-17alpha-methylandrosta-1,4-dien-3-one	C20H28O3	NA	putative_multi
315.19672__1.774	316.204	316.2038	C15126	6alpha-Fluoropregn-4-ene-3,20-dione; 6alpha-Fluoroprogesterone; 2,17beta-Dihydroxy-17-methylandrosta-1,4-dien-3-one	C20H28O3	NA	putative_multi
315.19672__1.774	316.204	316.2038	C15287	2alpha,17beta-Dihydroxyandrost-4-en-3-one dipropionate; 2alpha-Hydroxytestosterone dipropionate; 11beta,17beta-Dihydroxy-17alpha-methylandrosta-1,4-dien-3-one	C20H28O3	NA	putative_multi
315.19676__1.646	316.20404	316.2038	C15126	6alpha-Fluoropregn-4-ene-3,20-dione; 6alpha-Fluoroprogesterone; 2,17beta-Dihydroxy-17-methylandrosta-1,4-dien-3-one	C20H28O3	NA	putative_multi
315.19676__1.646	316.20404	316.2038	C15287	2alpha,17beta-Dihydroxyandrost-4-en-3-one dipropionate; 2alpha-Hydroxytestosterone dipropionate; 11beta,17beta-Dihydroxy-17alpha-methylandrosta-1,4-dien-3-one	C20H28O3	NA	putative_multi
315.19678__1.682	316.20406	316.2038	C15126	6alpha-Fluoropregn-4-ene-3,20-dione; 6alpha-Fluoroprogesterone; 2,17beta-Dihydroxy-17-methylandrosta-1,4-dien-3-one	C20H28O3	NA	putative_multi
315.19678__1.682	316.20406	316.2038	C15287	2alpha,17beta-Dihydroxyandrost-4-en-3-one dipropionate; 2alpha-Hydroxytestosterone dipropionate; 11beta,17beta-Dihydroxy-17alpha-methylandrosta-1,4-dien-3-one	C20H28O3	NA	putative_multi
315.19689__2.787	316.20417	316.2038	C15126	6alpha-Fluoropregn-4-ene-3,20-dione; 6alpha-Fluoroprogesterone; 2,17beta-Dihydroxy-17-methylandrosta-1,4-dien-3-one	C20H28O3	NA	putative_multi
315.19689__2.787	316.20417	316.2038	C15287	2alpha,17beta-Dihydroxyandrost-4-en-3-one dipropionate; 2alpha-Hydroxytestosterone dipropionate; 11beta,17beta-Dihydroxy-17alpha-methylandrosta-1,4-dien-3-one	C20H28O3	NA	putative_multi
315.25413__1.597	316.2614	316.2614	C19622	22-Hydroxydocosanoate; 22-Hydroxydocosanoic acid; Phellonic acid; 9,10-Dihydroxystearate	C18H36O4	Metabolic pathways;Biosynthesis of secondary metabolites;Nicotinate and nicotinamide metabolism;Microbial metabolism in diverse environments;Cutin, suberine and wax biosynthesis	putative_single
316.94771__0.585	317.95499	317.9537	C14714	2-(m-Chlorophenyl)-2-(p-chlorophenyl)-1,1-dichloroethane; m,p'-DDD; 15-Deoxy-PGJ2; beta-Ethyl-6-hydroxy-alpha,alpha-dimethyl-2-naphthalenepropanoic acid; 2-Ethylhexyl-4-hydroxybenzoate	C14H10Cl4	Biosynthesis of secondary metabolites;Biosynthesis of ansamycins;Arachidonic acid metabolism	putative_single
316.94774__0.585	317.95502	317.9537	C14714	2-(m-Chlorophenyl)-2-(p-chlorophenyl)-1,1-dichloroethane; m,p'-DDD; 15-Deoxy-PGJ2; beta-Ethyl-6-hydroxy-alpha,alpha-dimethyl-2-naphthalenepropanoic acid; 2-Ethylhexyl-4-hydroxybenzoate	C14H10Cl4	Biosynthesis of secondary metabolites;Biosynthesis of ansamycins;Arachidonic acid metabolism	putative_single
316.94788__1.047	317.95515	317.9537	C14714	2-(m-Chlorophenyl)-2-(p-chlorophenyl)-1,1-dichloroethane; m,p'-DDD; 15-Deoxy-PGJ2; beta-Ethyl-6-hydroxy-alpha,alpha-dimethyl-2-naphthalenepropanoic acid; 2-Ethylhexyl-4-hydroxybenzoate	C14H10Cl4	Biosynthesis of secondary metabolites;Biosynthesis of ansamycins;Arachidonic acid metabolism	putative_single
317.21238__1.965	318.21967	318.2195	C14945	3-Methoxy-16-methyl-estra-2,5(10)-diene-16beta,17beta-diol	C20H30O3	NA	putative_multi
317.21238__1.965	318.21967	318.2195	C17498	Galanolactone; (+)-Galanolactone; Notopterol	C20H30O3	NA	putative_multi
317.2124__1.729	318.21968	318.2195	C14945	3-Methoxy-16-methyl-estra-2,5(10)-diene-16beta,17beta-diol	C20H30O3	NA	putative_multi
317.2124__1.729	318.21968	318.2195	C17498	Galanolactone; (+)-Galanolactone; Notopterol	C20H30O3	NA	putative_multi
317.21244__1.813	318.21972	318.2195	C14945	3-Methoxy-16-methyl-estra-2,5(10)-diene-16beta,17beta-diol	C20H30O3	NA	putative_multi
317.21244__1.813	318.21972	318.2195	C17498	Galanolactone; (+)-Galanolactone; Notopterol	C20H30O3	NA	putative_multi
317.21244__1.846	336.2303	336.2301	C09087	Calligonine; Elaeagnine; Tetrahydroharman; Diterpenoid SP-II	C20H32O4	Biosynthesis of secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Indole alkaloid biosynthesis;Diterpenoid biosynthesis	putative_single
317.2125__1.887	318.2197	318.2195	C14945	3-Methoxy-16-methyl-estra-2,5(10)-diene-16beta,17beta-diol	C20H30O3	NA	putative_multi
317.2125__1.887	318.2197	318.2195	C17498	Galanolactone; (+)-Galanolactone; Notopterol	C20H30O3	NA	putative_multi
317.21258__2.772	318.21986	318.2195	C14945	3-Methoxy-16-methyl-estra-2,5(10)-diene-16beta,17beta-diol	C20H30O3	NA	putative_multi
317.21258__2.772	318.21986	318.2195	C17498	Galanolactone; (+)-Galanolactone; Notopterol	C20H30O3	NA	putative_multi
321.11288__6.121	322.12016	322.1205	C09318	Afzelechin; 3,5,7,4'-Tetrahydroxyflavan; Abyssinone I	C20H18O4	Biosynthesis of secondary metabolites;Flavonoid biosynthesis	putative_multi
321.11288__6.121	322.12016	322.1205	C11324	6-(3,3-Dimethylallyl)chrysin; 6-(3,3-DMA)chrysin; ANS; 2-Pyridyl hydroxymethane sulfonic acid	C20H18O4	NA	putative_multi
324.21761__1.491	325.22469	325.2253	C06852	Bisoprolol	C18H31NO4	Antiarrhythmic drugs;Potassium channel blocking and opening drugs	putative_multi
324.21761__1.491	325.22469	325.2253	C11845	Cyclo(L-Phe-L-Pro); (3S-trans)-3-Benzylhexahydropyrrolo(1,2-a)pyrazine-1,4-dione; 2-Heptyl-3-hydroxy-4-quinolone; N-(3-Hydroxy-7-cis-tetradecenoyl)homoserine lactone	C18H31NO4	Metabolic pathways;Biosynthesis of secondary metabolites;Two-component system;Quorum sensing;Porphyrin metabolism;Biofilm formation - Pseudomonas aeruginosa;Diterpenoid biosynthesis;Phenazine biosynthesis	putative_multi
325.1069__5.766	326.11417	326.1114	C18721	Dodine; Dodecylguanidine acetate; Dinobuton	C14H18N2O7	NA	putative_single
327.08748__1.077	328.09476	328.0947	C14985	6-Hydroxy-4',5,7-trimethoxyflavone; 6-Hydroxy-2-(4-methoxyphenyl)-5,7-dimethoxy-4H-1-benzopyran-4-one; 2,3-Dihydroxycyclopentaneundecanoic acid	C18H16O6	NA	putative_single
327.08768__7.419	346.10556	346.1053	C15591	(6R)-2-Acetyl-6-(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)-3-hydroxy-6-methyl-2,4-cyclohexadien-1-one; Reduced-(S)-usnate; Pyranose	C18H18O7	NA	putative_single
327.08769__1.039	328.09495	328.0947	C14985	6-Hydroxy-4',5,7-trimethoxyflavone; 6-Hydroxy-2-(4-methoxyphenyl)-5,7-dimethoxy-4H-1-benzopyran-4-one; 2,3-Dihydroxycyclopentaneundecanoic acid	C18H16O6	NA	putative_single
327.08775__1.09	164.04709	164.0473	C00165	Diacylglycerol; Diglyceride; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate; 2-Oxo-3-phenylpropanoate; MTA; Carbamoyl phosphate; 5'-Deoxy-5'-(methylsulfanyl)adenosine	C5H6O5R2	Metabolic pathways;Thyroid hormone synthesis;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Pathways of neurodegeneration - multiple diseases;Diabetic cardiomyopathy;Purine metabolism;Zeatin biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Calcium signaling pathway;HIF-1 signaling pathway;Neuroactive ligand signaling;Platelet activation;Thermogenesis;Inflammatory mediator regulation of TRP channels;Insulin secretion;Parkinson disease;Aldosterone synthesis and secretion;Glyoxylate and dicarboxylate metabolism;Nitrogen metabolism;Parathyroid hormone synthesis, secretion and action;Cholinergic synapse;Fat digestion and absorption;Arginine biosynthesis;Glycine, serine and threonine metabolism;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Carbohydrate digestion and absorption;Alanine, aspartate and glutamate metabolism;Vibrio cholerae infection;Pyrimidine metabolism;Cysteine and methionine metabolism;Biosynthesis of plant secondary metabolites;cAMP signaling pathway;Regulation of lipolysis in adipocytes;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Phenylalanine metabolism;D-Amino acid metabolism;2-Oxocarboxylic acid metabolism;Insulin resistance;Fatty acid biosynthesis;Phospholipase D signaling pathway;Gap junction;Circadian entrainment;Long-term potentiation;Retrograde endocannabinoid signaling;Glutamatergic synapse;Long-term depression;Spinocerebellar ataxia;Neutrophil extracellular trap formation;C-type lectin receptor signaling pathway;Amoebiasis;Coronavirus disease - COVID-19;Pathways in cancer;Hepatocellular carcinoma;Amino sugar and nucleotide sugar metabolism;Biosynthesis of various nucleotide sugars;Glycerolipid metabolism;Biosynthesis of nucleotide sugars;AGE-RAGE signaling pathway in diabetic complications;Ras signaling pathway;Rap1 signaling pathway;Adipocytokine signaling pathway;Tropane, piperidine and pyridine alkaloid biosynthesis;Sphingolipid signaling pathway;Phenylalanine, tyrosine and tryptophan biosynthesis;MAPK signaling pathway;ErbB signaling pathway;Chemokine signaling pathway;NF-kappa B signaling pathway;Adrenergic signaling in cardiomyocytes;Vascular smooth muscle contraction;Axon regeneration;VEGF signaling pathway;Apelin signaling pathway;Natural killer cell mediated cytotoxicity;Th1 and Th2 cell differentiation;Th17 cell differentiation;T cell receptor signaling pathway;B cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Neurotrophin signaling pathway;Serotonergic synapse;Dopaminergic synapse;Phototransduction - fly;GnRH signaling pathway;Estrogen signaling pathway;Melanogenesis;Thyroid hormone signaling pathway;Oxytocin signaling pathway;Relaxin signaling pathway;GnRH secretion;Growth hormone synthesis, secretion and action;Endocrine and other factor-regulated calcium reabsorption;Shigellosis;African trypanosomiasis;Human cytomegalovirus infection;Kaposi sarcoma-associated herpesvirus infection;Human immunodeficiency virus 1 infection;Glioma;Non-small cell lung cancer;PD-L1 expression and PD-1 checkpoint pathway in cancer;Choline metabolism in cancer;EGFR tyrosine kinase inhibitor resistance	putative_single
327.08783__7.421	328.09507	328.0947	C14985	6-Hydroxy-4',5,7-trimethoxyflavone; 6-Hydroxy-2-(4-methoxyphenyl)-5,7-dimethoxy-4H-1-benzopyran-4-one; 2,3-Dihydroxycyclopentaneundecanoic acid	C18H16O6	NA	putative_single
327.12424__1.395	328.13151	328.1311	C09258	Esculetin; Aesculetin; Decursin	C19H20O5	Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Biosynthesis of phenylpropanoids	putative_single
327.12725__2.871	328.1343	328.1311	C09258	Esculetin; Aesculetin; Decursin	C19H20O5	Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Biosynthesis of phenylpropanoids	putative_single
327.21734__1.999	328.22414	328.225	C14795	2,3-Dinor-8-iso prostaglandin F1alpha; 2,3-Dinor-8-iso PGF1alpha; (1R)-Hydroxy-(2R)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene	C18H32O5	Arachidonic acid metabolism;Metabolism of xenobiotics by cytochrome P450	putative_single
327.21773__1.511	328.22501	328.225	C14795	2,3-Dinor-8-iso prostaglandin F1alpha; 2,3-Dinor-8-iso PGF1alpha; (1R)-Hydroxy-(2R)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene	C18H32O5	Arachidonic acid metabolism;Metabolism of xenobiotics by cytochrome P450	putative_single
327.21774__1.472	328.22502	328.225	C14795	2,3-Dinor-8-iso prostaglandin F1alpha; 2,3-Dinor-8-iso PGF1alpha; (1R)-Hydroxy-(2R)-N-acetyl-L-cysteinyl-1,2-dihydronaphthalene	C18H32O5	Arachidonic acid metabolism;Metabolism of xenobiotics by cytochrome P450	putative_single
329.10326__1.173	330.11054	330.1103	C08781	Samaderin A	C18H18O6	NA	putative_multi
329.10326__1.173	330.11054	330.1135	C18791	MGK 264; N-Octylbicycloheptene dicarboximide; Methylene-tetrahydrosarcinapterin; N5-Methyl-tetrahydrosarcinapterin; Halofenozide	C18H19ClN2O2	Metabolic pathways;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Cyanoamino acid metabolism	putative_multi
329.10332__1.363	330.11054	330.1103	C08781	Samaderin A	C18H18O6	NA	putative_multi
329.10332__1.363	330.11054	330.1135	C18791	MGK 264; N-Octylbicycloheptene dicarboximide; Methylene-tetrahydrosarcinapterin; N5-Methyl-tetrahydrosarcinapterin; Halofenozide	C18H19ClN2O2	Metabolic pathways;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Cyanoamino acid metabolism	putative_multi
329.10333__1.214	330.11061	330.1103	C08781	Samaderin A	C18H18O6	NA	putative_multi
329.10333__1.214	330.11061	330.1135	C18791	MGK 264; N-Octylbicycloheptene dicarboximide; Methylene-tetrahydrosarcinapterin; N5-Methyl-tetrahydrosarcinapterin; Halofenozide	C18H19ClN2O2	Metabolic pathways;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Cyanoamino acid metabolism	putative_multi
329.10338__1.351	330.11057	330.1103	C08781	Samaderin A	C18H18O6	NA	putative_multi
329.10338__1.351	330.11057	330.1135	C18791	MGK 264; N-Octylbicycloheptene dicarboximide; Methylene-tetrahydrosarcinapterin; N5-Methyl-tetrahydrosarcinapterin; Halofenozide	C18H19ClN2O2	Metabolic pathways;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Cyanoamino acid metabolism	putative_multi
329.10339__6.768	330.11071	330.1103	C08781	Samaderin A	C18H18O6	NA	putative_multi
329.10339__6.768	330.11071	330.1135	C18791	MGK 264; N-Octylbicycloheptene dicarboximide; Methylene-tetrahydrosarcinapterin; N5-Methyl-tetrahydrosarcinapterin; Halofenozide	C18H19ClN2O2	Metabolic pathways;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Cyanoamino acid metabolism	putative_multi
329.10357__2.23	330.11078	330.1103	C08781	Samaderin A	C18H18O6	NA	putative_multi
329.10357__2.23	330.11078	330.1135	C18791	MGK 264; N-Octylbicycloheptene dicarboximide; Methylene-tetrahydrosarcinapterin; N5-Methyl-tetrahydrosarcinapterin; Halofenozide	C18H19ClN2O2	Metabolic pathways;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Cyanoamino acid metabolism	putative_multi
329.10358__7.853	330.11086	330.1103	C08781	Samaderin A	C18H18O6	NA	putative_multi
329.10358__7.853	330.11086	330.1135	C18791	MGK 264; N-Octylbicycloheptene dicarboximide; Methylene-tetrahydrosarcinapterin; N5-Methyl-tetrahydrosarcinapterin; Halofenozide	C18H19ClN2O2	Metabolic pathways;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Cyanoamino acid metabolism	putative_multi
329.10359__7.561	330.11087	330.1103	C08781	Samaderin A	C18H18O6	NA	putative_multi
329.10359__7.561	330.11087	330.1135	C18791	MGK 264; N-Octylbicycloheptene dicarboximide; Methylene-tetrahydrosarcinapterin; N5-Methyl-tetrahydrosarcinapterin; Halofenozide	C18H19ClN2O2	Metabolic pathways;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Cyanoamino acid metabolism	putative_multi
329.23345__1.528	330.24073	330.2406	C14835	9,10,13-TriHOME; 9,10,13-Trihydroxyoctadec-11-enoic acid; (11E)-9,10,13-Trihydroxyoctadec-11-enoic acid; 4-Bromocatechol	C18H34O5	Linoleic acid metabolism;Metabolism of xenobiotics by cytochrome P450;Anxiolytics	putative_single
329.2335__1.489	330.24077	330.2406	C14835	9,10,13-TriHOME; 9,10,13-Trihydroxyoctadec-11-enoic acid; (11E)-9,10,13-Trihydroxyoctadec-11-enoic acid; 4-Bromocatechol	C18H34O5	Linoleic acid metabolism;Metabolism of xenobiotics by cytochrome P450;Anxiolytics	putative_single
331.17406__1.474	332.18133	332.1788	C14885	(+)-Methallenestrilphenol; (+)-3-(6-Hydroxy-2-naphthyl)-2,2-dimethylpentanoic acid; (+)-beta-Ethyl-6-hydroxy-alpha,alpha-dimethyl-2-naphthalenepropanoic acid; 9-Fluoro-11beta-hydroxy-16beta-methylandrosta-1,4-diene-3,17-dione	C20H25FO3	NA	putative_single
331.1921__1.57	332.19939	332.1988	C09067	Clerodin; 3-Deoxycaryoptinol; Forskolin; Callicarpone	C20H28O4	NA	putative_multi
331.1921__1.57	332.19939	332.1988	C09177	Resiniferatoxin; RTX; Premarrubiin	C20H28O4	Biosynthesis of secondary metabolites;Inflammatory mediator regulation of TRP channels;Diterpenoid biosynthesis	putative_multi
331.1921__1.57	332.19939	332.1988	C21811	Wall teichoic acid; [(4-D-Ala)-(2-GlcNAc)-Rib-ol-P]n-[Gro-P]m-beta-ManNAc-(1->4)-alpha-GlcNAc-P-peptidoglycan; 11,12-Dihydroxyabieta-8,11,13-trien-20-oic acid; [SoxY protein]-S-disulfanyl-L-cysteine	(C36H59N4O26P(C2H5O5P)m(C16H29N2O13P)n)l	Biosynthesis of secondary metabolites;Diterpenoid biosynthesis	putative_multi
331.19224__1.539	332.19952	332.1988	C09067	Clerodin; 3-Deoxycaryoptinol; Forskolin; Callicarpone	C20H28O4	NA	putative_multi
331.19224__1.539	332.19952	332.1988	C09177	Resiniferatoxin; RTX; Premarrubiin	C20H28O4	Biosynthesis of secondary metabolites;Inflammatory mediator regulation of TRP channels;Diterpenoid biosynthesis	putative_multi
331.19224__1.539	332.19952	332.1988	C21811	Wall teichoic acid; [(4-D-Ala)-(2-GlcNAc)-Rib-ol-P]n-[Gro-P]m-beta-ManNAc-(1->4)-alpha-GlcNAc-P-peptidoglycan; 11,12-Dihydroxyabieta-8,11,13-trien-20-oic acid; [SoxY protein]-S-disulfanyl-L-cysteine	(C36H59N4O26P(C2H5O5P)m(C16H29N2O13P)n)l	Biosynthesis of secondary metabolites;Diterpenoid biosynthesis	putative_multi
331.19256__2.569	332.19984	332.1988	C09067	Clerodin; 3-Deoxycaryoptinol; Forskolin; Callicarpone	C20H28O4	NA	putative_multi
331.19256__2.569	332.19984	332.1988	C09177	Resiniferatoxin; RTX; Premarrubiin	C20H28O4	Biosynthesis of secondary metabolites;Inflammatory mediator regulation of TRP channels;Diterpenoid biosynthesis	putative_multi
331.19256__2.569	332.19984	332.1988	C21811	Wall teichoic acid; [(4-D-Ala)-(2-GlcNAc)-Rib-ol-P]n-[Gro-P]m-beta-ManNAc-(1->4)-alpha-GlcNAc-P-peptidoglycan; 11,12-Dihydroxyabieta-8,11,13-trien-20-oic acid; [SoxY protein]-S-disulfanyl-L-cysteine	(C36H59N4O26P(C2H5O5P)m(C16H29N2O13P)n)l	Biosynthesis of secondary metabolites;Diterpenoid biosynthesis	putative_multi
331.1946__1.528	332.20183	332.1988	C09067	Clerodin; 3-Deoxycaryoptinol; Forskolin; Callicarpone	C20H28O4	NA	putative_multi
331.1946__1.528	332.20183	332.1988	C09177	Resiniferatoxin; RTX; Premarrubiin	C20H28O4	Biosynthesis of secondary metabolites;Inflammatory mediator regulation of TRP channels;Diterpenoid biosynthesis	putative_multi
331.1946__1.528	332.20183	332.1988	C21811	Wall teichoic acid; [(4-D-Ala)-(2-GlcNAc)-Rib-ol-P]n-[Gro-P]m-beta-ManNAc-(1->4)-alpha-GlcNAc-P-peptidoglycan; 11,12-Dihydroxyabieta-8,11,13-trien-20-oic acid; [SoxY protein]-S-disulfanyl-L-cysteine	(C36H59N4O26P(C2H5O5P)m(C16H29N2O13P)n)l	Biosynthesis of secondary metabolites;Diterpenoid biosynthesis	putative_multi
331.2674__1.922	332.27472	332.2715	C16527	Adrenic acid; 7,10,13,16-Docosatetraenoic acid; (7Z,10Z,13Z,16Z)-Docosa-7,10,13,16-tetraenoic acid; 7Z,10Z,13Z,16Z-Docosatetraenoic acid	C22H36O2	Ferroptosis;Fatty acid metabolism;Biosynthesis of unsaturated fatty acids	putative_multi
331.2674__1.922	332.27472	332.2715	C22751	Cannabicyclohexanol; 2-[(1R,3S)-3-Hydroxycyclohexyl]-5-(2-methylnonan-2-yl)phenol; 1-Phenyl-2-(pyrrolidin-1-yl)hexan-1-one; N-(1-Phenethylpiperidin-4-yl)-N-phenyltetrahydrofuran-2-carboxamide	C22H36O2	NA	putative_multi
333.20551__1.639	334.21278	334.2144	C05953	Prostaglandin A2; PGA2; Medullin; 11-epi-PGF2a	C20H30O4	Metabolic pathways;Platelet activation;Serotonergic synapse;Arachidonic acid metabolism;Eicosanoids	putative_multi
333.20551__1.639	334.21278	334.2144	C11876	6beta,7beta-Dihydroxykaurenoic acid; ent-6alpha,7alpha-Dihydroxykaur-16-en-19-oic acid; ent-Sandaracopimaradiene; ent-13alpha-Pimara-8(14),15-diene; Neoabietadiene	C20H30O4	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of terpenoids and steroids;Diterpenoid biosynthesis	putative_multi
333.20551__1.639	334.21278	334.2144	C14815	5,6-Epoxytetraene; (7E,9E,11Z,13E)-(5S,6S,15S)-5,6-Epoxy-15-hydroxyeicosa-7,9,11,13-tetraenoic acid; (7E,9E,11Z,13E)-(5S,6S,15S)-5,6-Epoxy-15-hydroxyicosa-7,9,11,13-tetraenoic acid; Iron(2+); (5Z,9E,11Z,14Z)-(8R)-8-Hydroxyicosa-5,9,11,14-tetraenoic acid; Sch 59884	C20H30O4	Metabolic pathways;HIF-1 signaling pathway;Aldosterone synthesis and secretion;Two-component system;ABC transporters;Mineral absorption;Ferroptosis;Porphyrin metabolism;Alzheimer disease;Serotonergic synapse;Arachidonic acid metabolism;Hormone signaling;Antifungal agents;TGF-beta signaling pathway	putative_multi
333.20688__1.657	334.21432	334.2144	C05953	Prostaglandin A2; PGA2; Medullin; 11-epi-PGF2a	C20H30O4	Metabolic pathways;Platelet activation;Serotonergic synapse;Arachidonic acid metabolism;Eicosanoids	putative_multi
333.20688__1.657	334.21432	334.2144	C11876	6beta,7beta-Dihydroxykaurenoic acid; ent-6alpha,7alpha-Dihydroxykaur-16-en-19-oic acid; ent-Sandaracopimaradiene; ent-13alpha-Pimara-8(14),15-diene; Neoabietadiene	C20H30O4	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of terpenoids and steroids;Diterpenoid biosynthesis	putative_multi
